   经度     纬度     角度    风速
    108.00    -38.00    198.36     83.60
    109.00    -38.00     42.69     71.61
    110.00    -38.00    134.52    139.59
    111.00    -38.00    229.53     74.95
    112.00    -38.00     18.02     81.51
    113.00    -38.00    132.37     39.83
    114.00    -38.00    129.32     48.48
    115.00    -38.00    111.04     37.14
    116.00    -38.00    116.53     37.37
    117.00    -38.00    126.96     25.08
    118.00    -38.00    121.95     73.34
    119.00    -38.00    122.93     43.84
    120.00    -38.00    273.84     77.47
    121.00    -38.00    219.33     59.76
    122.00    -38.00    213.12     69.77
    123.00    -38.00     55.56     76.79
    124.00    -38.00    315.35     31.74
    125.00    -38.00    165.50     82.87
    126.00    -38.00    135.16    157.46
     46.00    -37.00      0.00      0.00
     47.00    -37.00      0.00      0.00
     48.00    -37.00      0.00      0.00
     49.00    -37.00      0.00      0.00
     50.00    -37.00    202.11     18.77
     51.00    -37.00    307.22     63.99
     52.00    -37.00    166.33     37.62
     53.00    -37.00    143.87     34.56
     54.00    -37.00    173.92    103.01
     55.00    -37.00    248.96    108.13
     56.00    -37.00    156.29    101.75
     57.00    -37.00    175.09     47.40
     58.00    -37.00    144.78     32.80
     59.00    -37.00     39.52     95.34
     60.00    -37.00     55.93    103.37
     61.00    -37.00    296.52     80.87
     62.00    -37.00      0.00      0.00
     63.00    -37.00      0.00      0.00
     64.00    -37.00      0.00      0.00
     65.00    -37.00      0.00      0.00
     66.00    -37.00      0.00      0.00
     67.00    -37.00      0.00      0.00
     68.00    -37.00      0.00      0.00
     69.00    -37.00      0.00      0.00
     70.00    -37.00      0.00      0.00
     71.00    -37.00      0.00      0.00
     72.00    -37.00      0.00      0.00
     73.00    -37.00      0.00      0.00
     74.00    -37.00      0.00      0.00
     75.00    -37.00      0.00      0.00
     76.00    -37.00      0.00      0.00
     77.00    -37.00      0.00      0.00
     78.00    -37.00      0.00      0.00
     79.00    -37.00      0.00      0.00
     80.00    -37.00     67.12     45.24
     81.00    -37.00    169.61     22.21
     82.00    -37.00    122.34     39.38
     83.00    -37.00     59.66      6.26
     84.00    -37.00     12.35     11.70
     85.00    -37.00    131.82     78.90
     86.00    -37.00     38.84     95.12
     87.00    -37.00     35.44     90.91
     88.00    -37.00      0.00      0.00
     89.00    -37.00      0.00      0.00
     90.00    -37.00      0.00      0.00
     91.00    -37.00      0.00      0.00
     92.00    -37.00      0.00      0.00
     93.00    -37.00      0.00      0.00
     94.00    -37.00      0.00      0.00
     95.00    -37.00      0.00      0.00
     96.00    -37.00      0.00      0.00
     97.00    -37.00    147.37     47.01
     98.00    -37.00    138.72     44.01
     99.00    -37.00    350.28     58.67
    100.00    -37.00    134.53     46.19
    101.00    -37.00    123.73     32.11
    102.00    -37.00      0.00      0.00
    103.00    -37.00      0.00      0.00
    104.00    -37.00      0.00      0.00
    105.00    -37.00    137.79     46.24
    106.00    -37.00    134.44    121.22
    107.00    -37.00    271.21     69.99
    108.00    -37.00    203.71     90.48
    109.00    -37.00    209.85     34.01
    110.00    -37.00     39.24     71.77
    111.00    -37.00    310.86     89.75
    112.00    -37.00    316.49     36.60
    113.00    -37.00      5.79     18.22
    114.00    -37.00    129.29     56.76
    115.00    -37.00    127.61     28.70
    116.00    -37.00    121.52    113.90
    117.00    -37.00     14.83     85.57
    118.00    -37.00    296.18    106.83
    119.00    -37.00    124.06     60.34
    120.00    -37.00    204.84     70.27
    121.00    -37.00    110.00     49.43
    122.00    -37.00    101.04     44.51
    123.00    -37.00    103.74    116.03
    124.00    -37.00    309.68    146.40
    125.00    -37.00    167.82     59.90
    126.00    -37.00    119.65     50.82
     46.00    -36.00      0.00      0.00
     47.00    -36.00      0.00      0.00
     48.00    -36.00      0.00      0.00
     49.00    -36.00      0.00      0.00
     50.00    -36.00    201.78     25.33
     51.00    -36.00    190.27     48.15
     52.00    -36.00    188.04     43.80
     53.00    -36.00    181.01     47.22
     54.00    -36.00    251.54     82.29
     55.00    -36.00    163.72     65.26
     56.00    -36.00    150.14     93.96
     57.00    -36.00    140.71     65.29
     58.00    -36.00    172.31     41.89
     59.00    -36.00    148.16     39.46
     60.00    -36.00    164.23     16.30
     61.00    -36.00    239.44    126.88
     62.00    -36.00      0.00      0.00
     63.00    -36.00      0.00      0.00
     64.00    -36.00      0.00      0.00
     65.00    -36.00      0.00      0.00
     66.00    -36.00      0.00      0.00
     67.00    -36.00      0.00      0.00
     68.00    -36.00      0.00      0.00
     69.00    -36.00      0.00      0.00
     70.00    -36.00      0.00      0.00
     71.00    -36.00      0.00      0.00
     72.00    -36.00      0.00      0.00
     73.00    -36.00      0.00      0.00
     74.00    -36.00      0.00      0.00
     75.00    -36.00      0.00      0.00
     76.00    -36.00      0.00      0.00
     77.00    -36.00      0.00      0.00
     78.00    -36.00      0.00      0.00
     79.00    -36.00    164.97     22.56
     80.00    -36.00    122.57     31.24
     81.00    -36.00    349.78     81.09
     82.00    -36.00     75.46     15.18
     83.00    -36.00     43.03     16.42
     84.00    -36.00    118.46     56.19
     85.00    -36.00    108.95     33.45
     86.00    -36.00      0.00      0.00
     87.00    -36.00      0.00      0.00
     88.00    -36.00      0.00      0.00
     89.00    -36.00      0.00      0.00
     90.00    -36.00      0.00      0.00
     91.00    -36.00      0.00      0.00
     92.00    -36.00      0.00      0.00
     93.00    -36.00      0.00      0.00
     94.00    -36.00      0.00      0.00
     95.00    -36.00    216.79     37.84
     96.00    -36.00    229.41     24.12
     97.00    -36.00    155.93     32.17
     98.00    -36.00    248.29     17.29
     99.00    -36.00    129.11     46.02
    100.00    -36.00    143.57     37.44
    101.00    -36.00      0.00      0.00
    102.00    -36.00      0.00      0.00
    103.00    -36.00    150.36     40.81
    104.00    -36.00    158.29     35.78
    105.00    -36.00    197.91     89.74
    106.00    -36.00    200.23     72.13
    107.00    -36.00    326.95     47.64
    108.00    -36.00    119.76     57.95
    109.00    -36.00    183.06     12.72
    110.00    -36.00      2.11     62.22
    111.00    -36.00    140.12      8.60
    112.00    -36.00      0.00      0.00
    113.00    -36.00    125.54     22.63
    114.00    -36.00    103.61     91.22
    115.00    -36.00    324.79     76.03
    116.00    -36.00    128.66     23.59
    117.00    -36.00    180.96     12.85
    118.00    -36.00    162.15     86.07
    119.00    -36.00    125.05     38.51
    120.00    -36.00      0.00      0.00
    121.00    -36.00    101.31    100.65
    122.00    -36.00    117.29    102.00
    123.00    -36.00    269.98     41.96
    124.00    -36.00     86.57     34.15
    125.00    -36.00     88.31     42.09
    126.00    -36.00    300.60     63.34
     46.00    -35.00      0.00      0.00
     47.00    -35.00      0.00      0.00
     48.00    -35.00      0.00      0.00
     49.00    -35.00      0.00      0.00
     50.00    -35.00    188.64     30.35
     51.00    -35.00    126.78     69.49
     52.00    -35.00    208.77     87.15
     53.00    -35.00    174.58     41.89
     54.00    -35.00    156.47     57.31
     55.00    -35.00    127.48     29.58
     56.00    -35.00    228.28    109.90
     57.00    -35.00    235.54    110.67
     58.00    -35.00    196.63     35.17
     59.00    -35.00    255.12     55.14
     60.00    -35.00    144.59     31.93
     61.00    -35.00    163.81     56.67
     62.00    -35.00      0.00      0.00
     63.00    -35.00      0.00      0.00
     64.00    -35.00      0.00      0.00
     65.00    -35.00      0.00      0.00
     66.00    -35.00      0.00      0.00
     67.00    -35.00      0.00      0.00
     68.00    -35.00      0.00      0.00
     69.00    -35.00      0.00      0.00
     70.00    -35.00      0.00      0.00
     71.00    -35.00      0.00      0.00
     72.00    -35.00      0.00      0.00
     73.00    -35.00      0.00      0.00
     74.00    -35.00      0.00      0.00
     75.00    -35.00      0.00      0.00
     76.00    -35.00      0.00      0.00
     77.00    -35.00      0.00      0.00
     78.00    -35.00    342.34     59.80
     79.00    -35.00    233.51     17.33
     80.00    -35.00     96.88     11.91
     81.00    -35.00    152.83    105.24
     82.00    -35.00    144.49     23.79
     83.00    -35.00     68.99     11.23
     84.00    -35.00    298.27     48.29
     85.00    -35.00      0.00      0.00
     86.00    -35.00      0.00      0.00
     87.00    -35.00      0.00      0.00
     88.00    -35.00      0.00      0.00
     89.00    -35.00      0.00      0.00
     90.00    -35.00      0.00      0.00
     91.00    -35.00      0.00      0.00
     92.00    -35.00    160.79     25.44
     93.00    -35.00    178.10     75.15
     94.00    -35.00     34.92     51.96
     95.00    -35.00    165.35     39.41
     96.00    -35.00    146.98     37.86
     97.00    -35.00    119.75     27.78
     98.00    -35.00    179.89    100.06
     99.00    -35.00    145.18     29.21
    100.00    -35.00    125.67     52.03
    101.00    -35.00    120.44     72.71
    102.00    -35.00    263.58      9.40
    103.00    -35.00    108.59     11.19
    104.00    -35.00     41.55     66.91
    105.00    -35.00    174.85     14.90
    106.00    -35.00    319.22     18.83
    107.00    -35.00    191.20     42.81
    108.00    -35.00     88.18     19.43
    109.00    -35.00    107.88     80.04
    110.00    -35.00    123.27     37.41
    111.00    -35.00      0.00      0.00
    112.00    -35.00      0.00      0.00
    113.00    -35.00      0.00      0.00
    114.00    -35.00      0.00      0.00
    115.00    -35.00      0.00      0.00
    116.00    -35.00      0.00      0.00
    117.00    -35.00      0.00      0.00
    118.00    -35.00      0.00      0.00
    119.00    -35.00      0.00      0.00
    120.00    -35.00      0.00      0.00
    121.00    -35.00      0.00      0.00
    122.00    -35.00      0.00      0.00
    123.00    -35.00      0.00      0.00
    124.00    -35.00      0.00      0.00
    125.00    -35.00      0.00      0.00
    126.00    -35.00    110.16     38.57
     46.00    -34.00      0.00      0.00
     47.00    -34.00      0.00      0.00
     48.00    -34.00      0.00      0.00
     49.00    -34.00      0.00      0.00
     50.00    -34.00    184.70     14.60
     51.00    -34.00    178.44     26.04
     52.00    -34.00    177.13     30.08
     53.00    -34.00    229.04    162.44
     54.00    -34.00     79.22     54.87
     55.00    -34.00    186.18     55.05
     56.00    -34.00    187.13     44.09
     57.00    -34.00    234.12     61.27
     58.00    -34.00    168.76     25.93
     59.00    -34.00    198.00     36.64
     60.00    -34.00    191.01     28.31
     61.00    -34.00    103.28     34.42
     62.00    -34.00    173.11     10.68
     63.00    -34.00      0.00      0.00
     64.00    -34.00      0.00      0.00
     65.00    -34.00      0.00      0.00
     66.00    -34.00      0.00      0.00
     67.00    -34.00      0.00      0.00
     68.00    -34.00      0.00      0.00
     69.00    -34.00      0.00      0.00
     70.00    -34.00      0.00      0.00
     71.00    -34.00      0.00      0.00
     72.00    -34.00      0.00      0.00
     73.00    -34.00      0.00      0.00
     74.00    -34.00      0.00      0.00
     75.00    -34.00      0.00      0.00
     76.00    -34.00      0.00      0.00
     77.00    -34.00      0.00      0.00
     78.00    -34.00    186.56      8.32
     79.00    -34.00    254.51     14.38
     80.00    -34.00    236.33     12.13
     81.00    -34.00     96.56     17.27
     82.00    -34.00    284.53     64.09
     83.00    -34.00      0.00      0.00
     84.00    -34.00      0.00      0.00
     85.00    -34.00      0.00      0.00
     86.00    -34.00      0.00      0.00
     87.00    -34.00      0.00      0.00
     88.00    -34.00      0.00      0.00
     89.00    -34.00      0.00      0.00
     90.00    -34.00      0.00      0.00
     91.00    -34.00    155.90     14.16
     92.00    -34.00    266.22     28.78
     93.00    -34.00      2.90     30.82
     94.00    -34.00    169.99     53.76
     95.00    -34.00    155.02      9.18
     96.00    -34.00    316.34    111.58
     97.00    -34.00     26.06     54.28
     98.00    -34.00    208.11     46.88
     99.00    -34.00    141.06     36.94
    100.00    -34.00    263.43     49.56
    101.00    -34.00    130.88     19.28
    102.00    -34.00    165.46      6.52
    103.00    -34.00     77.67     28.00
    104.00    -34.00    140.65     23.29
    105.00    -34.00    215.31     77.82
    106.00    -34.00    337.11     42.55
    107.00    -34.00    126.91     69.40
    108.00    -34.00      0.00      0.00
    109.00    -34.00      0.00      0.00
    110.00    -34.00      0.00      0.00
    111.00    -34.00      0.00      0.00
    112.00    -34.00      0.00      0.00
    113.00    -34.00      0.00      0.00
    114.00    -34.00      0.00      0.00
    115.00    -34.00      0.00      0.00
    116.00    -34.00      0.00      0.00
    117.00    -34.00      0.00      0.00
    118.00    -34.00      0.00      0.00
    119.00    -34.00      0.00      0.00
    120.00    -34.00      0.00      0.00
    121.00    -34.00      0.00      0.00
    122.00    -34.00      0.00      0.00
    123.00    -34.00    107.92     62.09
    124.00    -34.00    113.85     66.56
    125.00    -34.00    120.45     41.41
    126.00    -34.00    154.15     29.88
     46.00    -33.00      0.00      0.00
     47.00    -33.00      0.00      0.00
     48.00    -33.00      0.00      0.00
     49.00    -33.00      0.00      0.00
     50.00    -33.00    203.34     13.60
     51.00    -33.00    205.82     31.41
     52.00    -33.00    202.22     34.84
     53.00    -33.00    177.63     20.42
     54.00    -33.00    169.18      9.74
     55.00    -33.00    166.36     94.49
     56.00    -33.00    213.95    123.54
     57.00    -33.00     54.11     53.75
     58.00    -33.00    132.06     22.53
     59.00    -33.00    205.74     44.87
     60.00    -33.00    176.58     17.78
     61.00    -33.00    230.96    136.34
     62.00    -33.00    152.11     71.71
     63.00    -33.00    253.12     26.03
     64.00    -33.00      0.00      0.00
     65.00    -33.00      0.00      0.00
     66.00    -33.00      0.00      0.00
     67.00    -33.00      0.00      0.00
     68.00    -33.00      0.00      0.00
     69.00    -33.00      0.00      0.00
     70.00    -33.00      0.00      0.00
     71.00    -33.00      0.00      0.00
     72.00    -33.00      0.00      0.00
     73.00    -33.00      0.00      0.00
     74.00    -33.00      0.00      0.00
     75.00    -33.00      0.00      0.00
     76.00    -33.00      0.00      0.00
     77.00    -33.00      0.00      0.00
     78.00    -33.00      0.00      0.00
     79.00    -33.00      0.00      0.00
     80.00    -33.00      0.00      0.00
     81.00    -33.00      0.00      0.00
     82.00    -33.00      0.00      0.00
     83.00    -33.00      0.00      0.00
     84.00    -33.00      0.00      0.00
     85.00    -33.00      0.00      0.00
     86.00    -33.00      0.00      0.00
     87.00    -33.00      0.00      0.00
     88.00    -33.00    153.45     32.32
     89.00    -33.00    130.10     10.71
     90.00    -33.00    181.86     10.87
     91.00    -33.00      0.00      0.00
     92.00    -33.00    293.62     71.96
     93.00    -33.00    148.82     36.63
     94.00    -33.00    164.53     44.81
     95.00    -33.00     58.38     55.17
     96.00    -33.00     47.98     36.98
     97.00    -33.00    289.92     63.18
     98.00    -33.00    207.84     61.11
     99.00    -33.00    120.44     54.47
    100.00    -33.00    209.73     99.46
    101.00    -33.00    162.10     34.78
    102.00    -33.00      0.00      0.00
    103.00    -33.00     34.25     66.04
    104.00    -33.00    122.41     60.93
    105.00    -33.00    356.70     56.18
    106.00    -33.00    130.70    129.97
    107.00    -33.00      0.00      0.00
    108.00    -33.00      0.00      0.00
    109.00    -33.00      0.00      0.00
    110.00    -33.00      0.00      0.00
    111.00    -33.00      0.00      0.00
    112.00    -33.00      0.00      0.00
    113.00    -33.00      0.00      0.00
    114.00    -33.00      0.00      0.00
    115.00    -33.00    134.24     41.56
    116.00    -33.00    122.13     47.42
    117.00    -33.00    138.01     85.40
    118.00    -33.00      0.00      0.00
    119.00    -33.00      0.00      0.00
    120.00    -33.00      0.00      0.00
    121.00    -33.00      0.00      0.00
    122.00    -33.00    108.44    113.56
    123.00    -33.00    130.00     33.37
    124.00    -33.00    176.93     72.80
    125.00    -33.00    346.58     61.30
    126.00    -33.00    101.29     69.79
     46.00    -32.00      0.00      0.00
     47.00    -32.00      0.00      0.00
     48.00    -32.00      0.00      0.00
     49.00    -32.00      0.00      0.00
     50.00    -32.00      0.00      0.00
     51.00    -32.00    244.37     10.02
     52.00    -32.00    164.28     19.17
     53.00    -32.00    157.71     31.88
     54.00    -32.00    193.45     32.05
     55.00    -32.00    197.32     49.17
     56.00    -32.00     42.95     79.60
     57.00    -32.00    222.48     46.73
     58.00    -32.00    180.60     26.03
     59.00    -32.00     98.57     62.89
     60.00    -32.00    193.11     32.76
     61.00    -32.00    145.80     20.95
     62.00    -32.00     97.11     26.29
     63.00    -32.00    207.98     83.67
     64.00    -32.00    160.32     88.23
     65.00    -32.00      0.00      0.00
     66.00    -32.00      0.00      0.00
     67.00    -32.00      0.00      0.00
     68.00    -32.00      0.00      0.00
     69.00    -32.00      0.00      0.00
     70.00    -32.00      0.00      0.00
     71.00    -32.00      0.00      0.00
     72.00    -32.00      0.00      0.00
     73.00    -32.00      0.00      0.00
     74.00    -32.00      0.00      0.00
     75.00    -32.00      0.00      0.00
     76.00    -32.00      0.00      0.00
     77.00    -32.00      0.00      0.00
     78.00    -32.00      0.00      0.00
     79.00    -32.00      0.00      0.00
     80.00    -32.00      0.00      0.00
     81.00    -32.00      0.00      0.00
     82.00    -32.00      0.00      0.00
     83.00    -32.00      0.00      0.00
     84.00    -32.00      0.00      0.00
     85.00    -32.00      0.00      0.00
     86.00    -32.00      0.00      0.00
     87.00    -32.00    163.06     48.44
     88.00    -32.00      0.00      0.00
     89.00    -32.00      0.00      0.00
     90.00    -32.00      0.00      0.00
     91.00    -32.00    162.90      7.62
     92.00    -32.00    347.72     65.69
     93.00    -32.00    159.70     12.92
     94.00    -32.00    113.95     23.49
     95.00    -32.00    128.55     28.41
     96.00    -32.00      3.30     75.27
     97.00    -32.00    148.65     35.90
     98.00    -32.00    141.78    127.84
     99.00    -32.00    216.75     85.35
    100.00    -32.00    347.27     76.44
    101.00    -32.00    127.30     23.39
    102.00    -32.00      0.00      0.00
    103.00    -32.00    258.37      9.76
    104.00    -32.00     43.63     42.92
    105.00    -32.00    109.05     58.69
    106.00    -32.00      0.00      0.00
    107.00    -32.00      0.00      0.00
    108.00    -32.00      0.00      0.00
    109.00    -32.00      0.00      0.00
    110.00    -32.00      0.00      0.00
    111.00    -32.00      0.00      0.00
    112.00    -32.00      0.00      0.00
    113.00    -32.00      0.00      0.00
    114.00    -32.00      0.00      0.00
    115.00    -32.00      0.00      0.00
    116.00    -32.00      0.00      0.00
    117.00    -32.00      0.00      0.00
    118.00    -32.00      0.00      0.00
    119.00    -32.00      0.00      0.00
    120.00    -32.00    112.38     96.24
    121.00    -32.00    120.23     50.56
    122.00    -32.00    133.70     17.25
    123.00    -32.00    140.46     19.95
    124.00    -32.00    118.57     70.60
    125.00    -32.00      0.00      0.00
    126.00    -32.00      0.00      0.00
     46.00    -31.00      0.00      0.00
     47.00    -31.00      0.00      0.00
     48.00    -31.00      0.00      0.00
     49.00    -31.00      0.00      0.00
     50.00    -31.00      0.00      0.00
     51.00    -31.00      0.00      0.00
     52.00    -31.00      0.00      0.00
     53.00    -31.00      0.00      0.00
     54.00    -31.00     72.80     95.02
     55.00    -31.00    231.03     84.82
     56.00    -31.00    173.37     35.19
     57.00    -31.00    228.28    141.48
     58.00    -31.00    186.07     22.50
     59.00    -31.00    315.52     92.75
     60.00    -31.00    143.67     37.62
     61.00    -31.00      0.00      0.00
     62.00    -31.00    183.64     22.85
     63.00    -31.00    193.82     43.79
     64.00    -31.00    154.36      4.07
     65.00    -31.00      0.00      0.00
     66.00    -31.00      0.00      0.00
     67.00    -31.00      0.00      0.00
     68.00    -31.00      0.00      0.00
     69.00    -31.00      0.00      0.00
     70.00    -31.00      0.00      0.00
     71.00    -31.00      0.00      0.00
     72.00    -31.00      0.00      0.00
     73.00    -31.00      0.00      0.00
     74.00    -31.00      0.00      0.00
     75.00    -31.00      0.00      0.00
     76.00    -31.00      0.00      0.00
     77.00    -31.00      0.00      0.00
     78.00    -31.00      0.00      0.00
     79.00    -31.00      0.00      0.00
     80.00    -31.00      0.00      0.00
     81.00    -31.00      0.00      0.00
     82.00    -31.00      0.00      0.00
     83.00    -31.00      0.00      0.00
     84.00    -31.00      0.00      0.00
     85.00    -31.00      0.00      0.00
     86.00    -31.00      0.00      0.00
     87.00    -31.00      0.00      0.00
     88.00    -31.00      0.00      0.00
     89.00    -31.00      0.00      0.00
     90.00    -31.00      0.00      0.00
     91.00    -31.00    131.58     94.97
     92.00    -31.00    155.39     33.13
