     经度     纬度      角度        风速
     77.00    -39.00      0.00      0.00
     78.00    -39.00      0.00      0.00
     79.00    -39.00      0.00      0.00
     80.00    -39.00      0.00      0.00
     81.00    -39.00      0.00      0.00
     82.00    -39.00    354.06      8.88
     83.00    -39.00      2.30      9.37
     84.00    -39.00     70.63      4.47
     85.00    -39.00     43.29      8.07
     86.00    -39.00     74.51      6.90
     87.00    -39.00    134.55     15.18
     88.00    -39.00     31.01     11.62
     89.00    -39.00    340.69     23.47
     90.00    -39.00    296.18     49.54
     91.00    -39.00    135.58     10.98
     92.00    -39.00    125.00     14.96
     93.00    -39.00    123.81     16.93
     94.00    -39.00    131.38      9.11
     95.00    -39.00    132.57     16.80
     96.00    -39.00    136.61     17.24
     97.00    -39.00      0.00      0.00
     98.00    -39.00      0.00      0.00
     99.00    -39.00      0.00      0.00
    100.00    -39.00      0.00      0.00
    101.00    -39.00      0.00      0.00
    102.00    -39.00    128.49     29.84
    103.00    -39.00    290.57     68.50
    104.00    -39.00    125.27     32.62
    105.00    -39.00    123.80     30.38
    106.00    -39.00    124.37     34.58
    107.00    -39.00    120.00     36.13
    108.00    -39.00    116.87     26.31
    109.00    -39.00    124.08     76.08
    110.00    -39.00    286.48     72.64
    111.00    -39.00    116.88     27.02
    112.00    -39.00      0.00      0.00
    113.00    -39.00    138.64     12.01
    114.00    -39.00    127.20     44.53
    115.00    -39.00    127.20     27.67
    116.00    -39.00    124.71     28.39
    117.00    -39.00    121.81     29.92
    118.00    -39.00    130.28     29.80
    119.00    -39.00    129.81     29.51
    120.00    -39.00    123.90     25.65
    121.00    -39.00    118.53     30.62
    122.00    -39.00    123.29     25.55
    123.00    -39.00    116.87     32.63
    124.00    -39.00    123.73     25.33
    125.00    -39.00    129.94     36.26
    126.00    -39.00    127.92     38.76
     46.00    -38.00      0.00      0.00
     47.00    -38.00      0.00      0.00
     48.00    -38.00      0.00      0.00
     49.00    -38.00      0.00      0.00
     50.00    -38.00      0.00      0.00
     51.00    -38.00    190.68     20.79
     52.00    -38.00    247.38     25.85
     53.00    -38.00    277.53     56.68
     54.00    -38.00    174.08     33.08
     55.00    -38.00    186.29     29.90
     56.00    -38.00    170.75     25.91
     57.00    -38.00    160.32     31.71
     58.00    -38.00    176.12     27.14
     59.00    -38.00    167.68     32.41
     60.00    -38.00    175.49     24.77
     61.00    -38.00    186.89     26.23
     62.00    -38.00      0.00      0.00
     63.00    -38.00      0.00      0.00
     64.00    -38.00      0.00      0.00
     65.00    -38.00      0.00      0.00
     66.00    -38.00      0.00      0.00
     67.00    -38.00      0.00      0.00
     68.00    -38.00      0.00      0.00
     69.00    -38.00      0.00      0.00
     70.00    -38.00      0.00      0.00
     71.00    -38.00      0.00      0.00
     72.00    -38.00      0.00      0.00
     73.00    -38.00      0.00      0.00
     74.00    -38.00      0.00      0.00
     75.00    -38.00      0.00      0.00
     76.00    -38.00      0.00      0.00
     77.00    -38.00      0.00      0.00
     78.00    -38.00      0.00      0.00
     79.00    -38.00      0.00      0.00
     80.00    -38.00      0.00      0.00
     81.00    -38.00      0.00      0.00
     82.00    -38.00     16.59      8.74
     83.00    -38.00     18.83      9.38
     84.00    -38.00     79.33      6.22
     85.00    -38.00     78.11      6.73
     86.00    -38.00     23.51     10.47
     87.00    -38.00     48.08      2.23
     88.00    -38.00    118.18      5.75
     89.00    -38.00    158.08      7.57
     90.00    -38.00      0.00      0.00
     91.00    -38.00    138.20     10.69
     92.00    -38.00      0.00      0.00
     93.00    -38.00      0.00      0.00
     94.00    -38.00      0.00      0.00
     95.00    -38.00      0.00      0.00
     96.00    -38.00      0.00      0.00
     97.00    -38.00      0.00      0.00
     98.00    -38.00      0.00      0.00
     99.00    -38.00      0.00      0.00
    100.00    -38.00    115.22     67.46
    101.00    -38.00    126.14     27.94
    102.00    -38.00    128.41     29.63
    103.00    -38.00    121.85     22.89
    104.00    -38.00    131.28     34.42
    105.00    -38.00    128.19     19.66
    106.00    -38.00    119.42     40.04
    107.00    -38.00    127.58     35.72
    108.00    -38.00    287.50     22.82
    109.00    -38.00    260.38      4.11
    110.00    -38.00    197.85    115.06
    111.00    -38.00    316.95    117.16
    112.00    -38.00    138.79     19.07
    113.00    -38.00    116.74     64.44
    114.00    -38.00    128.00     28.00
    115.00    -38.00    126.93     27.40
    116.00    -38.00    129.63     24.39
    117.00    -38.00    132.18     22.03
    118.00    -38.00    118.98     51.36
    119.00    -38.00    133.32     26.61
    120.00    -38.00    128.20     29.57
    121.00    -38.00    126.95     30.23
    122.00    -38.00    123.14     51.25
    123.00    -38.00     94.45     40.68
    124.00    -38.00    126.20     38.75
    125.00    -38.00    232.15     47.88
    126.00    -38.00    192.22     78.77
     46.00    -37.00      0.00      0.00
     47.00    -37.00      0.00      0.00
     48.00    -37.00      0.00      0.00
     49.00    -37.00      0.00      0.00
     50.00    -37.00    213.55     16.22
     51.00    -37.00    174.17     24.88
     52.00    -37.00    177.72     29.09
     53.00    -37.00    170.41     29.45
     54.00    -37.00    167.21     25.94
     55.00    -37.00    179.80     26.14
     56.00    -37.00    177.40     26.62
     57.00    -37.00    169.17     27.43
     58.00    -37.00    173.49     23.96
     59.00    -37.00    176.36     24.75
     60.00    -37.00    185.80     21.94
     61.00    -37.00    174.31     22.68
     62.00    -37.00      0.00      0.00
     63.00    -37.00      0.00      0.00
     64.00    -37.00      0.00      0.00
     65.00    -37.00      0.00      0.00
     66.00    -37.00      0.00      0.00
     67.00    -37.00      0.00      0.00
     68.00    -37.00      0.00      0.00
     69.00    -37.00      0.00      0.00
     70.00    -37.00      0.00      0.00
     71.00    -37.00      0.00      0.00
     72.00    -37.00      0.00      0.00
     73.00    -37.00      0.00      0.00
     74.00    -37.00      0.00      0.00
     75.00    -37.00      0.00      0.00
     76.00    -37.00      0.00      0.00
     77.00    -37.00      0.00      0.00
     78.00    -37.00      0.00      0.00
     79.00    -37.00      0.00      0.00
     80.00    -37.00    193.67      2.76
     81.00    -37.00    227.50      8.91
     82.00    -37.00      0.98     10.57
     83.00    -37.00     38.58      4.01
     84.00    -37.00     32.94      4.16
     85.00    -37.00     27.73      4.21
     86.00    -37.00    241.43     51.00
     87.00    -37.00    120.16      8.20
     88.00    -37.00      0.00      0.00
     89.00    -37.00      0.00      0.00
     90.00    -37.00      0.00      0.00
     91.00    -37.00      0.00      0.00
     92.00    -37.00      0.00      0.00
     93.00    -37.00      0.00      0.00
     94.00    -37.00      0.00      0.00
     95.00    -37.00      0.00      0.00
     96.00    -37.00      0.00      0.00
     97.00    -37.00    134.38     27.63
     98.00    -37.00    138.26     22.17
     99.00    -37.00    137.18     19.04
    100.00    -37.00    143.91     14.10
    101.00    -37.00    134.86     24.74
    102.00    -37.00      0.00      0.00
    103.00    -37.00      0.00      0.00
    104.00    -37.00      0.00      0.00
    105.00    -37.00    134.28     19.05
    106.00    -37.00    129.27     18.33
    107.00    -37.00    185.49    106.71
    108.00    -37.00    195.24    111.75
    109.00    -37.00    163.40     70.96
    110.00    -37.00    261.67     25.45
    111.00    -37.00      3.51     78.87
    112.00    -37.00    312.62     57.96
    113.00    -37.00    115.29     15.28
    114.00    -37.00    127.01     23.22
    115.00    -37.00    132.66     19.01
    116.00    -37.00    131.76     18.27
    117.00    -37.00    122.76     55.95
    118.00    -37.00    126.33     18.89
    119.00    -37.00    117.34     45.41
    120.00    -37.00    128.42     30.94
    121.00    -37.00     64.90     61.88
    122.00    -37.00    159.53     27.47
    123.00    -37.00    124.25     25.89
    124.00    -37.00    145.42     37.34
    125.00    -37.00    112.88     28.67
    126.00    -37.00    142.49     28.51
     46.00    -36.00      0.00      0.00
     47.00    -36.00      0.00      0.00
     48.00    -36.00      0.00      0.00
     49.00    -36.00      0.00      0.00
     50.00    -36.00    219.99     20.79
     51.00    -36.00    192.91     28.03
     52.00    -36.00    187.47     31.57
     53.00    -36.00    200.83     30.06
     54.00    -36.00    184.62     31.91
     55.00    -36.00    184.70     36.36
     56.00    -36.00    162.36     95.10
     57.00    -36.00    218.37    110.13
     58.00    -36.00    223.03    138.65
     59.00    -36.00    159.64     28.02
     60.00    -36.00    148.11     85.93
     61.00    -36.00    167.61     25.11
     62.00    -36.00      0.00      0.00
     63.00    -36.00      0.00      0.00
     64.00    -36.00      0.00      0.00
     65.00    -36.00      0.00      0.00
     66.00    -36.00      0.00      0.00
     67.00    -36.00      0.00      0.00
     68.00    -36.00      0.00      0.00
     69.00    -36.00      0.00      0.00
     70.00    -36.00      0.00      0.00
     71.00    -36.00      0.00      0.00
     72.00    -36.00      0.00      0.00
     73.00    -36.00      0.00      0.00
     74.00    -36.00      0.00      0.00
     75.00    -36.00      0.00      0.00
     76.00    -36.00      0.00      0.00
     77.00    -36.00      0.00      0.00
     78.00    -36.00      0.00      0.00
     79.00    -36.00     32.32     79.99
     80.00    -36.00     16.96      6.60
     81.00    -36.00    142.80     89.65
     82.00    -36.00      3.39      3.69
     83.00    -36.00     28.01      4.73
     84.00    -36.00    128.68     80.91
     85.00    -36.00    309.45     73.41
     86.00    -36.00      0.00      0.00
     87.00    -36.00      0.00      0.00
     88.00    -36.00      0.00      0.00
     89.00    -36.00      0.00      0.00
     90.00    -36.00      0.00      0.00
     91.00    -36.00      0.00      0.00
     92.00    -36.00      0.00      0.00
     93.00    -36.00      0.00      0.00
     94.00    -36.00      0.00      0.00
     95.00    -36.00    152.11     17.16
     96.00    -36.00    269.90     20.08
     97.00    -36.00    141.42     12.29
     98.00    -36.00    141.66     19.07
     99.00    -36.00    141.97     20.86
    100.00    -36.00    131.99     27.29
    101.00    -36.00      0.00      0.00
    102.00    -36.00      0.00      0.00
    103.00    -36.00    141.24     14.63
    104.00    -36.00    139.35     12.44
    105.00    -36.00    191.05     83.38
    106.00    -36.00    145.33      6.95
    107.00    -36.00     77.61     58.46
    108.00    -36.00     23.15     71.60
    109.00    -36.00     58.87     66.99
    110.00    -36.00     40.09     53.75
    111.00    -36.00     20.83     82.57
    112.00    -36.00      0.00      0.00
    113.00    -36.00    130.87     19.77
    114.00    -36.00    138.74     21.17
    115.00    -36.00    128.65     24.80
    116.00    -36.00    138.54     24.73
    117.00    -36.00    167.14    109.22
    118.00    -36.00    126.03     23.22
    119.00    -36.00    128.35     28.09
    120.00    -36.00      0.00      0.00
    121.00    -36.00    243.18     37.19
    122.00    -36.00    119.83     25.70
    123.00    -36.00     40.07    100.89
    124.00    -36.00     73.50     13.47
    125.00    -36.00     65.23     95.73
    126.00    -36.00    294.99     78.95
     46.00    -35.00      0.00      0.00
     47.00    -35.00      0.00      0.00
     48.00    -35.00      0.00      0.00
     49.00    -35.00      0.00      0.00
     50.00    -35.00    201.00     24.14
     51.00    -35.00    208.50     21.50
     52.00    -35.00    229.99    183.19
     53.00    -35.00    195.25     23.81
     54.00    -35.00    230.08    183.89
     55.00    -35.00    346.13     30.90
     56.00    -35.00    237.45    142.37
     57.00    -35.00    231.79    149.78
     58.00    -35.00    220.25    139.63
     59.00    -35.00    138.77     18.39
     60.00    -35.00    179.12    105.36
     61.00    -35.00    172.01     43.68
     62.00    -35.00      0.00      0.00
     63.00    -35.00      0.00      0.00
     64.00    -35.00      0.00      0.00
     65.00    -35.00      0.00      0.00
     66.00    -35.00      0.00      0.00
     67.00    -35.00      0.00      0.00
     68.00    -35.00      0.00      0.00
     69.00    -35.00      0.00      0.00
     70.00    -35.00      0.00      0.00
     71.00    -35.00      0.00      0.00
     72.00    -35.00      0.00      0.00
     73.00    -35.00      0.00      0.00
     74.00    -35.00      0.00      0.00
     75.00    -35.00      0.00      0.00
     76.00    -35.00      0.00      0.00
     77.00    -35.00      0.00      0.00
     78.00    -35.00    270.80     14.93
     79.00    -35.00    287.74     16.29
     80.00    -35.00    227.04      8.07
     81.00    -35.00     18.62      7.14
     82.00    -35.00    312.35     10.72
     83.00    -35.00     84.84      1.69
     84.00    -35.00    342.00      8.52
     85.00    -35.00      0.00      0.00
     86.00    -35.00      0.00      0.00
     87.00    -35.00      0.00      0.00
     88.00    -35.00      0.00      0.00
     89.00    -35.00      0.00      0.00
     90.00    -35.00      0.00      0.00
     91.00    -35.00      0.00      0.00
     92.00    -35.00    152.47      9.71
     93.00    -35.00    177.08     13.10
     94.00    -35.00    141.55     13.01
     95.00    -35.00    158.54     11.87
     96.00    -35.00    151.18     13.86
     97.00    -35.00    145.18     16.29
     98.00    -35.00    139.89     24.44
     99.00    -35.00    145.18     29.21
    100.00    -35.00    132.96     26.25
    101.00    -35.00    139.50     15.12
    102.00    -35.00    299.06     46.79
    103.00    -35.00    178.46     84.78
    104.00    -35.00     46.33     66.77
    105.00    -35.00    232.11     59.06
    106.00    -35.00    130.09     98.82
    107.00    -35.00     41.74     63.62
    108.00    -35.00     57.80     68.73
    109.00    -35.00     61.90     42.67
    110.00    -35.00    133.58     17.02
    111.00    -35.00      0.00      0.00
    112.00    -35.00      0.00      0.00
    113.00    -35.00      0.00      0.00
    114.00    -35.00      0.00      0.00
    115.00    -35.00      0.00      0.00
    116.00    -35.00      0.00      0.00
    117.00    -35.00      0.00      0.00
    118.00    -35.00      0.00      0.00
    119.00    -35.00      0.00      0.00
    120.00    -35.00      0.00      0.00
    121.00    -35.00      0.00      0.00
    122.00    -35.00      0.00      0.00
    123.00    -35.00      0.00      0.00
    124.00    -35.00      0.00      0.00
    125.00    -35.00      0.00      0.00
    126.00    -35.00    143.25     23.97
     46.00    -34.00      0.00      0.00
     47.00    -34.00      0.00      0.00
     48.00    -34.00      0.00      0.00
     49.00    -34.00      0.00      0.00
     50.00    -34.00    218.52     24.82
     51.00    -34.00    216.60     29.32
     52.00    -34.00    204.49     25.56
     53.00    -34.00    199.83     20.74
     54.00    -34.00    188.97      8.22
     55.00    -34.00    299.72     52.67
     56.00    -34.00    199.06     22.18
     57.00    -34.00    193.86     22.14
     58.00    -34.00    166.48     18.38
     59.00    -34.00    176.92     18.93
     60.00    -34.00    185.61     16.27
     61.00    -34.00    178.51     85.95
     62.00    -34.00    190.85     10.97
     63.00    -34.00      0.00      0.00
     64.00    -34.00      0.00      0.00
     65.00    -34.00      0.00      0.00
     66.00    -34.00      0.00      0.00
     67.00    -34.00      0.00      0.00
     68.00    -34.00      0.00      0.00
     69.00    -34.00      0.00      0.00
     70.00    -34.00      0.00      0.00
     71.00    -34.00      0.00      0.00
     72.00    -34.00      0.00      0.00
     73.00    -34.00      0.00      0.00
     74.00    -34.00      0.00      0.00
     75.00    -34.00      0.00      0.00
     76.00    -34.00      0.00      0.00
     77.00    -34.00      0.00      0.00
     78.00    -34.00    266.03     14.89
     79.00    -34.00    269.51     16.46
     80.00    -34.00    272.59     15.37
     81.00    -34.00    308.95     14.24
     82.00    -34.00    305.55     16.34
     83.00    -34.00      0.00      0.00
     84.00    -34.00      0.00      0.00
     85.00    -34.00      0.00      0.00
     86.00    -34.00      0.00      0.00
     87.00    -34.00      0.00      0.00
     88.00    -34.00      0.00      0.00
     89.00    -34.00      0.00      0.00
     90.00    -34.00      0.00      0.00
     91.00    -34.00    184.03      5.35
     92.00    -34.00    129.27     27.65
     93.00    -34.00    144.42     12.84
     94.00    -34.00    147.04     22.49
     95.00    -34.00    300.02     74.51
     96.00    -34.00    146.27     15.88
     97.00    -34.00    319.65    104.67
     98.00    -34.00    140.40     20.38
     99.00    -34.00    137.74     23.16
    100.00    -34.00    127.60     31.02
    101.00    -34.00    147.47     23.85
    102.00    -34.00     22.56     45.20
    103.00    -34.00     92.89     78.53
    104.00    -34.00    313.56      2.14
    105.00    -34.00    327.06      8.52
    106.00    -34.00    148.74    104.33
    107.00    -34.00    126.26     63.62
    108.00    -34.00      0.00      0.00
    109.00    -34.00      0.00      0.00
    110.00    -34.00      0.00      0.00
    111.00    -34.00      0.00      0.00
    112.00    -34.00      0.00      0.00
    113.00    -34.00      0.00      0.00
    114.00    -34.00      0.00      0.00
    115.00    -34.00      0.00      0.00
    116.00    -34.00      0.00      0.00
    117.00    -34.00      0.00      0.00
    118.00    -34.00      0.00      0.00
    119.00    -34.00      0.00      0.00
    120.00    -34.00      0.00      0.00
    121.00    -34.00      0.00      0.00
    122.00    -34.00      0.00      0.00
    123.00    -34.00    109.94     53.96
    124.00    -34.00    117.21     46.91
    125.00    -34.00    118.07     45.37
    126.00    -34.00    199.19     70.38
     46.00    -33.00      0.00      0.00
     47.00    -33.00      0.00      0.00
     48.00    -33.00      0.00      0.00
     49.00    -33.00      0.00      0.00
     50.00    -33.00    216.56     15.90
     51.00    -33.00    223.39     23.66
     52.00    -33.00    210.75     19.82
     53.00    -33.00    216.29     21.79
     54.00    -33.00    205.93     23.99
     55.00    -33.00    193.00     30.10
     56.00    -33.00    244.73    112.66
     57.00    -33.00    189.97     23.29
     58.00    -33.00    183.21     16.08
     59.00    -33.00    187.06     20.89
     60.00    -33.00    187.53     18.09
     61.00    -33.00    127.13     11.94
     62.00    -33.00     53.63     76.44
     63.00    -33.00    219.14     23.45
     64.00    -33.00      0.00      0.00
     65.00    -33.00      0.00      0.00
     66.00    -33.00      0.00      0.00
     67.00    -33.00      0.00      0.00
     68.00    -33.00      0.00      0.00
     69.00    -33.00      0.00      0.00
     70.00    -33.00      0.00      0.00
     71.00    -33.00      0.00      0.00
     72.00    -33.00      0.00      0.00
     73.00    -33.00      0.00      0.00
     74.00    -33.00      0.00      0.00
     75.00    -33.00      0.00      0.00
     76.00    -33.00      0.00      0.00
     77.00    -33.00      0.00      0.00
     78.00    -33.00      0.00      0.00
     79.00    -33.00      0.00      0.00
     80.00    -33.00      0.00      0.00
     81.00    -33.00      0.00      0.00
     82.00    -33.00      0.00      0.00
     83.00    -33.00      0.00      0.00
     84.00    -33.00      0.00      0.00
     85.00    -33.00      0.00      0.00
     86.00    -33.00      0.00      0.00
     87.00    -33.00      0.00      0.00
     88.00    -33.00    158.69      7.13
     89.00    -33.00    183.51      6.86
     90.00    -33.00    190.36      3.54
     91.00    -33.00      0.00      0.00
     92.00    -33.00    130.95      6.91
     93.00    -33.00    135.93     12.44
     94.00    -33.00    135.20      8.42
     95.00    -33.00    149.65     20.90
     96.00    -33.00    145.77     14.00
     97.00    -33.00    301.74     75.72
     98.00    -33.00    141.64     22.64
     99.00    -33.00    144.20     28.19
    100.00    -33.00      4.65     78.78
    101.00    -33.00    177.07      6.80
    102.00    -33.00      0.00      0.00
    103.00    -33.00    119.86     21.64
    104.00    -33.00    119.69     58.33
    105.00    -33.00    134.49     15.03
    106.00    -33.00    134.43    137.32
    107.00    -33.00      0.00      0.00
    108.00    -33.00      0.00      0.00
    109.00    -33.00      0.00      0.00
    110.00    -33.00      0.00      0.00
    111.00    -33.00      0.00      0.00
    112.00    -33.00      0.00      0.00
    113.00    -33.00      0.00      0.00
    114.00    -33.00      0.00      0.00
    115.00    -33.00    132.56     25.27
    116.00    -33.00    130.43     25.27
    117.00    -33.00    123.41     29.17
    118.00    -33.00      0.00      0.00
    119.00    -33.00      0.00      0.00
    120.00    -33.00      0.00      0.00
    121.00    -33.00      0.00      0.00
    122.00    -33.00    123.06     40.81
    123.00    -33.00    120.55     44.06
    124.00    -33.00    112.74     37.64
    125.00    -33.00    290.45    111.50
    126.00    -33.00    100.09     44.67
     46.00    -32.00      0.00      0.00
     47.00    -32.00      0.00      0.00
     48.00    -32.00      0.00      0.00
     49.00    -32.00      0.00      0.00
     50.00    -32.00      0.00      0.00
     51.00    -32.00    213.44     18.51
     52.00    -32.00    225.79     23.21
     53.00    -32.00    186.05     30.62
     54.00    -32.00    198.91     25.20
     55.00    -32.00    201.17     26.22
     56.00    -32.00    197.99     30.22
     57.00    -32.00    188.16     25.69
     58.00    -32.00    183.79     18.77
     59.00    -32.00    183.67     15.96
     60.00    -32.00    264.12     46.57
     61.00    -32.00    195.48     14.97
     62.00    -32.00    146.41      5.13
     63.00    -32.00    191.51      9.57
     64.00    -32.00     47.07     22.82
     65.00    -32.00      0.00      0.00
     66.00    -32.00      0.00      0.00
     67.00    -32.00      0.00      0.00
     68.00    -32.00      0.00      0.00
     69.00    -32.00      0.00      0.00
     70.00    -32.00      0.00      0.00
     71.00    -32.00      0.00      0.00
     72.00    -32.00      0.00      0.00
     73.00    -32.00      0.00      0.00
     74.00    -32.00      0.00      0.00
     75.00    -32.00      0.00      0.00
     76.00    -32.00      0.00      0.00
     77.00    -32.00      0.00      0.00
     78.00    -32.00      0.00      0.00
     79.00    -32.00      0.00      0.00
     80.00    -32.00      0.00      0.00
     81.00    -32.00      0.00      0.00
     82.00    -32.00      0.00      0.00
     83.00    -32.00      0.00      0.00
     84.00    -32.00      0.00      0.00
     85.00    -32.00      0.00      0.00
     86.00    -32.00      0.00      0.00
     87.00    -32.00    207.99      7.02
     88.00    -32.00      0.00      0.00
     89.00    -32.00      0.00      0.00
     90.00    -32.00      0.00      0.00
     91.00    -32.00    145.01      8.92
     92.00    -32.00    149.62      9.09
     93.00    -32.00    153.51      9.47
     94.00    -32.00    141.31     21.33
     95.00    -32.00    136.60     19.10
     96.00    -32.00    137.85     20.05
     97.00    -32.00    138.64     21.26
     98.00    -32.00    309.04     95.15
     99.00    -32.00    142.34    128.72
    100.00    -32.00    202.71     79.96
    101.00    -32.00    186.21      6.34
    102.00    -32.00      0.00      0.00
    103.00    -32.00    208.86     10.70
    104.00    -32.00     49.65     26.27
    105.00    -32.00    319.58     65.15
    106.00    -32.00      0.00      0.00
    107.00    -32.00      0.00      0.00
    108.00    -32.00      0.00      0.00
    109.00    -32.00      0.00      0.00
    110.00    -32.00      0.00      0.00
    111.00    -32.00      0.00      0.00
    112.00    -32.00      0.00      0.00
    113.00    -32.00      0.00      0.00
    114.00    -32.00      0.00      0.00
    115.00    -32.00      0.00      0.00
    116.00    -32.00      0.00      0.00
    117.00    -32.00      0.00      0.00
    118.00    -32.00      0.00      0.00
    119.00    -32.00      0.00      0.00
    120.00    -32.00    140.49     41.43
    121.00    -32.00    127.72     40.21
    122.00    -32.00    323.59     98.76
    123.00    -32.00    116.90     37.23
    124.00    -32.00    116.75     37.11
    125.00    -32.00      0.00      0.00
    126.00    -32.00      0.00      0.00
     46.00    -31.00      0.00      0.00
     47.00    -31.00      0.00      0.00
     48.00    -31.00      0.00      0.00
     49.00    -31.00      0.00      0.00
     50.00    -31.00      0.00      0.00
     51.00    -31.00      0.00      0.00
     52.00    -31.00      0.00      0.00
     53.00    -31.00      0.00      0.00
     54.00    -31.00    201.03     21.31
     55.00    -31.00    204.41     26.67
     56.00    -31.00    210.06     24.71
     57.00    -31.00    193.25     22.30
     58.00    -31.00    193.92     19.45
     59.00    -31.00    197.36     13.12
     60.00    -31.00    201.87     62.49
     61.00    -31.00      0.00      0.00
     62.00    -31.00    202.65     13.19
     63.00    -31.00    176.23     71.08
     64.00    -31.00     68.92     86.25
     65.00    -31.00      0.00      0.00
     66.00    -31.00      0.00      0.00
     67.00    -31.00      0.00      0.00
     68.00    -31.00      0.00      0.00
     69.00    -31.00      0.00      0.00
     70.00    -31.00      0.00      0.00
     71.00    -31.00      0.00      0.00
     72.00    -31.00      0.00      0.00
     73.00    -31.00      0.00      0.00
     74.00    -31.00      0.00      0.00
     75.00    -31.00      0.00      0.00
     76.00    -31.00      0.00      0.00
     77.00    -31.00      0.00      0.00
     78.00    -31.00      0.00      0.00
     79.00    -31.00      0.00      0.00
     80.00    -31.00      0.00      0.00
     81.00    -31.00      0.00      0.00
     82.00    -31.00      0.00      0.00
     83.00    -31.00      0.00      0.00
     84.00    -31.00      0.00      0.00
     85.00    -31.00      0.00      0.00
     86.00    -31.00      0.00      0.00
     87.00    -31.00      0.00      0.00
     88.00    -31.00      0.00      0.00
     89.00    -31.00      0.00      0.00
     90.00    -31.00      0.00      0.00
     91.00    -31.00    208.92     45.77
     92.00    -31.00    169.41     26.87
