27,0.901042665,0.00959
12,(9046,1076),(3527,7859),(12681,171),(12665,2443),(4278,1357),(8250,6621),(809,405),(11883,8012),(6270,2142),(835,3928),(7965,4104),(9028,7989),(10436,4631),(4644,7110),(6825,752),(2147,5605),(7452,1876),(6405,4835),(9591,4418),(4276,2923),(7412,2374),(3699,5929),(1713,7492),(6542,7132),(1799,2783),(12735,7042),(13234,5624)
13,(9160,1390),(3519,7525),(12961,218),(13000,2432),(4609,1311),(8466,6518),(1143,400),(12216,8017),(6066,2187),(887,4258),(7631,4104),(9361,7992),(10424,4297),(5032,6597),(7159,734),(2479,5569),(7440,2209),(6390,4501),(9257,4395),(4130,3076),(7079,2343),(3814,6041),(1543,7534),(6208,7122),(1745,2453),(12403,7077),(13050,5346)
14,(9198,1716),(3511,7194),(12973,549),(13054,2165),(4938,1266),(8591,6302),(1475,395),(12548,8021),(6051,1933),(953,4584),(7412,4220),(9623,7928),(10157,4230),(5025,6929),(7419,644),(2810,5533),(7440,2209),(6390,4169),(9198,4392),(4162,3348),(6844,2413),(3651,5784),(1480,7207),(5876,7115),(1691,2125),(12073,7111),(12718,5333)
15,(9198,2090),(3220,7110),(12738,687),(13065,2383),(4662,1304),(8965,6312),(1849,389),(12923,8026),(5788,1671),(1029,4951),(7400,4594),(9603,7744),(9895,4069),(5026,6916),(7434,270),(2901,5523),(7523,1903),(6100,4057),(9162,5036),(4175,3348),(6751,2601),(3535,5428),(1538,6964),(5729,7112),(1411,2035),(11701,7150),(12344,5319)
16,(8992,2343),(2763,7110),(12282,695),(12658,2443),(4210,1366),(9174,6560),(2305,382),(13379,8032),(6282,2142),(1280,5194),(7190,4845),(9422,7992),(10160,4230),(5035,6459),(7889,279),(2448,5573),(7463,1907),(5645,4050),(9162,5020),(4138,3731),(6357,2370),(3217,5227),(1989,6898),(6185,7121),(956,2067),(11245,7168),(11888,5302)
17,(8815,2347),(2587,7110),(12106,698),(12482,2449),(4062,1354),(9170,6736),(2481,379),(13555,8034),(5792,1278),(1457,5187),(7014,4848),(9246,7992),(10335,4230),(5039,6283),(8066,283),(2273,5592),(7452,1743),(5596,3904),(9162,4844),(4303,3749),(6466,2434),(4050,5202),(2164,6873),(6361,7125),(781,2080),(11069,7171),(11712,5295)
18,(8474,2353),(2721,7110),(11885,816),(12140,2460),(4006,1017),(9163,7077),(2822,374),(13896,8039),(6133,1278),(1298,5193),(6673,4855),(9148,7735),(10431,4484),(4721,6220),(8262,432),(1933,5629),(7452,1402),(5608,3994),(9183,4504),(4518,2934),(6760,2606),(2701,5201),(2034,6892),(6480,7287),(440,2105),(10728,7175),(11371,5282)
19,(8271,2236),(3055,7110),(11902,1151),(11806,2461),(3908,741),(8895,7146),(3158,369),(14230,8043),(6347,1278),(1057,5087),(6478,4858),(9393,7650),(10443,4820),(4535,6320),(8262,768),(1702,5777),(7751,1348),(5612,4111),(9184,4170),(4308,3750),(7452,2988),(2374,5164),(1702,6940),(6145,7275),(500,2424),(10394,7180),(11246,5277)
20,(9198,2340),(3384,7110),(11918,1480),(11476,2451),(3579,764),(8567,7146),(3487,364),(14435,7904),(6019,1278),(992,4763),(6806,4852),(9464,7650),(10454,5148),(4580,6647),(8262,1096),(1965,5856),(8080,1326),(5586,4439),(9174,3840),(4140,3904),(6764,2716),(2164,4976),(1430,6980),(5816,7262),(570,2746),(10313,7412),(11575,5290)
21,(8273,2218),(3545,6927),(11934,1791),(11324,2243),(3269,786),(8256,7146),(216,414),(14473,7596),(5708,1278),(926,4459),(7118,4847),(9153,7650),(10680,5249),(4622,6955),(8262,1219),(2274,5884),(8133,1322),(5442,4682),(9081,3618),(4140,4215),(6476,2687),(2315,5176),(1738,6935),(5690,7257),(624,2997),(10326,7577),(11886,5302)
22,(8472,2353),(3613,6583),(11880,198),(11569,2152),(2919,811),(8223,7146),(3446,365),(14516,7247),(5650,1535),(1123,4295),(7404,4912),(9161,7990),(11030,5268),(4617,6916),(8262,868),(2624,5915),(7782,1345),(5403,4706),(8872,3618),(4140,4002),(6366,2602),(2183,5091),(2085,6884),(6041,7271),(550,2654),(10299,7226),(12237,5315)
23,(8804,2347),(3677,6258),(12282,2125),(11900,2143),(2589,834),(8553,7146),(3115,370),(14485,6936),(5888,1761),(1452,4266),(7432,5243),(9491,7992),(11190,5488),(4572,6588),(8262,538),(2954,5945),(7452,1368),(5654,4496),(9170,3652),(4133,3671),(6516,2859),(2293,5083),(2122,6879),(6371,7283),(480,2330),(10582,7177),(12568,5327)
24,(9128,2341),(3711,6083),(12606,2109),(11680,2149),(2265,857),(8878,7146),(2792,375),(14537,7010),(6089,2009),(1776,4266),(7407,4945),(9610,7806),(11261,5805),(4528,6267),(8188,286),(2914,5941),(7346,1108),(5801,4320),(9177,3975),(4518,2934),(6265,2942),(2575,5194),(1801,6925),(6482,7135),(525,2099),(10905,7173),(12892,5340)
25,(9198,2037),(3639,6449),(12979,2091),(11306,2159),(2462,843),(9163,7057),(2419,380),(14276,6840),(6224,2356),(2027,4266),(7486,4662),(9810,7650),(11342,6169),(4232,6106),(7815,278),(2542,5908),(6974,1070),(5634,4860),(9442,4065),(4114,2978),(5965,3034),(2949,5214),(1432,6979),(6750,7240),(897,2072),(11279,7168),(13259,5293)
26,(9198,1741),(3582,6739),(12826,2099),(11240,1874),(2756,823),(9170,6761),(2124,385),(13982,6851),(6250,2437),(1731,4266),(7782,4662),(10105,7650),(11344,6178),(3940,6069),(7519,271),(2249,5881),(7107,1084),(5654,4834),(9736,4043),(4336,2926),(5930,3327),(3244,5228),(1667,6945),(6750,7536),(1192,2050),(11574,7164),(13437,5523)
27,(9172,1423),(3520,7056),(12503,2114),(11170,1559),(3078,800),(9177,6439),(1800,390),(13664,6913),(6169,2142),(1409,4266),(8059,4662),(10236,7650),(11273,5862),(4644,7110),(7196,270),(1927,5853),(7416,1103),(5860,4584),(9705,4045),(4659,2932),(5890,3648),(3566,5232),(1986,6898),(6750,7859),(1514,2027),(11500,6849),(13630,5782)
28,(9046,1076),(3823,7110),(12134,2133),(11090,1199),(3447,774),(9175,6070),(1432,395),(14544,7020),(6192,1902),(1043,4310),(7689,4662),(9867,7650),(11193,5502),(4104,5721),(6828,270),(1559,5826),(7416,734),(6006,4252),(9337,4073),(5028,2917),(6039,3773),(3935,5209),(2183,6870),(7021,7956),(1707,2222),(11416,6489),(13851,6078)
29,(8937,775),(4143,7110),(11945,2005),(11021,886),(3766,751),(9170,5749),(1112,400),(13616,6922),(6059,1611),(873,4165),(7398,4633),(9598,7696),(11056,5269),(4130,5972),(6775,270),(1238,5814),(7416,1025),(6016,4165),(9176,3923),(4767,2928),(6005,3785),(4050,5202),(1867,6916),(7341,7956),(1759,2538),(11408,6458),(14042,6335)
30,(8820,452),(4487,7110),(11927,1661),(10946,550),(3900,600),(9164,5405),(768,405),(13954,6856),(6158,1444),(819,3825),(7410,4289),(9624,7944),(10712,5251),(4377,6149),(7120,270),(1148,5493),(7452,1368),(5921,4489),(9170,3656),(4635,3136),(5892,3637),(4102,5215),(1526,6966),(7110,7956),(1814,2878),(11487,6793),(14247,6611)
31,(8777,332),(4656,7252),(11913,1362),(10881,258),(3812,394),(9164,5405),(468,410),(13831,6880),(6451,1385),(754,3533),(7303,4089),(9597,7650),(10412,5239),(4560,6044),(7419,270),(1728,5652),(7750,1348),(5742,4728),(9177,3954),(4639,3225),(5928,3340),(4077,5445),(1577,6958),(6811,7956),(1773,2622),(11555,7085),(14409,6828)
32,(8904,683),(4687,7624),(11894,989),(10943,537),(3960,738),(9170,5777),(227,533),(13465,6952),(6438,1388),(665,3170),(6932,4050),(9971,7650),(10039,5253),(4589,5941),(7419,627),(1165,5565),(8123,1323),(5578,4664),(9174,3844),(4618,2851),(5973,2969),(4222,5634),(1946,6904),(6437,7946),(1712,2254),(11507,6879),(14186,6529)
33,(9007,969),(4713,7927),(11880,686),(11009,834),(4263,738),(9176,6082),(255,836),(13164,6998),(6140,1447),(597,2874),(6727,4050),(10274,7650),(9982,5019),(4561,6198),(7204,731),(1230,5862),(8097,1324),(5319,4572),(9171,3696),(4795,2736),(6261,2942),(4050,5202),(2247,6861),(6133,7936),(1611,2020),(11438,6583),(14005,6285)
34,(9121,1282),(4412,7942),(11880,352),(11081,1159),(4597,738),(9277,6315),(285,1167),(12833,7032),(6063,1617),(527,2548),(6997,3975),(10310,7374),(9997,4686),(4892,6243),(6871,750),(1275,6192),(7764,1347),(5634,4860),(9178,4028),(5043,2841),(6516,2855),(4810,5386),(1959,6903),(5801,7925),(1278,2044),(11362,6258),(13806,6018)
35,(9198,1593),(4087,7927),(11709,201),(11152,1476),(4922,738),(9602,6305),(296,1280),(12510,7066),(6196,1913),(458,2231),(6984,4049),(10164,7177),(10004,4529),(5209,6217),(6712,541),(1309,6445),(7452,1379),(5634,4860),(9174,3818),(5305,2945),(6697,2758),(4714,5424),(1637,6949),(5755,7924),(954,2068),(11291,5941),(13612,5757)
36,(9198,1961),(3720,7910),(11343,207),(11231,1834),(5289,738),(9827,6141),(262,914),(12145,7104),(6159,2142),(482,2339),(7347,4095),(9796,7166),(9987,4896),(5575,6245),(6555,282),(1260,6081),(7452,1746),(4988,4530),(9173,3785),(4518,2934),(6606,2940),(4374,5564),(1533,6965),(6123,7936),(588,2094),(11211,5582),(13393,5462)
37,(9198,2258),(3424,7902),(11045,212),(11296,2124),(5586,738),(9831,6106),(234,619),(11849,7135),(6322,2305),(545,2630),(7442,3887),(9499,7156),(9974,5193),(5592,6538),(6259,288),(1250,5815),(7446,2043),(5072,4297),(9179,4082),(5151,3122),(6722,2948),(4050,5202),(1827,6922),(6419,7945),(571,2095),(11146,5292),(13184,5312)
38,(9184,2590),(3092,7902),(11029,213),(11239,1870),(5746,738),(9672,6303),(341,412),(11628,7158),(6575,2498),(615,2954),(7110,3859),(9167,7146),(10241,5246),(5605,6869),(5927,288),(1582,5827),(7452,1368),(5179,4291),(9172,3758),(5114,2925),(6771,2769),(3851,5904),(2156,6874),(6748,7955),(902,2071),(11210,5579),(13157,5507)
39,(9164,2952),(2727,7902),(11393,206),(11160,1515),(5381,738),(9307,6314),(706,406),(11990,7120),(6894,2673),(921,2993),(7292,3874),(9149,7503),(10606,5245),(5492,7110),(6100,288),(1799,5644),(7447,2012),(4991,4490),(9174,3841),(4897,2736),(7452,2988),(3527,5994),(2019,6894),(6383,7944),(1265,2045),(11290,5935),(13358,5811)
40,(9169,3327),(2498,7754),(11768,199),(11079,1150),(5007,738),(9175,6071),(1080,400),(12362,7081),(7240,2807),(1293,2953),(7494,3677),(9152,7421),(10979,5265),(5117,7110),(6474,288),(2171,5603),(7452,1368),(5279,4572),(9309,4076),(4601,2652),(6768,2951),(3154,5963),(1649,6948),(6010,7932),(1639,2018),(11372,6300),(13564,6123)
41,(9173,3602),(2492,7477),(11880,362),(11019,880),(4731,738),(9171,5796),(1355,396),(12637,7053),(7131,2748),(1568,2924),(7463,3829),(9162,7992),(11027,5267),(4842,7110),(6570,516),(2446,5573),(7733,2166),(5553,4606),(9584,4054),(4590,2376),(7031,2872),(3312,5976),(1416,7009),(5733,7923),(1433,2033),(11319,6066),(13717,6353)
42,(9178,3942),(2484,7138),(11880,198),(10945,548),(4391,738),(9165,5455),(1696,391),(12975,7017),(6812,2637),(1729,2907),(7477,4104),(9502,7156),(10688,5250),(4501,7110),(6581,843),(2784,5536),(7733,2173),(5521,4356),(9896,4071),(4590,2463),(7347,2941),(3651,6005),(1505,7335),(5609,7697),(1094,2057),(11245,5733),(13905,6636)
43,(9177,3908),(2490,7401),(11895,1021),(10876,236),(4071,738),(9281,5262),(2016,386),(13294,6984),(6536,2475),(1411,2941),(7797,4104),(9821,7166),(10454,5147),(4182,7110),(6463,1140),(3042,5447),(7686,1892),(5364,4313),(9901,4086),(4612,2784),(7469,3193),(3912,5852),(1458,7092),(5601,7378),(775,2081),(11175,5421),(13998,6776)
44,(9172,3565),(2498,7745),(11913,1365),(10942,531),(4192,738),(9626,5280),(2359,381),(13632,6919),(6308,2249),(1068,2977),(8052,4199),(10166,7177),(10442,4803),(3837,7110),(6480,1095),(3042,5337),(7452,1798),(5356,4553),(9596,4053),(4604,2934),(7498,3536),(4093,5596),(1656,7935),(5818,7262),(1818,2898),(11184,5462),(13807,6489)
45,(9168,3236),(2674,7902),(11929,1693),(11013,851),(4519,738),(9738,5286),(2687,376),(13954,6856),(6335,2354),(742,3012),(8073,4527),(10098,7175),(10430,4476),(4644,7110),(6602,790),(3042,5350),(7452,1470),(5529,4356),(9269,4079),(4715,2736),(7743,3614),(4057,5269),(1983,7922),(6145,7275),(759,2082),(11256,5782),(13626,6216)
46,(9163,2873),(3038,7902),(11947,2057),(11092,1207),(4883,738),(9374,5267),(3052,371),(14317,6840),(6646,2540),(689,3268),(8096,4890),(9733,7164),(10426,4347),(3873,7110),(6552,438),(3042,5452),(7190,1359),(5615,4061),(9453,4064),(5016,2677),(7632,3628),(4050,5202),(2348,7908),(6510,7289),(1122,2055),(11335,6138),(13425,5912)
47,(9390,2753),(3351,7902),(12180,2130),(11160,1513),(5198,738),(9162,5154),(3365,366),(14540,7015),(6854,2594),(763,3573),(8116,5204),(9420,7154),(10437,4661),(4187,7110),(6673,270),(2784,5536),(7452,1368),(5918,4050),(9766,4040),(4813,2531),(7614,3464),(4109,4895),(2342,7908),(6599,7135),(1435,2033),(11347,6191),(13252,5651)
48,(9752,2696),(3337,7902),(12546,2112),(11239,1870),(5564,738),(9162,4787),(3731,360),(14500,7377),(6844,2415),(981,3754),(7767,5238),(9158,7254),(10450,5028),(4554,7110),(7039,270),(2420,5576),(6841,1715),(5902,3971),(9632,4051),(4448,2496),(7824,3164),(4127,4529),(1975,7923),(6965,7139),(1547,2025),(11267,5833),(13050,5346)
49,(10044,2650),(3041,7902),(12842,2098),(11304,2160),(5804,738),(9184,4493),(3568,363),(14463,7671),(6816,2686),(1244,3779),(7472,5253),(9147,7549),(10454,5152),(4615,6905),(7335,270),(2125,5608),(6866,1445),(5844,4251),(9337,4073),(4152,2485),(7700,3341),(4137,4334),(1679,7934),(7262,7131),(1252,2046),(11202,5544),(12754,5334)
50,(9997,2658),(2704,7902),(13043,1958),(10992,2290),(5465,738),(9166,4626),(3229,368),(14422,8007),(6764,2942),(1267,4117),(7133,5245),(9381,7650),(10442,4813),(4569,6570),(7193,270),(1789,5645),(7118,1357),(5974,4050),(9359,4072),(4393,2494),(7452,2988),(4120,4673),(1569,7679),(7413,7345),(914,2071),(11155,5333),(12416,5322)
51,(9692,2706),(2499,7796),(13027,1650),(10708,2409),(5157,738),(9180,6318),(2921,373),(14450,7778),(6470,2935),(1267,4107),(6826,5235),(9498,7650),(10431,4506),(4528,6265),(6885,270),(1629,5829),(7425,1367),(6282,4075),(9666,4048),(4700,2516),(7479,3310),(4105,4980),(1513,7376),(7443,7541),(607,2093),(11222,5634),(12108,5310)
52,(9342,2761),(2491,7441),(13009,1296),(10381,2546),(4803,738),(9172,4580),(2567,378),(14493,7427),(6116,2947),(1242,3753),(6472,5223),(9162,7992),(10343,4230),(4556,6469),(6669,376),(1274,5815),(7124,1357),(6390,4331),(9929,4162),(5008,2603),(7434,3012),(4120,4673),(1522,7090),(7389,7191),(609,2093),(11300,5980),(11754,5297)
53,(9033,2818),(2484,7126),(12993,981),(10284,2587),(4489,738),(9181,4516),(2252,383),(14532,7114),(5801,2937),(1262,4048),(6372,5435),(9160,7965),(10028,4230),(4598,6781),(6748,681),(1487,5824),(6809,1345),(6390,4646),(9849,4034),(4518,2934),(7367,3104),(4136,4358),(1836,7081),(7128,7135),(923,2070),(11369,6287),(11439,5285)
54,(8709,2890),(2798,7110),(12979,716),(10590,2459),(4157,738),(9162,4846),(1921,388),(14400,6840),(5472,2930),(1166,4287),(6372,5766),(8857,7986),(10209,4230),(4644,7110),(6706,1002),(1818,5843),(6659,1190),(6289,4860),(9519,4059),(5375,2971),(7446,2800),(4389,4270),(2167,7079),(6797,7144),(1254,2046),(11310,6025),(11174,5275)
55,(8378,2964),(3136,7110),(12997,1055),(10902,2328),(3983,877),(9162,5184),(1582,393),(14062,6840),(5589,2919),(889,4270),(6372,6104),(8518,7980),(10426,4356),(4982,7110),(7434,270),(2156,5873),(6741,860),(5951,4860),(9180,4085),(5550,3263),(7436,2461),(4710,4340),(2462,7107),(6743,6854),(1592,2021),(11236,5693),(11513,5288)
56,(8118,2856),(3493,7110),(13015,1412),(11232,2190),(4041,1229),(9162,4969),(1225,398),(14375,6840),(5946,2949),(834,3917),(6120,6221),(8162,7974),(10439,4714),(5340,7110),(6498,1370),(2512,5905),(6863,986),(5632,4899),(9534,4058),(5425,3054),(7442,2648),(4943,4309),(1458,7092),(6736,6498),(1399,2035),(11157,5345),(11870,5301)
57,(8299,2723),(3223,7110),(13030,1714),(11358,2377),(4210,1366),(9162,4668),(924,403),(14158,6840),(6248,2942),(832,3905),(5817,6235),(8118,7715),(10450,5016),(5614,7083),(6795,1344),(2813,5932),(6809,857),(5616,5201),(9836,4035),(4518,2934),(7450,2949),(4643,4349),(2248,6883),(6733,6367),(1098,2057),(11192,5497),(12172,5312)
58,(8658,2699),(2864,7110),(13049,2074),(11305,2167),(4567,1317),(9162,5016),(563,408),(13803,6886),(6607,2940),(888,4261),(5701,6240),(8085,7357),(10319,5243),(5599,6724),(6893,1071),(3020,5951),(7018,742),(5634,4860),(9918,4131),(5532,2556),(7764,2909),(4631,4659),(2227,7085),(6741,6727),(739,2083),(11270,5849),(12532,5326)
59,(8966,2678),(2555,7110),(13034,1794),(11604,2151),(4872,1275),(9162,5188),(255,413),(13500,6945),(6717,2812),(949,4564),(6009,6226),(8073,7241),(10012,5254),(5587,6416),(7191,1092),(2713,5923),(7327,724),(5149,4978),(9951,4222),(5528,2432),(7560,2960),(4750,4882),(2433,7105),(6747,7036),(1818,2898),(11338,6150),(12840,5338)
60,(9066,2671),(2489,7366),(13018,1466),(11931,2142),(4773,1289),(9162,4859),(504,409),(13176,6997),(6516,2801),(1125,4760),(6338,6211),(8107,7568),(9688,5283),(5422,6229),(7416,1012),(2386,5894),(7416,959),(5276,5178),(9772,4040),(5539,2760),(7661,2935),(4893,4890),(1458,7092),(6750,7363),(759,2082),(11411,6470),(13164,5317)
61,(8717,2695),(2497,7715),(13000,1117),(11622,2151),(4427,1336),(9162,4812),(853,404),(12829,7033),(6282,2142),(1474,4782),(6372,5895),(8092,7419),(9340,5265),(5238,6046),(7418,664),(2038,5863),(7224,1096),(4948,5184),(9424,4067),(5736,2932),(7761,2710),(4645,4761),(1757,7083),(6750,7712),(1107,2057),(11491,6810),(13062,5365)
62,(8399,2716),(2633,7902),(12983,798),(11304,2160),(4111,1380),(9162,5131),(1171,399),(12512,7066),(6301,2552),(1339,4773),(6372,5575),(8107,7146),(9162,5114),(5238,6044),(7430,345),(1720,5834),(6906,1063),(4929,5205),(9184,4159),(5897,2945),(7800,2854),(4602,4445),(1461,7111),(6825,7956),(1425,2033),(11563,7121),(13238,5631)
63,(8118,2803),(2983,7902),(12969,449),(10981,2295),(4076,1691),(9387,5267),(1521,394),(12163,7102),(6593,2733),(810,3762),(6372,5225),(8458,7146),(9162,4765),(5059,6258),(7709,275),(2011,5860),(6924,1351),(5259,5201),(9191,4274),(5547,2916),(8113,2951),(4350,4253),(1528,7455),(7175,7956),(1690,2115),(11606,7468),(13432,5922)
64,(7912,2915),(3339,7902),(12962,231),(10652,2433),(4085,2048),(9743,5286),(1877,388),(11809,7139),(6923,2680),(914,4403),(6721,5231),(8814,7146),(9162,4914),(5032,6599),(8065,283),(2366,5892),(7281,1362),(5634,4860),(9189,4253),(5533,2564),(8466,2944),(4140,4142),(1585,7806),(7417,7823),(1747,2467),(11644,7822),(13628,6219)
65,(7580,2955),(3524,7749),(12974,571),(10338,2564),(4077,1750),(9846,5530),(2218,383),(11677,7153),(7238,2806),(1169,4286),(7063,5243),(9154,7146),(10458,5238),(5025,6940),(8117,284),(2706,5923),(7452,1537),(5633,4878),(9400,4405),(5529,2457),(8799,2870),(4140,3801),(1810,7929),(7562,7607),(1802,2804),(11647,7857),(13817,6504)
66,(7445,2776),(3516,7404),(12745,687),(10354,2557),(4068,1407),(9846,5875),(2563,378),(12019,7117),(6282,2142),(1511,4266),(7407,5255),(9169,6808),(9505,5274),(4846,7110),(7774,277),(3049,5953),(7452,1881),(5579,4668),(9744,4428),(5540,2800),(9135,2795),(4114,3458),(2154,7915),(7904,7644),(1777,2652),(11611,7515),(14007,6790)
67,(7437,2481),(3528,7902),(12451,692),(10627,2443),(4022,1115),(10038,5949),(2858,374),(12313,7087),(7329,2865),(1807,4266),(7419,5523),(9175,6513),(9801,5289),(4631,7018),(7478,270),(2848,5935),(7441,2176),(5729,4860),(9977,4443),(5366,2951),(9039,2673),(4120,3531),(2450,7904),(8037,7659),(1730,2360),(11580,7221),(13909,6643)
68,(7638,2351),(3517,7421),(12140,697),(10913,2323),(3971,808),(10242,6028),(3168,369),(12622,7054),(7370,3099),(2082,4236),(7403,5834),(9177,6433),(9978,5120),(4589,6710),(7168,270),(2538,5908),(7438,2264),(6041,4860),(9666,4423),(4518,2934),(8728,2694),(4131,3646),(2242,7912),(7727,7625),(1680,2053),(11321,7167),(13737,6383)
69,(7730,2092),(3525,7771),(11880,612),(11236,2188),(3681,757),(10181,6315),(3519,364),(12970,7018),(6282,2142),(2013,3893),(7384,6184),(9169,6782),(9993,4770),(4541,6363),(6817,270),(2190,5876),(7451,1914),(6390,4860),(9316,4399),(4707,2930),(8379,2718),(4108,3398),(1892,7926),(7441,7668),(1724,2324),(10970,7172),(13544,6092)
70,(7845,1893),(3721,7910),(11880,286),(11249,1913),(3357,780),(9857,6301),(3751,360),(13294,6984),(7154,2855),(1974,3697),(7625,6269),(9162,7107),(10458,5238),(4559,6045),(6537,284),(1866,5847),(7723,1938),(6390,4551),(9185,4186),(4637,3177),(8097,2675),(4138,3723),(1597,7904),(7403,7922),(1776,2645),(10645,7177),(13364,5821)
71,(8174,1904),(4051,7925),(11639,202),(11177,1591),(3028,803),(10093,6311),(3422,365),(13618,6922),(7115,3144),(2039,4021),(7954,6278),(8870,7146),(9993,4775),(4592,5730),(6698,487),(1722,5679),(7737,2268),(6390,4221),(9193,4315),(4635,3153),(8284,2724),(4111,3435),(1616,7595),(6750,7956),(1806,2824),(10315,7181),(13182,5546)
72,(8285,1704),(4378,7940),(11312,208),(11106,1272),(2701,826),(10242,6139),(3094,370),(13939,6859),(7118,3080),(2072,4189),(7954,6278),(8543,7146),(9978,5102),(4617,5842),(6817,753),(2025,5619),(7485,2369),(6199,4066),(9448,4408),(4518,2934),(8611,2702),(4125,3586),(1840,7357),(7403,7919),(1753,2501),(10603,7177),(12963,5342)
73,(8265,1366),(3528,7902),(10974,214),(11033,942),(2364,850),(10242,6042),(2756,375),(13808,6885),(7028,2823),(2006,3857),(7616,6269),(8204,7146),(9792,5289),(4524,6167),(7156,734),(2361,5582),(7444,2090),(5907,3991),(9786,4431),(4378,3143),(8948,2679),(4123,3564),(2071,7110),(7698,7963),(1698,2168),(10941,7172),(12625,5329)
