16,0.904343662,0.020467328	
45,(7130,1357),(5634,4860),(9165,5433),(3958,3337),(7649,2938),(3162,5225),(1452,4780),(8233,7146),(673,2088),(11267,5833),(14017,6301),(9032,2343),(2487,7256),(4137,738),(11072,212),(11931,1741)
46,(7443,1367),(6078,4054),(9162,5121),(3822,3125),(7461,3095),(4050,5202),(1140,4761),(8546,7146),(984,2065),(11335,6138),(14203,6551),(8719,2349),(2318,7094),(4449,738),(10760,217),(11916,1429)
47,(7801,1344),(6019,4143),(9162,4763),(3980,2930),(7491,3453),(3832,5215),(945,4548),(8905,7146),(1342,2039),(11337,6147),(13266,5292),(8360,2356),(2251,7087),(4808,738),(10401,223),(11898,1070)
48,(8133,1322),(6007,4238),(9192,4432),(3897,2940),(7473,3781),(3936,5209),(1015,4316),(9086,7146),(1818,2898),(11265,5822),(14219,6573),(8495,2353),(2582,7110),(5140,738),(10068,229),(11881,738)
49,(8270,1451),(6106,4057),(9184,4166),(3821,3117),(7293,3874),(3669,5225),(1224,5814),(8820,7146),(1407,2035),(11206,5562),(14060,6359),(8761,2348),(2850,7110),(5407,738),(9802,234),(11880,472)
50,(8293,1835),(6397,3986),(9483,4062),(4021,3342),(7129,3861),(3285,5230),(1224,5814),(8435,7146),(1024,2063),(11161,5360),(13830,6051),(9145,2341),(3234,7110),(5791,738),(9418,240),(11880,308)
51,(8282,1658),(6240,3939),(9805,4037),(4344,3348),(7452,2988),(3121,5223),(1217,4277),(8112,7146),(702,2086),(11232,5676),(13638,5791),(9198,2068),(3519,7063),(5549,738),(9095,246),(11880,631)
52,(7434,270),(6125,3999),(9614,4052),(4507,3059),(7797,3888),(3466,5237),(998,4319),(8094,7440),(505,2100),(11307,6013),(13432,5515),(9198,1723),(3585,6725),(5204,738),(8750,251),(11893,975)
53,(8262,1036),(6372,3870),(9337,4073),(4627,2977),(8074,3888),(3743,5221),(1075,4304),(8068,7662),(783,2080),(11368,6284),(13266,5292),(9181,1448),(3639,6452),(4926,738),(9023,247),(11907,1253)
54,(8262,684),(6390,4164),(9191,4280),(4518,2934),(8205,3888),(4054,5246),(1134,4293),(7717,7624),(1134,2055),(11306,6007),(13476,5574),(9061,1117),(3707,6107),(4573,738),(9375,241),(11925,1605)
55,(8262,300),(6390,4547),(9162,5256),(4942,3251),(7820,3888),(4097,5629),(1043,4310),(7568,7608),(1517,2027),(11222,5632),(13705,5882),(8930,756),(3670,6293),(4189,738),(9759,234),(11944,1989)
56,(8010,282),(6403,4811),(8898,4662),(4518,2934),(7557,3888),(3948,5821),(1252,4270),(7831,7637),(1567,2023),(11164,5374),(13863,6094),(8840,508),(3619,6552),(3946,706),(10024,230),(12062,2136)
57,(7652,274),(6390,4550),(8539,4662),(4932,3345),(7501,3639),(3788,6032),(1224,5814),(8110,7598),(1210,2049),(11197,5523),(14076,6381),(8776,331),(3550,6903),(3805,377),(10382,224),(12420,2118)
58,(7427,425),(6390,4176),(8166,4662),(5150,3191),(7708,3329),(4050,5202),(1268,4267),(8072,7225),(837,2076),(11279,5888),(14300,6681),(8904,683),(3346,7110),(3937,686),(10755,217),(12794,2100)
59,(7434,270),(6592,4060),(8291,4662),(5165,2898),(7818,3174),(4104,5795),(998,4319),(8078,6932),(543,2097),(11344,6175),(14360,6762),(9004,959),(3051,7110),(3999,973),(10910,389),(13012,2089)
60,(7416,1046),(6649,3891),(8619,4662),(5157,2571),(7629,3442),(3937,5830),(948,4560),(7380,7128),(646,2090),(11336,6141),(14164,6499),(9115,1267),(2724,7110),(4053,1296),(10981,709),(12685,2105)
61,(7416,823),(5634,4860),(8981,4662),(5149,2208),(7652,3630),(3699,5932),(1155,4762),(8075,6967),(1007,2064),(11257,5787),(13948,6209),(9198,1615),(2486,7231),(4075,1657),(11060,1062),(12323,2123)
62,(7146,734),(6545,3852),(9187,4472),(4861,2109),(7974,3570),(3584,5577),(1527,4785),(8257,7146),(1378,2037),(11175,5424),(13726,5910),(9198,1987),(2495,7603),(4084,2028),(11140,1425),(11952,2142)
63,(6851,751),(6441,3852),(9412,4406),(4565,2094),(8259,3653),(3492,5296),(1309,4771),(8552,7146),(1818,2898),(11173,5412),(13549,5673),(9198,2282),(2501,7899),(4079,1814),(11205,1714),(12247,2127)
64,(7004,742),(6590,3852),(9732,4427),(4245,2078),(8298,3812),(3554,5484),(1224,5814),(8873,7146),(1354,2039),(11243,5725),(13358,5416),(9183,2603),(2494,7585),(4070,1495),(11274,2027),(12567,2111)
65,(7320,725),(6540,3852),(10006,4485),(4240,2077),(8116,3611),(3651,5784),(1051,5061),(9135,7146),(1040,2061),(11312,6032),(13110,5330),(9198,1494),(2487,7270),(4073,1592),(11265,1985),(12882,2096)
66,(7425,492),(6419,3852),(9991,4809),(4564,2094),(7811,3546),(3790,5956),(1044,5024),(8811,7146),(717,2085),(11383,6349),(13227,5301),(9198,1494),(2320,7094),(4081,1916),(11194,1668),(12894,2095)
67,(7549,272),(6550,3852),(9976,5146),(4901,2111),(7510,3618),(4046,5736),(1049,4755),(8474,7146),(482,2102),(11460,6677),(13200,5308),(9198,2002),(2179,6976),(3960,738),(11121,1339),(12557,2112)
68,(7924,280),(5634,4860),(9846,5427),(5150,2253),(7474,3248),(4378,5563),(1425,4779),(8099,7146),(857,2075),(11545,7044),(13134,5324),(9198,1626),(2131,7040),(4498,2250),(11040,972),(12181,2130)
69,(8236,287),(6658,3940),(9846,5739),(5157,2564),(7450,2937),(4666,5442),(1395,4777),(8092,7421),(1169,2052),(11594,7352),(13093,5335),(9137,1325),(3510,7110),(4370,2250),(10972,668),(11947,2060)
70,(8262,554),(5634,4860),(9899,5968),(5164,2855),(7441,2646),(4916,5320),(1104,4759),(8118,7711),(1459,2031),(11624,7641),(13242,5297),(9037,1052),(2118,7057),(4113,2207),(10909,383),(11933,1769)
71,(8262,898),(6667,3993),(9162,5256),(5151,3200),(7508,2367),(4870,5363),(941,4526),(8035,7971),(1694,2144),(11661,7985),(13193,5310),(8920,727),(2210,6934),(4080,1865),(11045,212),(11916,1424)
72,(8262,1296),(6666,3988),(9847,5975),(5166,3597),(7733,2176),(4050,5202),(943,4537),(7637,7961),(1758,2536),(11624,7639),(13147,5321),(8785,354),(2239,6895),(4070,1467),(11441,205),(11896,1027)
73,(8278,1581),(6455,4077),(9846,5691),(5062,3776),(7452,2988),(4766,5403),(1003,4817),(7352,7956),(1805,2818),(11594,7355),(13106,5331),(8808,418),(2124,7049),(4270,1358),(11727,200),(11881,741)
74,(8297,1901),(6390,3861),(9846,5371),(4741,3765),(7734,2210),(4050,5202),(1066,5132),(7032,7956),(1579,2923),(11701,7150),(13227,5301),(8917,719),(2256,6873),(4587,1314),(12047,192),(11880,422)
75,(7902,1895),(6033,4048),(10163,5248),(4339,3751),(8012,2349),(4690,5433),(1155,5524),(6870,7956),(1179,2965),(12101,7109),(13264,5292),(9054,1097),(2256,7088),(3960,738),(12450,178),(11880,376)
76,(7652,1894),(6275,4074),(10413,5239),(4189,3745),(7452,2988),(4458,5527),(1213,5768),(7119,7956),(930,2992),(12349,7083),(13075,5339),(9139,1332),(2505,7110),(4738,1294),(12699,170),(11880,625)
77,(7638,1895),(6117,4058),(10800,5256),(4578,3759),(8292,1970),(4050,5202),(1269,6151),(7508,7958),(611,2939),(12735,7042),(13079,5338),(9198,1709),(2894,7110),(4353,1346),(12964,289),(11880,390)
78,(7927,1896),(6006,4248),(11088,5271),(4866,3769),(8280,2132),(4072,5401),(1308,6437),(7795,7965),(551,2658),(13022,7013),(13230,5300),(9198,1997),(3182,7110),(3960,738),(12974,578),(11880,293)
79,(8249,1906),(5891,4544),(10873,5259),(5188,3780),(8166,2354),(4168,5231),(1363,6755),(7380,7128),(483,2343),(13261,6988),(13182,5312),(9198,2320),(3504,7110),(4014,1067),(12989,899),(11880,615)
80,(8280,1623),(6005,4258),(10539,5242),(5522,3780),(7832,2343),(4124,5058),(1449,7075),(8115,7640),(451,2194),(12928,7022),(13075,5339),(8884,2346),(3517,7438),(3960,738),(13006,1233),(11880,454)
81,(8172,1319),(5902,3970),(10138,5249),(5580,3438),(7452,2988),(4401,5216),(1530,7467),(8073,7241),(535,2586),(12531,7064),(13067,5341),(8483,2353),(3526,7838),(3560,766),(13026,1633),(11880,341)
82,(7856,1341),(6034,3775),(9978,5107),(5580,3502),(7446,2060),(4050,5202),(1654,7555),(7843,7140),(602,2894),(12216,7097),(13192,5310),(8355,2356),(3779,7913),(3245,788),(13042,1949),(11880,657)
83,(7488,1365),(5966,3799),(9994,4739),(5489,3780),(7452,1692),(4349,5221),(1906,7286),(7476,7130),(580,2793),(11850,7135),(13266,5292),(8723,2349),(4147,7930),(2878,814),(13038,1859),(11896,1025)
84,(7452,1608),(5910,4003),(10007,4461),(5212,3780),(7452,1413),(4150,5123),(2097,7083),(7407,7308),(521,2521),(11574,7164),(13104,5332),(9001,2343),(4425,7942),(2601,834),(13024,1581),(11910,1303)
85,(7448,1997),(5864,4199),(9635,4421),(5166,3438),(7452,1709),(4116,4744),(1849,7347),(7437,7691),(439,2142),(11185,7169),(13266,5292),(9198,2148),(4707,7859),(2213,861),(13004,1193),(11929,1691)
86,(7438,2264),(5814,4050),(9368,4403),(5007,3342),(7452,1839),(4130,4477),(1666,7542),(7380,7128),(480,2330),(10919,7173),(13222,5302),(9198,1881),(4685,7593),(2408,847),(12990,926),(11942,1958)
87,(7443,2124),(5594,3887),(9186,4200),(4518,2934),(7452,1475),(4140,4114),(1524,7437),(7451,7596),(557,2685),(10555,7178),(13230,5300),(9198,1517),(4654,7231),(2770,822),(12973,564),(11773,2146)
88,(7449,1979),(5603,3958),(9176,3911),(4518,2934),(7426,1189),(4140,3825),(1470,7154),(7409,7879),(617,2967),(10324,7181),(13079,5338),(9198,1758),(4621,6945),(3058,801),(12963,276),(11485,2154)
89,(7436,2306),(5602,4286),(9170,3652),(4642,3290),(7452,2988),(4117,3498),(1721,7084),(7435,7707),(573,2760),(10651,7176),(13133,5325),(9198,2086),(4576,6620),(3385,778),(12746,169),(11451,2155)
90,(7445,2088),(5322,4296),(9178,4007),(4518,2934),(7430,1217),(4122,3552),(2078,7074),(7415,7355),(498,2412),(11008,7171),(13219,5303),(9192,2441),(4528,6267),(3740,753),(12389,181),(11806,2146)
91,(7583,1899),(5012,4301),(9174,3850),(4312,2925),(7429,1208),(4129,3623),(1821,7081),(7296,7130),(1818,2898),(11320,7167),(13185,5312),(9185,2573),(4290,6123),(3975,829),(12076,191),(12119,2133)
92,(7930,1896),(5054,4572),(9172,3732),(4126,3052),(7452,2988),(4110,3418),(1473,7091),(6949,7140),(505,2445),(11583,7257),(13090,5335),(9083,2342),(4107,5880),(4032,1172),(12030,192),(12466,2116)
93,(8256,1906),(5311,4572),(9179,4058),(4108,3320),(7426,1187),(4050,5202),(1370,6796),(6750,7271),(573,2763),(11618,7582),(13123,5327),(8758,2348),(3902,6052),(4070,1495),(12356,182),(12792,2100)
94,(8014,1899),(5634,4860),(9173,3788),(4117,2998),(7452,1510),(4110,3419),(1313,6476),(6750,7596),(617,2966),(11652,7905),(13239,5298),(8432,2354),(4104,5815),(4079,1821),(12681,171),(13053,2155)
95,(7655,1894),(5204,4763),(9174,3805),(4104,2640),(7452,1869),(4130,3634),(1265,6120),(7380,7128),(541,2615),(11637,7757),(13209,5306),(8450,2354),(4104,5817),(4083,1960),(12962,242),(13063,2345)
96,(7447,2013),(5053,4710),(9179,4058),(3952,2488),(7452,2988),(4122,3546),(1224,5814),(6750,7647),(476,2314),(11604,7450),(13077,5339),(8758,2348),(3967,5804),(4075,1652),(12973,549),(13000,2090)
97,(7434,270),(4996,4407),(9171,3695),(3589,2498),(7736,2253),(4118,3511),(1585,5827),(6750,7284),(463,2252),(11499,7165),(13101,5333),(9120,2341),(3768,6026),(4052,1290),(12970,454),(12637,2108)
98,(7434,270),(4644,4348),(9178,4008),(3791,2492),(7724,1958),(4375,3752),(1692,5828),(6743,6817),(562,2710),(11031,7171),(13078,5338),(8807,2347),(3553,5997),(3974,827),(12966,337),(12169,2131)
99,(7452,1690),(4751,4334),(9176,3945),(4008,2486),(7871,1894),(4593,3760),(1905,5851),(6738,6598),(608,2923),(10812,7174),(13233,5300),(8589,2351),(3336,5978),(4087,738),(12973,555),(11952,2142)
100,(7452,1373),(5067,4298),(9170,3628),(4104,2706),(8188,1904),(4377,3752),(2221,5879),(7380,7128),(842,3001),(10495,7179),(13110,5330),(8272,2357),(3171,5964),(4403,738),(12789,687),(11635,2150)
101,(7777,1346),(5390,4323),(9176,3938),(4104,2579),(8280,2128),(4233,3747),(2550,5909),(6407,6217),(1172,2966),(10426,7180),(13099,5333),(8583,2351),(3501,5992),(4734,738),(12459,692),(11952,2142)
102,(8180,1319),(5609,4166),(9435,4066),(4411,2495),(8275,2185),(4636,3761),(2952,5945),(7380,7128),(1573,2923),(10829,7174),(13139,5323),(8985,2344),(3691,6186),(5138,738),(12055,699),(10932,2315)
103,(8262,1150),(5528,4064),(9680,4047),(4657,2510),(8295,1939),(4406,3753),(2994,5948),(6490,6233),(1818,2898),(11076,7171),(13199,5308),(9196,2373),(3644,6428),(5384,738),(11950,700),(10705,2411)
104,(8262,801),(5876,4050),(9735,4043),(4518,2934),(7981,1898),(4223,3746),(2646,5917),(6595,6254),(1884,3240),(11424,7166),(13107,5331),(9183,2605),(3576,6770),(5732,738),(12299,695),(10383,2546)
105,(8262,454),(5850,4236),(9390,4069),(5054,2899),(7634,1895),(4568,3759),(2301,5886),(6938,6276),(1951,3580),(11769,7143),(13087,5336),(9198,2259),(3510,7110),(5585,738),(12645,689),(10311,2576)
106,(8103,284),(5795,4050),(9293,4077),(4518,2934),(7446,2050),(4394,3753),(1977,5857),(7263,6267),(1910,3371),(12093,7109),(13203,5307),(9198,1934),(3834,7110),(5259,738),(12970,684),(10611,2450)
107,(7795,277),(5743,4050),(9600,4053),(4518,2934),(7434,2357),(4194,3745),(1696,5811),(7390,6072),(1851,3068),(12399,7077),(13195,5309),(9198,1626),(4143,7110),(4952,738),(12993,983),(10895,2331)
108,(7434,270),(5877,3870),(9802,4038),(5004,2557),(7091,2344),(4555,3758),(1926,5630),(7409,5710),(1787,2712),(12759,7040),(13116,5329),(9119,1277),(4504,7110),(4589,738),(13011,1345),(11229,2191)
109,(7071,270),(5634,4860),(9441,4065),(4645,2509),(6840,2211),(4369,3752),(2287,5590),(7429,5348),(1729,2354),(13119,7002),(13063,5342),(8996,937),(4662,7332),(4227,738),(13030,1707),(11372,2433)
110,(6809,270),(5926,3813),(9162,5256),(4384,2494),(6840,1949),(4140,3775),(2547,5562),(7424,5424),(1687,2096),(13223,6992),(13240,5298),(8907,691),(4685,7593),(3965,738),(13043,1969),(11315,2207)
111,(6584,278),(6153,3733),(9542,4058),(4110,2400),(6840,1870),(4140,4140),(2909,5522),(7405,5788),(1719,2295),(12861,7029),(13213,5305),(8783,348),(3510,7110),(3818,408),(13037,1843),(11618,2151)
112,(6367,288),(5880,3829),(9875,4032),(3939,2250),(6840,2203),(4140,4094),(2843,5529),(7387,6121),(1773,2624),(12530,7064),(13105,5332),(8826,468),(4687,7624),(3908,617),(13020,1510),(11952,2142)
113,(6030,288),(5634,4860),(9552,4057),(3602,2250),(6851,2540),(4140,3758),(2507,5566),(7186,6269),(1808,2838),(12194,7099),(13098,5333),(8941,785),(4659,7288),(4166,738),(13003,1173),(11935,1805)
114,(5832,413),(5634,4860),(9229,4082),(3460,2445),(6847,2463),(4140,4054),(2185,5601),(6862,6278),(1756,2518),(11872,7132),(13215,5304),(9051,1089),(4498,7110),(4490,738),(12986,849),(11918,1481)
115,(5832,736),(5634,4860),(9453,4064),(3188,2502),(7021,2338),(4140,4190),(1863,5637),(6736,6475),(1703,2198),(11568,7140),(13199,5308),(9161,1394),(4175,7110),(4813,738),(12972,526),(11902,1157)
116,(5832,414),(5634,4860),(9776,4040),(3364,2502),(7344,2367),(4140,3865),(1915,5631),(6742,6799),(1696,2153),(11494,6824),(13083,5337),(9123,1289),(3851,7110),(5138,738),(12961,201),(11886,833)
117,(6035,288),(5634,4860),(9658,4049),(3456,2740),(7441,2616),(4140,3951),(2243,5595),(6749,7130),(1749,2479),(11419,6503),(13127,5326),(9011,978),(3521,7110),(5468,738),(12670,171),(11889,899)
118,(6366,288),(6324,3895),(9327,4074),(3456,2543),(7450,2948),(4050,5202),(2573,5559),(7065,7136),(1803,2807),(11408,6456),(13236,5299),(8898,666),(3571,6795),(5800,738),(12338,182),(11906,1231)
119,(6577,546),(6124,4000),(9195,4352),(3594,2250),(7429,2965),(4140,3870),(2985,5514),(7380,7028),(1766,2579),(11502,6859),(13266,5292),(8757,277),(3651,6388),(5449,738),(11923,196),(11927,1645)
120,(6594,811),(5983,4050),(9166,4626),(3869,2250),(7452,2988),(4140,3894),(2824,5531),(7380,6751),(1721,2307),(11565,7128),(13102,5332),(8499,270),(3705,6117),(5173,738),(11647,202),(11940,1921)
121,(6463,1140),(5634,4860),(9162,4980),(4114,2352),(7149,3503),(4140,4248),(2472,5570),(7380,6398),(1683,2074),(11501,6854),(13085,5337),(8377,279),(3480,5990),(4819,738),(11294,208),(12084,2135)
122,(6490,1070),(5793,4666),(9067,5252),(4104,2723),(7020,3851),(4461,4300),(2103,5610),(7616,6269),(1743,2440),(11416,6492),(13156,5319),(9198,1494),(3110,5959),(4449,738),(10922,215),(12455,2117)
123,(6583,838),(5634,4860),(8816,5244),(4161,2918),(7098,3615),(4605,4465),(1854,5638),(7867,6275),(1783,2687),(11392,6387),(13187,5311),(8498,270),(3330,5978),(4199,738),(10672,219),(12705,2104)
