13,0.9326,0.8519,4.3864
73,(13901.1,6145.4),(1883.3,3232.6),(10187.3, 227.6),(11010.2,8004.2),(3134.1, 370.0),(9587.5,5278.4),(3638.3,5742.5),(5151.6,2285.7),(6155.8,4062.6),(1634.2,6950.4),(12324.4,2123.7),(6919.3,7141.2),(6875.2,1358.7)
74,(14112.7,6429.8),(1958.5,2899.9),(10451.0, 223.1),(10676.9,8001.3),(3467.4, 365.0),(9596.6,5278.9),(3809.0,5940.8),(4964.2,2114.7),(6207.0,3957.3),(1400.8,6966.4),(12657.2,2107.3),(6586.4,7135.1),(6875.2,1358.7)
75,(14324.4,6714.2),(1815.4,2882.4),(10117.8, 228.8),(10343.6,7998.3),(3800.7, 359.9),(9605.7,5279.4),(4061.9,5724.1),(4631.4,2097.7),(6521.8,3852.0),(1341.1,6631.7),(12990.2,2090.9),(6253.3,7123.3),(6957.5,2332.7)
76,(14217.0,6840.0),(1762.3,2557.0),(9784.5, 234.4),(10010.3,7995.4),(4133.7, 348.1),(9272.8,5261.8),(4084.2,5509.6),(4298.5,2080.8),(6855.1,3852.0),(1424.8,6465.0),(13041.3,1917.5),(5920.0,7116.3),(7289.7,2362.9)
77,(13992.3,6768.0),(1759.1,2537.2),(9975.7, 231.2),(9676.9,7992.4),(4466.9, 336.3),(8939.7,5248.3),(4080.8,5089.1),(4085.9,2066.8),(6999.8,3962.9),(1292.5,6320.7),(13059.2,2263.4),(5615.5,7113.6),(7621.2,2354.0)
78,(13847.9,6550.1),(1703.5,2196.5),(10309.0, 225.5),(9610.7,7809.1),(4800.0, 324.5),(9021.4,5251.2),(4112.7,4829.2),(4076.9,1725.1),(6683.4,4050.0),(1290.6,6306.7),(12821.9,2438.1),(5543.7,7110.0),(7527.9,2364.9)
79,(14014.5,6845.0),(1760.4,2545.5),(10642.3, 219.9),(9318.1,7650.0),(5133.2, 312.7),(9165.0,5432.7),(4201.4,5237.2),(4065.2,1369.3),(6390.2,4083.1),(1292.4,6320.0),(12488.7,2449.0),(5616.0,7109.6),(7439.9,2223.2)
80,(13690.0,6908.3),(1793.3,2746.5),(10975.6, 214.2),(9144.4,7658.4),(5466.3, 300.9),(9333.7,5265.0),(4532.1,5203.0),(4174.0,1371.4),(6390.2,4083.1),(1342.7,6640.5),(12155.6,2459.9),(5608.5,6930.1),(7438.6,2532.1)
81,(13610.9,6923.7),(1730.7,2907.3),(11107.1, 211.8),(9161.6,7984.1),(5799.4, 289.2),(9666.4,5282.5),(4711.5,5158.4),(4068.0,1387.9),(6390.2,4083.1),(1342.9,6641.9),(12117.6,2461.2),(5594.7,6598.2),(7447.6,2838.9)
82,(13938.9,6859.7),(1787.4,2710.9),(10773.9, 217.7),(9284.9,7650.0),(6132.8, 288.0),(9350.7,5265.9),(4545.9,5201.6),(4077.0,1729.6),(6390.2,4083.1),(1291.0,6309.5),(12450.7,2450.2),(5609.1,6943.2),(7443.0,2681.7)
83,(13920.0,6658.9),(1730.5,2361.9),(10440.6, 223.3),(9594.3,7652.5),(6466.1, 288.0),(9017.6,5251.0),(4214.2,5235.9),(4088.0,2080.2),(6391.4,4677.9),(1247.0,5984.1),(12783.9,2439.3),(5310.7,7110.0),(7469.2,2371.9)
84,(13769.1,6431.1),(1655.0,2017.4),(10107.3, 229.0),(9616.3,7992.0),(6798.2, 270.0),(9162.0,5258.2),(4104.2,5000.9),(4324.9,2250.0),(6718.7,4854.4),(1246.1,5977.2),(13067.9,2427.4),(5373.4,7110.0),(7800.9,2342.1)
85,(13568.9,6129.0),(1322.9,2041.4),(10160.2, 228.1),(9283.0,7992.0),(6647.9, 292.7),(9168.0,5608.2),(4101.5,5013.1),(4346.2,2250.0),(7052.0,4848.3),(1186.3,5653.7),(13010.1,2090.0),(5040.0,7110.0),(8134.0,2353.6)
86,(13391.3,5861.1),( 990.4,2065.5),(9826.9, 233.7),(8949.7,7988.3),(6731.8, 616.4),(9250.0,5260.6),(4068.0,5364.1),(4346.2,2250.0),(7385.3,4842.2),(1185.3,5649.4),(12677.1,2106.3),(4706.7,7110.0),(8467.3,2354.1)
87,(13542.3,6088.9),( 657.9,2089.6),(9493.6, 239.4),(8616.4,7982.6),(6844.4, 941.6),(9582.9,5278.2),(4111.0,5684.8),(4419.2,2495.7),(7398.1,4657.5),(1112.3,5339.2),(12344.4,2122.7),(4373.4,7110.0),(8800.5,2347.6)
88,(13742.4,6390.9),( 436.8,2128.1),(9160.3, 245.0),(8283.1,7976.8),(6817.2, 875.5),(9573.8,5277.7),(4410.9,5548.5),(4104.1,2482.6),(7410.1,4286.7),(1326.7,5192.5),(12011.4,2139.1),(4040.0,7110.0),(9133.8,2341.2)
89,(13942.6,6693.0),( 508.3,2459.8),(8827.1, 250.7),(8283.1,7976.8),(6723.8, 932.7),(9564.7,5277.2),(4717.7,5422.8),(4117.5,2227.6),(7453.2,3882.2),(1659.9,5180.9),(11942.8,1957.3),(3706.7,7110.0),(9133.8,2341.2)
90,(14215.6,6840.0),( 431.3,2102.2),(8494.7, 270.8),(7923.8,7647.0),(6891.9, 749.1),(9555.6,5276.7),(4915.6,5331.9),(4118.8,2234.1),(7535.2,3576.6),(1993.1,5171.6),(11924.8,1598.7),(3373.4,7110.0),(9133.8,2341.2)
91,(14371.3,6777.3),( 395.4,1896.6),(8161.8, 285.8),(7592.4,7611.2),(6728.6, 604.2),(9546.4,5276.2),(5134.8,4970.6),(4120.1,2240.6),(7742.3,3282.1),(2177.4,5054.6),(11925.1,1604.0),(3040.0,7110.0),(9187.6,1465.2)
92,(14159.7,6492.9),( 333.3,1542.0),(7828.5, 278.6),(7427.2,7434.8),(6719.4, 950.3),(9537.3,5275.8),(5408.1,4961.3),(4081.5,1898.3),(7975.4,3196.9),(2140.5,4793.7),(11925.0,1602.6),(2706.7,7110.0),(9064.1,1124.5)
93,(13948.0,6208.5),( 287.2,1182.7),(7495.2, 271.3),(7432.1,7129.4),(6663.4,1174.2),(9528.2,5275.3),(5628.0,4839.1),(4081.5,1898.5),(8057.3,3238.6),(2105.3,4456.0),(11934.4,1790.3),(2594.6,7110.0),(8940.7, 783.8)
94,(13782.8,5986.5),( 251.7, 799.2),(7161.9, 270.0),(7765.3,7138.1),(6875.7,1352.7),(9519.1,5274.8),(5580.5,4478.8),(4072.5,1557.3),(7810.5,3185.3),(2054.1,4096.4),(11813.7,2145.8),(2928.0,7110.0),(8893.5, 653.7)
