18,0.5733,0.9422,2.5888
10,(1796.5,4736.0),(11545.7,7164.4),(6758.4, 719.0),(3101.4, 370.5),(11133.4,1392.4),(2319.3,6799.4),(13354.9,5806.2),(10179.1,2629.4),(10319.9,7492.3),(7393.6,2929.6),(12986.6, 851.0),(7407.0,7303.2),(4063.6,1359.7),( 936.5,2069.4),(5631.5,5220.0),(4546.5,6399.8),(9030.8,5251.5),(4500.6,3143.2)
11,(2118.2,4663.3),(11570.4,7164.1),(6758.5, 719.4),(3434.7, 365.5),(11182.9,1615.2),(2200.4,6867.9),(13154.7,5504.1),(9851.7,2681.1),(10253.0,7180.6),(7424.5,2960.5),(12971.8, 504.8),(7595.6,7611.5),(4231.7,1363.5),( 603.9,2093.5),(5645.1,5220.0),(4596.2,6762.0),(9165.0,5431.2),(4508.4,3049.5)
12,(2107.1,4476.0),(11630.7,7158.1),(6758.6, 719.7),(3768.0, 360.5),(11266.3,1990.2),(1974.4,6900.8),(13195.7,5309.6),(9522.3,2733.1),(9919.9,7170.1),(7421.5,2957.5),(12825.4, 166.5),(7448.7,7574.4),(4562.3,1318.2),( 427.2,2078.7),(5689.8,5220.0),(4539.0,7110.0),(9165.0,5431.5),(4185.1,3134.3)
13,(2143.9,4821.1),(11593.2,7344.4),(6758.7, 720.0),(3910.5, 622.6),(11554.3,2153.0),(2284.1,6839.6),(13405.8,5479.9),(9192.9,2785.1),(9586.7,7159.5),(7384.5,2920.5),(12492.3, 177.6),(7383.5,7128.1),(4892.9,1272.8),( 437.7,2132.6),(5533.0,5215.6),(4205.6,7110.0),(9165.0,5431.5),(4035.5,2924.1)
14,(2193.5,5151.1),(11626.9,7661.1),(6914.2, 747.9),(4109.0, 738.0),(11887.5,2143.8),(2471.7,6625.2),(13617.5,5764.3),(9164.6,2976.8),(9448.4,7155.1),(7433.6,2969.6),(12159.1, 188.7),(7716.7,7136.9),(5011.0,1447.7),( 507.4,2455.4),(5624.8,5043.5),(4281.7,7110.0),(8994.5,5250.2),(4106.6,2931.3)
15,(2141.1,4798.5),(11591.0,7323.4),(7247.0, 729.4),(4144.3, 738.0),(12220.4,2128.8),(2337.7,6778.3),(13670.9,5836.0),(9169.7,3346.6),(9676.4,7162.3),(7347.7,2883.7),(11825.9, 199.0),(7394.1,7128.4),(5074.6,1814.2),( 476.0,2102.8),(5496.9,5213.7),(4615.0,7110.0),(8996.5,5250.3),(4106.6,2931.3)
16,(2106.4,4468.6),(11530.1,6976.5),(7422.0, 569.4),(4477.7, 738.0),(12553.4,2112.4),(2107.8,7074.2),(13459.2,5551.6),(9174.9,3716.3),(9343.2,7151.8),(7323.2,2859.2),(11492.6, 204.9),(7428.1,7440.5),(5380.1,1908.0),( 765.2,2081.9),(5625.1,5038.3),(4616.6,6910.4),(8663.3,5238.8),(4122.2,2916.8)
17,(1948.0,4701.8),(11451.7,6641.3),(7481.3, 271.0),(4811.0, 738.0),(12886.4,2096.0),(2151.1,7078.3),(13217.3,5304.2),(9180.0,4085.9),(9161.8,7151.4),(7447.5,2834.8),(11159.3, 210.9),(7607.0,7612.8),(5514.1,2054.6),( 433.2,2105.9),(5472.7,4907.4),(4620.3,6937.4),(8330.2,5227.3),(4122.2,2916.8)
18,(2122.9,4649.6),(11373.4,6306.5),(7814.6, 278.3),(5144.3, 738.0),(13050.5,2096.9),(1817.4,7082.0),(13099.6,5420.8),(9177.4,3898.7),(9149.8,7487.3),(7438.5,2530.0),(10917.9, 215.2),(7448.1,7622.0),(5625.7,2314.2),( 396.0,1900.5),(5290.3,5071.8),(4658.8,7284.3),(8117.5,5212.2),(4122.2,2916.8)
19,(2085.2,4252.0),(11296.5,5963.5),(8147.8, 285.5),(5477.7, 738.0),(12890.0,2095.9),(1484.2,7091.3),(13299.8,5722.9),(9177.4,3899.2),(9458.4,7650.0),(7438.6,2530.8),(11251.2, 209.2),(7448.6,7573.9),(5948.4,2230.5),( 334.0,1546.0),(5222.8,5261.7),(4687.6,7622.1),(8094.3,4853.2),(4122.2,2916.8)
20,(2021.7,3934.7),(11220.4,5623.6),(8480.4, 271.8),(5811.0, 738.0),(12557.0,2112.2),(1373.5,6813.3),(13499.9,6025.0),(9172.3,3531.7),(9765.3,7650.0),(7438.6,2531.6),(11503.5, 204.7),(7373.3,7128.2),(6266.0,2142.0),( 287.4,1184.9),(4973.1,5186.2),(4668.7,7953.9),(8075.9,5222.2),(4122.2,2916.8)
21,(1958.4,3617.8),(11266.8,5830.6),(8813.1, 250.9),(5811.0, 738.0),(12411.9,2119.4),(1313.9,6479.0),(13650.9,6252.8),(9177.4,3901.5),(9431.9,7650.0),(7438.6,2532.4),(11506.2, 204.7),(7040.2,7137.7),(6282.6,2144.3),( 251.9, 801.3),(4964.4,5148.7),(4335.9,7938.7),(7743.0,5239.7),(4122.2,2916.8)
22,(1888.0,3256.8),(11343.7,6173.7),(9122.0, 245.7),(5636.4, 294.9),(12378.9,2121.0),(1268.9,6146.3),(13788.9,6461.1),(9189.1,4241.3),(9398.6,7650.0),(7438.6,2533.2),(11508.9, 204.6),(6707.1,7143.1),(6425.6,2410.5),( 232.7, 594.3),(4930.6,5196.8),(4002.8,7923.6),(7433.8,5253.9),(4122.2,2916.8)
23,(1817.7,2896.2),(11292.1,6318.0),(8788.7, 251.3),(5620.9, 295.5),(12345.9,2122.6),(1223.9,5813.5),(13611.2,6193.0),(9188.8,4235.1),(9144.2,7654.1),(7443.0,2681.5),(11511.7, 204.6),(6374.2,7125.8),(6709.6,2577.0),( 508.1, 409.6),(4840.1,5184.0),(3669.8,7908.4),(7409.4,4973.1),(4122.2,2916.8)
24,(1784.9,2695.2),(11340.4,6159.2),(8824.3, 462.7),(5340.1, 305.4),(12323.4,2123.7),(1153.1,5512.8),(13762.2,6420.8),(9285.3,4077.9),(9144.2,7653.7),(7434.1,2374.3),(11514.4, 204.5),(6041.0,7118.9),(6718.9,2741.3),( 841.5, 404.6),(4690.9,5186.6),(3336.5,7902.0),(7398.1,4658.9),(4122.2,2916.8)
25,(1792.9,2744.2),(11339.3,6154.2),(8947.8, 803.5),(5006.9, 317.2),(12356.4,2122.1),(1264.3,5815.5),(13742.4,6390.9),(9177.4,3901.5),(9222.5,7992.0),(7446.1,2061.5),(11517.1, 204.5),(6215.5,7122.5),(6424.0,2647.2),(1174.7, 399.5),(4359.2,5220.9),(3003.2,7902.0),(7410.1,4288.2),(4122.2,2916.8)
26,(1858.0,3102.9),(11338.2,6149.2),(9071.3,1144.2),(4673.8, 329.0),(12389.4,2120.5),(1597.3,5828.4),(13722.6,6361.0),(9177.4,3900.9),(9161.8,7987.7),(7446.1,2061.5),(11519.8, 204.4),(6065.7,7119.4),(6235.8,2392.7),(1508.0, 394.5),(4359.5,5220.9),(2669.9,7902.0),(7431.5,4011.2),(4122.2,2916.8)
27,(1928.4,3463.9),(11337.1,6144.2),(9152.3,1367.9),(4340.6, 340.8),(12422.5,2118.9),(1929.4,5853.3),(13766.5,6427.2),(9189.0,4239.0),(9089.4,7990.7),(7451.3,1363.0),(11522.5, 204.4),(5732.4,7112.4),(6135.5,2101.1),(1841.3, 389.5),(4691.2,5186.6),(2501.9,7898.2),(7416.7,4099.5),(4380.3,2928.0)
28,(1991.5,3783.7),(11219.8,6318.0),(9152.3,1367.9),(4007.6, 352.6),(12546.5,2112.8),(2175.5,5875.4),(13633.7,6226.8),(9179.2,4532.8),(8756.1,7985.0),(7451.3,1363.0),(11189.3, 210.3),(5599.1,7245.2),(5945.3,1813.4),(2174.6, 384.5),(4693.6,5057.3),(2492.9,7503.7),(7478.8,3753.8),(4322.7,2925.5)
29,(1991.1,3781.4),(11381.8,6342.7),(9152.3,1367.9),(3817.2, 404.8),(12854.5,2097.6),(1843.4,5845.6),(13586.1,6155.1),(9179.2,4532.8),(8509.2,7980.7),(7416.1, 717.9),(11224.0, 209.7),(5609.0,6940.8),(5859.1,1735.4),(2302.1, 382.6),(4816.2,5184.0),(2493.0,7505.1),(7476.6,3765.0),(4265.7,2923.0)
30,(1924.3,3442.5),(11460.3,6678.0),(9197.6,2347.0),(3914.5, 741.2),(12521.8,2114.0),(1510.7,5825.0),(13544.8,6092.7),(9179.2,4532.8),(8785.5,7985.5),(7428.1, 416.6),(11557.3, 203.8),(5608.7,6934.1),(6093.0,2016.0),(1968.8, 387.6),(4599.5,5196.0),(2488.4,7304.0),(7377.7,4099.2),(4484.6,2932.5)
31,(1853.8,3081.6),(11538.7,7013.2),(9180.4,2656.6),(3941.7, 739.3),(12188.8,2130.4),(1221.6,5803.7),(13745.0,6394.8),(9165.0,5430.7),(8452.2,7979.8),(7496.8, 271.4),(11890.6, 197.6),(5594.3,6589.0),(6273.8,2120.1),(1635.5, 392.6),(4690.8,5041.5),(2794.5,7110.0),(7415.9,4106.6),(4151.7,2918.1)
32,(1814.1,2874.1),(11331.4,7167.4),(9054.7,2342.8),(4275.5, 738.0),(11855.7,2144.7),(1155.4,5522.6),(13694.8,6319.1),(9210.9,5258.6),(8119.0,7974.0),(7308.5, 270.0),(12223.6, 186.5),(5580.1,6248.1),(6189.7,2142.0),(1302.2, 397.6),(4693.1,5186.4),(3127.8,7110.0),(7417.2,4097.0),(4138.2,3142.8)
33,(1822.6,2921.7),(11054.5,7171.3),(8721.5,2349.2),(4060.0, 738.0),(11522.5,2153.9),(1225.5,5825.2),(13543.9,6091.3),(9220.0,5259.1),(8119.0,7974.0),(7557.4, 272.7),(12556.8, 175.4),(5594.5,6593.1),(5882.1,2247.7),( 968.9, 402.6),(4361.4,5220.7),(3461.2,7110.0),(7284.2,4087.5),(4285.1,3348.0)
34,(1821.1,2913.7),(11387.8,7166.6),(8884.6,2346.0),(3988.9, 911.2),(11310.8,2187.0),(1270.5,6157.8),(13343.7,5789.2),(9229.1,5259.5),(8119.0,7974.0),(7247.9, 270.0),(12890.0, 164.3),(5594.4,6590.6),(5816.6,2264.7),( 635.6, 407.7),(4154.1,5134.3),(3514.5,7310.0),(7217.4,4079.2),(4482.5,3149.1)
35,(1891.5,3274.7),(11575.6,7179.5),(9178.1,2340.4),(4039.0,1212.0),(11527.2,2452.6),(1270.4,6157.5),(13143.5,5487.1),(9238.2,5260.0),(8037.0,7972.0),(7286.8, 270.0),(12966.1, 339.1),(5591.7,6245.5),(6120.7,2159.7),( 302.3, 412.7),(4164.8,5162.0),(3523.5,7704.5),(7081.0,4062.1),(4149.7,3132.5)
36,(1919.2,3416.5),(11433.9,7166.0),(9176.7,2340.4),(3984.9, 887.2),(11860.4,2462.7),(1312.6,6469.9),(13230.4,5300.9),(9165.0,5431.6),(8172.3,7974.9),(7518.5, 271.8),(12903.7, 685.2),(5924.5,6230.3),(6237.1,2397.0),( 234.4, 613.2),(4214.3,5235.9),(3686.6,7909.2),(7132.6,4068.6),(4149.7,3132.5)
37,(1920.7,3424.5),(11465.7,7165.5),(9135.6,2341.2),(4086.5, 738.0),(12193.5,2458.7),(1270.3,6156.8),(13419.0,5497.6),(9268.0,5261.6),(8157.6,7974.7),(7520.6, 271.9),(12570.4, 690.7),(6090.4,6222.8),(6138.5,2107.0),( 253.6, 820.2),(4230.6,5234.2),(4019.7,7924.3),(6862.7,4050.0),(4149.7,3132.5)
38,(1929.7,3470.5),(11497.6,7165.1),(9189.3,2496.0),(3916.8, 637.3),(12526.7,2447.7),(1316.2,6492.3),(13630.6,5782.0),(9277.1,5262.1),(8142.8,7974.4),(7522.6, 271.9),(12237.1, 696.1),(6194.6,6218.1),(6057.8,1945.6),( 289.1,1203.8),(4240.0,5233.2),(4287.3,7936.5),(7030.7,3852.9),(4027.4,2925.0)
39,(1719.0,3672.5),(11529.4,7164.6),(9189.4,2495.5),(3926.0, 658.7),(12859.8,2436.8),(1312.9,6471.7),(13842.3,6066.4),(9286.3,5262.5),(8455.9,7979.8),(7524.7, 272.0),(11903.8, 701.6),(6521.8,6240.0),(6083.0,1996.1),( 340.1,1581.0),(4223.7,5234.9),(4289.6,7936.6),(7362.8,3880.6),(4360.4,2927.1)
40,(1815.0,3658.1),(11561.2,7164.2),(9189.4,2495.0),(3952.1, 719.5),(13067.7,2423.4),(1312.9,6472.0),(14007.5,6288.4),(9295.4,5263.0),(8461.4,7979.9),(7526.7, 272.0),(11903.8, 701.6),(6853.9,6278.6),(5943.8,1812.0),( 402.2,1935.5),(4207.3,5236.6),(4622.6,7951.8),(7209.2,3867.8),(4342.5,2926.4)
41,(1955.2,3601.2),(11554.9,7164.3),(9189.4,2494.5),(3942.9, 698.1),(12934.3,2093.7),(1313.0,6472.4),(14219.2,6572.8),(9304.5,5263.5),(8485.3,7980.3),(7528.8, 272.1),(11741.2, 200.5),(7187.1,6269.4),(6074.0,1978.1),( 638.0,2091.1),(4197.9,5237.6),(4701.1,7780.9),(6876.2,3852.0),(4285.6,2923.9)
42,(1967.5,3663.4),(11523.1,7164.7),(9189.4,2494.0),(3901.0, 600.3),(12601.4,2110.1),(1315.7,6489.5),(14429.9,6856.9),(9313.6,5264.0),(8500.0,7980.6),(7530.9, 272.1),(11407.9, 206.4),(6915.7,6276.9),(6031.1,1892.2),( 970.5,2067.0),(4214.3,5235.9),(4672.3,7443.0),(6645.2,3869.4),(4285.6,2923.9)
43,(2030.9,3980.7),(11491.2,7165.2),(9189.5,2493.5),(3706.6, 361.4),(12733.6,2103.6),(1375.4,6824.1),(14541.8,7038.1),(9322.7,5264.5),(8417.2,7979.2),(7335.0, 270.0),(11074.6, 212.4),(7205.5,6268.8),(6110.3,2164.9),(1302.6,2042.9),(4256.4,5231.5),(4586.4,7110.0),(6909.2,4050.0),(4285.6,2923.9)
44,(1921.4,4266.0),(11459.4,7165.6),(9189.5,2493.0),(3802.1, 369.7),(13033.4,2088.8),(1440.2,7056.5),(14471.6,6916.6),(9331.8,5264.9),(8402.5,7978.9),(7397.7, 270.0),(11077.3, 212.3),(6897.3,6277.4),(6101.2,2169.4),(1358.1,2038.9),(4240.1,5233.2),(4644.1,7111.1),(7076.9,3856.7),(4123.6,3033.9)
45,(1588.1,4266.0),(11591.5,7328.1),(9189.5,2493.0),(3919.3, 643.1),(12700.7,2105.2),(1370.0,6793.4),(14281.7,6656.9),(9162.0,5258.8),(8735.8,7984.7),(7407.6, 270.0),(11335.9, 207.7),(6570.4,6249.7),(5781.2,2273.8),(1025.5,2063.0),(4512.3,5205.1),(4672.8,7449.0),(7409.0,3884.4),(4138.2,3121.3)
46,(1301.3,4266.0),(11532.4,6986.4),(8870.4,2346.3),(4242.1, 738.0),(12367.7,2121.6),(1311.8,6463.7),(14070.1,6372.5),(9162.0,5258.8),(9069.1,7990.4),(7345.0, 270.0),(11669.2, 201.8),(6732.1,6284.8),(5526.1,2342.3),( 693.0,2087.1),(4528.6,5203.4),(4701.6,7786.8),(7505.4,3620.9),(3925.3,2937.0)
47,(1277.8,4263.8),(11454.0,6651.1),(8537.1,2352.7),(4467.7, 738.0),(12034.7,2137.9),(1271.2,6162.9),(13904.9,6150.5),(9082.2,5253.2),(9153.2,7824.6),(7521.0, 271.9),(12002.4, 193.9),(6853.8,6278.6),(5538.0,2723.3),( 429.9,2093.8),(4197.9,5237.6),(4552.5,7948.6),(7454.8,3873.9),(3594.0,2973.5)
48,(1261.5,4269.1),(11376.5,6320.1),(8320.2,2356.9),(4134.4, 738.0),(11701.5,2149.0),(1311.9,6464.4),(13693.2,5866.1),(9082.2,5253.2),(9393.3,7992.0),(7428.2, 416.2),(12335.6, 182.8),(6732.1,6284.7),(5532.2,2537.1),( 370.2,1752.7),(4214.3,5235.9),(4219.4,7933.4),(7433.4,3999.5),(3266.6,2945.9)
49,( 936.5,4331.1),(11424.4,6524.7),(8653.5,2350.5),(3964.3, 763.8),(11368.3,2158.2),(1311.9,6464.8),(13481.5,5581.6),(9082.2,5253.2),(9221.4,7992.0),(7317.4, 270.0),(12668.7, 171.7),(6739.3,6630.1),(5531.9,2528.5),( 432.3,2107.6),(4230.6,5234.2),(3886.4,7918.3),(7173.2,4073.6),(3131.8,2768.5)
50,( 959.3,4610.6),(11502.8,6860.0),(8986.7,2344.1),(3797.0, 749.5),(11347.1,2332.4),(1271.0,6161.9),(13316.3,5359.6),(9082.2,5253.2),(9200.0,7992.0),(7254.8, 270.0),(12960.0, 163.4),(6746.4,6975.4),(5531.9,2530.1),( 464.8,2258.0),(4188.0,5222.4),(3553.5,7903.2),(6840.6,4050.0),(3228.9,2502.0)
51,( 965.1,4325.6),(11713.2,7149.5),(8701.6,2349.5),(3663.6, 759.0),(11681.3,2457.3),(1271.0,6161.5),(13080.4,5391.9),(9165.0,5431.4),(9178.7,7992.0),(7279.9, 270.0),(12972.0, 510.9),(6484.0,7128.3),(5532.0,2531.7),( 403.9,1945.7),(4149.5,5122.3),(3523.4,7701.5),(7102.7,4064.8),(3228.9,2502.0)
52,(1294.0,4266.0),(11575.0,7173.2),(8904.5,2345.6),(3996.5, 738.0),(12014.5,2464.5),(1270.9,6161.1),(13280.6,5694.0),(9165.0,5431.7),(9162.0,7991.8),(7342.6, 270.0),(12791.7, 687.1),(6150.5,7121.1),(5526.1,2344.7),( 521.3,2099.5),(4160.1,5150.0),(3514.5,7306.9),(7195.7,4076.5),(3324.1,2793.3)
53,(1576.7,4266.0),(11609.1,7493.9),(8863.4,2346.4),(3964.6, 738.0),(12347.7,2453.6),(1312.1,6466.2),(13431.6,5921.8),(9272.8,5261.8),(9152.5,7812.2),(7405.2, 270.0),(12458.5, 692.5),(6451.6,7127.4),(5538.1,2727.1),( 543.6,2097.9),(4486.2,5207.8),(3516.8,7075.4),(7415.9,4107.6),(3324.1,2793.3)
54,(1567.4,4266.0),(11574.8,7171.8),(9196.6,2340.0),(4005.7, 738.0),(12680.8,2442.7),(1267.2,6133.6),(13631.8,6223.9),(9165.0,5432.2),(9150.2,7476.3),(7400.1, 270.0),(12125.2, 698.0),(6784.3,7145.0),(5538.0,2722.5),( 566.0,2096.3),(4819.0,5184.0),(3652.8,7110.0),(7489.0,4104.0),(3168.6,3191.7)
55,(1646.0,4266.0),(11610.7,7509.4),(9179.9,2665.0),(4046.7, 738.0),(13014.0,2431.8),(1270.8,6160.1),(13808.1,6490.0),(9302.6,5263.4),(9162.1,7142.6),(7427.8, 426.0),(12125.2, 698.0),(7117.5,7135.5),(5532.2,2538.0),( 588.3,2094.7),(5151.9,5195.6),(3789.9,7110.0),(7418.5,4089.2),(3393.3,3336.4)
56,(1979.3,4266.0),(11646.7,7847.1),(9372.4,2756.8),(4087.8, 738.0),(13080.8,2614.7),(1270.7,6159.7),(13657.1,6262.2),(9311.7,5263.9),(9169.3,6811.3),(7274.1, 727.9),(12125.2, 698.0),(7381.6,7138.6),(5543.9,2911.6),( 607.7,2093.3),(5484.8,5213.1),(3456.6,7110.0),(7481.6,3739.9),(3333.4,3186.0)
57,(2106.2,4466.3),(11834.2,8012.2),(9701.8,2704.8),(4128.9, 738.0),(13059.2,2262.1),(1270.7,6159.4),(13676.9,6292.1),(9320.8,5264.4),(9176.5,6480.1),(7274.1, 727.9),(11629.2, 202.5),(7430.0,7453.3),(5543.9,2913.2),( 585.4,2094.9),(5610.0,5389.9),(3510.0,7111.0),(7641.7,3425.1),(3457.5,3330.0)
58,(2122.7,4647.5),(11662.2,7992.8),(10002.7,2657.3),(4124.5, 738.0),(13081.3,2622.8),(1312.4,6468.0),(13723.3,6362.0),(9329.9,5264.8),(9176.3,6487.2),(7434.0,1241.8),(11456.1, 205.6),(7425.5,7424.1),(5507.3,2923.3),( 563.1,2096.5),(5610.0,5391.8),(3514.4,7303.9),(7619.1,3457.3),(3790.9,3330.0)
59,(2125.5,4673.8),(11662.3,7993.6),(10018.7,2654.7),(4083.4, 738.0),(13095.2,2823.4),(1400.1,6468.3),(13874.2,6589.8),(9326.7,5264.7),(9165.6,6980.4),(7209.9,1094.7),(11634.7, 202.4),(7425.1,7421.4),(5177.6,2930.1),( 436.9,2128.5),(5610.0,5391.5),(3514.4,7305.3),(7505.0,3606.3),(3826.6,3152.4)
60,(2229.6,5019.6),(11626.3,7655.9),(10325.7,2570.3),(4042.3, 738.0),(13121.4,3201.6),(1730.7,6423.4),(14152.7,6840.0),(9317.6,5264.2),(9165.6,6980.3),(7257.7,1099.6),(11637.4, 202.3),(7424.7,7418.7),(5165.9,2931.7),( 514.2,2487.0),(5610.0,5390.9),(3514.5,7306.8),(7477.9,3289.8),(4074.9,3345.9)
61,(2253.6,5171.2),(11626.4,7656.6),(10634.0,2441.0),(4001.3, 738.0),(13147.5,3579.9),(1660.2,6433.0),(14440.4,6872.0),(9317.6,5264.2),(9165.6,6980.3),(7257.7,1099.6),(11783.9, 199.7),(7404.0,7283.8),(5158.7,2607.5),( 589.3,2835.3),(5782.5,5220.0),(3510.1,7114.3),(7344.8,2880.8),(4137.7,3118.2)
62,(2159.1,4943.0),(11626.5,7657.4),(10942.3,2311.7),(3960.2, 738.0),(13173.7,3958.1),(1331.2,6477.7),(14522.9,7192.1),(9317.6,5264.2),(9165.6,6980.3),(7304.7, 726.2),(12002.9, 193.9),(7404.0,7283.8),(5151.5,2283.3),( 543.2,2621.7),(5616.3,5213.9),(3510.1,7112.9),(7451.9,2985.1),(4137.7,3118.2)
63,(2123.2,4653.0),(11626.6,7658.1),(11250.6,2182.4),(4000.9, 738.0),(13187.6,4158.7),(1294.2,6333.3),(14499.5,7382.6),(9317.6,5264.2),(9165.6,6980.6),(6971.9, 744.7),(12029.8, 193.0),(7404.0,7283.8),(4855.1,2109.1),( 465.9,2263.2),(5521.5,5215.0),(3510.0,7111.5),(7391.9,2927.9),(4420.8,2929.8)
64,(2086.6,4259.1),(11590.6,7320.4),(11588.9,2152.1),(3960.5, 741.0),(13213.8,4536.9),(1288.9,6294.0),(14457.6,7723.3),(9317.6,5264.2),(9338.2,7151.6),(6759.9, 724.6),(12056.6, 192.1),(7532.1,7132.0),(4522.2,2092.2),( 514.4,2100.0),(5616.2,5215.7),(3510.1,7109.7),(7566.4,2959.4),(4480.8,3149.0)
65,(2023.2,3941.8),(11590.7,7321.2),(11922.1,2142.8),(4013.4,1058.2),(13239.9,4915.1),(1288.9,6294.4),(14270.1,8044.1),(9317.6,5264.2),(9671.3,7162.2),(6759.9, 724.9),(11723.4, 200.8),(7236.7,7132.1),(4189.2,2075.2),( 536.8,2098.4),(5557.7,5216.9),(3540.5,6955.1),(7445.1,2981.1),(4492.0,3149.6)
66,(1964.3,3647.5),(11849.5,7135.3),(12255.0,2127.1),(3955.6, 727.8),(13248.3,5296.4),(1294.0,6332.3),(13936.8,8039.7),(9317.6,5264.2),(10004.5,7172.7),(6760.0, 725.3),(11390.1, 206.7),(7218.4,7132.6),(4081.5,1897.4),( 559.1,2096.8),(5566.8,5217.4),(3514.4,7305.8),(7400.9,2936.9),(4436.4,3343.0)
67,(2027.8,3964.9),(11734.7,7147.3),(12588.0,2110.7),(3946.5, 706.4),(12920.7,5341.1),(1294.0,6331.9),(13603.5,8035.4),(9317.6,5264.2),(10296.2,7185.2),(6760.1, 725.6),(11056.9, 212.7),(7200.2,7133.1),(4072.5,1555.7),( 581.4,2095.2),(5575.9,5217.9),(3514.5,7307.2),(7393.9,2962.2),(4643.7,3324.3)
68,(2088.7,4273.6),(11744.1,7146.3),(12920.9,2094.3),(3907.4, 615.4),(13074.7,5383.3),(1293.9,6331.6),(13270.2,8031.0),(9317.6,5264.2),(10320.4,7498.8),(6760.2, 725.9),(10723.6, 218.5),(7262.9,7131.3),(4042.3,1231.8),( 603.8,2093.6),(5585.0,5218.4),(3510.1,7113.9),(7427.8,2963.8),(4563.6,2934.0)
