10,0.6892,0.8207,1.5099
16,(1659.6,2017.0),(10916.5, 416.3),(5791.5, 289.4),(4933.7,5498.4),(2488.6,7311.0),(4501.6,2933.3),(11161.3,7169.8),(9177.4,3899.9),(7382.0,7128.1),(7443.0,2680.7)
17,(1327.5,2041.1),(10966.0, 639.1),(5881.1, 288.0),(5182.2,5309.1),(2497.5,7702.4),(4315.4,2925.2),(11494.6,7165.1),(9172.3,3531.0),(7715.2,7136.8),(7442.9,2679.9)
18,(1643.3,2018.2),(11049.4,1014.2),(5889.8, 288.0),(5479.3,5212.8),(2488.5,7307.8),(4111.7,2916.3),(11538.6,7012.6),(9174.9,3718.2),(7737.6,7137.4),(7442.9,2679.1)
19,(1706.0,2212.2),(11132.7,1389.2),(5889.8, 288.0),(5625.0,5039.2),(2341.6,7096.4),(4111.7,2916.3),(11334.3,7167.4),(9180.5,4094.5),(7404.4,7128.6),(7308.9,2364.6)
20,(1763.0,2561.1),(11182.2,1612.0),(5812.1, 847.3),(5483.1,4898.7),(2141.0,7027.3),(4113.6,2358.6),(11001.0,7172.1),(9179.4,4531.6),(7404.4,7128.6),(7434.1,2373.6)
21,(1820.8,2912.3),(11265.6,1987.1),(5976.2,1164.2),(5219.9,5018.0),(2337.7,6778.4),(4447.7,2250.0),(10667.7,7176.8),(8929.5,4662.0),(7404.4,7128.6),(7446.1,2060.8)
22,(1891.2,3273.3),(11539.5,2153.5),(5877.4,1278.0),(5282.5,4782.7),(2568.3,6514.8),(4447.7,2250.0),(10334.4,7181.5),(8596.2,4662.0),(7268.4,6267.1),(7445.8,2068.0)
23,(1932.6,3485.1),(11872.7,2144.2),(5617.3,1287.4),(5556.6,4607.1),(2803.0,6251.0),(4317.8,2491.9),(10001.3,7172.6),(8262.9,4662.0),(6935.2,6276.4),(7557.4,2361.5)
24,(2025.1,3951.5),(12205.7,2129.5),(5725.1,1614.1),(5376.4,4519.8),(3032.9,6021.1),(3984.7,2487.3),(9668.1,7162.1),(8594.5,4662.0),(6732.1,6284.7),(7734.0,2190.0)
25,(2088.1,4267.3),(12538.6,2113.1),(5973.5,1838.9),(5598.3,4351.5),(3365.0,5981.1),(3651.5,2496.6),(9334.9,7151.5),(8927.8,4662.0),(6739.3,6630.1),(7688.8,1892.2)
26,(2107.2,4477.5),(12871.6,2096.8),(6149.6,2145.2),(5514.9,4066.9),(3697.1,6009.5),(3465.1,2375.2),(9162.1,7142.5),(8901.1,4662.0),(6746.4,6975.4),(7688.8,1892.2)
27,(1849.3,4724.0),(13049.6,2080.1),(5837.8,2259.2),(5269.8,4285.4),(4021.4,6074.9),(3692.5,2250.0),(9169.3,6811.3),(8729.5,4662.0),(7015.7,7138.4),(7688.8,1892.2)
28,(1521.0,4785.2),(13031.6,1730.0),(5526.0,2339.5),(5003.7,4306.5),(4346.1,6140.4),(4025.9,2250.0),(9176.5,6480.0),(8396.2,4662.0),(7096.1,7136.1),(7432.1,1228.6)
29,(1188.6,4764.4),(13013.7,1379.9),(5513.9,2049.6),(5115.8,4572.0),(4520.9,6212.8),(4086.0,2068.6),(9512.0,6308.5),(8422.9,4662.0),(6762.9,7145.6),(7432.1,1228.6)
30,( 995.2,4777.9),(12995.7,1029.9),(5262.1,1908.0),(5446.4,4588.7),(4570.6,6575.0),(4077.0,1726.8),(9845.1,6301.5),(8434.5,4662.0),(6762.9,7145.6),(7177.7, 733.2)
31,(1080.5,5204.0),(12895.8, 685.3),(5056.4,1788.3),(5581.8,4469.4),(4620.3,6937.1),(4067.0,1380.2),(10178.2,6315.3),(8407.8,4662.0),(6762.9,7145.6),(6844.9, 751.7)
32,(1153.5,5514.3),(12562.5, 690.8),(5009.0,1432.2),(5607.5,4194.6),(4416.4,7110.0),(4012.9,1055.4),(10253.2,6496.8),(8381.1,4662.0),(6927.2,7956.0),(6844.2, 941.0)
33,(1224.8,5820.3),(12229.2, 696.3),(4777.0,1288.7),(5666.7,4050.0),(4083.0,7110.0),(4005.8, 738.0),(10274.7,6841.6),(8354.5,4662.0),(7260.5,7956.0),(6884.6,1213.1)
34,(1269.8,6152.9),(11895.9, 701.7),(4448.1,1333.8),(6000.0,4050.0),(3749.7,7110.0),(4339.1, 738.0),(10296.4,7187.4),(8687.8,4662.0),(7425.3,7774.0),(6857.0,1549.7)
35,(1315.3,6487.2),(11895.9, 701.7),(4117.5,1379.2),(5868.0,4190.5),(3513.5,7092.3),(4672.4, 738.0),(10320.5,7501.0),(9021.1,4662.0),(7427.8,7438.9),(6857.0,1549.7)
36,(1375.0,6821.8),(11733.3, 200.6),(4072.6,1560.0),(5685.7,4459.6),(3584.0,6733.8),(5005.8, 738.0),(10064.2,7650.0),(9021.1,4662.0),(7355.1,7128.7),(6674.6,1723.9)
37,(1460.7,7106.1),(11400.0, 206.6),(4081.6,1901.8),(5593.6,4718.5),(3654.5,6375.3),(5339.1, 738.0),(9730.9,7650.0),(9021.1,4662.0),(7021.9,7138.2),(6674.6,1723.9)
38,(1531.1,7469.6),(11066.7, 212.5),(3819.0,2070.0),(5598.0,4355.6),(3696.0,6164.5),(5617.2, 738.0),(9612.3,7823.5),(9078.9,5253.1),(6688.9,7141.9),(6674.6,1723.9)
39,(1584.4,7797.6),(10878.5, 245.3),(3485.6,2070.0),(5615.4,4045.7),(3661.7,5814.5),(5631.4, 738.0),(9815.9,7993.6),(9254.2,5260.9),(6355.9,7125.4),(6674.6,1723.9)
40,(1818.9,7929.3),(10961.9, 620.4),(3152.3,2070.0),(5614.4,4037.7),(3560.1,5502.6),(5324.9, 738.0),(10149.2,7996.6),(9165.0,5431.9),(6022.7,7118.5),(6674.6,1723.9)
41,(2151.9,7916.0),(11045.2, 995.4),(3102.2,2219.5),(5770.9,4050.0),(3313.6,5231.3),(4991.6, 738.0),(10482.5,7999.5),(9034.2,5251.6),(5689.4,7111.5),(6674.6,1723.9)
42,(2484.9,7902.7),(11094.7,1218.3),(3123.2,2639.8),(5899.2,3958.7),(2980.6,5216.6),(4658.2, 738.0),(10815.8,8002.5),(9019.4,5251.1),(5608.6,6933.6),(6857.5,1544.7)
43,(2497.4,7701.3),(11178.1,1593.3),(3224.2,2936.5),(5999.0,4050.0),(2647.8,5198.1),(4324.9, 738.0),(11149.1,8005.4),(9004.5,5250.6),(5594.3,6588.5),(6857.9,1540.3)
44,(2488.5,7306.7),(11261.4,1968.3),(3553.1,2977.8),(5943.7,4050.0),(2315.4,5176.9),(3991.6, 738.0),(11482.5,8008.4),(8989.7,5250.1),(5518.8,6239.6),(6841.4,1713.1)
45,(2674.8,7110.0),(11178.9,2212.5),(3884.4,2941.8),(6017.6,4050.0),(2175.2,5041.1),(3847.7, 476.0),(11662.3,7994.0),(9001.3,5250.5),(5190.3,6223.0),(6841.0,1717.5)
46,(3008.1,7110.0),(10870.6,2341.8),(4122.1,3024.5),(5925.0,4050.0),(2123.7,4658.6),(4021.7, 352.1),(11626.4,7656.4),(9016.1,5251.0),(4862.3,6239.5),(6840.6,1721.9)
47,(3336.5,7110.0),(10562.3,2471.0),(4366.8,3143.3),(6023.7,4050.0),(2104.6,4448.5),(4354.8, 340.3),(11590.5,7318.7),(9031.0,5251.5),(4850.4,6237.8),(6840.2,1726.2)
48,(3003.2,7110.0),(10254.0,2600.3),(4509.6,3034.4),(5937.6,4050.0),(1781.1,4266.0),(4687.9, 328.5),(11872.8,7132.9),(9045.9,5252.0),(5039.9,6267.1),(6856.5,1554.3)
49,(2669.9,7110.0),(9922.2,2670.0),(4607.9,2735.2),(6005.0,4050.0),(1447.8,4266.0),(5021.0, 316.7),(12204.6,7098.3),(9060.7,5252.5),(5032.7,6605.3),(6857.0,1549.9)
50,(2337.9,7096.1),(9592.7,2722.0),(4716.5,2736.0),(5956.3,4050.0),(1120.2,4296.1),(5354.2, 304.9),(12536.5,7063.7),(9075.6,5253.0),(5025.5,6943.6),(6857.4,1545.5)
51,(2005.0,7076.8),(9263.3,2774.0),(4718.2,2736.0),(5986.4,4050.0),( 905.1,4361.3),(5687.3, 293.1),(12867.3,7029.3),(9090.4,5253.5),(4724.7,7110.0),(6858.2,1536.8)
52,(2145.7,7021.1),(9062.6,2812.1),(4601.7,2934.0),(5915.2,4067.7),(1057.3,4308.0),(5687.3, 293.1),(12815.1,7034.7),(9105.3,5254.0),(4620.0,6935.5),(6874.5,1365.7)
53,(2343.3,6772.0),(9164.6,2975.8),(4268.7,2923.2),(5776.4,4350.7),(1389.5,4266.0),(5610.2, 295.8),(13146.9,7000.2),(8772.1,5242.6),(4859.3,7110.0),(6756.5,1341.5)
54,(2573.9,6508.4),(9169.7,3345.6),(4268.7,2923.2),(5562.9,4601.4),(1722.9,4266.0),(5277.1, 307.6),(13473.1,6950.6),(8439.0,5231.1),(5192.6,7110.0),(6435.4,1390.0)
55,(2809.5,6244.5),(9172.3,3532.8),(4104.4,2478.7),(5598.4,4348.6),(2056.2,4266.0),(4944.1, 319.4),(13801.0,6886.6),(8439.0,5231.1),(5526.0,7110.0),(6398.3,1401.4)
56,(3039.4,6014.6),(9177.5,3902.6),(3953.4,2250.0),(5768.7,4050.0),(2051.1,4081.4),(4610.9, 331.2),(14132.3,6840.0),(8439.0,5231.1),(5859.2,7115.1),(6721.1,1338.9)
57,(3377.9,5982.2),(9189.4,4245.9),(3620.1,2250.0),(5899.0,3958.2),(1987.6,3764.1),(4277.8, 343.0),(14401.0,6817.2),(8439.0,5231.1),(6192.5,7122.0),(7054.2,1355.6)
58,(3710.0,6010.6),(9189.4,4245.9),(3464.7,2380.3),(5996.8,4050.0),(1920.9,3425.6),(3944.6, 354.8),(14235.8,6595.1),(8439.0,5231.1),(6525.6,7131.0),(7387.4,1366.0)
59,(4034.6,6075.8),(9189.4,4245.9),(3723.8,2494.6),(5945.9,4050.0),(1850.5,3064.6),(3859.7, 503.9),(14024.1,6310.7),(8108.6,6450.7),(6525.6,7131.0),(7387.4,1366.0)
60,(4125.2,5952.8),(9259.1,5261.1),(4057.0,2485.3),(6015.4,4050.0),(1787.6,2711.8),(4068.7, 738.0),(13812.5,6026.3),(8087.5,6793.4),(6525.6,7131.0),(7451.9,1910.4)
61,(3863.4,6057.8),(9162.0,5257.5),(4390.1,2494.6),(5927.2,4050.0),(1730.6,2362.8),(4402.1, 738.0),(13600.8,5741.9),(8148.5,7146.0),(6525.6,7131.0),(7439.9,2223.2)
62,(3673.0,5849.2),(9094.6,5253.7),(4599.1,2620.2),(6025.9,4050.0),(1660.6,2017.0),(4735.4, 738.0),(13435.6,5519.9),(8481.8,7146.0),(6451.7,7946.5),(7297.1,2363.6)
63,(3571.5,5537.3),(9109.5,5254.2),(4840.0,2736.0),(5935.4,4050.0),(1328.6,2041.0),(5068.7, 738.0),(13151.7,5320.6),(8815.1,7146.0),(6118.5,7936.0),(7438.5,2530.3)
64,(3431.4,5236.2),(9124.3,5254.7),(5027.8,2765.1),(6007.2,4050.0),( 996.0,2065.1),(5402.1, 738.0),(13169.0,5525.6),(9148.5,7146.0),(5785.3,7925.4),(7438.4,2526.9)
65,(3098.4,5222.4),(9139.2,5255.2),(4757.2,2928.5),(5954.1,4050.0),( 663.5,2089.2),(5735.4, 738.0),(13320.0,5753.4),(9165.7,6977.1),(5615.9,7915.6),(7682.1,2346.8)
66,(2765.7,5204.6),(9154.0,5255.7),(4635.0,3131.8),(5988.6,4050.0),( 436.5,2126.9),(5735.4, 738.0),(13520.2,6055.5),(9172.9,6645.8),(5606.9,7582.6),(7733.8,2185.0)
67,(2679.1,5199.8),(9155.0,5255.8),(4487.1,2932.7),(5972.8,4050.0),( 513.8,2485.4),(5735.4, 738.0),(13699.7,6326.4),(9179.9,6321.4),(5635.2,7110.4),(7563.7,1900.6)
68,(3011.9,5218.3),(9140.2,5255.2),(4154.1,2918.2),(5871.5,4181.3),( 591.2,2843.9),(5828.6, 738.0),(13651.3,6253.4),(9172.7,6652.7),(5968.5,7117.3),(7445.9,2066.5)
69,(3345.1,5232.6),(9140.2,5255.2),(4154.1,2918.2),(5696.9,4446.2),( 639.1,3061.4),(5495.3, 738.0),(13851.5,6555.5),(9165.5,6983.9),(6301.7,7124.3),(7434.1,2378.5)
70,(3528.4,5405.0),(9111.1,4662.0),(3919.5,2489.1),(5600.4,4742.3),( 726.5,3419.7),(5161.9, 738.0),(14078.2,6840.0),(8831.9,7146.0),(6634.7,7138.3),(7442.9,2678.7)
71,(3629.9,5716.9),(8777.8,4662.0),(3586.3,2498.4),(5445.3,4930.3),( 811.7,3772.6),(4828.6, 738.0),(14411.6,6840.0),(8498.6,7146.0),(6634.7,7138.3),(7294.4,2363.3)
72,(3777.4,6029.1),(8444.4,4662.0),(3586.3,2498.4),(5170.9,4990.7),( 870.3,4148.2),(4495.3, 738.0),(14255.1,6621.1),(8165.3,7146.0),(6634.7,7138.3),(7509.5,2367.1)
73,(4107.0,6080.6),(8412.9,4662.0),(3227.5,2782.6),(5328.6,4753.9),( 930.5,4478.5),(4161.9, 738.0),(14043.4,6336.6),(8076.2,6962.6),(6675.6,7953.6),(7333.1,2366.8)
74,(4424.6,6164.0),(8746.2,4662.0),(3221.3,2935.8),(5563.4,4598.2),( 992.4,4764.1),(3963.6, 759.3),(13831.8,6052.2),(8100.1,6604.7),(6342.4,7943.1),(7396.9,2372.6)
75,(4544.2,6382.9),(9079.6,4662.0),(3550.1,2978.1),(5452.7,4348.3),(1053.5,5069.3),(4017.7,1084.1),(13666.5,5830.2),(8151.0,6283.6),(6009.3,7932.5),(7406.5,2373.5)
76,(4593.9,6745.1),(9182.0,4512.0),(3881.4,2942.2),(5130.5,4294.1),(1121.9,5380.3),(4206.5,1367.0),(13454.9,5545.8),(8483.9,6300.2),(5676.2,7921.9),(7434.0,2376.0)
77,(4621.9,6948.7),(9180.0,4085.9),(4122.0,3024.0),(4994.7,4441.7),(1194.9,5690.5),(4537.1,1321.6),(13205.8,5307.0),(8817.1,6308.7),(5611.4,7750.6),(7434.0,2376.8)
78,(4330.8,7110.0),(9177.4,3898.7),(4109.1,3348.0),(5255.4,4572.0),(1249.0,5999.1),(4867.7,1276.2),(13103.3,5426.4),(9150.3,6317.2),(5602.4,7417.6),(7434.0,2377.6)
79,(3997.4,7110.0),(9172.3,3529.0),(4385.9,3306.9),(5563.8,4614.3),(1294.0,6331.8),(5010.6,1444.3),(13303.5,5728.5),(9483.5,6309.3),(5871.4,7264.5),(7434.1,2372.9)
80,(3664.1,7110.0),(9167.1,3159.2),(4325.5,3141.3),(5729.0,4860.0),(1348.1,6670.9),(5059.8,1801.5),(13503.7,6030.6),(9816.8,6300.3),(6204.5,7277.3),(7434.1,2379.0)
81,(3516.7,7076.1),(9167.2,3160.9),(4121.0,3017.8),(5979.7,4860.0),(1461.7,7091.9),(5354.5,1908.0),(13654.6,6258.4),(10149.8,6314.2),(6533.6,7288.9),(7434.1,2379.8)
82,(3587.2,6717.6),(9172.3,3530.6),(4121.0,3017.8),(6008.7,4860.0),(1794.9,7082.6),(5514.1,2053.5),(13634.8,6228.5),(10253.1,6495.0),(6645.7,7139.0),(7440.0,2220.1)
83,(3657.7,6359.1),(9174.9,3717.8),(4121.0,3017.8),(5955.0,4860.0),(2114.0,7063.4),(5601.7,2320.4),(13615.0,6198.6),(10274.6,6839.8),(6978.8,7139.5),(7440.0,2220.9)
84,(3666.2,6006.9),(9063.3,4087.9),(4121.0,3017.8),(5901.3,4860.0),(2184.3,6870.2),(5924.4,2236.7),(13654.1,6257.6),(10254.0,7180.7),(7312.0,7129.9),(7439.9,2221.7)
85,(3334.2,5978.4),(8730.0,4093.1),(4121.0,3017.8),(5807.3,4860.0),(1854.3,6918.3),(6139.1,2108.3),(13673.9,6287.5),(9920.9,7170.1),(7312.0,7129.9),(7438.4,2527.0)
86,(3002.2,5949.6),(8396.7,4098.4),(4121.0,3017.8),(5698.7,4781.5),(1524.3,6966.5),(5955.3,1822.4),(13693.7,6317.4),(9587.7,7159.5),(7312.0,7129.9),(7439.9,2223.5)
87,(2670.1,5919.8),(8063.4,4103.7),(4121.0,3017.8),(5908.2,4513.3),(1461.3,7109.1),(5706.8,1597.6),(13657.2,6262.4),(9254.5,7148.9),(7312.1,6265.9),(7440.2,2215.7)
88,(2338.1,5890.0),(8108.1,4103.0),(4121.0,3017.8),(5757.4,4710.2),(1531.7,7472.6),(5636.5,1278.0),(13637.4,6232.5),(9155.9,7316.6),(6978.9,6275.1),(7440.2,2215.7)
89,(2006.0,5860.2),(8152.8,4102.3),(4121.0,3017.8),(5499.5,4885.1),(1654.8,7555.2),(5969.8,1278.0),(13617.6,6202.6),(9144.2,7653.7),(6732.0,6283.8),(7440.2,2215.7)
90,(1673.8,5831.3),(8197.5,4101.6),(4121.0,3017.8),(5291.0,5066.2),(1896.1,7297.9),(5940.7,1119.3),(13651.5,6253.7),(9222.7,7992.0),(6739.2,6629.1),(7191.5,1359.9)
91,(1340.7,5818.5),(8227.7,4101.1),(4121.0,3017.8),(5128.4,5371.9),(2172.4,7080.3),(5815.1, 831.0),(13671.3,6283.6),(9556.0,7992.0),(6746.4,6974.5),(6875.8,1351.7)
92,(1184.9,5647.8),(8183.0,4101.8),(4240.6,2921.9),(4821.0,5538.6),(2504.6,7110.0),(5565.2, 738.0),(13691.1,6313.5),(9611.0,7811.9),(6972.1,7139.7),(6856.6,1554.2)
93,(1111.9,5337.5),(8138.3,4102.5),(4183.6,2919.5),(4938.2,5496.8),(2838.0,7110.0),(5308.9, 738.0),(13659.9,6266.3),(9345.2,7650.0),(6990.3,7139.1),(6856.6,1554.2)
94,(1334.3,5192.2),(8093.6,4103.2),(4126.6,2917.0),(5184.3,5306.6),(3171.3,7110.0),(5272.9, 738.0),(13640.0,6236.4),(9576.1,7650.0),(7323.5,7129.6),(6721.9,1725.0)
95,(1548.2,5178.6),(8048.9,4104.0),(4198.6,2920.1),(5484.3,5213.1),(3504.6,7110.0),(5226.8, 738.0),(13620.2,6206.5),(9909.5,7650.0),(7656.7,7135.3),(6857.8,1541.4)
96,(1619.7,4775.9),(8087.8,4103.3),(4198.6,2920.1),(5610.0,5392.1),(3514.6,7311.0),(5185.7, 738.0),(13600.4,6176.6),(10242.8,7650.0),(7796.1,7138.9),(6841.5,1712.1)
97,(1946.0,4702.2),(8132.5,4102.6),(4198.6,2920.1),(5610.0,5390.2),(3514.5,7306.5),(5144.7, 738.0),(13668.6,6279.6),(10319.5,7487.3),(7639.1,7134.8),(6841.1,1716.4)
98,(2122.8,4648.4),(8177.2,4101.9),(4271.3,2923.3),(5625.0,5040.2),(3370.4,7110.0),(5062.8, 738.0),(13688.5,6309.5),(10295.6,7175.3),(7471.6,7130.4),(6840.7,1720.8)
99,(2084.7,4249.3),(8221.9,4101.2),(4604.5,2934.0),(5459.8,5211.8),(3546.3,6925.6),(4729.5, 738.0),(13711.7,6344.6),(10274.0,6830.5),(7405.9,7296.6),(6905.7,1350.9)
100,(2021.2,3932.0),(8203.4,4101.5),(4937.5,2921.0),(5293.4,5056.8),(3587.7,6714.8),(4396.1, 738.0),(13862.7,6572.4),(10252.5,6485.7),(7552.3,7606.8),(7238.8,1361.3)
101,(1957.9,3615.1),(8536.7,4096.2),(5268.9,2940.8),(5561.5,4870.4),(3658.3,6356.3),(4062.8, 738.0),(14114.9,6840.0),(9999.9,6307.9),(7883.8,7642.7),(7238.8,1361.3)
102,(1887.5,3254.2),(8869.9,4090.9),(5543.9,2914.3),(5588.2,4699.8),(3793.3,6034.4),(3988.8, 910.8),(14407.2,6825.5),(9811.7,6284.3),(8117.0,7657.9),(7238.8,1361.3)
103,(1843.7,2898.4),(9180.0,4085.7),(5532.0,2531.9),(5520.7,4356.0),(4124.5,6081.8),(4042.9,1235.5),(14242.0,6603.5),(9993.9,5955.8),(8081.1,7311.6),(7445.9,2067.5)
104,(2177.0,2902.9),(9177.4,3898.5),(5661.7,2304.8),(5201.6,4289.7),(4440.9,6168.9),(4072.5,1558.8),(14030.3,6319.1),(9993.9,5955.8),(7823.9,7139.7),(7434.1,2379.3)
105,(2510.3,2907.5),(9172.3,3528.7),(5984.4,2221.2),(4995.0,4437.0),(4544.5,6385.3),(4081.5,1900.6),(13818.7,6034.7),(10263.7,6318.0),(7611.3,7134.1),(7442.9,2677.9)
106,(2843.6,2912.0),(9167.1,3158.9),(6279.2,2134.6),(5184.3,4572.0),(4594.2,6747.5),(4121.8,2253.0),(13607.0,5750.2),(10597.0,6318.0),(7841.5,7140.1),(7438.5,2529.4)
107,(2843.6,2912.0),(9167.2,3161.1),(6168.1,1838.2),(5514.5,4600.1),(4622.2,6951.0),(4121.8,2253.0),(13441.8,5528.2),(10930.4,6318.0),(7935.7,7142.6),(7438.5,2530.2)
108,(3122.6,2630.4),(9172.3,3530.9),(6023.2,1552.7),(5744.0,4389.6),(4313.1,7110.0),(4105.1,2922.3),(13265.5,5285.1),(11263.7,6318.0),(8076.1,6964.4),(7438.6,2531.0)
109,(3102.0,2213.6),(9174.9,3718.1),(6258.0,1427.0),(5886.3,4142.8),(3979.8,7110.0),(4120.8,3247.1),(13239.4,4906.9),(11418.1,6497.7),(8088.8,6774.2),(7447.6,2837.8)
110,(3293.9,2070.0),(9180.5,4093.9),(6577.3,1346.4),(5918.2,4034.9),(3646.4,7110.0),(4122.6,3552.2),(13213.2,4528.6),(11496.5,6832.9),(8112.0,6281.9),(7252.7,2814.2)
111,(3627.3,2070.0),(9179.6,4530.3),(6677.3,1118.8),(5747.1,4050.0),(3510.1,7114.5),(4122.6,3552.2),(13199.3,4328.1),(11555.2,7164.3),(7778.8,6273.7),(6940.0,2684.5)
112,(3960.6,2070.0),(9179.6,4530.3),(6766.3, 749.3),(5606.8,4205.9),(3515.0,7084.6),(4122.6,3552.2),(13173.1,3949.8),(11221.9,7169.0),(7445.6,6265.6),(6848.8,2488.9)
113,(4293.6,2080.6),(9179.6,4530.3),(6794.1, 754.6),(5578.0,4496.2),(3415.5,7110.0),(4446.9,4294.7),(13147.0,3571.6),(10888.6,7173.7),(7445.6,6265.6),(7079.3,2343.8)
114,(4626.5,2097.5),(9108.8,5254.2),(7126.9, 736.1),(5679.7,4860.0),(3082.2,7110.0),(4614.2,4531.7),(13133.1,3371.1),(10555.3,7178.3),(7445.6,6265.6),(7410.7,2373.9)
115,(4959.2,2114.4),(9224.3,5259.3),(7416.1, 718.3),(6013.0,4860.0),(2748.9,7110.0),(4641.2,4727.0),(13106.9,2992.8),(10296.4,7187.7),(7309.6,7130.0),(7434.0,2376.1)
116,(5148.1,2127.2),(9165.0,5431.4),(7428.1, 416.9),(6346.4,4860.0),(2416.2,7103.5),(4733.1,5184.0),(13080.8,2614.6),(10320.6,7501.2),(6976.4,7139.5),(7443.0,2682.9)
117,(5155.3,2451.4),(9165.0,5431.4),(7298.1, 270.0),(6462.9,4662.0),(2113.9,7063.4),(5066.1,5191.1),(13058.8,2255.8),(10060.7,7650.0),(6643.6,7138.9),(7505.6,2974.6)
118,(5166.0,2934.1),(9316.6,5264.1),(7567.8, 272.9),(6796.2,4662.0),(2305.0,6815.7),(4930.5,5197.8),(12827.7,2098.9),(9727.3,7650.0),(6310.5,7124.5),(7830.6,2901.3)
119,(5149.2,3178.9),(9325.7,5264.6),(7237.5, 270.0),(7129.6,4662.0),(2535.6,6552.1),(4648.1,5450.0),(12494.7,2115.3),(9612.3,7823.9),(5977.2,7117.5),(8159.6,2955.2)
120,(4896.8,3345.8),(9330.9,5264.9),(7433.8, 275.5),(7398.1,4659.9),(2723.2,6337.8),(4400.7,5553.2),(12161.9,2131.7),(9440.6,7992.0),(5643.9,7110.6),(8485.9,2940.3)
121,(4643.8,3326.4),(9321.8,5264.4),(7433.8, 275.5),(7410.0,4289.2),(2995.3,6058.7),(4707.0,5427.0),(11951.7,2135.8),(9107.3,7991.1),(5758.1,7260.2),(8811.2,2868.0)
122,(4625.9,2932.5),(9312.7,5263.9),(7433.8, 275.5),(7435.7,3985.7),(3290.3,5974.7),(4915.4,5333.2),(11933.8,1777.2),(8774.0,7985.3),(6091.2,7273.0),(9136.6,2795.6)
