26,0.77333,1.45911,0.652812,1,0.946667,1,0.48
时间14,(9045.88,4088.13),(7434,270),(5346,4572),(11240.7,7168.69),(14040,6840),(11142,5274),(11880,702),(11087.1,1183.81),(13160,3760.16),(8415.57,276.624),(8182.28,2731.64),(7102.03,2345.82),(5886,4554),(8118,5220),(5616,7110),(3510,7110),(4399.74,5714.21),(2196,5166),(3042,5220),(2151.3,2902.57),(244.534,722.168),(1764.29,2569.02),(7434,270),(4165.32,738),(5832,288),(5166,3663.34)
时间15,(9180,4086),(7420.68,603.07),(5562,4608),(10907.4,7173.39),(14373.3,6840),(11475.1,5286.57),(12213.3,696.536),(11014.8,858.407),(13183,4092.71),(8262,288),(8118,2736),(6840,2322),(5994,4356),(8096.54,4887.36),(5598,7254),(3843.34,7110),(4554,5634),(1862.79,5175.26),(3042,5508),(2484.61,2907.13),(216,414),(1710.58,2240.04),(7100.66,270),(3960,738),(5832,621.336),(5166,3780)
时间16,(9512.35,4060.43),(7416,720),(5279.33,4784.67),(10574.1,7178.08),(14418,6840),(11808.2,5299.14),(12546.6,691.072),(10942.4,533.009),(13206,4425.25),(8594.43,263.376),(8118,2952),(7171.97,2352.18),(6030,4050),(8082,4662),(5931.09,7266.81),(4176.67,7110),(4626,5814),(1548,5184),(2710.65,5544.31),(2817.91,2911.7),(246.733,745.916),(1674,2016),(6767.33,270),(3828.69,431.616),(5832,738),(5166,3446.66)
时间17,(9844.71,4034.87),(7416,1053.34),(5274,4788),(10296,7182),(14544,7020),(12141.3,5311.71),(12879.9,685.609),(10872,216),(13229,4757.79),(8748,252),(8352,2970),(7434,2376),(6361.68,4083.17),(8103.46,4994.64),(6264.18,7279.62),(4510.01,7110),(4534.43,6134.51),(1881.21,5174.74),(2379.3,5580.63),(3132,2916),(277.466,1077.83),(1640.83,1684.32),(6642,270),(3798,360),(5832,404.664),(5166,3330)
时间18,(9882,4032),(7416,1116),(4968,4680),(9962.83,7171.42),(14418,6840),(12474.4,5324.28),(12978,684),(10538.7,221.649),(13252,5090.33),(8861.55,565.399),(8677.4,2897.69),(7102.03,2345.82),(6390,4086),(8118,5220),(6534,7290),(4644,7110),(4518,6192),(2196,5166),(2047.94,5616.94),(2798.7,2911.43),(306,1386),(1638,1656),(6516,288),(4131.13,348.208),(5832,288),(5148,3168)
时间19,(9954,4230),(7452,1368),(4986,4896),(9629.66,7160.85),(14219,6572.59),(12807.5,5336.85),(12966.5,350.862),(10205.4,227.298),(13266,5292),(8975.1,878.799),(9002.8,2825.38),(6840,2322),(6678,4050),(8118,5553.34),(6200.91,7277.19),(4672.27,7442.14),(4198.72,6096.22),(1862.79,5175.26),(1728,5652),(2465.39,2906.87),(275.267,1054.08),(1743.41,1339.77),(6642,270),(4464.25,336.416),(6165.34,288),(5166,2934)
时间20,(9882,4032),(7452,1701.34),(4662,4878),(9296.5,7150.27),(14020,6305.17),(13050,5346),(12960,162),(9872.14,232.947),(13243,4959.46),(9088.65,1192.2),(9162,2790),(6840,1988.66),(6984,4050),(8118,5886.67),(5867.82,7264.38),(4700.53,7774.27),(4158,6084),(1548,5184),(1692,5832),(2132.09,2902.3),(244.534,722.168),(1848.82,1023.54),(6975.34,270),(4797.38,324.624),(6498.67,288),(5148,3168)
时间21,(9549.65,4057.57),(7452,1908),(4616.45,4547.79),(9162,7146),(13821,6037.76),(13234.1,5623.87),(12971.5,495.138),(9538.85,238.596),(13220,4626.92),(9198,1494),(9491.26,2738.01),(6840,1728),(7314.76,4091.35),(8118,6220.01),(5598,7254),(4716,7956),(4477.28,6179.78),(1214.91,5196.81),(1728,5652),(1818,2898),(216,414),(1854,1008),(7308.67,270),(5130.51,312.832),(6516,288),(5166,3330)
时间22,(9217.29,4083.13),(7439.19,2241.09),(4590,4356),(9169.24,6812.74),(13622,5770.35),(13418.3,5901.73),(12978,684),(9205.56,244.245),(13197,4294.38),(9198,1827.34),(9820.51,2686.02),(6840,2061.34),(7416,4104),(8118,6282),(5616,7110),(5049.07,7942.68),(4518,6192),(1080,5202),(2059.35,5615.69),(1486.52,2933.16),(549.298,408.975),(2158.61,872.619),(7434,270),(5463.64,301.039),(6593.79,612.132),(5166,3663.34)
时间23,(9180,4086),(7434,2376),(4920.54,4312.89),(9176.49,6479.49),(13423,5502.93),(13602.4,6179.6),(12995.1,1016.9),(8872.27,249.894),(13174,3961.84),(9198,2160.67),(10149.8,2634.04),(6840,2322),(7405.25,4437.16),(7784.76,6273.87),(5949.26,7116.94),(5382.14,7929.35),(4609.57,5871.49),(1156.35,5526.47),(2390.7,5579.37),(1155.05,2968.31),(882.596,403.951),(2178,864),(7100.66,270),(5796.76,289.247),(6624,738),(5166,3780)
时间24,(8846.71,4091.29),(7740,2340),(5004,4302),(9180,6318),(13266,5292),(13786.5,6457.47),(13012.1,1349.8),(8748,252),(13151,3629.29),(9198,2340),(10188,2628),(7171.97,2352.18),(7398,4662),(7451.53,6265.74),(6282.53,7123.89),(5616,7920),(4626,5814),(1224,5814),(2722.06,5543.06),(823.569,3003.47),(1215.89,398.926),(2510.51,840.489),(6767.33,270),(5832,288),(6500.2,1047.49),(4832.86,3768.51)
时间25,(8513.41,4096.58),(7434,2376),(5292,4284),(9172.76,6651.26),(13050,5346),(13970.6,6735.33),(13029.2,1682.7),(9081.29,246.351),(13128,3296.75),(9180,2664),(9858.74,2679.99),(7434,2376),(7408.75,4328.84),(7380,6264),(6480,7128),(5282.93,7933.32),(4554,5634),(1147.65,5489.53),(3042,5508),(630,3024),(1549.19,393.902),(2843.01,816.979),(6642,270),(5832,621.336),(6408,1278),(4644,3762)
时间26,(8180.12,4101.87),(7740,2340),(5508,4068),(9165.51,6984.51),(12716.9,5333.43),(14040,6840),(13046.3,2015.59),(9414.58,240.702),(13105,2964.21),(8847.43,2686.55),(9529.49,2731.98),(7102.03,2345.82),(7416,4104),(7397.83,5931.14),(6534,7290),(4949.86,7946.65),(4626,5814),(1080,5202),(3042,5220),(708.986,3347.84),(1882.49,388.877),(3175.52,793.468),(6975.34,270),(5832,738),(6074.66,1278),(4310.88,3750.1)
时间27,(8046,4104),(7726.68,2006.93),(5616,4050),(9162,7146),(12383.8,5320.86),(13855.9,6562.13),(13050,2088),(9747.86,235.053),(13082,2631.67),(8514.85,2709.09),(9200.23,2783.96),(6840,2322),(7405.25,4437.16),(7415.66,5598.28),(6480,7128),(4716,7956),(4534.43,6134.51),(1014.63,4875.14),(3375.05,5233.88),(787.972,3671.69),(2215.79,383.852),(3508.02,769.958),(7308.67,270),(5832,404.664),(6066,1278),(4140,3744)
时间28,(8379.29,4098.71),(7722,1890),(5598,4356),(9150.1,7479.12),(12050.7,5308.29),(13671.7,6284.27),(12717.1,2104.37),(10081.2,229.404),(13068,2430),(8182.28,2731.64),(9162,2790),(6857.52,2654.88),(7398,4662),(7433.5,5265.42),(6750,7146),(4687.73,7623.86),(4518,6192),(990,4752),(3474,5238),(810,3762),(2549.09,378.828),(3840.53,746.447),(7434,270),(5832,288),(5859.45,1016.37),(3806.72,3749.85)
时间29,(8712.59,4093.42),(7452,1908),(5472,4356),(9144,7650),(11717.6,5295.72),(13487.6,6006.4),(12384.1,2120.75),(10414.4,223.755),(13091,2762.54),(8118,2736),(9491.26,2738.01),(6858,2664),(7408.75,4328.84),(7434,5256),(7083.2,7136.48),(4659.47,7291.73),(4848.21,6237.55),(1322.69,4772.79),(3577.2,5554.96),(731.014,3438.16),(2882.39,373.803),(3960,738),(7100.66,270),(5498.87,299.792),(5796,936),(3473.43,3755.69)
时间30,(9045.88,4088.13),(7452,1574.66),(5598,4356),(9477.34,7650),(11384.5,5283.15),(13303.5,5728.53),(12051.2,2137.12),(10747.7,218.106),(13114,3095.08),(8082,2628),(9820.51,2686.02),(6696,2754),(7416,4104),(7405.12,4923.92),(7380,7128),(4644,7110),(5040,6264),(1566,4788),(3680.39,5871.92),(652.028,3114.31),(3215.68,368.779),(3627.49,761.511),(6767.33,270),(5165.75,311.584),(6002.55,1197.63),(3140.15,3761.54)
时间31,(9180,4086),(7452,1368),(5616,4050),(9594,7650),(11142,5274),(13119.4,5450.67),(11952,2142),(10872,216),(13137,3427.62),(8118,2736),(10149.8,2634.04),(6516,2718),(7452,3888),(7398,4842),(7380,6794.66),(4598.67,6779.76),(5238,6210),(1891.15,4714.58),(3726,6012),(630,3024),(3548.98,363.754),(3294.99,785.021),(6642,270),(4832.62,323.376),(6066,1278),(3114,3762)
时间32,(9198,4392),(7416,1116),(5580,3780),(9260.66,7650),(10809.1,5256.48),(13050,5346),(11935.4,1809.08),(11205.3,210.049),(13160,3760.16),(8118,2952),(10188,2628),(6282,2538),(7785.34,3888),(7398,4662),(7380,6461.33),(4553.35,6449.52),(5569.5,6244.9),(2124,4662),(3622.8,5695.04),(708.986,3347.84),(3798,360),(2962.48,808.532),(6725.65,592.668),(4499.49,335.168),(6399.34,1278),(3173.63,3434.04)
时间33,(9530.6,4414.17),(7084.43,1081.7),(5616,4050),(9144,7650),(10476.2,5238.96),(13234.1,5623.87),(11918.7,1476.16),(11538.6,204.097),(13183,4092.71),(8352,2970),(9858.74,2679.99),(6180.93,2220.36),(8118.67,3888),(7064.66,4662),(7380,6264),(4518,6192),(5580,6246),(2160,4950),(3519.61,5378.08),(787.972,3671.69),(3464.7,365.025),(2629.98,832.042),(6768,756),(4166.36,346.961),(6408,1278),(3186,3366)
时间34,(9863.2,4436.35),(6894,1062),(5922,4050),(9161.52,7982.88),(10458,5238),(13418.3,5901.73),(11902.1,1143.24),(11871.8,198.146),(13206,4425.25),(8677.4,2897.69),(9529.49,2731.98),(6156,2142),(8316,3888),(6731.33,4662),(7046.79,6273.26),(4848.21,6237.55),(5248.5,6211.1),(2196,5166),(3474,5238),(810,3762),(3131.4,370.049),(2297.47,855.553),(6684.35,433.332),(3833.24,358.753),(6531.8,968.505),(3168,3186)
时间35,(10008,4446),(6768,756),(5832,4284),(9162,7992),(10124.9,5250.34),(13602.4,6179.6),(11885.4,810.32),(11880,198),(13229,4757.79),(9002.8,2825.38),(9200.23,2783.96),(6257.07,2459.64),(8262,3654),(6397.99,4662),(6732,6282),(5040,6264),(5238,6210),(1862.79,5175.26),(3806.69,5217.21),(731.014,3438.16),(2798.11,375.074),(2178,864),(6642,270),(3798,360),(6624,738),(3132,2916)
时间36,(9675.4,4423.83),(6687.15,1079.38),(5618.6,4540.08),(9144.48,7659.12),(9972,5256),(13786.5,6457.47),(11880,702),(11546.7,203.951),(13252,5090.33),(9162,2790),(9162,2790),(6282,2538),(8316,3888),(6390,4662),(6405.14,6216.63),(5238,6210),(5569.5,6244.9),(1548,5184),(4050,5202),(652.028,3114.31),(2464.81,380.098),(2510.51,840.489),(6975.34,270),(4131.13,348.208),(6500.2,1047.49),(3132,2772)
时间37,(9342.8,4401.65),(6624,1332),(5562,4608),(9144,7650),(9986.8,4922.99),(13970.6,6735.33),(11880,368.664),(11213.4,209.903),(13266,5292),(8836.6,2862.31),(9166.63,3123.3),(6516,2718),(7982.66,3888),(6723.34,4662),(6372,6210),(5569.5,6244.9),(5580,6246),(1563.14,4851.01),(3717.31,5222.79),(630,3024),(2131.51,385.123),(2843.01,816.979),(7308.67,270),(4464.25,336.416),(6408,1278),(3456,2808)
时间38,(9198,4392),(6390,1404),(5346,4572),(9477.34,7650),(10001.6,4589.99),(14040,6840),(11880,198),(10880.2,215.854),(13243,4959.46),(8511.2,2934.62),(9171.26,3456.61),(6696,2754),(7649.33,3888),(7056.67,4662),(6372,5876.66),(5580,6246),(5248.5,6211.1),(1566,4788),(3474,5238),(961.477,2988.84),(1798.21,390.148),(3175.52,793.468),(7434,270),(4797.38,324.624),(6531.8,968.505),(3456,2502)
时间39,(9162,4662),(6624,1332),(5472,4356),(9594,7650),(10008,4446),(13712.8,6903.84),(11546.7,203.951),(10872,216),(13220,4626.92),(8352,2970),(9175.89,3789.91),(7022.33,2821.99),(7452,3888),(7390.01,4662),(6372,5543.33),(5248.5,6211.1),(5238,6210),(1233.31,4767.21),(3140.95,5224.12),(1292.95,2953.69),(1464.91,395.172),(3508.02,769.958),(7100.66,270),(5130.51,312.832),(6624,738),(3789.21,2492.74)
时间40,(9162,4995.34),(6876,1350),(5292,4284),(9927.34,7650),(9993.2,4779.01),(13385.7,6967.67),(11213.4,209.903),(10944.3,541.398),(13197,4294.38),(8677.4,2897.69),(9180,4086),(7128,2844),(7119.82,3860.32),(7398,4662),(6372,5220),(5238,6210),(5238,5886),(990,4752),(3042,5220),(1624.43,2918.53),(1131.61,400.197),(3840.53,746.447),(6767.33,270),(5463.64,301.039),(6546.21,413.868),(4104,2484)
时间41,(9162,5256),(7209.17,1360.41),(5508,4068),(10260.7,7650),(9978.4,5112.01),(13302,6984),(10880.2,215.854),(11016.6,866.797),(13174,3961.84),(9002.8,2825.38),(9175.37,3752.7),(6801.67,2776.01),(7020,3852),(7064.66,4662),(6038.66,5220),(5040,6264),(5094,5634),(1322.69,4772.79),(3042,5508),(1818,2898),(798.317,405.221),(3960,738),(6642,270),(5796.76,289.247),(6516,288),(4104,2808)
时间42,(9162,4922.66),(7452,1368),(5616,4050),(10332,7650),(9972,5256),(12970.5,7018.54),(10872,216),(11088.9,1192.19),(13151,3629.29),(9162,2790),(9170.74,3419.39),(6696,2754),(6984,4050),(6731.33,4662),(5705.33,5220),(5032.91,6597.26),(5238,5886),(1566,4788),(2710.65,5544.31),(1486.52,2933.16),(465.019,410.246),(3627.49,761.511),(6516,288),(5832,288),(6593.79,612.132),(4104,2916)
时间43,(9162,4662),(7118.83,1357.59),(5598,4356),(9998.66,7650),(10305.1,5243.66),(12638.9,7053.07),(10538.7,221.649),(11161.2,1517.59),(13128,3296.75),(9491.26,2738.01),(9166.11,3086.09),(6858,2664),(6678,4050),(6397.99,4662),(5616,5220),(5025.82,6930.52),(5238,6210),(1891.15,4714.58),(2379.3,5580.63),(1155.05,2968.31),(216,414),(3294.99,785.021),(6182.66,288),(5832,621.336),(6624,738),(3798,2952)
时间44,(9198,4392),(6876,1350),(5616,4050),(9665.33,7650),(10458,5238),(12307.4,7087.61),(10205.4,227.298),(11233.6,1842.99),(13105,2964.21),(9820.51,2686.02),(9162,2790),(7074,2718),(6642,3852),(6390,4662),(5604.31,5553.13),(5022,7110),(5238,5886),(2124,4662),(2047.94,5616.94),(823.569,3003.47),(549.298,408.975),(2962.48,808.532),(5849.33,288),(5832,738),(6546.21,413.868),(3466.5,2986.9)
时间45,(9530.6,4414.17),(6624,1332),(5598,4356),(9594,7650),(10446.1,4904.88),(11975.8,7122.14),(9872.14,232.947),(11304,2160),(13082,2631.67),(10149.8,2634.04),(9166.63,3123.3),(7308,2844),(6975.34,3852),(6408,4860),(5592.62,5886.26),(5355.34,7110),(5094,5634),(2093.82,4330.03),(1728,5652),(630,3024),(882.596,403.951),(2629.98,832.042),(5832,288),(5796,936),(6516,288),(3456,2988)
时间46,(9863.2,4436.35),(6704.85,1008.62),(5562,4608),(9628.9,7981.5),(10434.2,4571.75),(11644.3,7156.68),(9538.85,238.596),(10996.6,2288.91),(13068,2430),(10188,2628),(9171.26,3456.61),(7452,2988),(7020,3852),(6741.28,4853.94),(5580.93,6219.39),(5616,7110),(5238,5886),(2088,4266),(2059.35,5615.69),(559.72,2698.16),(1215.89,398.926),(2297.47,855.553),(6165.34,288),(6002.55,1197.63),(6593.79,612.132),(3474,3186)
时间47,(10008,4446),(6768,756),(5279.33,4784.67),(9630,7992),(10422.3,4238.63),(11574,7164),(9205.56,244.245),(10689.2,2417.82),(13091,2762.54),(9858.74,2679.99),(9175.89,3789.91),(7480.47,3320.12),(7352.18,3879.68),(7074.56,4847.88),(5580,6246),(5282.66,7110),(5094,5634),(2421.32,4268.92),(2390.7,5579.37),(489.44,2372.31),(1549.19,393.902),(2178,864),(6498.67,288),(6066,1278),(6624,738),(3438,3330)
时间48,(9675.4,4423.83),(6894,1062),(5274,4788),(9595.1,7660.5),(10422,4230),(11498,6839.43),(8872.27,249.894),(10381.8,2546.73),(13114,3095.08),(9529.49,2731.98),(9180,4086),(7506,3618),(7452,3888),(7398,4842),(5593.88,6579.05),(5022,7110),(5238,5886),(2754.65,4271.85),(2722.06,5543.06),(432,2106),(1882.49,388.877),(1873.39,999.381),(6516,288),(6399.34,1278),(6500.2,1047.49),(3312,3348)
时间49,(9342.8,4401.65),(7225.57,1096.3),(5130,4968),(9594,7650),(10088.7,4230),(11422.1,6514.87),(8748,252),(10188,2628),(13137,3427.62),(9200.23,2783.96),(9175.37,3752.7),(7722,3636),(7785.34,3888),(7064.72,4848.06),(5607.75,6912.09),(4688.66,7110),(5238,6210),(3087.97,4274.77),(3042,5508),(502.28,2431.84),(2215.79,383.852),(1854,1008),(6642,270),(6408,1278),(6408,1278),(3438,3330)
时间50,(9198,4392),(7416,1116),(5292,5058),(9927.34,7650),(9954,4230),(11376,6318),(9081.29,246.351),(10495.4,2499.09),(13160,3760.16),(9162,2790),(9170.74,3419.39),(7506,3618),(8118.67,3888),(6731.44,4854.12),(5616,7110),(4644,7110),(5238,5886),(3421.29,4277.7),(3042,5220),(572.56,2757.69),(2549.09,378.828),(1748.59,1324.23),(6516,288),(6074.66,1278),(6074.66,1278),(3474,3186)
时间51,(9180,4086),(7416,782.664),(5508,4878),(10260.7,7650),(10287.3,4230),(11042.7,6318),(9414.58,240.702),(10802.8,2370.18),(13183,4092.71),(9166.63,3123.3),(9166.11,3086.09),(7452,3888),(8316,3888),(6408,4860),(5949.26,7116.94),(4672.27,7442.14),(5238,6210),(3754.62,4280.62),(2709.18,5201.51),(630,3024),(2882.39,373.803),(1643.18,1640.46),(6182.66,288),(6066,1278),(6066,1278),(3456,2988)
时间52,(9512.35,4060.43),(7416,720),(5292,5058),(10332,7650),(10422,4230),(10709.3,6318),(9747.86,235.053),(11110.2,2241.27),(13206,4425.25),(9171.26,3456.61),(9162,2790),(7416,4104),(8262,3654),(6074.66,4860),(6282.53,7123.89),(4700.53,7774.27),(5040,6264),(4087.94,4283.54),(2394,5184),(961.477,2988.84),(3215.68,368.779),(1638,1656),(5849.33,288),(6399.34,1278),(5859.45,1016.37),(3787.5,2953.1)
时间53,(9844.71,4034.87),(7429.32,386.93),(5130,4968),(10306.4,7317.65),(10088.7,4230),(10376,6318),(10081.2,229.404),(11304,2160),(13229,4757.79),(9175.89,3789.91),(8836.6,2862.31),(7749.34,4104),(7942,3560.67),(5741.33,4860),(6480,7128),(4716,7956),(4709.79,6218.45),(4140,4284),(2726.82,5202.49),(1292.95,2953.69),(3548.98,363.754),(1743.41,1339.77),(5832,288),(6408,1278),(5796,936),(3798,2952)
时间54,(9882,4032),(7434,270),(4986,4896),(10296,7182),(9954,4230),(10242,6318),(10414.4,223.755),(11376,2448),(13252,5090.33),(9180,4086),(8511.2,2934.62),(8046,4104),(7830,3528),(5634,4860),(6534,7290),(5049.07,7942.68),(4518,6192),(3806.68,4281.08),(3042,5220),(1624.43,2918.53),(3798,360),(1848.82,1023.54),(5498.87,299.792),(6074.66,1278),(5832,738),(4104,2916)
时间55,(9954,4230),(7420.68,603.07),(4968,4680),(10275.2,6849.31),(10287.3,4230),(10242,5984.66),(10747.7,218.106),(11709.2,2458.1),(13266,5292),(9175.37,3752.7),(8352,2970),(8067.46,4436.64),(8150,3621.33),(5967.34,4860),(6200.91,7277.19),(5382.14,7929.35),(4563.33,6522.24),(3473.35,4278.15),(2709.18,5201.51),(1818,2898),(3464.7,365.025),(1854,1008),(5165.75,311.584),(6066,1278),(5796,936),(4104,2808)
时间56,(9882,4032),(7416,720),(4986,4572),(10254.4,6516.63),(10422,4230),(10242,5922),(10872,216),(11970,2466),(13243,4959.46),(9170.74,3419.39),(8118,2952),(8082,4662),(8262,3654),(6300.67,4860),(5867.82,7264.38),(5616,7920),(4608.65,6852.48),(3140.03,4275.23),(2394,5184),(1764.29,2569.02),(3131.4,370.049),(2158.61,872.619),(4832.62,323.376),(5859.45,1016.37),(6002.55,1197.63),(4104,2916)
时间57,(9549.65,4057.57),(7416,1053.34),(5004,4302),(10242,6318),(10433.9,4563.12),(9911.72,5967.04),(11205.3,210.049),(11636.8,2455.9),(13220,4626.92),(9166.11,3086.09),(8118,2736),(8060.54,4329.36),(8316,3888),(6408,4860),(5598,7254),(5282.93,7933.32),(4644,7110),(2806.71,4272.3),(2726.82,5202.49),(1710.58,2240.04),(2798.11,375.074),(2178,864),(4499.49,335.168),(5796,936),(6066,1278),(4437.02,2930.48)
时间58,(9217.29,4083.13),(7416,1116),(5292,4284),(9908.95,6304.12),(10445.8,4896.25),(9846,5976),(11538.6,204.097),(11376,2448),(13197,4294.38),(9162,2790),(8082,2628),(8046,4104),(7982.66,3888),(6390,4662),(5607.01,7587.21),(4949.86,7946.65),(4977.34,7110),(2473.38,4269.38),(3042,5220),(1674,2016),(2464.81,380.098),(2510.51,840.489),(4166.36,346.961),(5832,738),(5859.45,1016.37),(4518,2934)
时间59,(9180,4086),(7452,1368),(5472,4356),(9810,6300),(10457.7,5229.37),(9846,5642.66),(11871.8,198.146),(11709.2,2458.1),(13174,3961.84),(9491.26,2738.01),(7748.66,2628),(7712.66,4104),(7649.33,3888),(6723.34,4662),(5616,7920),(4716,7956),(5022,7110),(2140.06,4266.46),(3375.05,5233.88),(1640.83,1684.32),(2131.51,385.123),(2843.01,816.979),(3833.24,358.753),(5796,936),(5796,936),(4500,3150)
