10,1.14698,3.11925,0.180283,1,0.58,1,0.8
时间85,(8495.33,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3860.99,7917.14),(1692,5832),(7398,7956),(1798.21,390.148),(13418.1,8032.93),(9296.5,7150.27)
时间86,(8161.99,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(4193.98,7932.27),(1358.91,5819.19),(7731.23,7964.33),(1464.91,395.172),(13084.8,8028.57),(9162,7146)
时间87,(8082,4662),(7722,1890),(5274,5202),(2502,7902),(4526.98,7947.41),(1224,5814),(8064.46,7972.66),(1131.61,400.197),(12751.5,8024.22),(9495.17,7156.58)
时间88,(8415.34,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4716,7956),(1557.09,5826.81),(8118,7974),(798.317,405.221),(12418.2,8019.86),(9828.34,7167.15)
时间89,(8748.67,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4383.01,7940.86),(1692,5832),(7784.77,7965.67),(465.019,410.246),(12084.8,8015.5),(10161.5,7177.73)
时间90,(9082.01,4662),(7452,1908),(5058,5454),(1602,7938),(4050.02,7925.73),(1358.91,5819.19),(7451.54,7957.34),(216,414),(11751.5,8011.14),(10296,7182)
时间91,(9162,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3717.02,7910.59),(1224,5814),(7398,7956),(549.298,408.975),(11664,8010),(10321.6,7514.35)
时间92,(8828.66,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(3528,7902),(1557.09,5826.81),(7731.23,7964.33),(882.596,403.951),(11997.3,8014.36),(10332,7650)
时间93,(8495.33,4662),(7722,1890),(5274,5202),(2502,7902),(3860.99,7917.14),(1692,5832),(8064.46,7972.66),(1215.89,398.926),(12330.6,8018.71),(10306.4,7317.65)
时间94,(8161.99,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4193.98,7932.27),(1358.91,5819.19),(8118,7974),(1549.19,393.902),(12663.9,8023.07),(10296,7182)
时间95,(8082,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4526.98,7947.41),(1224,5814),(7784.77,7965.67),(1882.49,388.877),(12997.2,8027.43),(9962.83,7171.42)
时间96,(8415.34,4662),(7452,1908),(5292,5058),(1602,7938),(4716,7956),(1557.09,5826.81),(7451.54,7957.34),(2215.79,383.852),(13330.5,8031.78),(9629.66,7160.85)
时间97,(8748.67,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(4383.01,7940.86),(1692,5832),(7398,7956),(2549.09,378.828),(13663.8,8036.14),(9296.5,7150.27)
时间98,(9082.01,4662),(7452,1908),(5058,5454),(2268.14,7911.35),(4050.02,7925.73),(1358.91,5819.19),(7731.23,7964.33),(2882.39,373.803),(13997.2,8040.5),(9162,7146)
时间99,(9162,4662),(7722,1890),(5274,5202),(2502,7902),(3717.02,7910.59),(1224,5814),(8064.46,7972.66),(3215.68,368.779),(14330.5,8044.86),(9495.17,7156.58)
时间100,(8828.66,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(3528,7902),(1557.09,5826.81),(8118,7974),(3548.98,363.754),(14418,8046),(9828.34,7167.15)
时间101,(8495.33,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(3860.99,7917.14),(1692,5832),(7784.77,7965.67),(3798,360),(14084.7,8041.64),(10161.5,7177.73)
时间102,(8161.99,4662),(7452,1908),(5292,5058),(1602,7938),(4193.98,7932.27),(1358.91,5819.19),(7451.54,7957.34),(3464.7,365.025),(13751.4,8037.29),(10296,7182)
时间103,(8082,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(4526.98,7947.41),(1224,5814),(7398,7956),(3131.4,370.049),(13418.1,8032.93),(9962.83,7171.42)
时间104,(8415.34,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(4716,7956),(1557.09,5826.81),(7731.23,7964.33),(2798.11,375.074),(13084.8,8028.57),(9629.66,7160.85)
时间105,(8748.67,4662),(7722,1890),(5274,5202),(2502,7902),(4383.01,7940.86),(1692,5832),(8064.46,7972.66),(2464.81,380.098),(12751.5,8024.22),(9296.5,7150.27)
时间106,(9082.01,4662),(7452,1908),(5058,5454),(2168.93,7915.32),(4050.02,7925.73),(1358.91,5819.19),(8118,7974),(2131.51,385.123),(12418.2,8019.86),(9162,7146)
时间107,(9162,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(3717.02,7910.59),(1224,5814),(7784.77,7965.67),(1798.21,390.148),(12084.8,8015.5),(9495.17,7156.58)
时间108,(8828.66,4662),(7452,1908),(5292,5058),(1602,7938),(3528,7902),(1557.09,5826.81),(7451.54,7957.34),(1464.91,395.172),(11751.5,8011.14),(9828.34,7167.15)
时间109,(8495.33,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3860.99,7917.14),(1692,5832),(7398,7956),(1131.61,400.197),(11664,8010),(10161.5,7177.73)
时间110,(8161.99,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(4193.98,7932.27),(1358.91,5819.19),(7731.23,7964.33),(798.317,405.221),(11997.3,8014.36),(10296,7182)
时间111,(8082,4662),(7722,1890),(5274,5202),(2502,7902),(4526.98,7947.41),(1224,5814),(8064.46,7972.66),(465.019,410.246),(12330.6,8018.71),(9962.83,7171.42)
时间112,(8415.34,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4716,7956),(1557.09,5826.81),(8118,7974),(216,414),(12663.9,8023.07),(9629.66,7160.85)
时间113,(8748.67,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4383.01,7940.86),(1692,5832),(7784.77,7965.67),(549.298,408.975),(12997.2,8027.43),(9296.5,7150.27)
时间114,(9082.01,4662),(7452,1908),(5058,5454),(1602,7938),(4050.02,7925.73),(1358.91,5819.19),(7451.54,7957.34),(882.596,403.951),(13330.5,8031.78),(9162,7146)
时间115,(9162,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3717.02,7910.59),(1224,5814),(7398,7956),(1215.89,398.926),(13663.8,8036.14),(9495.17,7156.58)
时间116,(8828.66,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(3528,7902),(1557.09,5826.81),(7731.23,7964.33),(1549.19,393.902),(13997.2,8040.5),(9828.34,7167.15)
时间117,(8495.33,4662),(7722,1890),(5274,5202),(2502,7902),(3860.99,7917.14),(1692,5832),(8064.46,7972.66),(1882.49,388.877),(14330.5,8044.86),(10161.5,7177.73)
时间118,(8161.99,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4193.98,7932.27),(1358.91,5819.19),(8118,7974),(2215.79,383.852),(14418,8046),(10296,7182)
时间119,(8082,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4526.98,7947.41),(1224,5814),(7784.77,7965.67),(2549.09,378.828),(14084.7,8041.64),(9962.83,7171.42)
时间120,(8415.34,4662),(7452,1908),(5292,5058),(1602,7938),(4716,7956),(1557.09,5826.81),(7451.54,7957.34),(2882.39,373.803),(13751.4,8037.29),(9629.66,7160.85)
时间121,(8748.67,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(4383.01,7940.86),(1692,5832),(7398,7956),(3215.68,368.779),(13418.1,8032.93),(9296.5,7150.27)
时间122,(9082.01,4662),(7452,1908),(5058,5454),(2268.14,7911.35),(4050.02,7925.73),(1358.91,5819.19),(7731.23,7964.33),(3548.98,363.754),(13084.8,8028.57),(9162,7146)
时间123,(9162,4662),(7722,1890),(5274,5202),(2502,7902),(3717.02,7910.59),(1224,5814),(8064.46,7972.66),(3798,360),(12751.5,8024.22),(9495.17,7156.58)
时间124,(8828.66,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(3528,7902),(1557.09,5826.81),(8118,7974),(3464.7,365.025),(12418.2,8019.86),(9828.34,7167.15)
时间125,(8495.33,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(3860.99,7917.14),(1692,5832),(7784.77,7965.67),(3131.4,370.049),(12084.8,8015.5),(10161.5,7177.73)
时间126,(8161.99,4662),(7452,1908),(5292,5058),(1602,7938),(4193.98,7932.27),(1358.91,5819.19),(7451.54,7957.34),(2798.11,375.074),(11751.5,8011.14),(10296,7182)
时间127,(8082,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(4526.98,7947.41),(1224,5814),(7398,7956),(2464.81,380.098),(11664,8010),(10321.6,7514.35)
时间128,(8415.34,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(4716,7956),(1557.09,5826.81),(7731.23,7964.33),(2131.51,385.123),(11997.3,8014.36),(10332,7650)
时间129,(8748.67,4662),(7722,1890),(5274,5202),(2502,7902),(4383.01,7940.86),(1692,5832),(8064.46,7972.66),(1798.21,390.148),(12330.6,8018.71),(10306.4,7317.65)
时间130,(9082.01,4662),(7452,1908),(5058,5454),(2168.93,7915.32),(4050.02,7925.73),(1358.91,5819.19),(8118,7974),(1464.91,395.172),(12663.9,8023.07),(10296,7182)
时间131,(9162,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(3717.02,7910.59),(1224,5814),(7784.77,7965.67),(1131.61,400.197),(12997.2,8027.43),(9962.83,7171.42)
时间132,(8828.66,4662),(7452,1908),(5292,5058),(1602,7938),(3528,7902),(1557.09,5826.81),(7451.54,7957.34),(798.317,405.221),(13330.5,8031.78),(9629.66,7160.85)
时间133,(8495.33,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3860.99,7917.14),(1692,5832),(7398,7956),(465.019,410.246),(13663.8,8036.14),(9296.5,7150.27)
时间134,(8161.99,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(4193.98,7932.27),(1358.91,5819.19),(7731.23,7964.33),(216,414),(13997.2,8040.5),(9162,7146)
时间135,(8082,4662),(7722,1890),(5274,5202),(2502,7902),(4526.98,7947.41),(1224,5814),(8064.46,7972.66),(549.298,408.975),(14330.5,8044.86),(9495.17,7156.58)
时间136,(8415.34,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4716,7956),(1557.09,5826.81),(8118,7974),(882.596,403.951),(14418,8046),(9828.34,7167.15)
时间137,(8748.67,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4383.01,7940.86),(1692,5832),(7784.77,7965.67),(1215.89,398.926),(14084.7,8041.64),(10161.5,7177.73)
时间138,(9082.01,4662),(7452,1908),(5058,5454),(1602,7938),(4050.02,7925.73),(1358.91,5819.19),(7451.54,7957.34),(1549.19,393.902),(13751.4,8037.29),(10296,7182)
时间139,(9162,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(3717.02,7910.59),(1224,5814),(7398,7956),(1882.49,388.877),(13418.1,8032.93),(9962.83,7171.42)
时间140,(8828.66,4662),(7452,1908),(5292,5058),(2268.14,7911.35),(3528,7902),(1557.09,5826.81),(7731.23,7964.33),(2215.79,383.852),(13084.8,8028.57),(9629.66,7160.85)
时间141,(8495.33,4662),(7722,1890),(5274,5202),(2502,7902),(3860.99,7917.14),(1692,5832),(8064.46,7972.66),(2549.09,378.828),(12751.5,8024.22),(9296.5,7150.27)
时间142,(8161.99,4662),(7452,1908),(5292,5058),(2168.93,7915.32),(4193.98,7932.27),(1358.91,5819.19),(8118,7974),(2882.39,373.803),(12418.2,8019.86),(9162,7146)
时间143,(8082,4662),(7722,1890),(5274,5202),(1835.86,7928.65),(4526.98,7947.41),(1224,5814),(7784.77,7965.67),(3215.68,368.779),(12084.8,8015.5),(9495.17,7156.58)
时间144,(8415.34,4662),(7452,1908),(5292,5058),(1602,7938),(4716,7956),(1557.09,5826.81),(7451.54,7957.34),(3548.98,363.754),(11751.5,8011.14),(9828.34,7167.15)
时间145,(8748.67,4662),(7722,1890),(5274,5202),(1935.07,7924.68),(4383.01,7940.86),(1692,5832),(7398,7956),(3798,360),(11664,8010),(10161.5,7177.73)
时间146,(9082.01,4662),(7452,1908),(5058,5454),(2268.14,7911.35),(4050.02,7925.73),(1358.91,5819.19),(7731.23,7964.33),(3464.7,365.025),(11997.3,8014.36),(10296,7182)
时间147,(9162,4662),(7722,1890),(5274,5202),(2502,7902),(3717.02,7910.59),(1224,5814),(8064.46,7972.66),(3131.4,370.049),(12330.6,8018.71),(9962.83,7171.42)
