30,1.02621,1.63353,0.888985,1,0.903333,0.971981,0.4
时间11,(9512.35,4060.43),(6840,1728),(4932,5184),(9594,7650),(9163.05,5318.14),(10709.3,6318),(10254.4,6516.63),(11376,2448),(12284.9,2125.63),(13091,2762.54),(8262,1314),(7767.26,277.245),(7416,4104),(5544,2916),(6390,4086),(7783.41,7631.83),(5750.5,7924.27),(5616,5220),(5282.66,7110),(3703.02,6128.8),(4104,5004),(4338,4248),(1155.05,2968.31),(1242,3744),(708.986,3347.84),(5859.45,1016.37),(4831.99,738),(5030.05,1590.41),(4104,3348),(3789.21,2492.74)
时间12,(9844.71,4034.87),(6871.6,1396.17),(4914,5346),(9927.34,7650),(9162,5256),(10376,6318),(10242,6318),(11304,2160),(12617.9,2109.25),(13114,3095.08),(8282.17,1646.73),(8100.51,284.489),(7085.24,4062.65),(5364,2952),(6408,3852),(8114.81,7667.66),(5616,7920),(5949.34,5220),(5022,7110),(3726,6012),(4194,5238),(4140,4284),(823.569,3003.47),(908.953,3757.88),(787.972,3671.69),(5796,936),(4498.66,738),(5058,1800),(3852,3330),(4104,2484)
时间13,(9882,4032),(6876,1350),(4603.58,5467.47),(10260.7,7650),(9494.88,5273.52),(10242,6318),(9908.95,6304.12),(10996.6,2288.91),(12950.8,2092.88),(13137,3427.62),(8298,1908),(8262,288),(6984,4050),(5535.5,3237.83),(6728,3758.67),(8118,7668),(5606.99,7586.79),(6282.67,5220),(4688.66,7110),(3979.09,5795.07),(4525.57,5203.7),(4140,3950.66),(630,3024),(810,3762),(810,3762),(5832,738),(4165.32,738),(5184,1908),(3518.66,3330),(4104,2808)
时间14,(9954,4230),(7209.17,1360.41),(4500,5508),(10332,7650),(9827.75,5291.04),(10242,5984.66),(9810,6300),(10689.2,2417.82),(13050,2088),(13160,3760.16),(7964.83,1897.59),(8594.43,263.376),(6678,4050),(5580,3312),(6840,3726),(8118,7974),(5598,7254),(6372,5220),(4644,7110),(4104,5688),(4716,5184),(4140,3744),(708.986,3347.84),(1143.05,3748.12),(1143.05,3748.12),(5832,404.664),(3960,738),(5508,1908),(3438,3330),(4104,2916)
时间15,(9882,4032),(7452,1368),(4810.42,5386.53),(10306.4,7317.65),(9846,5292),(10242,5922),(9476.8,6309.52),(10381.8,2546.73),(13032.9,1755.1),(13183,4092.71),(7722,1890),(8748,252),(6390,4086),(5580,3645.34),(7110,3582),(7784.77,7965.67),(5616,7110),(6705.14,5231.29),(4310.66,7110),(4407.46,5550.06),(4384.43,5218.3),(4140,4077.34),(787.972,3671.69),(1242,3744),(1242,3744),(5832,288),(4014.8,1066.8),(5184,1908),(3312,3348),(4140,3132)
时间16,(9549.65,4057.57),(7452,1701.34),(4914,5346),(10296,7182),(9972,5256),(9911.72,5967.04),(9180,6318),(10188,2628),(13015.9,1422.2),(13206,4425.25),(8055.17,1900.41),(8861.55,565.399),(6058.32,4052.83),(5580,3780),(7020,3852),(7451.54,7957.34),(5949.26,7116.94),(7038.29,5242.59),(3977.33,7110),(4500,5508),(4194,5238),(4140,4284),(810,3762),(1571.65,3694.55),(1571.65,3694.55),(5498.87,299.792),(4068,1386),(5058,1800),(3186,3366),(4472.92,3148.65)
时间17,(9217.29,4083.13),(7452,1908),(4932,5184),(10629.3,7177.31),(9986.8,4922.99),(9846,5976),(9174.35,5984.71),(10495.4,2499.09),(12998.8,1089.3),(13229,4757.79),(8298,1908),(8975.1,878.799),(6030,4050),(5580,3446.66),(6984,4050),(7398,7956),(6282.53,7123.89),(7371.43,5253.88),(3643.99,7110),(4196.54,5645.94),(4050,5202),(4123.35,4616.92),(731.014,3438.16),(1901.3,3645.11),(1901.3,3645.11),(5165.75,311.584),(4076.77,1719.22),(5013.95,1469.59),(3168,3186),(4500,3150)
时间18,(9180,4086),(7439.19,2241.09),(5264.88,5201.52),(10962.6,7172.61),(10001.6,4589.99),(9810,6300),(9168.7,5651.42),(10802.8,2370.18),(12981.7,756.406),(13252,5090.33),(8277.83,1575.27),(9088.65,1192.2),(6325.28,3895.33),(5580,3312),(6678,4050),(7064.66,7956),(6480,7128),(7434,5256),(3510,7110),(4104,5688),(4104,5004),(4106.71,4949.84),(652.028,3114.31),(1962,3636),(1962,3636),(4832.62,323.376),(4085.54,2052.44),(4986,1260),(3474,3186),(4356,3348)
时间19,(9198,4392),(7434,2376),(5274,5202),(11295.9,7167.92),(10008,4446),(9476.8,6309.52),(9163.05,5318.14),(11110.2,2241.27),(12978,684),(13266,5292),(8262,1314),(9198,1494),(6408,3852),(5408.5,3026.17),(6642,3852),(6750,7956),(6750,7146),(7416.17,5588.86),(3517.57,7443.25),(4067.19,5356.7),(4194,5238),(4104,5004),(630,3024),(1898.16,3308.83),(1898.16,3308.83),(4499.49,335.168),(4086,2070),(4655.76,1305.33),(3456,2988),(4104,3348)
时间20,(9530.6,4414.17),(7740,2340),(5058,5454),(11574,7164),(9993.2,4779.01),(9180,6318),(9162,5256),(11304,2160),(12644.7,689.464),(13243,4959.46),(8262,980.664),(9198,1827.34),(6642,3852),(5364,2952),(6975.34,3852),(6750,7622.66),(7083.2,7136.48),(7398.34,5921.72),(3525.15,7776.5),(4050,5202),(4050,5202),(4050,5202),(961.477,2988.84),(1834.33,2981.67),(1834.33,2981.67),(4166.36,346.961),(4077.23,1736.78),(4325.52,1350.65),(3132,2916),(4140,3132)
时间21,(9863.2,4436.35),(7726.68,2006.93),(5094,5634),(11609.3,7495.47),(9978.4,5112.01),(9172.76,6651.26),(9494.88,5273.52),(11231.7,1834.6),(12311.4,694.928),(13220,4626.92),(8262,647.328),(9198,2160.67),(6678,4050),(5544,2916),(7020,3852),(6750,7289.33),(7380,7128),(7380.5,6254.58),(3528,7902),(4086.81,5533.3),(3717.31,5222.79),(3717.31,5222.79),(1292.95,2953.69),(1818,2898),(1818,2898),(3833.24,358.753),(4068.46,1403.56),(4068,1386),(3168,3186),(4472.92,3148.65)
时间22,(10008,4446),(7722,1890),(5058,5454),(11644.5,7826.93),(9972,5256),(9165.51,6984.51),(9827.75,5291.04),(11159.4,1509.2),(11978.1,700.391),(13197,4294.38),(8262,313.992),(9198,2340),(6390,4086),(5533.59,2582.83),(7352.18,3879.68),(6750,7146),(7380,6794.66),(7380,6264),(3860.99,7917.14),(4104,5688),(3474,5238),(3474,5238),(1624.43,2918.53),(1764.29,2569.02),(2151.3,2902.57),(3798,360),(4068,1386),(4398.24,1340.67),(3474,3186),(4500,3150)
时间23,(9675.4,4423.83),(7452,1908),(5274,5202),(11664,8010),(10305.1,5243.66),(9162,7146),(9846,5292),(11087.1,1183.81),(11880,702),(13174,3961.84),(8262,288),(8864.73,2346.41),(6408,3852),(5526,2340),(7452,3888),(6743.06,6812.74),(7380,6461.33),(7713.24,6272.13),(4193.98,7932.27),(4104,5868),(3577.2,5554.96),(3140.95,5224.12),(1818,2898),(1710.58,2240.04),(2484.61,2907.13),(3929.31,666.384),(4013.2,1057.2),(4728.48,1295.35),(3438,3330),(4518,2934)
时间24,(9342.8,4401.65),(7452,1574.66),(5606.88,5219.52),(11330.7,8007.05),(10458,5238),(9150.1,7479.12),(9846,5625.34),(11014.8,858.407),(11896.6,1034.92),(13151,3629.29),(8594.43,263.376),(8531.45,2352.82),(6728,3758.67),(5512.12,2006.95),(7785.34,3888),(6736.11,6479.47),(7380,6264),(8046.47,6280.26),(4526.98,7947.41),(4399.74,5714.21),(3680.39,5871.92),(3042,5220),(1764.29,2569.02),(1674,2016),(2817.91,2911.7),(3960,738),(3960,738),(4986,1260),(3312,3348),(4184.98,2919.52)
时间25,(9198,4392),(7452,1368),(5616,5220),(10997.4,8004.1),(10446.1,4904.88),(9144,7650),(9846,5958.67),(10942.4,533.009),(11913.3,1367.84),(13128,3296.75),(8748,252),(8262,2358),(6840,3726),(5508,1908),(8118.67,3888),(6732,6282),(7046.79,6273.26),(8118,6282),(4716,7956),(4554,5634),(3726,6012),(2709.18,5201.51),(1710.58,2240.04),(1341.54,2040.09),(3132,2916),(4293.34,738),(4293.34,738),(5030.05,1590.41),(3186,3366),(4104,2916)
时间26,(9162,4662),(7784.6,1345.83),(5632.65,4887.08),(10664,8001.15),(10434.2,4571.75),(9161.52,7982.88),(9846,5976),(10872,216),(11929.9,1700.76),(13105,2964.21),(8861.55,565.399),(7928.86,2346.51),(7110,3582),(5521.88,2241.05),(8316,3888),(6405.14,6216.63),(6732,6282),(8450.92,6298.65),(5049.07,7942.68),(4626,5814),(3622.8,5695.04),(2394,5184),(1674,2016),(1009.07,2064.18),(2798.7,2911.43),(4626.67,738),(4626.67,738),(5058,1800),(3126.37,3693.96),(3798,2952)
时间27,(8828.66,4662),(8117.2,1323.65),(5634,4860),(10330.7,7998.2),(10422.3,4238.63),(9162,7992),(9810,6300),(10538.7,221.649),(11946.6,2033.68),(13082,2631.67),(8975.1,878.799),(7740,2340),(6840,3546),(5526,2340),(8262,3654),(6372,6210),(7065.21,6272.74),(8478,6300),(5382.14,7929.35),(4534.43,6134.51),(3519.61,5378.08),(2160,4950),(1640.83,1684.32),(676.607,2088.27),(2465.39,2906.87),(4960.01,738),(4960.01,738),(5184,1908),(3114,3762),(3845.14,3281.99)
时间28,(8495.33,4662),(8262,1314),(5845.9,4602.69),(9997.39,7995.25),(10422,4230),(9495.34,7992),(10143,6313.88),(10205.4,227.298),(11952,2142),(13068,2430),(9088.65,1192.2),(8073.14,2351.49),(7075.7,3310.3),(5848.67,2256.35),(7942,3560.67),(6039.01,6225.14),(7380,6264),(8460.48,6632.88),(5616,7920),(4518,6192),(3474,5238),(2124,4662),(1638,1656),(432,2106),(2132.09,2902.3),(5293.34,738),(5293.34,738),(5508,1908),(3447.28,3756.15),(3852,3330)
时间29,(8161.99,4662),(7929.4,1336.17),(5886,4554),(9664.06,7992.3),(10088.7,4230),(9630,7992),(10242,6318),(9872.14,232.947),(11618.8,2151.26),(13091,2762.54),(9198,1494),(8262,2358),(7110,3276),(6012,2214),(7830,3528),(5706.02,6240.27),(7713.24,6272.13),(8460,6642),(5282.93,7933.32),(4198.72,6096.22),(3140.95,5224.12),(2093.82,4330.03),(1743.41,1339.77),(502.28,2431.84),(1818,2898),(5626.68,738),(5626.68,738),(5184,1908),(3780.57,3750.31),(3518.66,3330)
时间30,(8082,4662),(7596.8,1358.35),(5674.1,4811.31),(9630,7992),(9954,4230),(9595.1,7660.5),(10242,5984.66),(9538.85,238.596),(11304,2160),(13114,3095.08),(9198,1827.34),(8595.27,2351.59),(7123.88,2942.95),(6156,2142),(8150,3621.33),(5580,6246),(8046.47,6280.26),(8128.32,6608.83),(4949.86,7946.65),(4158,6084),(3042,5220),(2088,4266),(1848.82,1023.54),(572.56,2757.69),(1486.52,2933.16),(5832,738),(5832,738),(5058,1800),(4113.85,3744.46),(3438,3330)
时间31,(8415.34,4662),(7452,1368),(5634,4860),(9963.32,7994.95),(10287.3,4230),(9594,7650),(10242,5922),(9205.56,244.245),(11231.7,1834.6),(13137,3427.62),(9198,2160.67),(8928.55,2345.18),(7128,2844),(6030,1890),(8262,3654),(5591.69,5912.87),(8118,6282),(8100,6606),(4716,7956),(3888,6066),(3042,5508),(1754.66,4266),(1854,1008),(630,3024),(1155.05,2968.31),(5832,404.664),(5832,404.664),(5013.95,1469.59),(4140,3744),(3474,3186)
时间32,(8748.67,4662),(7416,1116),(5562,4608),(10296.6,7997.9),(10422,4230),(9260.66,7650),(9911.72,5967.04),(8872.27,249.894),(11159.4,1509.2),(13160,3760.16),(9198,2340),(9198,2340),(7432.61,2979.38),(5782.82,1666.36),(8316,3888),(5603.38,5579.74),(8100,6606),(8077.83,6938.6),(4687.73,7623.86),(4104,5868),(2710.65,5544.31),(1421.33,4266),(2158.61,872.619),(559.72,2698.16),(823.569,3003.47),(5832,288),(5832,288),(4986,1260),(4473.12,3755.9),(3456,2988)
时间33,(9082.01,4662),(7084.43,1081.7),(5279.33,4784.67),(10630,8000.85),(10433.9,4563.12),(9144,7650),(9846,5976),(8748,252),(11087.1,1183.81),(13183,4092.71),(9180,2664),(9180,2664),(7452,2988),(5652,1548),(7982.66,3888),(5615.07,5246.61),(8431.68,6639.17),(8064,7146),(4659.47,7291.73),(4158,6084),(2379.3,5580.63),(1278,4266),(2178,864),(489.44,2372.31),(630,3024),(6165.34,288),(5498.87,299.792),(4655.76,1305.33),(4644,3762),(3787.5,2953.1)
时间34,(9162,4662),(6894,1062),(5274,4788),(10963.3,8003.8),(10445.8,4896.25),(9155.9,7316.88),(9846,5642.66),(9081.29,246.351),(11014.8,858.407),(13206,4425.25),(8847.43,2686.55),(8847.43,2686.55),(7442.2,2654.81),(5616,1278),(7649.33,3888),(5616,5220),(8460,6642),(8098.3,7477.57),(4644,7110),(3888,6066),(2047.94,5616.94),(950.551,4328.37),(2510.51,840.489),(432,2106),(708.986,3347.84),(6498.67,288),(5165.75,311.584),(4325.52,1350.65),(4977.14,3773.49),(3798,2952)
时间35,(9162,4995.34),(6768,756),(4968,4680),(11296.6,8006.75),(10457.7,5229.37),(9162,7146),(9846,5309.33),(9414.58,240.702),(10942.4,533.009),(13229,4757.79),(8514.85,2709.09),(8514.85,2709.09),(7434,2376),(5949.34,1278),(7452,3888),(5949.34,5220),(8477.52,6309.12),(8118,7668),(4598.67,6779.76),(3726,6012),(1728,5652),(900,4338),(2843.01,816.979),(764.464,2081.91),(787.972,3671.69),(6516,288),(4832.62,323.376),(4068,1386),(5166,3780),(3845.14,3281.99)
时间36,(9162,5256),(7100.82,737.51),(4986,4896),(11629.9,8009.7),(10458,5238),(9495.17,7156.58),(9846,5292),(9747.86,235.053),(10872,216),(13252,5090.33),(8182.28,2731.64),(8182.28,2731.64),(7102.03,2345.82),(6066,1278),(7506,3618),(6282.67,5220),(8478,6300),(8118,7974),(4553.35,6449.52),(3393.88,5983.53),(1692,5832),(970.81,4663.73),(3175.52,793.468),(1096.93,2057.82),(810,3762),(6642,270),(4499.49,335.168),(4076.77,1719.22),(5499.34,3780),(3852,3330)
时间37,(9162,4922.66),(7416,720),(4662,4878),(11664,8010),(10790.9,5255.52),(9828.34,7167.15),(9972,5256),(10081.2,229.404),(11205.3,210.049),(13266,5292),(8118,2736),(8118,2736),(6840,2322),(5732.66,1278),(7722,3636),(6372,5220),(8811.23,6308.54),(8451.29,7979.75),(4518,6192),(3096,5958),(1728,5652),(990,4752),(3508.02,769.958),(1429.39,2033.73),(1143.05,3748.12),(6725.65,592.668),(4166.36,346.961),(4085.54,2052.44),(5580,3780),(4104,3348)
时间38,(9162,4662),(7416,1053.34),(4616.45,4547.79),(11997.3,8014.36),(11123.8,5273.04),(10161.5,7177.73),(10305.1,5243.66),(10414.4,223.755),(11538.6,204.097),(13243,4959.46),(8082,2628),(8118,2952),(6857.52,2654.88),(5616,1278),(7506,3618),(6372,5553.34),(9144.45,6317.09),(8784.57,7985.49),(4848.21,6237.55),(2764,5928.2),(2059.35,5615.69),(1055.37,5078.86),(3840.53,746.447),(1674,2016),(1242,3744),(6768,756),(3833.24,358.753),(4086,2070),(5246.66,3780),(4356,3348)
时间39,(9198,4392),(7416,1116),(4590,4356),(12330.6,8018.71),(11142,5274),(10296,7182),(10458,5238),(10747.7,218.106),(11871.8,198.146),(13220,4626.92),(7748.66,2628),(7812,2898),(6858,2664),(5652,1548),(7477.53,3285.88),(6372,5886.67),(9180,6318),(9117.86,7991.24),(5040,6264),(2432,5898.41),(2390.7,5579.37),(1080,5202),(3960,738),(1640.83,1684.32),(1571.65,3694.55),(6684.35,433.332),(3798,360),(4077.23,1736.78),(5166,3780),(4644,3330)
时间40,(9180,4086),(7452,1368),(4920.54,4312.89),(12663.9,8023.07),(11475.1,5286.57),(10275.2,6849.31),(10790.9,5255.52),(10872,216),(11880,198),(13197,4294.38),(7740,2628),(7740,2628),(7074,2718),(5899.18,1771.64),(7452,2988),(6372,6210),(8846.77,6309.46),(9162,7992),(5238,6210),(2099.99,5868.61),(2722.06,5543.06),(1156.35,5526.47),(3627.49,761.511),(1638,1656),(1901.3,3645.11),(6642,270),(3929.31,666.384),(4068.46,1403.56),(5166,3446.66),(4932,3348)
时间41,(8846.71,4091.29),(7118.83,1357.59),(5004,4302),(12997.2,8027.43),(11808.2,5299.14),(10254.4,6516.63),(11123.8,5273.04),(11205.3,210.049),(12213.2,186.895),(13174,3961.84),(8073.34,2628),(7812,2898),(7308,2844),(6030,1890),(7308,2844),(6698.86,6275.37),(8513.55,6300.91),(8828.71,7986.25),(5569.5,6244.9),(1767.99,5838.82),(3042,5508),(1224,5814),(3294.99,785.021),(1743.41,1339.77),(1962,3636),(6975.34,270),(3960,738),(4068,1386),(5166,3330),(5166,3330)
时间42,(8513.41,4096.58),(6876,1350),(4986,4572),(13330.5,8031.78),(12141.3,5311.71),(10242,6318),(11142,5274),(11538.6,204.097),(12546.3,175.79),(13151,3629.29),(8082,2628),(7488.62,2978.85),(7074,2718),(6156,2142),(7452,2988),(6732,6282),(8478,6300),(8495.43,7980.51),(5580,6246),(1692,5832),(3042,5220),(1147.65,5489.53),(2962.48,808.532),(1848.82,1023.54),(1898.16,3308.83),(7308.67,270),(4014.8,1066.8),(4398.24,1340.67),(5148,3168),(5166,3663.34)
时间43,(8180.12,4101.87),(6624,1332),(4968,4680),(13663.8,8036.14),(12474.4,5324.28),(10575.3,6318),(11214.9,5599.27),(11871.8,198.146),(12879.5,164.685),(13128,3296.75),(8118,2736),(7452,2988),(6858,2664),(6282,2142),(7308,3186),(6738.94,6615.26),(8145.08,6283.35),(8162.14,7974.76),(5248.5,6211.1),(1358.91,5819.19),(2709.18,5201.51),(1080,5202),(2629.98,832.042),(1854,1008),(1834.33,2981.67),(7434,270),(4068,1386),(4728.48,1295.35),(4950,3186),(5166,3780)
时间44,(8046,4104),(6704.85,1008.62),(5274,4788),(13997.2,8040.5),(12807.5,5336.85),(10908.7,6318),(11287.8,5924.53),(11880,198),(12960,162),(13105,2964.21),(8118,2952),(7775.38,2907.15),(6696,2754),(6336,2358),(7158.93,3484.14),(6745.89,6948.53),(8118,6282),(8118,7974),(5238,6210),(1224,5814),(2394,5184),(1413.09,5189.19),(2297.47,855.553),(2158.61,872.619),(1818,2898),(7100.66,270),(4013.2,1057.2),(4986,1260),(4932,3348),(4832.86,3768.51)
时间45,(8379.29,4098.71),(6768,756),(5130,4968),(14330.5,8044.86),(13050,5346),(11242,6318),(11360.7,6249.8),(11880,531.336),(12971.5,495.138),(13082,2631.67),(8352,2970),(7812,2898),(6768,2952),(6623.57,2526.57),(7110,3582),(6750,7146),(8118,5948.66),(7784.77,7965.67),(5238,5886),(1268.64,6144.33),(2196,5166),(1548,5184),(2178,864),(2178,864),(1764.29,2569.02),(6767.33,270),(3960,738),(5030.05,1590.41),(5166,3330),(4644,3762)
时间46,(8712.59,4093.42),(7100.82,737.51),(4932,5184),(14418,8046),(13234.1,5623.87),(11376,6318),(11376,6318),(11880,702),(12978,684),(13068,2430),(8677.4,2897.69),(8118,2952),(7087.28,2856.22),(6858,2664),(7020,3852),(6750,7479.34),(8118,5615.33),(7451.54,7957.34),(5094,5634),(1313.28,6474.67),(2160,4950),(1881.21,5174.74),(1873.39,999.381),(2510.51,840.489),(1710.58,2240.04),(6642,270),(4293.34,738),(5058,1800),(5148,3168),(4310.88,3750.1)
时间47,(9045.88,4088.13),(7416,720),(4716,5184),(14458.6,7715.15),(13418.3,5901.73),(11452,6642.57),(11452,6642.57),(12213.3,696.536),(12966.5,350.862),(13091,2762.54),(9002.8,2825.38),(8352,2970),(7128,2844),(6696,2754),(6984,4050),(6750,7812.67),(8118,5281.99),(7398,7956),(5238,5886),(1314,6480),(2124,4662),(2196,5166),(1854,1008),(2843.01,816.979),(1674,2016),(6516,288),(4626.67,738),(5184,1908),(5166,2934),(4140,3744)
时间48,(9180,4086),(7429.32,386.93),(4662,4878),(14499.3,7384.3),(13602.4,6179.6),(11527.9,6967.13),(11527.9,6967.13),(12546.6,691.072),(12960,162),(13114,3095.08),(9162,2790),(8677.4,2897.69),(6801.67,2776.01),(6516,2718),(7314.76,4091.35),(6750,7956),(8118,5220),(7447.45,7626.35),(5238,6210),(1372.6,6808.15),(1798.85,4735.42),(2160,4950),(1748.59,1324.23),(3175.52,793.468),(1341.54,2040.09),(6593.79,612.132),(4960.01,738),(5508,1908),(5158.59,2600.75),(4109.82,3412.03)
时间49,(9512.35,4060.43),(7434,270),(4986,4896),(14539.9,7053.45),(13786.5,6457.47),(11574,7164),(11574,7164),(12879.9,685.609),(12626.8,173.105),(13137,3427.62),(9491.26,2738.01),(9002.8,2825.38),(6696,2754),(6282,2538),(7416,4104),(6416.83,7945.42),(8451.14,5231.49),(7452,7596),(5040,6264),(1404,6984),(1566,4788),(2394,5184),(1643.18,1640.46),(3508.02,769.958),(1009.07,2064.18),(6624,738),(5293.34,738),(5184,1908),(5151.19,2267.49),(4104,3348)
时间50,(9844.71,4034.87),(7420.68,603.07),(5130,4968),(14544,7020),(13970.6,6735.33),(11905.5,7129.46),(11609.3,7495.47),(12978,684),(12293.7,184.21),(13160,3760.16),(9820.51,2686.02),(9162,2790),(6768,2952),(6180.93,2220.36),(7405.25,4437.16),(6083.66,7934.85),(8784.28,5242.98),(7783.41,7631.83),(5032.91,6597.26),(1733.85,6935.9),(1550.86,5120.99),(2196,5166),(1638,1656),(3840.53,746.447),(676.607,2088.27),(6500.2,1047.49),(5626.68,738),(5058,1800),(5148,2124),(4140,3132)
时间51,(9882,4032),(7416,720),(5292,5058),(14418,6840),(14040,6840),(12237.1,7094.93),(11644.5,7826.93),(12995.1,1016.9),(11960.5,195.315),(13183,4092.71),(10149.8,2634.04),(9166.63,3123.3),(6516,2934),(6156,2142),(7398,4662),(5750.5,7924.27),(9117.41,5254.46),(8114.81,7667.66),(5025.82,6930.52),(2063.69,6887.79),(1548,5184),(1862.79,5175.26),(1671.17,1987.68),(3960,738),(432,2106),(6408,1278),(5832,738),(5013.95,1469.59),(4815.09,2107.07),(4104,2916)
