12,0.9605,1,0.333,15.57,20305,96.17
31,(7407,3484),(7206,7110),(3379,7110),(1114,5235),(423,1471),(2895,342),(6722,342),(4024,2529),(5140,4356),(9990,4805),(11574,7164),(11952,2142)
32,(7407,3818),(6872,7110),(3045,7110),(1054,4907),(363,1143),(3229,342),(7056,342),(4358,2529),(5474,4356),(9990,4471),(11574,7164),(11952,2142)
33,(7407,4151),(6539,7110),(2712,7110),(994,4579),(303,815),(3562,342),(7389,342),(4691,2529),(5607,4556),(9709,4419),(11574,7164),(11952,2142)
34,(7407,4484),(6206,7110),(2379,7110),(933,4251),(243,487),(3895,342),(7407,657),(5024,2529),(5607,4889),(9376,4419),(11574,7164),(11952,2142)
35,(7407,4818),(5872,7110),(2045,7110),(873,3924),(402,342),(4229,342),(7407,991),(5031,2856),(5586,5202),(9180,4557),(11574,7164),(11952,2142)
36,(7407,5151),(5539,7110),(1712,7110),(813,3596),(735,342),(4562,342),(7407,1324),(5166,3054),(5253,5202),(9180,4890),(11574,7164),(11952,2142)
37,(7407,5484),(5206,7110),(1444,7032),(753,3268),(1068,342),(4895,342),(7407,1657),(5127,3348),(4920,5202),(9180,5223),(11574,7164),(11952,2142)
38,(7407,5818),(4872,7110),(1384,6704),(693,2940),(1402,342),(5229,342),(7407,1991),(4793,3348),(4653,5135),(9481,5256),(11574,7164),(11952,2142)
39,(7407,6151),(4539,7110),(1323,6376),(633,2612),(1735,342),(5562,342),(7407,2324),(4460,3348),(4653,4802),(9814,5256),(11574,7164),(11952,2142)
40,(7407,6484),(4206,7110),(1263,6048),(572,2284),(2068,342),(5895,342),(7407,2657),(4127,3348),(4653,4469),(9990,5099),(11574,7164),(11952,2142)
41,(7407,6818),(3872,7110),(1203,5721),(512,1956),(2402,342),(6229,342),(7407,2991),(3793,3348),(4874,4356),(9990,4765),(11574,7164),(11952,2142)
42,(7366,7110),(3539,7110),(1143,5393),(452,1629),(2735,342),(6562,342),(7407,3324),(3460,3348),(5207,4356),(9990,4432),(11574,7164),(11952,2142)
43,(7033,7110),(3206,7110),(1083,5065),(392,1301),(3068,342),(6895,342),(7407,3657),(3150,3325),(5540,4356),(9670,4419),(11574,7164),(11952,2142)
44,(6699,7110),(2872,7110),(1023,4737),(332,973),(3402,342),(7229,342),(7407,3991),(3150,2991),(5607,4623),(9336,4419),(11574,7164),(11952,2142)
45,(6366,7110),(2539,7110),(962,4409),(272,645),(3735,342),(7407,497),(7407,4324),(3150,2658),(5607,4956),(9180,4596),(11574,7164),(11952,2142)
46,(6033,7110),(2206,7110),(902,4081),(241,342),(4068,342),(7407,830),(7407,4657),(3354,2529),(5520,5202),(9180,4929),(11574,7164),(11952,2142)
47,(5699,7110),(1872,7110),(842,3753),(575,342),(4402,342),(7407,1164),(7407,4991),(3688,2529),(5186,5202),(9187,5256),(11574,7164),(11952,2142)
48,(5366,7110),(1539,7110),(782,3426),(908,342),(4735,342),(7407,1497),(7407,5324),(4021,2529),(4853,5202),(9520,5256),(11574,7164),(11952,2142)
49,(5033,7110),(1412,6862),(722,3098),(1241,342),(5068,342),(7407,1830),(7407,5657),(4354,2529),(4653,5069),(9853,5256),(11574,7164),(11952,2142)
50,(4699,7110),(1352,6534),(662,2770),(1575,342),(5402,342),(7407,2164),(7407,5991),(4688,2529),(4653,4735),(9990,5059),(11574,7164),(11952,2142)
51,(4366,7110),(1292,6206),(601,2442),(1908,342),(5735,342),(7407,2497),(7407,6324),(5021,2529),(4653,4402),(9990,4726),(11574,7164),(11952,2142)
52,(4033,7110),(1232,5878),(541,2114),(2241,342),(6068,342),(7407,2830),(7407,6657),(5031,2852),(4940,4356),(9964,4419),(11574,7164),(11952,2142)
53,(3699,7110),(1172,5550),(481,1786),(2575,342),(6402,342),(7407,3164),(7407,6991),(5166,3051),(5274,4356),(9630,4419),(11574,7164),(11952,2142)
54,(3366,7110),(1112,5223),(421,1458),(2908,342),(6735,342),(7407,3497),(7193,7110),(5130,3348),(5607,4356),(9297,4419),(11574,7164),(11952,2142)
55,(3033,7110),(1051,4895),(361,1131),(3241,342),(7068,342),(7407,3830),(6860,7110),(4797,3348),(5607,4689),(9180,4635),(11574,7164),(11952,2142)
56,(2699,7110),(991,4567),(301,803),(3575,342),(7407,337),(7407,4164),(6526,7110),(4463,3348),(5607,5023),(9180,4969),(11574,7164),(11952,2142)
57,(2366,7110),(931,4239),(240,475),(3908,342),(7407,670),(7407,4497),(6193,7110),(4130,3348),(5453,5202),(9226,5256),(11574,7164),(11952,2142)
58,(2033,7110),(871,3911),(414,342),(4241,342),(7407,1003),(7407,4830),(5860,7110),(3797,3348),(5120,5202),(9559,5256),(11574,7164),(11952,2142)
59,(1699,7110),(811,3583),(748,342),(4575,342),(7407,1337),(7407,5164),(5526,7110),(3463,3348),(4786,5202),(9893,5256),(11574,7164),(11952,2142)
60,(1441,7020),(751,3255),(1081,342),(4908,342),(7407,1670),(7407,5497),(5193,7110),(3150,3328),(4653,5002),(9990,5020),(11574,7164),(11952,2142)
61,(1381,6692),(690,2928),(1414,342),(5241,342),(7407,2003),(7407,5830),(4860,7110),(3150,2995),(4653,4669),(9990,4687),(11574,7164),(11952,2142)
62,(1321,6364),(630,2600),(1748,342),(5575,342),(7407,2337),(7407,6164),(4526,7110),(3150,2661),(4674,4356),(9924,4419),(11574,7164),(11952,2142)
63,(1261,6036),(570,2272),(2081,342),(5908,342),(7407,2670),(7407,6497),(4193,7110),(3351,2529),(5007,4356),(9591,4419),(11574,7164),(11952,2142)
64,(1201,5708),(510,1944),(2414,342),(6241,342),(7407,3003),(7407,6830),(3860,7110),(3684,2529),(5340,4356),(9258,4419),(11574,7164),(11952,2142)
65,(1141,5380),(450,1616),(2748,342),(6575,342),(7407,3337),(7353,7110),(3526,7110),(4018,2529),(5607,4423),(9180,4675),(11574,7164),(11952,2142)
66,(1080,5052),(390,1288),(3081,342),(6908,342),(7407,3670),(7020,7110),(3193,7110),(4351,2529),(5607,4756),(9180,5008),(11574,7164),(11952,2142)
67,(1020,4725),(329,960),(3414,342),(7241,342),(7407,4003),(6687,7110),(2860,7110),(4684,2529),(5607,5089),(9265,5256),(11574,7164),(11952,2142)
68,(960,4397),(269,633),(3748,342),(7407,510),(7407,4337),(6353,7110),(2526,7110),(5018,2529),(5386,5202),(9599,5256),(11574,7164),(11952,2142)
69,(900,4069),(254,342),(4081,342),(7407,843),(7407,4670),(6020,7110),(2193,7110),(5031,2849),(5053,5202),(9932,5256),(11574,7164),(11952,2142)
70,(840,3741),(587,342),(4414,342),(7407,1176),(7407,5003),(5687,7110),(1860,7110),(5166,3047),(4720,5202),(9990,4981),(11574,7164),(11952,2142)
71,(780,3413),(921,342),(4748,342),(7407,1510),(7407,5337),(5353,7110),(1526,7110),(5133,3348),(4653,4935),(9990,4647),(11574,7164),(11952,2142)
72,(719,3085),(1254,342),(5081,342),(7407,1843),(7407,5670),(5020,7110),(1410,6849),(4800,3348),(4653,4602),(9885,4419),(11574,7164),(11952,2142)
73,(659,2757),(1587,342),(5414,342),(7407,2176),(7407,6003),(4687,7110),(1350,6522),(4467,3348),(4740,4356),(9552,4419),(11574,7164),(11952,2142)
74,(599,2430),(1921,342),(5748,342),(7407,2510),(7407,6337),(4353,7110),(1290,6194),(4133,3348),(5074,4356),(9218,4419),(11574,7164),(11952,2142)
75,(539,2102),(2254,342),(6081,342),(7407,2843),(7407,6670),(4020,7110),(1230,5866),(3800,3348),(5407,4356),(9180,4714),(11574,7164),(11952,2142)
76,(479,1774),(2587,342),(6414,342),(7407,3176),(7407,7003),(3687,7110),(1170,5538),(3467,3348),(5607,4489),(9180,5047),(11574,7164),(11952,2142)
77,(419,1446),(2921,342),(6748,342),(7407,3510),(7180,7110),(3353,7110),(1109,5210),(3150,3331),(5607,4823),(9305,5256),(11574,7164),(11952,2142)
78,(358,1118),(3254,342),(7081,342),(7407,3843),(6847,7110),(3020,7110),(1049,4882),(3150,2998),(5607,5156),(9638,5256),(11574,7164),(11952,2142)
79,(298,790),(3587,342),(7407,349),(7407,4176),(6514,7110),(2687,7110),(989,4554),(3150,2665),(5320,5202),(9971,5256),(11574,7164),(11952,2142)
80,(238,462),(3921,342),(7407,683),(7407,4510),(6180,7110),(2353,7110),(929,4227),(3348,2529),(4986,5202),(9990,4941),(11574,7164),(11952,2142)
81,(427,342),(4254,342),(7407,1016),(7407,4843),(5847,7110),(2020,7110),(869,3899),(3681,2529),(4653,5202),(9990,4608),(11574,7164),(11952,2142)
82,(760,342),(4587,342),(7407,1349),(7407,5176),(5514,7110),(1687,7110),(809,3571),(4014,2529),(4653,4869),(9846,4419),(11574,7164),(11952,2142)
83,(1094,342),(4921,342),(7407,1683),(7407,5510),(5180,7110),(1439,7007),(748,3243),(4348,2529),(4653,4535),(9512,4419),(11574,7164),(11952,2142)
84,(1427,342),(5254,342),(7407,2016),(7407,5843),(4847,7110),(1379,6679),(688,2915),(4681,2529),(4807,4356),(9180,4420),(11574,7164),(11952,2142)
85,(1760,342),(5587,342),(7407,2349),(7407,6176),(4514,7110),(1319,6351),(628,2587),(5014,2529),(5140,4356),(9180,4753),(11574,7164),(11952,2142)
86,(2094,342),(5921,342),(7407,2683),(7407,6510),(4180,7110),(1259,6024),(568,2259),(5031,2846),(5474,4356),(9180,5087),(11574,7164),(11952,2142)
87,(2427,342),(6254,342),(7407,3016),(7407,6843),(3847,7110),(1198,5696),(508,1931),(5166,3044),(5607,4556),(9344,5256),(11574,7164),(11952,2142)
88,(2760,342),(6587,342),(7407,3349),(7341,7110),(3514,7110),(1138,5368),(448,1604),(5137,3348),(5607,4889),(9677,5256),(11574,7164),(11952,2142)
89,(3094,342),(6921,342),(7407,3683),(7007,7110),(3180,7110),(1078,5040),(387,1276),(4803,3348),(5586,5202),(9990,5235),(11574,7164),(11952,2142)
90,(3427,342),(7254,342),(7407,4016),(6674,7110),(2847,7110),(1018,4712),(327,948),(4470,3348),(5253,5202),(9990,4902),(11574,7164),(11952,2142)
91,(3760,342),(7407,522),(7407,4349),(6341,7110),(2514,7110),(958,4384),(267,620),(4137,3348),(4920,5202),(9990,4569),(11574,7164),(11952,2142)
92,(4094,342),(7407,856),(7407,4683),(6007,7110),(2180,7110),(898,4056),(267,342),(3803,3348),(4653,5135),(9806,4419),(11574,7164),(11952,2142)
93,(4427,342),(7407,1189),(7407,5016),(5674,7110),(1847,7110),(837,3728),(600,342),(3470,3348),(4653,4802),(9473,4419),(11574,7164),(11952,2142)
94,(4760,342),(7407,1522),(7407,5349),(5341,7110),(1514,7110),(777,3401),(933,342),(3150,3335),(4653,4469),(9180,4459),(11574,7164),(11952,2142)
95,(5094,342),(7407,1856),(7407,5683),(5007,7110),(1408,6837),(717,3073),(1267,342),(3150,3001),(4874,4356),(9180,4793),(11574,7164),(11952,2142)
96,(5427,342),(7407,2189),(7407,6016),(4674,7110),(1348,6509),(657,2745),(1600,342),(3150,2668),(5207,4356),(9180,5126),(11574,7164),(11952,2142)
97,(5760,342),(7407,2522),(7407,6349),(4341,7110),(1288,6181),(597,2417),(1933,342),(3344,2529),(5540,4356),(9383,5256),(11574,7164),(11952,2142)
98,(6094,342),(7407,2856),(7407,6683),(4007,7110),(1227,5853),(537,2089),(2267,342),(3678,2529),(5607,4623),(9717,5256),(11574,7164),(11952,2142)
99,(6427,342),(7407,3189),(7407,7016),(3674,7110),(1167,5525),(476,1761),(2600,342),(4011,2529),(5607,4956),(9990,5196),(11574,7164),(11952,2142)
100,(6760,342),(7407,3522),(7168,7110),(3341,7110),(1107,5198),(416,1433),(2933,342),(4344,2529),(5520,5202),(9990,4863),(11574,7164),(11952,2142)
101,(7094,342),(7407,3856),(6834,7110),(3007,7110),(1047,4870),(356,1106),(3267,342),(4678,2529),(5186,5202),(9990,4529),(11574,7164),(11952,2142)
102,(7407,362),(7407,4189),(6501,7110),(2674,7110),(987,4542),(296,778),(3600,342),(5011,2529),(4853,5202),(9767,4419),(11574,7164),(11952,2142)
103,(7407,695),(7407,4522),(6168,7110),(2341,7110),(927,4214),(236,450),(3933,342),(5031,2842),(4653,5069),(9434,4419),(11574,7164),(11952,2142)
104,(7407,1029),(7407,4856),(5834,7110),(2007,7110),(866,3886),(440,342),(4267,342),(5166,3041),(4653,4735),(9180,4499),(11574,7164),(11952,2142)
105,(7407,1362),(7407,5189),(5501,7110),(1674,7110),(806,3558),(773,342),(4600,342),(5140,3348),(4653,4402),(9180,4832),(11574,7164),(11952,2142)
106,(7407,1695),(7407,5522),(5168,7110),(1437,6995),(746,3230),(1106,342),(4933,342),(4807,3348),(4940,4356),(9180,5165),(11574,7164),(11952,2142)
107,(7407,2029),(7407,5856),(4834,7110),(1377,6667),(686,2903),(1440,342),(5267,342),(4473,3348),(5274,4356),(9423,5256),(11574,7164),(11952,2142)
108,(7407,2362),(7407,6189),(4501,7110),(1316,6339),(626,2575),(1773,342),(5600,342),(4140,3348),(5607,4356),(9756,5256),(11574,7164),(11952,2142)
109,(7407,2695),(7407,6522),(4168,7110),(1256,6011),(566,2247),(2106,342),(5933,342),(3807,3348),(5607,4689),(9990,5157),(11574,7164),(11952,2142)
110,(7407,3029),(7407,6856),(3834,7110),(1196,5683),(505,1919),(2440,342),(6267,342),(3473,3348),(5607,5023),(9990,4823),(11574,7164),(11952,2142)
111,(7407,3362),(7328,7110),(3501,7110),(1136,5355),(445,1591),(2773,342),(6600,342),(3150,3338),(5453,5202),(9990,4490),(11574,7164),(11952,2142)
112,(7407,3695),(6995,7110),(3168,7110),(1076,5027),(385,1263),(3106,342),(6933,342),(3150,3005),(5120,5202),(9728,4419),(11574,7164),(11952,2142)
113,(7407,4029),(6661,7110),(2834,7110),(1016,4700),(325,935),(3440,342),(7267,342),(3150,2671),(4786,5202),(9394,4419),(11574,7164),(11952,2142)
114,(7407,4362),(6328,7110),(2501,7110),(956,4372),(265,608),(3773,342),(7407,535),(3341,2529),(4653,5002),(9180,4538),(11574,7164),(11952,2142)
115,(7407,4695),(5995,7110),(2168,7110),(895,4044),(279,342),(4106,342),(7407,868),(3674,2529),(4653,4669),(9180,4871),(11574,7164),(11952,2142)
116,(7407,5029),(5661,7110),(1834,7110),(835,3716),(613,342),(4440,342),(7407,1202),(4008,2529),(4674,4356),(9180,5205),(11574,7164),(11952,2142)
117,(7407,5362),(5328,7110),(1501,7110),(775,3388),(946,342),(4773,342),(7407,1535),(4341,2529),(5007,4356),(9462,5256),(11574,7164),(11952,2142)
118,(7407,5695),(4995,7110),(1406,6824),(715,3060),(1279,342),(5106,342),(7407,1868),(4674,2529),(5340,4356),(9795,5256),(11574,7164),(11952,2142)
119,(7407,6029),(4661,7110),(1345,6497),(655,2732),(1613,342),(5440,342),(7407,2202),(5008,2529),(5607,4423),(9990,5117),(11574,7164),(11952,2142)
120,(7407,6362),(4328,7110),(1285,6169),(595,2405),(1946,342),(5773,342),(7407,2535),(5031,2839),(5607,4756),(9990,4784),(11574,7164),(11952,2142)
121,(7407,6695),(3995,7110),(1225,5841),(534,2077),(2279,342),(6106,342),(7407,2868),(5166,3037),(5607,5089),(9990,4451),(11574,7164),(11952,2142)
122,(7407,7029),(3661,7110),(1165,5513),(474,1749),(2613,342),(6440,342),(7407,3202),(5143,3348),(5386,5202),(9688,4419),(11574,7164),(11952,2142)
123,(7155,7110),(3328,7110),(1105,5185),(414,1421),(2946,342),(6773,342),(7407,3535),(4810,3348),(5053,5202),(9355,4419),(11574,7164),(11952,2142)
124,(6822,7110),(2995,7110),(1045,4857),(354,1093),(3279,342),(7106,342),(7407,3868),(4477,3348),(4720,5202),(9180,4577),(11574,7164),(11952,2142)
125,(6488,7110),(2661,7110),(984,4529),(294,765),(3613,342),(7407,375),(7407,4202),(4143,3348),(4653,4935),(9180,4911),(11574,7164),(11952,2142)
126,(6155,7110),(2328,7110),(924,4202),(234,437),(3946,342),(7407,708),(7407,4535),(3810,3348),(4653,4602),(9180,5244),(11574,7164),(11952,2142)
127,(5822,7110),(1995,7110),(864,3874),(452,342),(4279,342),(7407,1041),(7407,4868),(3477,3348),(4740,4356),(9501,5256),(11574,7164),(11952,2142)
128,(5488,7110),(1661,7110),(804,3546),(786,342),(4613,342),(7407,1375),(7407,5202),(3150,3341),(5074,4356),(9835,5256),(11574,7164),(11952,2142)
129,(5155,7110),(1435,6982),(744,3218),(1119,342),(4946,342),(7407,1708),(7407,5535),(3150,3008),(5407,4356),(9990,5078),(11574,7164),(11952,2142)
130,(4822,7110),(1374,6654),(684,2890),(1452,342),(5279,342),(7407,2041),(7407,5868),(3150,2675),(5607,4489),(9990,4745),(11574,7164),(11952,2142)
131,(4488,7110),(1314,6326),(623,2562),(1786,342),(5613,342),(7407,2375),(7407,6202),(3338,2529),(5607,4823),(9982,4419),(11574,7164),(11952,2142)
132,(4155,7110),(1254,5999),(563,2234),(2119,342),(5946,342),(7407,2708),(7407,6535),(3671,2529),(5607,5156),(9649,4419),(11574,7164),(11952,2142)
133,(3822,7110),(1194,5671),(503,1907),(2452,342),(6279,342),(7407,3041),(7407,6868),(4004,2529),(5320,5202),(9316,4419),(11574,7164),(11952,2142)
134,(3488,7110),(1134,5343),(443,1579),(2786,342),(6613,342),(7407,3375),(7315,7110),(4338,2529),(4986,5202),(9180,4617),(11574,7164),(11952,2142)
135,(3155,7110),(1074,5015),(383,1251),(3119,342),(6946,342),(7407,3708),(6982,7110),(4671,2529),(4653,5202),(9180,4950),(11574,7164),(11952,2142)
136,(2822,7110),(1013,4687),(323,923),(3452,342),(7279,342),(7407,4041),(6649,7110),(5004,2529),(4653,4869),(9207,5256),(11574,7164),(11952,2142)
137,(2488,7110),(953,4359),(262,595),(3786,342),(7407,548),(7407,4375),(6315,7110),(5031,2836),(4653,4535),(9541,5256),(11574,7164),(11952,2142)
138,(2155,7110),(893,4031),(292,342),(4119,342),(7407,881),(7407,4708),(5982,7110),(5166,3034),(4807,4356),(9874,5256),(11574,7164),(11952,2142)
139,(1822,7110),(833,3704),(625,342),(4452,342),(7407,1214),(7407,5041),(5649,7110),(5147,3348),(5140,4356),(9990,5039),(11574,7164),(11952,2142)
140,(1488,7110),(773,3376),(959,342),(4786,342),(7407,1548),(7407,5375),(5315,7110),(4813,3348),(5474,4356),(9990,4705),(11574,7164),(11952,2142)
141,(1403,6812),(713,3048),(1292,342),(5119,342),(7407,1881),(7407,5708),(4982,7110),(4480,3348),(5607,4556),(9943,4419),(11574,7164),(11952,2142)
142,(1343,6484),(652,2720),(1625,342),(5452,342),(7407,2214),(7407,6041),(4649,7110),(4147,3348),(5607,4889),(9610,4419),(11574,7164),(11952,2142)
143,(1283,6156),(592,2392),(1959,342),(5786,342),(7407,2548),(7407,6375),(4315,7110),(3813,3348),(5586,5202),(9276,4419),(11574,7164),(11952,2142)
144,(1223,5828),(532,2064),(2292,342),(6119,342),(7407,2881),(7407,6708),(3982,7110),(3480,3348),(5253,5202),(9180,4656),(11574,7164),(11952,2142)
145,(1163,5501),(472,1736),(2625,342),(6452,342),(7407,3214),(7407,7041),(3649,7110),(3150,3345),(4920,5202),(9180,4989),(11574,7164),(11952,2142)
146,(1102,5173),(412,1409),(2959,342),(6786,342),(7407,3548),(7142,7110),(3315,7110),(3150,3011),(4653,5135),(9247,5256),(11574,7164),(11952,2142)
147,(1042,4845),(352,1081),(3292,342),(7119,342),(7407,3881),(6809,7110),(2982,7110),(3150,2678),(4653,4802),(9580,5256),(11574,7164),(11952,2142)
148,(982,4517),(291,753),(3625,342),(7407,387),(7407,4214),(6476,7110),(2649,7110),(3334,2529),(4653,4469),(9913,5256),(11574,7164),(11952,2142)
149,(922,4189),(231,425),(3959,342),(7407,721),(7407,4548),(6142,7110),(2315,7110),(3668,2529),(4874,4356),(9990,4999),(11574,7164),(11952,2142)
150,(862,3861),(465,342),(4292,342),(7407,1054),(7407,4881),(5809,7110),(1982,7110),(4001,2529),(5207,4356),(9990,4666),(11574,7164),(11952,2142)
151,(802,3533),(798,342),(4625,342),(7407,1387),(7407,5214),(5476,7110),(1649,7110),(4334,2529),(5540,4356),(9904,4419),(11574,7164),(11952,2142)
152,(741,3206),(1132,342),(4959,342),(7407,1721),(7407,5548),(5142,7110),(1432,6970),(4668,2529),(5607,4623),(9570,4419),(11574,7164),(11952,2142)
153,(681,2878),(1465,342),(5292,342),(7407,2054),(7407,5881),(4809,7110),(1372,6642),(5001,2529),(5607,4956),(9237,4419),(11574,7164),(11952,2142)
154,(621,2550),(1798,342),(5625,342),(7407,2387),(7407,6214),(4476,7110),(1312,6314),(5031,2832),(5520,5202),(9180,4695),(11574,7164),(11952,2142)
155,(561,2222),(2132,342),(5959,342),(7407,2721),(7407,6548),(4142,7110),(1252,5986),(5166,3031),(5186,5202),(9180,5029),(11574,7164),(11952,2142)
156,(501,1894),(2465,342),(6292,342),(7407,3054),(7407,6881),(3809,7110),(1192,5658),(5150,3348),(4853,5202),(9286,5256),(11574,7164),(11952,2142)
157,(441,1566),(2798,342),(6625,342),(7407,3387),(7303,7110),(3476,7110),(1131,5330),(4817,3348),(4653,5069),(9619,5256),(11574,7164),(11952,2142)
158,(381,1238),(3132,342),(6959,342),(7407,3721),(6969,7110),(3142,7110),(1071,5003),(4483,3348),(4653,4735),(9953,5256),(11574,7164),(11952,2142)
159,(320,911),(3465,342),(7292,342),(7407,4054),(6636,7110),(2809,7110),(1011,4675),(4150,3348),(4653,4402),(9990,4960),(11574,7164),(11952,2142)
160,(260,583),(3798,342),(7407,560),(7407,4387),(6303,7110),(2476,7110),(951,4347),(3817,3348),(4940,4356),(9990,4627),(11574,7164),(11952,2142)
161,(305,342),(4132,342),(7407,894),(7407,4721),(5969,7110),(2142,7110),(891,4019),(3483,3348),(5274,4356),(9864,4419),(11574,7164),(11952,2142)
162,(638,342),(4465,342),(7407,1227),(7407,5054),(5636,7110),(1809,7110),(831,3691),(3150,3348),(5607,4356),(9531,4419),(11574,7164),(11952,2142)
163,(971,342),(4798,342),(7407,1560),(7407,5387),(5303,7110),(1476,7110),(770,3363),(3150,3015),(5607,4689),(9198,4419),(11574,7164),(11952,2142)
164,(1305,342),(5132,342),(7407,1894),(7407,5721),(4969,7110),(1401,6800),(710,3035),(3150,2681),(5607,5023),(9180,4735),(11574,7164),(11952,2142)
165,(1638,342),(5465,342),(7407,2227),(7407,6054),(4636,7110),(1341,6472),(650,2708),(3331,2529),(5453,5202),(9180,5068),(11574,7164),(11952,2142)
166,(1971,342),(5798,342),(7407,2560),(7407,6387),(4303,7110),(1281,6144),(590,2380),(3664,2529),(5120,5202),(9325,5256),(11574,7164),(11952,2142)
