63.93 	38.95 	66.21 	20.98 	486.46 
64.00 	38.94 	66.21 	20.98 	484.69 
64.07 	38.94 	66.21 	20.98 	484.69 
64.13 	38.94 	66.21 	20.98 	490.85 
64.20 	38.94 	66.21 	20.98 	499.09 
65.49 	38.88 	66.21 	20.98 	0.49 
65.56 	38.88 	66.21 	20.98 	1.64 
65.63 	38.87 	66.21 	20.98 	1.14 
65.70 	38.87 	66.21 	20.98 	1.37 
65.76 	38.87 	66.21 	20.98 	1.37 
65.83 	38.87 	66.21 	20.98 	1.43 
65.90 	38.86 	78.61 	23.15 	481.67 
65.96 	38.86 	78.61 	23.15 	485.81 
66.03 	38.86 	78.61 	23.15 	484.43 
66.10 	38.86 	78.61 	23.15 	489.88 
66.17 	38.85 	78.61 	23.15 	499.31 
66.23 	38.85 	78.61 	23.15 	499.31 
66.30 	38.85 	78.61 	23.15 	479.71 
66.37 	38.84 	78.61 	23.15 	1.06 
66.43 	38.84 	78.61 	23.15 	1.56 
66.50 	38.84 	78.61 	23.15 	1.61 
67.76 	38.79 	78.61 	23.15 	2.12 
67.82 	38.79 	78.61 	23.15 	2.11 
67.89 	38.79 	78.61 	23.15 	2.08 
67.95 	38.78 	78.61 	23.15 	2.09 
68.02 	38.78 	80.85 	13.70 	2.02 
68.08 	38.78 	80.85 	13.70 	0.44 
68.15 	38.78 	80.85 	13.70 	0.49 
68.22 	38.77 	80.85 	13.70 	0.49 
68.28 	38.77 	80.85 	13.70 	0.49 
68.35 	38.77 	80.85 	13.70 	0.49 
69.77 	38.72 	80.85 	13.70 	2.01 
69.84 	38.72 	80.85 	13.70 	2.10 
69.90 	38.72 	80.85 	13.70 	443.11 
69.97 	38.71 	80.85 	13.70 	449.28 
70.03 	38.71 	80.85 	13.70 	441.59 
70.10 	38.71 	77.21 	15.40 	2.08 
70.16 	38.71 	77.21 	15.40 	395.43 
70.22 	38.70 	77.21 	15.40 	0.45 
70.29 	38.70 	77.21 	15.40 	0.49 
70.35 	38.70 	77.21 	15.40 	0.47 
70.42 	38.70 	77.21 	15.40 	0.45 
72.13 	38.65 	154.29 	3.06 	2.01 
72.20 	38.64 	154.29 	3.06 	442.07 
76.12 	38.55 	45.46 	2.98 	636.19 
76.18 	38.55 	45.46 	2.98 	636.19 
76.24 	38.54 	45.46 	2.98 	636.19 
78.08 	38.51 	153.76 	2.95 	530.72 
78.14 	38.51 	153.76 	2.95 	527.31 
80.02 	38.48 	153.59 	2.93 	584.71 
80.08 	38.48 	153.59 	2.93 	582.91 
81.95 	38.46 	45.20 	1.46 	1.06 
82.01 	38.46 	45.20 	1.46 	1.03 
83.87 	38.44 	108.12 	1.45 	1.01 
83.93 	38.44 	108.12 	1.45 	1.00 
85.78 	38.44 	45.03 	1.45 	636.07 
85.84 	38.44 	45.03 	1.45 	634.13 
87.70 	38.44 	44.94 	1.45 	645.86 
87.76 	38.44 	44.94 	1.45 	648.62 
89.61 	38.45 	152.71 	2.91 	448.81 
89.67 	38.45 	152.71 	2.91 	449.64 
91.53 	38.46 	107.77 	1.46 	1.06 
91.59 	38.46 	107.77 	1.46 	498.46 
93.46 	38.49 	107.69 	1.47 	0.98 
93.52 	38.49 	107.69 	1.47 	1.01 
95.41 	38.52 	107.60 	1.48 	399.42 
95.47 	38.52 	107.60 	1.48 	385.89 
97.37 	38.56 	152.01 	2.99 	0.97 
97.43 	38.56 	152.01 	2.99 	1.07 
99.36 	38.60 	107.42 	1.51 	430.26 
99.42 	38.61 	107.42 	1.51 	439.58 
101.37 	38.66 	150.67 	4.42 	491.29 
101.44 	38.66 	150.67 	4.42 	487.58 
103.16 	38.72 	150.67 	4.42 	493.07 
103.23 	38.72 	150.67 	4.42 	493.07 
103.29 	38.72 	150.67 	4.42 	496.74 
103.36 	38.72 	150.67 	4.42 	498.53 
103.42 	38.73 	166.25 	9.27 	499.90 
105.51 	38.80 	92.51 	5.01 	447.95 
105.57 	38.80 	92.51 	5.01 	446.67 
109.83 	38.98 	134.44 	6.10 	389.15 
109.90 	38.99 	134.44 	6.10 	384.92 
112.08 	39.09 	106.89 	1.72 	387.48 
112.16 	39.09 	106.89 	1.72 	395.94 
114.41 	39.21 	150.60 	3.57 	428.48 
114.49 	39.22 	150.60 	3.57 	483.04 
116.83 	39.35 	106.72 	1.86 	642.81 
116.91 	39.35 	106.72 	1.86 	647.91 
119.36 	39.50 	150.24 	3.88 	736.17 
119.44 	39.51 	150.24 	3.88 	787.08 
122.02 	39.67 	43.52 	2.05 	636.69 
122.11 	39.68 	43.52 	2.05 	640.32 
45.97 	39.96 	76.39 	9.18 	0.07 
48.75 	39.76 	76.39 	9.18 	585.01 
48.84 	39.75 	76.39 	9.18 	530.24 
48.93 	39.75 	75.58 	8.83 	538.11 
51.62 	39.56 	75.58 	8.83 	8.06 
51.70 	39.56 	63.95 	5.62 	2.37 
54.16 	39.40 	63.95 	5.62 	548.33 
54.24 	39.40 	63.95 	5.62 	540.19 
54.32 	39.39 	60.53 	9.79 	535.39 
56.59 	39.26 	60.53 	9.79 	492.01 
56.67 	39.25 	60.53 	9.79 	482.35 
56.74 	39.25 	60.53 	9.79 	497.23 
56.82 	39.24 	64.04 	10.72 	430.41 
纬度    经度    角度    速度    压强
58.92 	39.13 	64.04 	10.72 	0.42 
58.99 	39.12 	64.04 	10.72 	0.50 
59.06 	39.12 	64.04 	10.72 	2.01 
59.14 	39.11 	64.04 	10.72 	345.06 
59.21 	39.11 	62.68 	18.24 	3.31 
61.23 	39.01 	62.68 	18.24 	446.08 
61.30 	39.00 	62.68 	18.24 	433.09 
61.37 	39.00 	62.68 	18.24 	488.11 
61.45 	39.00 	62.68 	18.24 	491.23 
61.52 	38.99 	62.65 	12.91 	527.16 
63.40 	38.90 	62.65 	12.91 	492.48 
63.47 	38.90 	62.65 	12.91 	497.04 
63.54 	38.90 	62.65 	12.91 	497.04 
63.61 	38.90 	62.65 	12.91 	499.19 
63.68 	38.89 	62.65 	12.91 	497.56 
63.75 	38.89 	66.21 	20.98 	494.58 
65.52 	38.81 	66.21 	20.98 	0.49 
65.59 	38.81 	66.21 	20.98 	1.64 
65.65 	38.81 	66.21 	20.98 	1.11 
65.72 	38.80 	66.21 	20.98 	1.40 
65.79 	38.80 	66.21 	20.98 	1.43 
65.85 	38.80 	66.21 	20.98 	1.37 
65.92 	38.80 	78.61 	23.15 	476.15 
67.78 	38.72 	78.61 	23.15 	1.97 
67.84 	38.72 	78.61 	23.15 	2.35 
67.91 	38.72 	78.61 	23.15 	2.64 
67.97 	38.72 	78.61 	23.15 	2.32 
68.04 	38.71 	80.85 	13.70 	2.17 
69.79 	38.65 	80.85 	13.70 	2.01 
69.86 	38.65 	80.85 	13.70 	2.07 
69.92 	38.65 	80.85 	13.70 	2.17 
69.99 	38.65 	80.85 	13.70 	441.09 
70.05 	38.64 	80.85 	13.70 	444.03 
70.11 	38.64 	77.21 	15.40 	436.51 
101.36 	38.59 	150.67 	4.42 	487.39 
101.42 	38.60 	150.67 	4.42 	491.50 
54.21 	39.33 	63.95 	5.62 	537.54 
54.29 	39.33 	63.95 	5.62 	547.26 
54.37 	39.32 	60.53 	9.79 	541.75 
56.63 	39.19 	60.53 	9.79 	480.62 
56.70 	39.18 	60.53 	9.79 	496.28 
56.78 	39.18 	60.53 	9.79 	445.29 
56.86 	39.17 	64.04 	10.72 	0.99 
58.95 	39.06 	64.04 	10.72 	2.01 
59.02 	39.05 	64.04 	10.72 	348.81 
59.10 	39.05 	64.04 	10.72 	3.20 
59.17 	39.05 	64.04 	10.72 	3.04 
59.24 	39.04 	62.68 	18.24 	3.08 
61.26 	38.94 	62.68 	18.24 	1.01 
61.33 	38.94 	62.68 	18.24 	481.58 
61.40 	38.93 	62.68 	18.24 	487.21 
61.48 	38.93 	62.68 	18.24 	531.36 
61.55 	38.92 	62.65 	12.91 	538.62 
63.43 	38.84 	62.65 	12.91 	487.88 
63.50 	38.83 	62.65 	12.91 	492.50 
63.57 	38.83 	62.65 	12.91 	490.96 
63.64 	38.83 	62.65 	12.91 	487.88 
63.71 	38.82 	62.65 	12.91 	483.39 
63.78 	38.82 	66.21 	20.98 	481.86 
65.54 	38.74 	66.21 	20.98 	396.25 
65.61 	38.74 	66.21 	20.98 	1.52 
65.68 	38.74 	66.21 	20.98 	444.56 
65.74 	38.74 	66.21 	20.98 	1.14 
65.81 	38.73 	66.21 	20.98 	1.27 
65.88 	38.73 	66.21 	20.98 	1.20 
65.94 	38.73 	78.61 	23.15 	1.24 
69.81 	38.59 	80.85 	13.70 	2.15 
69.88 	38.58 	80.85 	13.70 	435.24 
69.94 	38.58 	80.85 	13.70 	439.53 
70.00 	38.58 	80.85 	13.70 	447.05 
70.07 	38.58 	80.85 	13.70 	1.60 
70.13 	38.57 	77.21 	15.40 	448.53 
58.98 	38.99 	64.04 	10.72 	3.23 
59.06 	38.98 	64.04 	10.72 	3.08 
59.13 	38.98 	64.04 	10.72 	3.11 
59.20 	38.98 	64.04 	10.72 	3.08 
59.28 	38.97 	62.68 	18.24 	3.05 
61.29 	38.87 	62.68 	18.24 	492.98 
61.36 	38.87 	62.68 	18.24 	483.45 
61.43 	38.86 	62.68 	18.24 	529.79 
61.51 	38.86 	62.68 	18.24 	536.83 
61.58 	38.86 	62.65 	12.91 	536.83 
63.46 	38.77 	62.65 	12.91 	545.03 
63.53 	38.77 	62.65 	12.91 	531.74 
63.60 	38.76 	62.65 	12.91 	528.75 
63.66 	38.76 	62.65 	12.91 	531.74 
63.73 	38.76 	62.65 	12.91 	537.55 
63.80 	38.75 	66.21 	20.98 	540.52 
63.49 	38.70 	62.65 	12.91 	545.28 
63.55 	38.70 	62.65 	12.91 	546.47 
63.62 	38.69 	62.65 	12.91 	547.08 
63.69 	38.69 	62.65 	12.91 	529.21 
63.76 	38.69 	62.65 	12.91 	596.96 
63.83 	38.68 	66.21 	20.98 	591.50 
55.31 	37.67 	60.53 	9.79 	675.16 
55.39 	37.66 	60.53 	9.79 	692.66 
55.46 	37.66 	60.53 	9.79 	696.30 
55.54 	37.65 	60.53 	9.79 	698.65 
55.62 	37.65 	60.53 	9.79 	625.46 
55.69 	37.64 	60.53 	9.79 	585.50 
55.77 	37.64 	60.53 	9.79 	549.41 
57.70 	37.53 	64.04 	10.72 	285.65 
57.77 	37.53 	64.04 	10.72 	0.17 
57.85 	37.53 	64.04 	10.72 	0.17 
57.92 	37.52 	64.04 	10.72 	0.18 
57.99 	37.52 	64.04 	10.72 	0.18 
58.06 	37.51 	64.04 	10.72 	0.19 
58.14 	37.51 	64.04 	10.72 	0.19 
55.35 	37.60 	60.53 	9.79 	698.65 
55.42 	37.59 	60.53 	9.79 	684.85 
55.50 	37.59 	60.53 	9.79 	687.04 
55.58 	37.59 	60.53 	9.79 	693.87 
55.65 	37.58 	60.53 	9.79 	646.60 
55.73 	37.58 	60.53 	9.79 	577.22 
55.80 	37.57 	60.53 	9.79 	480.31 
57.73 	37.47 	64.04 	10.72 	288.18 
57.80 	37.46 	64.04 	10.72 	0.16 
57.88 	37.46 	64.04 	10.72 	0.17 
57.95 	37.46 	64.04 	10.72 	0.18 
58.02 	37.45 	64.04 	10.72 	0.18 
58.10 	37.45 	64.04 	10.72 	0.18 
58.17 	37.44 	64.04 	10.72 	0.19 
55.39 	37.53 	60.53 	9.79 	685.66 
55.46 	37.53 	60.53 	9.79 	683.39 
55.54 	37.52 	60.53 	9.79 	695.28 
55.61 	37.52 	60.53 	9.79 	630.25 
55.69 	37.51 	60.53 	9.79 	599.57 
55.76 	37.51 	60.53 	9.79 	542.29 
55.84 	37.51 	60.53 	9.79 	495.28 
57.76 	37.40 	64.04 	10.72 	0.16 
57.84 	37.40 	64.04 	10.72 	0.18 
57.91 	37.39 	64.04 	10.72 	0.18 
57.98 	37.39 	64.04 	10.72 	0.18 
58.06 	37.38 	64.04 	10.72 	0.17 
58.13 	37.38 	64.04 	10.72 	0.17 
58.20 	37.38 	64.04 	10.72 	0.16 
60.05 	37.28 	62.68 	18.24 	3.18 
60.12 	37.28 	62.68 	18.24 	349.94 
60.20 	37.28 	62.68 	18.24 	326.82 
60.27 	37.27 	62.68 	18.24 	391.27 
60.34 	37.27 	62.68 	18.24 	2.01 
60.41 	37.27 	62.68 	18.24 	0.49 
60.48 	37.26 	62.68 	18.24 	0.40 
55.42 	37.46 	60.53 	9.79 	678.50 
55.50 	37.46 	60.53 	9.79 	695.28 
55.57 	37.46 	60.53 	9.79 	628.09 
55.65 	37.45 	60.53 	9.79 	586.86 
55.72 	37.45 	60.53 	9.79 	544.41 
55.80 	37.44 	60.53 	9.79 	491.78 
55.87 	37.44 	60.53 	9.79 	443.74 
57.80 	37.33 	64.04 	10.72 	0.17 
57.87 	37.33 	64.04 	10.72 	0.18 
57.94 	37.33 	64.04 	10.72 	0.17 
58.01 	37.32 	64.04 	10.72 	0.16 
58.09 	37.32 	64.04 	10.72 	286.50 
58.16 	37.31 	64.04 	10.72 	289.05 
58.23 	37.31 	64.04 	10.72 	289.05 
60.08 	37.22 	62.68 	18.24 	341.31 
60.15 	37.21 	62.68 	18.24 	333.26 
60.22 	37.21 	62.68 	18.24 	395.34 
60.29 	37.21 	62.68 	18.24 	0.39 
60.36 	37.20 	62.68 	18.24 	1.52 
60.43 	37.20 	62.68 	18.24 	1.54 
60.50 	37.20 	62.68 	18.24 	1.63 
52.98 	37.54 	63.95 	5.62 	849.43 
53.06 	37.54 	63.95 	5.62 	848.11 
53.14 	37.53 	63.95 	5.62 	848.11 
53.22 	37.53 	63.95 	5.62 	843.40 
55.46 	37.40 	60.53 	9.79 	695.28 
55.53 	37.39 	60.53 	9.79 	628.11 
55.61 	37.39 	60.53 	9.79 	625.57 
55.68 	37.38 	60.53 	9.79 	526.94 
55.76 	37.38 	60.53 	9.79 	527.89 
55.83 	37.38 	60.53 	9.79 	483.21 
55.91 	37.37 	60.53 	9.79 	1.51 
57.83 	37.27 	64.04 	10.72 	286.06 
57.90 	37.26 	64.04 	10.72 	286.39 
57.97 	37.26 	64.04 	10.72 	287.62 
58.05 	37.26 	64.04 	10.72 	288.86 
58.12 	37.25 	64.04 	10.72 	290.65 
58.19 	37.25 	64.04 	10.72 	294.38 
58.26 	37.24 	64.04 	10.72 	299.30 
60.11 	37.15 	62.68 	18.24 	349.79 
60.18 	37.15 	62.68 	18.24 	376.91 
60.25 	37.14 	62.68 	18.24 	2.01 
60.32 	37.14 	62.68 	18.24 	0.95 
60.39 	37.14 	62.68 	18.24 	443.89 
60.46 	37.13 	62.68 	18.24 	431.02 
60.53 	37.13 	62.68 	18.24 	429.54 
104.91 	36.82 	92.51 	5.01 	437.12 
53.02 	37.47 	63.95 	5.62 	836.04 
53.10 	37.47 	63.95 	5.62 	848.11 
53.18 	37.46 	63.95 	5.62 	846.72 
53.26 	37.46 	63.95 	5.62 	845.66 
55.49 	37.33 	60.53 	9.79 	628.11 
55.57 	37.33 	60.53 	9.79 	635.86 
55.64 	37.32 	60.53 	9.79 	597.03 
55.72 	37.32 	60.53 	9.79 	542.69 
55.80 	37.31 	60.53 	9.79 	491.78 
55.87 	37.31 	60.53 	9.79 	1.08 
55.95 	37.30 	60.53 	9.79 	2.01 
57.86 	37.20 	64.04 	10.72 	295.05 
57.93 	37.20 	64.04 	10.72 	292.57 
58.01 	37.19 	64.04 	10.72 	295.05 
58.08 	37.19 	64.04 	10.72 	293.13 
58.15 	37.19 	64.04 	10.72 	295.62 
58.22 	37.18 	64.04 	10.72 	299.42 
58.30 	37.18 	64.04 	10.72 	289.66 
60.14 	37.08 	62.68 	18.24 	327.40 
60.21 	37.08 	62.68 	18.24 	395.34 
60.28 	37.08 	62.68 	18.24 	2.23 
60.35 	37.07 	62.68 	18.24 	447.74 
60.42 	37.07 	62.68 	18.24 	475.08 
60.49 	37.07 	62.68 	18.24 	487.05 
60.56 	37.06 	62.68 	18.24 	530.62 
62.35 	36.98 	62.65 	12.91 	392.99 
64.49 	36.89 	66.21 	20.98 	498.16 
64.55 	36.89 	66.21 	20.98 	477.94 
64.62 	36.88 	66.21 	20.98 	540.96 
64.69 	36.88 	66.21 	20.98 	535.66 
64.75 	36.88 	66.21 	20.98 	482.09 
64.82 	36.87 	66.21 	20.98 	484.13 
64.88 	36.87 	66.21 	20.98 	2.04 
64.95 	36.87 	66.21 	20.98 	398.48 
65.02 	36.87 	66.21 	20.98 	0.48 
66.58 	36.81 	78.61 	23.15 	2.44 
66.64 	36.80 	78.61 	23.15 	1.63 
66.70 	36.80 	78.61 	23.15 	1.63 
66.77 	36.80 	78.61 	23.15 	439.49 
66.83 	36.80 	78.61 	23.15 	446.45 
66.90 	36.79 	78.61 	23.15 	2.11 
66.96 	36.79 	78.61 	23.15 	2.07 
67.03 	36.79 	78.61 	23.15 	2.07 
67.09 	36.79 	78.61 	23.15 	2.06 
68.62 	36.73 	80.85 	13.70 	0.50 
68.68 	36.73 	80.85 	13.70 	0.45 
68.74 	36.73 	80.85 	13.70 	332.47 
68.81 	36.73 	80.85 	13.70 	337.98 
68.87 	36.72 	80.85 	13.70 	337.98 
68.93 	36.72 	80.85 	13.70 	333.42 
69.00 	36.72 	80.85 	13.70 	0.44 
102.88 	36.68 	166.25 	9.27 	429.70 
104.89 	36.75 	92.51 	5.01 	438.16 
108.91 	36.90 	0.00 	0.00 	482.89 
108.98 	36.91 	0.00 	0.00 	482.89 
109.04 	36.91 	134.44 	6.10 	482.72 
47.72 	37.75 	46.53 	2.18 	449.05 
47.81 	37.74 	46.53 	2.18 	439.30 
50.38 	37.57 	46.53 	2.18 	640.71 
50.47 	37.57 	92.88 	6.15 	592.62 
50.55 	37.56 	92.88 	6.15 	578.00 
50.63 	37.56 	92.88 	6.15 	683.16 
52.98 	37.41 	92.88 	6.15 	793.44 
53.06 	37.41 	78.29 	7.31 	786.79 
53.14 	37.40 	78.29 	7.31 	843.40 
53.22 	37.40 	78.29 	7.31 	846.72 
53.30 	37.39 	78.29 	7.31 	841.64 
55.15 	37.28 	78.29 	7.31 	748.36 
55.23 	37.28 	78.29 	7.31 	743.45 
55.30 	37.28 	78.29 	7.31 	683.39 
55.38 	37.27 	78.29 	7.31 	687.11 
55.45 	37.27 	78.29 	7.31 	645.50 
55.53 	37.26 	54.11 	25.39 	627.87 
55.60 	37.26 	54.11 	25.39 	596.67 
55.68 	37.25 	54.11 	25.39 	527.90 
55.76 	37.25 	54.11 	25.39 	526.65 
55.83 	37.25 	54.11 	25.39 	438.71 
55.91 	37.24 	54.11 	25.39 	0.48 
55.98 	37.24 	54.11 	25.39 	3.24 
57.53 	37.15 	54.11 	25.39 	3.10 
57.60 	37.15 	54.11 	25.39 	3.08 
57.68 	37.15 	54.11 	25.39 	3.08 
57.75 	37.14 	54.11 	25.39 	3.06 
57.82 	37.14 	54.11 	25.39 	3.09 
57.89 	37.13 	57.44 	22.62 	3.18 
57.97 	37.13 	57.44 	22.62 	294.55 
58.04 	37.13 	57.44 	22.62 	295.93 
58.11 	37.12 	57.44 	22.62 	295.18 
58.18 	37.12 	57.44 	22.62 	295.18 
58.25 	37.11 	57.44 	22.62 	293.79 
58.33 	37.11 	57.44 	22.62 	288.27 
60.17 	37.02 	152.07 	13.88 	393.93 
60.24 	37.02 	152.07 	13.88 	0.46 
60.31 	37.01 	152.07 	13.88 	0.95 
60.38 	37.01 	152.07 	13.88 	441.01 
60.45 	37.00 	152.07 	13.88 	499.92 
60.52 	37.00 	152.07 	13.88 	543.26 
60.59 	37.00 	152.07 	13.88 	530.61 
61.96 	36.93 	152.07 	13.88 	398.12 
62.03 	36.93 	152.07 	13.88 	0.44 
62.10 	36.93 	152.07 	13.88 	1.62 
62.17 	36.92 	152.07 	13.88 	1.65 
62.24 	36.92 	152.07 	13.88 	0.43 
62.30 	36.92 	152.07 	13.88 	0.45 
62.37 	36.92 	161.27 	11.97 	0.44 
64.05 	36.84 	161.27 	11.97 	547.91 
64.11 	36.84 	161.27 	11.97 	549.25 
64.18 	36.84 	161.27 	11.97 	543.91 
64.25 	36.83 	161.27 	11.97 	533.14 
64.31 	36.83 	161.27 	11.97 	481.30 
64.38 	36.83 	161.27 	11.97 	492.49 
64.45 	36.83 	161.27 	11.97 	498.01 
64.51 	36.82 	82.08 	23.44 	498.16 
64.58 	36.82 	82.08 	23.44 	479.35 
64.64 	36.82 	82.08 	23.44 	534.33 
64.71 	36.82 	82.08 	23.44 	476.53 
64.77 	36.81 	82.08 	23.44 	498.84 
64.84 	36.81 	82.08 	23.44 	1.26 
64.91 	36.81 	82.08 	23.44 	1.76 
64.97 	36.80 	82.08 	23.44 	2.18 
65.04 	36.80 	82.08 	23.44 	380.51 
66.27 	36.75 	82.08 	23.44 	3.05 
66.34 	36.75 	82.08 	23.44 	3.23 
66.40 	36.75 	82.08 	23.44 	347.62 
66.47 	36.75 	82.08 	23.44 	2.07 
66.53 	36.74 	82.08 	23.44 	2.56 
66.60 	36.74 	83.88 	20.01 	1.51 
66.66 	36.74 	83.88 	20.01 	496.70 
66.73 	36.74 	83.88 	20.01 	488.14 
66.79 	36.73 	83.88 	20.01 	495.89 
66.85 	36.73 	83.88 	20.01 	2.47 
66.92 	36.73 	83.88 	20.01 	2.07 
66.98 	36.73 	83.88 	20.01 	2.02 
67.05 	36.72 	83.88 	20.01 	440.38 
67.11 	36.72 	83.88 	20.01 	442.79 
68.19 	36.68 	83.88 	20.01 	2.04 
68.26 	36.68 	83.88 	20.01 	2.19 
68.32 	36.68 	83.88 	20.01 	2.19 
68.38 	36.68 	83.88 	20.01 	2.15 
68.45 	36.67 	83.88 	20.01 	2.11 
68.51 	36.67 	83.88 	20.01 	2.03 
68.57 	36.67 	83.88 	20.01 	398.28 
68.64 	36.67 	84.00 	19.73 	0.49 
68.70 	36.67 	84.00 	19.73 	0.48 
68.76 	36.66 	84.00 	19.73 	398.97 
68.82 	36.66 	84.00 	19.73 	398.69 
68.89 	36.66 	84.00 	19.73 	0.47 
68.95 	36.66 	84.00 	19.73 	0.47 
69.01 	36.66 	84.00 	19.73 	397.37 
70.63 	36.60 	154.38 	3.08 	4.33 
70.70 	36.60 	154.38 	3.08 	5.26 
74.54 	36.50 	154.05 	2.99 	433.63 
74.60 	36.50 	154.05 	2.99 	432.13 
76.45 	36.46 	45.44 	1.48 	442.61 
76.51 	36.46 	45.44 	1.48 	437.58 
78.35 	36.43 	108.37 	1.47 	494.28 
78.40 	36.43 	108.37 	1.47 	489.93 
80.22 	36.40 	45.27 	1.46 	496.58 
80.28 	36.40 	45.27 	1.46 	499.21 
82.09 	36.38 	45.19 	1.45 	529.90 
82.15 	36.38 	45.19 	1.45 	529.90 
83.95 	36.37 	45.11 	1.45 	429.29 
84.01 	36.37 	45.11 	1.45 	428.44 
85.81 	36.36 	45.02 	1.44 	400.00 
85.86 	36.36 	45.02 	1.44 	396.74 
89.51 	36.37 	152.73 	2.89 	436.90 
89.57 	36.37 	152.73 	2.89 	442.46 
91.37 	36.39 	107.79 	1.45 	433.37 
91.43 	36.39 	107.79 	1.45 	441.34 
93.24 	36.41 	107.71 	1.46 	437.27 
93.30 	36.41 	107.71 	1.46 	449.84 
95.13 	36.43 	152.23 	2.94 	0.95 
95.19 	36.44 	152.23 	2.94 	0.96 
97.03 	36.47 	107.54 	1.49 	443.16 
97.08 	36.47 	107.54 	1.49 	433.55 
98.94 	36.51 	107.46 	1.50 	434.97 
99.00 	36.51 	107.46 	1.50 	443.66 
100.89 	36.56 	151.74 	3.05 	429.29 
100.95 	36.56 	151.74 	3.05 	439.41 
102.86 	36.62 	150.29 	4.26 	441.35 
102.92 	36.62 	150.29 	4.26 	441.35 
104.87 	36.69 	153.35 	8.06 	380.60 
104.93 	36.69 	153.35 	8.06 	378.75 
106.86 	36.76 	153.35 	8.06 	488.48 
106.92 	36.76 	96.18 	6.26 	491.64 
106.99 	36.76 	96.18 	6.26 	490.06 
107.05 	36.77 	96.18 	6.26 	490.44 
107.11 	36.77 	96.18 	6.26 	490.44 
108.89 	36.84 	96.18 	6.26 	482.89 
108.95 	36.84 	96.18 	6.26 	485.14 
109.02 	36.85 	117.61 	5.47 	486.73 
109.08 	36.85 	117.61 	5.47 	480.97 
111.17 	36.94 	196.22 	5.51 	446.67 
111.24 	36.94 	196.22 	5.51 	449.32 
111.31 	36.95 	196.22 	5.51 	447.27 
115.69 	37.16 	150.56 	3.62 	540.06 
115.76 	37.17 	150.56 	3.62 	540.58 
118.08 	37.30 	106.70 	1.88 	577.37 
118.15 	37.30 	106.70 	1.88 	626.84 
55.19 	37.22 	78.29 	7.31 	739.03 
55.26 	37.21 	78.29 	7.31 	686.06 
55.34 	37.21 	78.29 	7.31 	635.31 
55.41 	37.20 	78.29 	7.31 	578.01 
55.49 	37.20 	78.29 	7.31 	593.99 
55.57 	37.20 	54.11 	25.39 	599.32 
57.56 	37.09 	54.11 	25.39 	3.07 
57.64 	37.08 	54.11 	25.39 	3.14 
57.71 	37.08 	54.11 	25.39 	3.14 
57.78 	37.08 	54.11 	25.39 	3.14 
57.85 	37.07 	54.11 	25.39 	3.10 
