15,2.266,2.092,1.788,0.749
29,(13650,5808),(11628,2151),(11934,1782),(2025,3951),(7398,4842),(8064,7146),(8082,4662),(900,4338),(3411,5985),(8082,6876),(4158,6084),(7506,3618),(4140,4284),(5994,4356),(7452,3888)
30,(13842,6066),(11304,2160),(11916,1422),(1962,3636),(7434,5256),(8091,7407),(8064,4383),(855,4050),(3096,5958),(8064,7146),(3888,6066),(7479,3303),(4338,4248),(6030,4050),(7506,3618)
31,(14034,6324),(11376,2448),(11898,1062),(1890,3267),(7398,4842),(8118,7668),(8046,4104),(810,3762),(2772,6282),(7722,7137),(4158,6084),(7452,2988),(4590,4356),(5922,4050),(7722,3636)
32,(14226,6582),(11304,2160),(11880,702),(1818,2898),(7434,5256),(8118,7974),(7731,4104),(1242,3744),(2520,6570),(7380,7128),(4518,6192),(7308,3186),(5004,4302),(5832,4284),(7506,3618)
33,(14418,6840),(11232,1836),(11880,450),(2146,2902),(7398,4842),(8466,7980),(7416,4104),(1260,4005),(2268,6858),(7452,7596),(4626,5814),(7110,3582),(5292,4284),(5922,4050),(7479,3303)
34,(14544,7020),(11160,1512),(11880,198),(2475,2907),(7398,4662),(8814,7986),(6984,4050),(1278,4266),(2106,7074),(7398,7956),(4554,5634),(6840,3546),(5472,4356),(5616,4050),(7452,2988)
35,(14502,7362),(11088,1188),(11544,204),(2803,2911),(7062,4662),(9162,7992),(7416,4104),(900,4338),(1836,7362),(7074,7956),(4329,5751),(6552,3690),(5292,4284),(5508,4068),(7812,2898)
36,(14460,7704),(11016,864),(11208,210),(3132,2916),(6726,4662),(9630,7992),(7452,3888),(855,4050),(1566,7650),(6750,7956),(4104,5868),(6174,3726),(5508,4068),(5616,4050),(8118,2952)
37,(14418,8046),(10944,540),(10872,216),(3132,2772),(6390,4662),(9594,7650),(7416,4104),(810,3762),(1602,7938),(6372,7944),(4104,5688),(5868,3834),(5616,4050),(5508,4068),(8352,2970)
38,(14073,8041),(10872,216),(11208,210),(3132,2916),(6390,4374),(9963,7650),(7731,4104),(720,3393),(1902,7926),(5994,7932),(4500,5508),(5922,4050),(5580,3780),(5616,4050),(8118,2952)
39,(13729,8037),(10518,222),(11544,204),(2803,2911),(6390,4086),(10332,7650),(8046,4104),(630,3024),(2202,7914),(5616,7920),(4914,5346),(6030,4050),(5166,3780),(5508,4068),(8118,2736)
40,(13385,8032),(10164,228),(11880,198),(2475,2907),(6678,4050),(10296,7182),(8424,4098),(564,2718),(2502,7902),(5607,7587),(4932,5184),(6408,3852),(4905,3771),(5616,4050),(8118,2952)
41,(13041,8028),(9810,234),(11880,450),(2146,2902),(6984,4050),(10278,6894),(8802,4092),(498,2412),(2493,7506),(5598,7254),(4716,5184),(6840,3726),(4644,3762),(5922,4050),(8352,2970)
42,(12696,8023),(9456,240),(11880,702),(1818,2898),(7020,3852),(10260,6606),(9180,4086),(432,2106),(2484,7110),(5910,7266),(4455,5211),(6408,3852),(4392,3753),(5868,3834),(8118,2952)
43,(12352,8019),(9102,246),(11898,1062),(1770,2604),(6642,3852),(10242,6318),(9198,4392),(742,2083),(2493,7506),(6222,7278),(4194,5238),(6030,4050),(4140,3744),(6174,3726),(7812,2898)
44,(12008,8014),(8748,252),(11916,1422),(1722,2310),(6408,3852),(10620,6318),(9603,4419),(1053,2061),(2502,7902),(6534,7290),(4050,5202),(5922,4050),(3798,3750),(6552,3690),(7740,2628)
45,(11664,8010),(8262,288),(11934,1782),(1674,2016),(6030,4050),(10998,6318),(10008,4446),(1363,2038),(2202,7914),(6480,7128),(4104,5004),(5868,3834),(3456,3756),(6840,3546),(7812,2898)
46,(11634,7728),(8748,252),(11952,2142),(1363,2038),(5994,4356),(11376,6318),(9990,4851),(1674,2016),(1902,7926),(6192,7122),(4122,4644),(6174,3726),(3114,3762),(7110,3582),(7740,2628)
47,(11604,7446),(8262,288),(12318,2124),(1053,2061),(6030,4050),(10998,6318),(9972,5256),(1638,1656),(1602,7938),(5904,7116),(4140,4284),(6552,3690),(3186,3366),(6840,3726),(7812,2898)
48,(11574,7164),(8748,252),(12684,2106),(742,2083),(5922,4050),(10620,6318),(9846,5292),(1746,1332),(1566,7650),(5616,7110),(3798,4281),(6840,3546),(3312,3348),(6408,3852),(7452,2988)
49,(11508,6882),(8262,288),(13050,2088),(432,2106),(5832,4284),(10242,6318),(9846,5634),(1854,1008),(1512,7371),(5319,7110),(3456,4278),(7110,3276),(3438,3330),(6390,4086),(7308,2844)
50,(11442,6600),(8748,252),(13068,2430),(369,1746),(5922,4050),(9810,6300),(9846,5976),(2178,864),(1458,7092),(5022,7110),(3114,4275),(7128,2844),(3852,3330),(6390,4374),(7074,2718)
51,(11376,6318),(9102,246),(12702,2442),(306,1386),(5616,4050),(9846,5976),(9810,6300),(1854,1008),(1404,6984),(4644,7110),(2772,4272),(7110,3276),(3798,2952),(6390,4662),(6858,2664)
52,(11442,6600),(9456,240),(12336,2454),(276,1062),(5922,4050),(10242,5922),(10242,6318),(1746,1332),(1359,6732),(4602,6804),(2430,4269),(7128,2844),(3456,2988),(6726,4662),(6696,2754)
53,(11508,6882),(9810,234),(11970,2466),(246,738),(5868,3834),(9846,5976),(10242,5922),(1638,1656),(1314,6480),(4560,6498),(2088,4266),(7452,2988),(3474,3186),(7062,4662),(6768,2952)
54,(11574,7164),(10164,228),(11673,2457),(216,414),(6174,3726),(9846,5634),(10242,6318),(1674,2016),(1359,6732),(4518,6192),(2124,4662),(7812,2898),(3168,3186),(7398,4662),(6516,2934)
55,(11919,7128),(10518,222),(11376,2448),(246,738),(6552,3690),(9846,5292),(9810,6300),(1722,2310),(1404,6984),(4779,6228),(2160,4950),(8118,2952),(3132,2916),(7740,4662),(6246,2943)
56,(12265,7092),(10872,216),(11673,2457),(276,1062),(6840,3546),(9504,5274),(9846,5976),(1770,2604),(1458,7092),(5040,6264),(2394,5184),(8352,2970),(2803,2911),(8082,4662),(5976,2952)
57,(12610,7056),(11208,210),(11970,2466),(306,1386),(7110,3582),(9162,5256),(10242,5922),(1818,2898),(1782,7083),(5238,6210),(2718,5202),(8118,2952),(2475,2907),(8064,4383),(5940,3246)
58,(12956,7020),(11544,204),(11673,2457),(369,1746),(6840,3726),(8814,5244),(10242,6318),(2146,2902),(2106,7074),(5580,6246),(3042,5220),(8118,2736),(2146,2902),(8046,4104),(5904,3540)
59,(13302,6984),(11880,198),(11376,2448),(432,2106),(6408,3852),(8466,5232),(9810,6300),(2475,2907),(2484,7110),(5592,5904),(3042,5508),(8472,2712),(1818,2898),(8424,4098),(5868,3834)
60,(13671,6912),(12240,186),(11304,2160),(498,2412),(6390,4086),(8118,5220),(9495,6309),(2803,2911),(2826,7110),(5604,5562),(2713,5544),(8826,2688),(2146,2902),(8802,4092),(6174,3726)
61,(14040,6840),(12600,174),(11232,1836),(564,2718),(6390,4374),(8100,4941),(9180,6318),(3132,2916),(3168,7110),(5616,5220),(2385,5580),(9180,2664),(2475,2907),(9180,4086),(6552,3690)
62,(13842,6541),(12960,162),(11160,1512),(630,3024),(6390,4662),(8082,4662),(9171,6732),(3168,3186),(3510,7110),(5274,5202),(2056,5616),(9198,2340),(2803,2911),(9175,3762),(6840,3546)
63,(13644,6242),(12969,423),(11088,1188),(720,3393),(6726,4662),(8442,4662),(9162,7146),(3186,3366),(3519,7506),(5058,5454),(1728,5652),(8886,2346),(3132,2916),(9171,3438),(7110,3276)
64,(13446,5943),(12978,684),(11016,864),(810,3762),(7062,4662),(8802,4662),(9171,6732),(3114,3762),(3528,7902),(4806,5544),(1692,5832),(8574,2352),(3132,2772),(9166,3114),(7128,2844)
65,(13248,5644),(12612,690),(10944,540),(1242,3744),(7398,4662),(9162,4662),(9180,6318),(3186,3366),(3825,7915),(4554,5634),(2043,5863),(8262,2358),(3456,2808),(9162,2790),(7110,3276)
66,(13050,5346),(12246,696),(10872,216),(1260,4005),(7740,4662),(9198,4392),(9174,5964),(3312,3348),(4122,7929),(4329,5751),(2394,5895),(8001,2349),(3456,2502),(8757,2880),(7128,2844)
67,(13266,5292),(11880,702),(11208,210),(1278,4266),(8082,4662),(9603,4419),(9168,5610),(3438,3330),(4419,7942),(4104,5868),(2745,5926),(7740,2340),(3114,2502),(8352,2970),(6768,2952)
68,(13458,5550),(11898,1062),(11544,204),(900,4338),(8064,4383),(10008,4446),(9162,5256),(3852,3330),(4716,7956),(4158,6084),(3096,5958),(7434,2376),(3096,2070),(8118,2952),(6516,2934)
69,(13650,5808),(11916,1422),(11880,198),(855,4050),(8046,4104),(9990,4851),(9504,5274),(4104,3348),(4692,7674),(3888,6066),(2772,6282),(7452,1908),(3294,2070),(8118,2736),(6516,2718)
70,(13842,6066),(11934,1782),(11880,450),(810,3762),(8064,4383),(9972,5256),(9846,5292),(4140,3132),(4668,7392),(3726,6012),(2520,6570),(7722,1890),(3294,2250),(8472,2712),(6282,2538)
71,(14034,6324),(11952,2142),(11880,702),(1242,3744),(8082,4662),(10458,5238),(9972,5256),(4104,2916),(4644,7110),(4104,5688),(2268,6858),(8010,1899),(3474,2250),(8826,2688),(6156,2142)
72,(14226,6582),(11934,1782),(11898,1062),(1602,3690),(8064,4383),(9972,5256),(10458,5238),(3798,2952),(4602,6804),(3726,6012),(2520,6570),(8298,1908),(3798,2250),(9180,2664),(6282,2142)
73,(14418,6840),(11916,1422),(11916,1422),(1962,3636),(8046,4104),(9846,5292),(10800,5256),(3456,2988),(4560,6498),(3888,6066),(2772,6282),(8280,1611),(4122,2250),(9198,2340),(6336,2358)
74,(14544,7020),(11898,1062),(11934,1782),(2025,3951),(7731,4104),(9504,5274),(11142,5274),(3474,3186),(4518,6192),(4158,6084),(2520,6570),(8262,1314),(4104,2484),(8886,2346),(6597,2511)
75,(14502,7362),(11880,702),(11952,2142),(2088,4266),(7416,4104),(9162,5256),(10800,5256),(3438,3330),(4626,5814),(4518,6192),(2268,6858),(7857,1341),(4104,2808),(8574,2352),(6858,2664)
76,(14460,7704),(12246,696),(12318,2124),(1683,4266),(6984,4050),(9168,5610),(10458,5238),(3852,3330),(4554,5634),(4626,5814),(2520,6570),(7452,1368),(4104,2916),(8262,2358),(6840,2322)
77,(14418,8046),(12612,690),(12684,2106),(1278,4266),(6678,4050),(9174,5964),(10446,4902),(4104,3348),(4329,5751),(4554,5634),(2772,6282),(7164,1359),(4518,2934),(8001,2349),(7137,2349)
78,(14073,8041),(12978,684),(13050,2088),(900,4338),(6642,3852),(9180,6318),(10434,4566),(4140,3132),(4104,5868),(4329,5751),(3096,5958),(6876,1350),(4500,3150),(7740,2340),(7434,2376)
79,(13729,8037),(12969,423),(13068,2430),(990,4752),(7020,3852),(9171,6732),(10422,4230),(4104,2916),(4104,5688),(4104,5868),(3411,5985),(6840,1728),(4356,3348),(7434,2376),(7740,2340)
80,(13385,8032),(12960,162),(12702,2442),(1278,4770),(7452,3888),(9162,7146),(9954,4230),(4518,2934),(4500,5508),(4104,5688),(3726,6012),(6480,1719),(4644,3330),(7137,2349),(7434,2376)
81,(13041,8028),(12600,174),(12336,2454),(1566,4788),(7740,3888),(9153,7398),(9882,4032),(4104,2916),(4914,5346),(3726,6012),(3888,6066),(6120,1710),(4932,3348),(6840,2322),(7452,1908)
82,(12696,8023),(12240,186),(11970,2466),(1548,5184),(8028,3888),(9144,7650),(9954,4230),(4104,2808),(4932,5184),(3888,6066),(4158,6084),(6282,2142),(5166,3330),(6858,2664),(7452,1638)
83,(12352,8019),(11880,198),(11673,2457),(1080,5202),(8316,3888),(9594,7650),(10422,4230),(4104,2484),(4914,5346),(4158,6084),(4518,6192),(6336,2358),(5148,3168),(6696,2754),(7452,1368)
84,(12008,8014),(11544,204),(11376,2448),(1548,5184),(8262,3654),(9630,7992),(10434,4566),(3780,2493),(4500,5508),(4518,6192),(4560,6498),(6597,2511),(4950,3186),(6768,2952),(7164,1359)
85,(11664,8010),(11208,210),(11304,2160),(1566,4788),(7830,3528),(9162,7992),(10446,4902),(3456,2502),(4104,5688),(4560,6498),(4602,6804),(6858,2664),(4932,3348),(6516,2934),(6876,1350)
86,(12008,8014),(10872,216),(11025,2277),(1278,4770),(7722,3636),(8814,7986),(10458,5238),(3456,2808),(4050,5202),(4602,6804),(4644,7110),(7074,2718),(5166,3330),(6246,2943),(6840,1728)
87,(12352,8019),(11208,210),(10746,2394),(990,4752),(7506,3618),(8466,7980),(10800,5256),(3132,2772),(4194,5238),(4644,7110),(4266,7110),(7308,2844),(5166,3780),(5976,2952),(6480,1719)
88,(12696,8023),(11544,204),(10467,2511),(1080,5202),(7479,3303),(8118,7974),(11142,5274),(3114,2502),(4104,5004),(5022,7110),(3888,7110),(7074,2718),(5580,3780),(5544,2916),(6120,1710)
89,(13041,8028),(11880,198),(10188,2628),(1548,5184),(7452,2988),(8118,7668),(10800,5256),(3096,2070),(4194,5238),(5319,7110),(3510,7110),(7308,2844),(5580,3312),(5364,2952),(5976,1476)
90,(13385,8032),(12240,186),(9846,2682),(1566,4788),(7308,3186),(8091,7407),(10458,5238),(3294,2070),(4050,5202),(5616,7110),(3519,7506),(7452,2988),(5364,2952),(5544,2916),(6390,1404)
91,(13729,8037),(12600,174),(9504,2736),(1278,4770),(7110,3582),(8064,7146),(10800,5256),(3294,2250),(3762,5220),(5598,7254),(3528,7902),(7308,3186),(5544,2916),(5535,2628),(6624,1332)
92,(14073,8041),(12960,162),(9162,2790),(990,4752),(6840,3726),(7722,7137),(11142,5274),(3474,2250),(3474,5238),(5607,7587),(3519,7506),(7110,3582),(5976,2952),(5526,2340),(6696,1044)
93,(14418,8046),(12969,423),(9180,2664),(900,4338),(6408,3852),(7380,7128),(10800,5256),(3456,2502),(3042,5220),(5616,7920),(3510,7110),(7020,3852),(5940,3246),(5769,2277),(6768,756)
94,(14073,8041),(12978,684),(9198,2340),(855,4050),(6390,4086),(7380,6840),(10458,5238),(3456,2808),(3042,5508),(5994,7932),(3519,7506),(6984,4050),(5904,3540),(6012,2214),(6894,1062)
95,(13729,8037),(12612,690),(9180,2664),(810,3762),(6390,4374),(7380,6552),(9972,5256),(3132,2772),(3042,5220),(6372,7944),(3528,7902),(7416,4104),(5868,3834),(6156,2142),(7155,1089)
96,(13385,8032),(12246,696),(9198,2340),(720,3393),(6390,4662),(7380,6264),(9990,4851),(3132,2916),(3042,5508),(6750,7956),(3519,7506),(7452,3888),(5904,3540),(6282,2538),(7416,1116)
97,(13041,8028),(11880,702),(9180,2664),(630,3024),(6726,4662),(7056,6273),(10008,4446),(3168,3186),(3042,5220),(6750,7551),(3510,7110),(7416,4104),(5940,3246),(6516,2718),(7452,1368)
98,(12696,8023),(11898,1062),(9162,2790),(927,2992),(7062,4662),(6732,6282),(9603,4419),(3474,3186),(3474,5238),(6750,7146),(3888,7110),(6984,4050),(5976,2952),(6516,2934),(7452,1638)
99,(12352,8019),(11916,1422),(9504,2736),(1224,2961),(7398,4662),(7056,6273),(9198,4392),(3456,2988),(3600,5625),(6480,7128),(4266,7110),(7020,3852),(6246,2943),(6246,2943),(7452,1908)
100,(12008,8014),(11934,1782),(9846,2682),(1521,2929),(7740,4662),(7380,6264),(9162,4662),(3798,2952),(3726,6012),(6534,7290),(4644,7110),(7452,3888),(6516,2934),(5976,2952),(7434,2376)
101,(11664,8010),(11952,2142),(10188,2628),(1818,2898),(8082,4662),(7749,6273),(8802,4662),(3852,3330),(3888,6066),(6222,7278),(4602,6804),(7416,4104),(6768,2952),(5940,3246),(7740,2340)
102,(11634,7728),(11628,2151),(9846,2682),(1770,2604),(8064,4383),(8118,6282),(8442,4662),(3438,3330),(4158,6084),(5910,7266),(4560,6498),(6984,4050),(6516,2934),(5904,3540),(7434,2376)
103,(11604,7446),(11304,2160),(9504,2736),(1722,2310),(8046,4104),(8478,6300),(8082,4662),(3312,3348),(4104,5868),(5598,7254),(4518,6192),(7020,3852),(6516,2718),(5868,3834),(7137,2349)
104,(11574,7164),(11376,2448),(9162,2790),(1674,2016),(7731,4104),(8460,6642),(8100,4941),(3186,3366),(4329,5751),(5607,7587),(4779,6228),(7452,3888),(6516,2934),(6174,3726),(6840,2322)
105,(11508,6882),(11304,2160),(9504,2736),(1638,1656),(7416,4104),(8100,6606),(8118,5220),(3114,3762),(4554,5634),(5616,7920),(5040,6264),(7506,3618),(6768,2952),(6552,3690),(6840,2025)
106,(11442,6600),(11376,2448),(9846,2682),(1674,2016),(6984,4050),(8118,6282),(8118,5574),(3186,3366),(4626,5814),(5994,7932),(5238,6210),(7677,3375),(6516,2934),(6840,3546),(6840,1728)
107,(11376,6318),(11304,2160),(10188,2628),(1638,1656),(6678,4050),(8118,5928),(8118,5928),(3114,3762),(4518,6192),(6372,7944),(5238,5886),(7848,3132),(6516,2718),(7110,3276),(6480,1719)
108,(11442,6600),(11376,2448),(10467,2511),(1674,2016),(6642,3852),(8118,5574),(8118,6282),(3186,3366),(4560,6498),(6750,7956),(5094,5634),(7677,3375),(6516,2934),(7128,2844),(6120,1710)
109,(11508,6882),(11304,2160),(10746,2394),(1363,2038),(7020,3852),(8118,5220),(8478,6300),(3312,3348),(4602,6804),(7074,7956),(5238,5886),(7506,3618),(6246,2943),(7110,3276),(6282,2142)
110,(11574,7164),(11628,2151),(11025,2277),(1053,2061),(7452,3888),(8100,4941),(8460,6642),(3438,3330),(4644,7110),(7398,7956),(5094,5634),(7722,3636),(5976,2952),(7128,2844),(6336,2358)
111,(11919,7128),(11952,2142),(11304,2160),(742,2083),(7740,3888),(8082,4662),(8478,6300),(3474,3186),(4668,7392),(7452,7596),(5058,5454),(7830,3528),(5940,3246),(7452,2988),(6597,2511)
112,(12265,7092),(11934,1782),(11232,1836),(432,2106),(8028,3888),(8442,4662),(8460,6642),(3168,3186),(4692,7674),(7380,7128),(5274,5202),(8262,3654),(5904,3540),(7308,3186),(6858,2664)
113,(12610,7056),(11916,1422),(11160,1512),(369,1746),(8316,3888),(8802,4662),(8478,6300),(3132,2916),(4716,7956),(7380,6840),(5292,5058),(7830,3528),(5868,3834),(7110,3582),(6696,2754)
114,(12956,7020),(11898,1062),(11088,1188),(306,1386),(8262,3654),(9162,4662),(8118,6282),(3456,2988),(4419,7942),(7380,6552),(5130,4968),(8262,3654),(5904,3540),(7020,3852),(6516,2718)
115,(13302,6984),(11880,702),(11016,864),(276,1062),(7830,3528),(9198,4392),(8118,5928),(3798,2952),(4122,7929),(7380,6264),(4986,4896),(7830,3528),(5940,3246),(6984,4050),(6282,2538)
116,(13671,6912),(12246,696),(10944,540),(246,738),(7722,3636),(9180,4086),(8118,5574),(3852,3330),(3825,7915),(7056,6273),(4662,4878),(7722,3636),(5976,2952),(7416,4104),(6156,2142)
117,(14040,6840),(12612,690),(10872,216),(216,414),(7506,3618),(9198,4392),(8118,5220),(4104,3348),(3528,7902),(6732,6282),(4626,4617),(7506,3618),(5544,2916),(7731,4104),(6030,1890)
118,(13842,6541),(12978,684),(11208,210),(246,738),(7479,3303),(9603,4419),(7776,5238),(4140,3132),(3186,7902),(6372,6210),(4590,4356),(7677,3375),(5535,2628),(8046,4104),(5841,1719)
119,(13644,6242),(12969,423),(11544,204),(276,1062),(7452,2988),(10008,4446),(7434,5256),(4104,3348),(2844,7902),(6372,5880),(5004,4302),(7848,3132),(5526,2340),(8064,4383),(5652,1548)
120,(13446,5943),(12960,162),(11880,198),(306,1386),(7812,2898),(9990,4851),(7398,4842),(4140,3132),(2502,7902),(6372,5550),(4986,4572),(7677,3375),(5769,2277),(8082,4662),(5616,1278)
121,(13248,5644),(12600,174),(11880,450),(276,1062),(8118,2952),(9972,5256),(7434,5256),(4104,2916),(2202,7914),(6372,5220),(4968,4680),(7506,3618),(6012,2214),(8064,4383),(6066,1278)
122,(13050,5346),(12240,186),(11880,702),(246,738),(8352,2970),(10458,5238),(7398,4842),(4518,2934),(1902,7926),(6408,4860),(5274,4788),(7677,3375),(6156,2142),(8046,4104),(6408,1278)
123,(13266,5292),(11880,198),(11898,1062),(216,414),(8118,2952),(9972,5256),(7398,4662),(4104,2916),(1602,7938),(6021,4860),(5562,4608),(7848,3132),(6012,2214),(8424,4098),(6516,1008)
124,(13458,5550),(11544,204),(11916,1422),(246,738),(8118,2736),(9846,5292),(7062,4662),(4104,2808),(1566,7650),(5634,4860),(5634,4860),(7677,3375),(5769,2277),(8802,4092),(6624,738)
125,(13650,5808),(11208,210),(11934,1782),(276,1062),(8082,2628),(9846,5634),(6726,4662),(4104,2484),(1512,7371),(5508,4878),(5508,4878),(7506,3618),(5526,2340),(9180,4086),(6516,1008)
126,(13842,6066),(10872,216),(11952,2142),(306,1386),(7740,2628),(9846,5976),(6390,4662),(4104,2808),(1458,7092),(5292,5058),(5292,5058),(7479,3303),(5508,1908),(9175,3762),(6408,1278)
127,(14034,6324),(10518,222),(12318,2124),(369,1746),(7812,2898),(9810,6300),(6726,4662),(4104,2484),(1782,7083),(5130,4968),(5130,4968),(7452,2988),(5526,2340),(9171,3438),(6066,1278)
128,(14226,6582),(10164,228),(12684,2106),(432,2106),(7740,2628),(9495,6309),(7062,4662),(3780,2493),(2106,7074),(4932,5184),(4932,5184),(7812,2898),(5508,1908),(9166,3114),(5796,936)
129,(14418,6840),(9810,234),(13050,2088),(498,2412),(8082,2628),(9180,6318),(7398,4662),(3456,2502),(2268,6858),(4914,5346),(4914,5346),(7740,2628),(5526,2340),(9162,2790),(5832,738)
130,(14544,7020),(9456,240),(13068,2430),(564,2718),(8118,2736),(9171,6732),(7062,4662),(3114,2502),(2520,6570),(4932,5184),(4500,5508),(8082,2628),(5535,2628),(9504,2736),(5832,288)
