20,2.066,1.972,1.464,0.786
19,(7506,3618),(1638,1656),(12702,2442),(13032,1737),(8860,562),(14040,6840),(4122,2250),(10242,6318),(7434,5256),(9531,4059),(1692,5832),(7380,6264),(4158,6084),(7452,2988),(4932,3348),(3474,5238),(5022,2736),(5886,4554),(4932,5184),(5130,4968)
20,(7722,3636),(1674,2016),(12336,2454),(13014,1386),(8748,252),(13842,6541),(3798,2250),(9810,6300),(7776,5238),(9180,4086),(1728,5652),(7056,6273),(3888,6066),(7128,2844),(4644,3330),(3042,5220),(5058,2916),(5994,4356),(5274,5202),(5274,4788)
21,(7830,3528),(1722,2310),(11970,2466),(12996,1035),(8262,288),(13644,6242),(3474,2250),(9495,6309),(8118,5220),(8802,4092),(2056,5616),(6732,6282),(3726,6012),(7452,2988),(4626,2934),(3474,5238),(5166,2934),(5886,4554),(5292,5058),(4968,4680)
22,(7722,3636),(1770,2604),(11673,2457),(12978,684),(8262,630),(13446,5943),(3798,2250),(9180,6318),(8100,4941),(8424,4098),(2385,5580),(6372,6210),(3411,5985),(7443,2682),(4518,2934),(3042,5220),(5148,3168),(5994,4356),(5130,4968),(4986,4572)
23,(7830,3528),(1818,2898),(11376,2448),(12969,423),(8262,972),(13248,5644),(4122,2250),(9171,6732),(8082,4662),(8046,4104),(2713,5544),(5976,6228),(3096,5958),(7434,2376),(4500,3150),(3474,5238),(5166,3330),(6030,4050),(4986,4896),(5346,4572)
24,(7722,3636),(1521,2929),(11673,2457),(12960,162),(8262,1314),(13050,5346),(4590,2250),(9162,7146),(8442,4662),(8064,4383),(3042,5508),(5580,6246),(2772,6282),(7740,2340),(4140,3132),(3762,5220),(5148,3168),(5922,4050),(4662,4878),(5472,4356)
25,(7506,3618),(1224,2961),(11970,2466),(12969,423),(8280,1611),(13266,5292),(4122,2250),(9153,7398),(8802,4662),(8082,4662),(2713,5544),(5592,6534),(2520,6570),(7722,1890),(4104,2916),(4050,5202),(4950,3186),(5832,4284),(4716,5184),(5292,4284)
26,(7677,3375),(927,2992),(11673,2457),(12978,684),(8298,1908),(13050,5346),(4086,2070),(9144,7650),(9162,4662),(8100,4941),(2385,5580),(5604,6822),(2268,6858),(8010,1899),(3798,2952),(4104,5688),(5148,3168),(5922,4050),(4455,5211),(5004,4302)
27,(7848,3132),(630,3024),(11376,2448),(12969,423),(8280,1611),(13266,5292),(3690,2070),(9162,7992),(9198,4392),(8118,5220),(2056,5616),(5616,7110),(2106,7074),(8298,1908),(3456,2988),(4500,5508),(5166,3330),(5616,4050),(4194,5238),(4590,4356)
28,(8166,3294),(564,2718),(11304,2160),(12960,162),(8262,1314),(13458,5550),(3294,2070),(9630,7992),(9603,4419),(8100,4941),(1728,5652),(5598,7254),(1836,7362),(8280,1611),(3474,3186),(4914,5346),(5148,3168),(5508,4068),(4050,5202),(4338,4248)
29,(8484,3456),(498,2412),(11025,2277),(12969,423),(8280,1611),(13650,5808),(3690,2070),(9969,7995),(10008,4446),(8082,4662),(1692,5832),(5607,7587),(1566,7650),(8262,1314),(3438,3330),(4932,5184),(4950,3186),(5616,4050),(4104,5004),(4140,4284)
30,(8802,3618),(432,2106),(10746,2394),(12978,684),(8298,1908),(13842,6066),(4086,2070),(10308,7998),(9990,4851),(7740,4662),(2043,5863),(5616,7920),(1512,7371),(7857,1341),(3852,3330),(5274,5202),(5148,3168),(5508,4068),(4122,4644),(4140,4014)
31,(9139,3618),(369,1746),(10467,2511),(12996,1035),(8280,1611),(14034,6324),(3690,2070),(10647,8001),(9972,5256),(7398,4662),(2394,5895),(5994,7932),(1458,7092),(7452,1368),(3798,2952),(5292,5058),(5166,2934),(5616,4050),(4140,4284),(4140,3744)
32,(9477,3618),(306,1386),(10188,2628),(13014,1386),(8262,1314),(14226,6582),(3294,2070),(10986,8004),(9846,5292),(7398,4842),(2745,5926),(6372,7944),(1404,6984),(7452,1638),(3456,2988),(5130,4968),(5058,2916),(5508,4068),(4338,4248),(4392,3753)
33,(9814,3618),(276,1062),(10467,2511),(13032,1737),(8262,972),(14418,6840),(3690,2070),(11325,8007),(9846,5634),(7398,4662),(3096,5958),(6750,7956),(1458,7092),(7452,1908),(3474,3186),(4986,4896),(5364,2952),(5616,4050),(4590,4356),(4644,3762)
34,(10152,3618),(246,738),(10746,2394),(13050,2088),(8262,630),(14040,6840),(4086,2070),(11664,8010),(9846,5976),(7407,4383),(2772,6282),(7074,7956),(1512,7371),(7434,2376),(3168,3186),(4662,4878),(5544,2916),(5922,4050),(5004,4302),(4905,3771)
35,(9814,3618),(216,414),(11025,2277),(12684,2106),(8262,288),(13671,6912),(4077,1728),(11634,7728),(9810,6300),(7416,4104),(2520,6570),(7398,7956),(1566,7650),(7740,2340),(3132,2916),(4716,5184),(5976,2952),(5868,3834),(4986,4572),(5166,3780)
36,(9477,3618),(246,738),(11304,2160),(12318,2124),(7848,279),(13302,6984),(4068,1386),(11604,7446),(10242,6318),(7731,4104),(2268,6858),(7758,7965),(1836,7362),(7722,1890),(2803,2911),(4455,5211),(6246,2943),(6174,3726),(4968,4680),(5166,3330)
37,(9139,3618),(276,1062),(11628,2151),(11952,2142),(7434,270),(13671,6912),(4374,1344),(11574,7164),(10242,5922),(8046,4104),(2106,7074),(8118,7974),(2106,7074),(8010,1899),(2475,2907),(4194,5238),(6516,2934),(6552,3690),(5274,4788),(4932,3348)
38,(8802,3618),(306,1386),(11952,2142),(11628,2151),(7416,720),(14040,6840),(4680,1302),(11254,7168),(10242,6318),(7731,4104),(1782,7083),(8118,7668),(2484,7110),(8298,1908),(2146,2902),(4455,5211),(6768,2952),(6840,3546),(5130,4968),(4644,3330)
39,(9139,3618),(276,1062),(11934,1782),(11304,2160),(7416,1116),(13671,6912),(4986,1260),(10935,7173),(9810,6300),(7416,4104),(1458,7092),(7785,7632),(2493,7506),(8280,1611),(1818,2898),(4716,5184),(7128,2844),(7110,3276),(4932,5184),(4356,3348)
40,(9477,3618),(246,738),(11916,1422),(11376,2448),(7416,720),(13302,6984),(5022,1530),(10615,7177),(9846,5976),(7407,4383),(1404,6984),(7452,7596),(2502,7902),(8262,1314),(1890,3267),(4932,5184),(7110,3276),(7128,2844),(4914,5346),(4104,3348)
41,(9814,3618),(216,414),(11898,1062),(11673,2457),(7416,1116),(13671,6912),(5058,1800),(10296,7182),(10242,5922),(7398,4662),(1359,6732),(7380,7128),(2844,7902),(7857,1341),(1962,3636),(4914,5346),(7128,2844),(7452,2988),(4500,5508),(3852,3330)
42,(10152,3618),(246,738),(11880,702),(11970,2466),(7416,720),(14040,6840),(5022,1530),(10332,7650),(10242,6318),(7398,4842),(1314,6480),(7065,7137),(3186,7902),(7452,1368),(1890,3267),(4500,5508),(7452,2988),(7479,3303),(4104,5688),(4104,3348)
43,(9814,3618),(276,1062),(11880,450),(12336,2454),(7434,270),(13842,6541),(4986,1260),(9963,7650),(9810,6300),(7398,4662),(1269,6147),(6750,7146),(3528,7902),(7416,1116),(1818,2898),(4104,5688),(7308,3186),(7506,3618),(4104,5868),(4140,3132)
44,(9477,3618),(306,1386),(11880,198),(12702,2442),(7038,270),(13644,6242),(5022,1530),(9594,7650),(9495,6309),(7398,4842),(1224,5814),(6480,7128),(3825,7915),(7155,1089),(1770,2604),(3726,6012),(7452,2988),(7452,3888),(4329,5751),(4500,3150)
45,(9139,3618),(369,1746),(11880,450),(13068,2430),(6642,270),(13446,5943),(5058,1800),(9144,7650),(9180,6318),(7398,4662),(1152,5508),(6534,7290),(4122,7929),(6894,1062),(1722,2310),(3888,6066),(7308,2844),(7740,3888),(4554,5634),(4518,2934)
46,(8802,3618),(432,2106),(11880,702),(12702,2442),(7038,270),(13248,5644),(5022,1530),(9162,7992),(9171,6732),(7740,4662),(1080,5202),(6222,7278),(4419,7942),(6768,756),(1674,2016),(4158,6084),(7074,2718),(8028,3888),(4626,5814),(4626,2934)
47,(8484,3456),(742,2083),(11880,450),(12336,2454),(7434,270),(13050,5346),(4986,1260),(9630,7992),(9162,7146),(8082,4662),(1548,5184),(5910,7266),(4716,7956),(6696,1044),(1722,2310),(4518,6192),(6858,2664),(8316,3888),(4554,5634),(5058,2916)
48,(8166,3294),(1053,2061),(11880,198),(11970,2466),(7038,270),(13266,5292),(5022,1530),(9969,7995),(9171,6732),(8100,4941),(1872,5175),(5598,7254),(4419,7942),(6624,1332),(1770,2604),(4158,6084),(6696,2754),(8262,3654),(4626,5814),(5364,2952)
49,(7848,3132),(1363,2038),(11880,450),(11673,2457),(6642,270),(13458,5550),(5058,1800),(10308,7998),(9180,6318),(8118,5220),(2196,5166),(5607,7587),(4122,7929),(6390,1404),(1818,2898),(4518,6192),(6516,2718),(7830,3528),(4554,5634),(5580,3312)
50,(7677,3375),(1674,2016),(11880,702),(11376,2448),(7038,270),(13650,5808),(5022,1530),(10647,8001),(9174,5964),(8466,5232),(2394,5184),(5616,7920),(3825,7915),(5976,1476),(1890,3267),(4158,6084),(6282,2538),(7722,3636),(4806,5544),(5580,3780)
51,(7506,3618),(1638,1656),(11898,1062),(11304,2160),(7434,270),(13842,6066),(4986,1260),(10986,8004),(9168,5610),(8814,5244),(2160,4950),(5994,7932),(3528,7902),(6120,1710),(1962,3636),(4104,5868),(6156,2142),(7506,3618),(5058,5454),(5616,4050)
52,(7452,3888),(1674,2016),(11916,1422),(11628,2151),(7848,279),(14034,6324),(4680,1302),(11325,8007),(9162,5256),(9162,5256),(2124,4662),(6372,7944),(3186,7902),(6282,2142),(1890,3267),(4329,5751),(6282,2142),(7677,3375),(5094,5634),(5508,4068)
53,(7416,4104),(1722,2310),(11934,1782),(11952,2142),(8262,288),(14226,6582),(4374,1344),(11664,8010),(9504,5274),(9168,5610),(1845,4725),(6750,7956),(2844,7902),(6336,2358),(1818,2898),(4554,5634),(6336,2358),(7848,3132),(5238,5886),(5292,4284)
54,(7452,3888),(1770,2604),(11952,2142),(12318,2124),(8748,252),(14418,6840),(4068,1386),(11634,7728),(9846,5292),(9174,5964),(1566,4788),(7074,7956),(2502,7902),(6597,2511),(1770,2604),(4329,5751),(6597,2511),(7677,3375),(5238,6210),(5472,4356)
55,(7416,4104),(1818,2898),(12318,2124),(12684,2106),(9102,246),(14544,7020),(4014,1062),(11604,7446),(9972,5256),(9180,6318),(1278,4770),(7398,7956),(2493,7506),(6858,2664),(1722,2310),(4104,5868),(6858,2664),(7506,3618),(5040,6264),(5346,4572)
56,(7452,3888),(1521,2929),(12684,2106),(13050,2088),(9456,240),(14502,7362),(3960,738),(11574,7164),(10458,5238),(9174,5964),(990,4752),(7758,7965),(2484,7110),(6696,2754),(1674,2016),(4329,5751),(6840,2322),(7452,3888),(5238,6210),(5562,4608)
57,(7416,4104),(1224,2961),(13050,2088),(13068,2430),(9810,234),(14460,7704),(3603,763),(11508,6882),(10800,5256),(9168,5610),(900,4338),(8118,7974),(2826,7110),(6768,2952),(1722,2310),(4554,5634),(7137,2349),(7416,4104),(5580,6246),(5832,4284)
58,(7452,3888),(927,2992),(13068,2430),(12702,2442),(10164,228),(14418,8046),(3247,788),(11442,6600),(11142,5274),(9162,5256),(1278,4266),(8118,7668),(3168,7110),(6516,2934),(1770,2604),(4329,5751),(7434,2376),(7731,4104),(5592,5904),(5922,4050)
59,(7506,3618),(630,3024),(13050,2088),(12336,2454),(10518,222),(14460,7704),(2890,813),(11376,6318),(10800,5256),(9504,5274),(900,4338),(8091,7407),(3510,7110),(6516,2718),(1818,2898),(4104,5868),(7137,2349),(8046,4104),(5604,5562),(6030,4050)
60,(7722,3636),(720,3393),(13068,2430),(11970,2466),(10872,216),(14502,7362),(2534,838),(10998,6318),(10458,5238),(9846,5292),(855,4050),(8064,7146),(3582,6744),(6282,2538),(1890,3267),(3888,6066),(6840,2322),(7731,4104),(5616,5220),(5994,4356)
61,(7830,3528),(810,3762),(12702,2442),(11673,2457),(10518,222),(14544,7020),(2178,864),(10620,6318),(10800,5256),(9972,5256),(810,3762),(7722,7137),(3654,6378),(6516,2718),(1962,3636),(3726,6012),(6840,2025),(7416,4104),(5994,5220),(5886,4554)
62,(7722,3636),(1242,3744),(12336,2454),(11376,2448),(10164,228),(14502,7362),(1854,1008),(10242,6318),(11142,5274),(9990,4851),(855,4050),(7380,7128),(3726,6012),(6516,2934),(1890,3267),(4104,5688),(6840,1728),(7407,4383),(6372,5220),(5634,4860)
63,(7830,3528),(810,3762),(11970,2466),(11304,2160),(9810,234),(14460,7704),(2178,864),(10242,5922),(10800,5256),(10008,4446),(900,4338),(7380,6840),(4104,5688),(6768,2952),(1818,2898),(4500,5508),(6480,1719),(7398,4662),(6408,4860),(6021,4860)
64,(7722,3636),(1242,3744),(11673,2457),(11628,2151),(9456,240),(14418,8046),(1854,1008),(9846,5976),(10458,5238),(9603,4419),(990,4752),(7380,6552),(4104,5868),(7128,2844),(2146,2902),(4914,5346),(6120,1710),(7398,4842),(6738,4854),(6408,4860)
65,(7830,3528),(810,3762),(11376,2448),(11952,2142),(9102,246),(14460,7704),(2178,864),(9810,6300),(10800,5256),(9198,4392),(1080,5202),(7380,6264),(4329,5751),(7452,2988),(2475,2907),(4932,5184),(5976,1476),(7068,4848),(7068,4848),(6372,5220)
66,(7722,3636),(1242,3744),(11673,2457),(12318,2124),(8748,252),(14502,7362),(1854,1008),(9495,6309),(11142,5274),(9162,4662),(1548,5184),(7056,6273),(4554,5634),(7308,2844),(2803,2911),(5274,5202),(6390,1404),(6738,4854),(7398,4842),(5994,5220)
67,(7506,3618),(810,3762),(11970,2466),(12684,2106),(9102,246),(14544,7020),(2178,864),(9180,6318),(10800,5256),(9198,4392),(1872,5175),(6732,6282),(4329,5751),(7074,2718),(3132,2916),(5292,5058),(6624,1332),(6408,4860),(7398,4662),(5616,5220)
68,(7677,3375),(720,3393),(11673,2457),(13050,2088),(9456,240),(14502,7362),(2534,838),(9171,6732),(10458,5238),(9603,4419),(2196,5166),(6372,6210),(4104,5868),(7308,2844),(3132,2772),(5508,4878),(6876,1350),(6390,4662),(7062,4662),(5994,5220)
69,(7848,3132),(630,3024),(11376,2448),(13032,1737),(9810,234),(14460,7704),(2890,813),(9162,7146),(9972,5256),(10008,4446),(2394,5184),(6372,5880),(4158,6084),(7074,2718),(3456,2808),(5634,4860),(6894,1062),(6390,4374),(6726,4662),(6372,5220)
70,(8166,3294),(927,2992),(11304,2160),(13014,1386),(10164,228),(14418,8046),(3247,788),(9153,7398),(9990,4851),(9990,4851),(2160,4950),(6372,5550),(4518,6192),(7308,2844),(3456,2502),(5562,4608),(6876,1350),(6390,4086),(6390,4662),(6408,4860)
71,(8484,3456),(1224,2961),(11025,2277),(12996,1035),(10518,222),(14460,7704),(3603,763),(9144,7650),(10008,4446),(9972,5256),(2124,4662),(6372,5220),(4560,6498),(7452,2988),(3114,2502),(5274,4788),(6840,1728),(6678,4050),(6390,4374),(6390,4662)
72,(8802,3618),(1521,2929),(10746,2394),(12978,684),(10872,216),(14502,7362),(3960,738),(9162,7992),(9603,4419),(10458,5238),(1845,4725),(6372,5550),(4602,6804),(7128,2844),(3096,2070),(4968,4680),(6480,1719),(6984,4050),(6390,4086),(6390,4374)
73,(9139,3618),(1818,2898),(10467,2511),(12969,423),(10518,222),(14544,7020),(4272,738),(9630,7992),(9198,4392),(10446,4902),(1566,4788),(6372,5880),(4644,7110),(6696,2754),(3294,2070),(4986,4572),(6120,1710),(7020,3852),(6678,4050),(6390,4086)
74,(9477,3618),(1770,2604),(10188,2628),(12960,162),(10164,228),(14418,6840),(4584,738),(9594,7650),(9180,4086),(10434,4566),(1548,5184),(6372,6210),(4668,7392),(6768,2952),(3294,2250),(5346,4572),(6282,2142),(6642,3852),(6984,4050),(6678,4050)
75,(9814,3618),(1722,2310),(10467,2511),(12969,423),(9810,234),(14226,6582),(4896,738),(9963,7650),(8802,4092),(10422,4230),(1080,5202),(5976,6228),(4692,7674),(6516,2934),(3474,2250),(5472,4356),(6336,2358),(6408,3852),(7020,3852),(6984,4050)
76,(10152,3618),(1674,2016),(10746,2394),(12978,684),(9456,240),(14034,6324),(5208,738),(10332,7650),(8424,4098),(9954,4230),(1152,5508),(5580,6246),(4716,7956),(6516,2718),(3798,2250),(5598,4356),(6597,2511),(6840,3726),(6642,3852),(7416,4104)
77,(9814,3618),(1638,1656),(11025,2277),(12969,423),(9102,246),(13842,6066),(5520,738),(10296,7182),(8046,4104),(9882,4032),(1224,5814),(5592,6534),(4419,7942),(6282,2538),(4122,2250),(5616,4050),(6858,2664),(7110,3582),(6408,3852),(7452,3888)
78,(9477,3618),(1674,2016),(11304,2160),(12960,162),(8748,252),(13650,5808),(5832,738),(9918,7170),(8064,4383),(9531,4059),(1269,6147),(5604,6822),(4122,7929),(6156,2142),(4104,2484),(5508,4068),(6696,2754),(6840,3726),(6030,4050),(7020,3852)
79,(9139,3618),(1363,2038),(11025,2277),(12969,423),(9102,246),(13458,5550),(5796,936),(9540,7158),(8082,4662),(9180,4086),(1314,6480),(5616,7110),(3825,7915),(6030,1890),(4104,2808),(5292,4284),(6768,2952),(6408,3852),(5994,4356),(6642,3852)
80,(8802,3618),(1053,2061),(10746,2394),(12978,684),(9456,240),(13266,5292),(5832,738),(9162,7146),(8442,4662),(9175,3762),(1359,6732),(5319,7110),(3528,7902),(6156,2142),(4104,2916),(5004,4302),(6516,2934),(6390,4086),(5886,4554),(6408,3852)
81,(9139,3618),(742,2083),(10467,2511),(12969,423),(9810,234),(13050,5346),(5796,936),(9171,6732),(8802,4662),(9171,3438),(1404,6984),(5022,7110),(3186,7902),(6012,2214),(4140,3132),(4590,4356),(6246,2943),(6390,4374),(5634,4860),(6840,3726)
82,(9477,3618),(432,2106),(10188,2628),(12960,162),(10164,228),(13266,5292),(5832,738),(9180,6318),(9162,4662),(9166,3114),(1458,7092),(4644,7110),(2844,7902),(6156,2142),(4500,3150),(4338,4248),(5976,2952),(6390,4662),(5508,4878),(7110,3582)
83,(9814,3618),(369,1746),(10467,2511),(12969,423),(10518,222),(13050,5346),(5796,936),(9495,6309),(9162,4959),(9162,2790),(1512,7371),(5022,7110),(2502,7902),(6030,1890),(4356,3348),(4590,4356),(5544,2916),(6408,4860),(5292,5058),(6840,3546)
84,(10152,3618),(306,1386),(10746,2394),(12978,684),(10872,216),(13248,5644),(5832,738),(9810,6300),(9162,5256),(9180,2664),(1566,7650),(4644,7110),(2493,7506),(6156,2142),(4104,3348),(4626,4617),(5535,2628),(6738,4854),(5274,5202),(6552,3690)
85,(9814,3618),(276,1062),(11025,2277),(12996,1035),(10518,222),(13446,5943),(5796,936),(9846,5976),(9504,5274),(9198,2340),(1602,7938),(5022,7110),(2484,7110),(6012,2214),(4140,3744),(4662,4878),(5526,2340),(7068,4848),(5058,5454),(6174,3726)
86,(9477,3618),(246,738),(11304,2160),(13014,1386),(10164,228),(13644,6242),(5832,738),(10242,5922),(9846,5292),(9180,2664),(1566,7650),(4644,7110),(2826,7110),(6156,2142),(3798,3750),(4986,4896),(5508,1908),(7398,4842),(5094,5634),(5868,3834)
87,(9139,3618),(216,414),(11628,2151),(13032,1737),(9810,234),(13842,6541),(5520,738),(10242,6318),(9846,5634),(9162,2790),(1602,7938),(5022,7110),(3168,7110),(6282,2142),(3456,3756),(5130,4968),(5184,1908),(7398,4662),(5238,5886),(5904,3540)
88,(8802,3618),(246,738),(11952,2142),(13050,2088),(9456,240),(14040,6840),(5208,738),(10620,6318),(9846,5976),(9166,3114),(1566,7650),(5319,7110),(3510,7110),(6120,1710),(3114,3762),(5274,4788),(5058,1800),(7398,4842),(5094,5634),(5940,3246)
89,(8484,3456),(276,1062),(12318,2124),(13068,2430),(9102,246),(13671,6912),(4896,738),(10998,6318),(10242,5922),(9171,3438),(1836,7362),(5616,7110),(3582,6744),(6480,1719),(3186,3366),(4968,4680),(5022,1530),(7068,4848),(5238,5886),(5976,2952)
90,(8166,3294),(306,1386),(12684,2106),(12702,2442),(8748,252),(13302,6984),(4584,738),(11376,6318),(10242,6318),(9175,3762),(2106,7074),(5904,7116),(3654,6378),(6840,1728),(3312,3348),(4986,4572),(4986,1260),(6738,4854),(5238,6210),(5544,2916)
91,(7848,3132),(276,1062),(13050,2088),(12336,2454),(8860,562),(13671,6912),(4272,738),(11442,6600),(9810,6300),(9180,4086),(2268,6858),(6192,7122),(3726,6012),(6840,2025),(3438,3330),(5346,4572),(5022,1530),(6408,4860),(5040,6264),(5535,2628)
92,(7677,3375),(246,738),(13068,2430),(11970,2466),(8973,873),(14040,6840),(3960,738),(11508,6882),(9846,5976),(8802,4092),(2520,6570),(6480,7128),(3600,5625),(6840,2322),(3852,3330),(5562,4608),(5058,1800),(6390,4662),(5238,6210),(5526,2340)
93,(7506,3618),(216,414),(13050,2088),(11673,2457),(9085,1183),(13671,6912),(3798,360),(11574,7164),(10242,5922),(8424,4098),(2772,6282),(6534,7290),(3474,5238),(7137,2349),(3798,2952),(5832,4284),(5184,1908),(6726,4662),(5580,6246),(5769,2277)
94,(7677,3375),(246,738),(12684,2106),(11376,2448),(9198,1494),(13302,6984),(3960,738),(11604,7446),(10242,6318),(8046,4104),(3096,5958),(6222,7278),(3762,5220),(7434,2376),(3456,2988),(5922,4050),(5508,1908),(7062,4662),(5592,5904),(6012,2214)
95,(7848,3132),(276,1062),(12318,2124),(11304,2160),(9198,1776),(13671,6912),(3798,360),(11634,7728),(9810,6300),(7731,4104),(2745,5926),(5910,7266),(4050,5202),(7452,1908),(3474,3186),(6030,4050),(5526,2340),(7398,4662),(5604,5562),(5769,2277)
96,(7677,3375),(306,1386),(11952,2142),(11628,2151),(9198,2058),(14040,6840),(3960,738),(11664,8010),(9495,6309),(7416,4104),(2394,5895),(5598,7254),(4104,5688),(7722,1890),(3168,3186),(5922,4050),(5769,2277),(7407,4383),(5616,5220),(5526,2340)
97,(7506,3618),(369,1746),(11934,1782),(11952,2142),(9198,2340),(13671,6912),(3798,360),(11325,8007),(9180,6318),(7731,4104),(2043,5863),(5607,7587),(4500,5508),(7740,2340),(3186,3366),(5868,3834),(6012,2214),(7416,4104),(5994,5220),(5508,1908)
98,(7677,3375),(432,2106),(11916,1422),(11628,2151),(9198,2058),(13302,6984),(3960,738),(10986,8004),(9171,6732),(8046,4104),(1692,5832),(5616,7920),(4104,5688),(7434,2376),(3312,3348),(5922,4050),(6156,2142),(7731,4104),(6372,5220),(5526,2340)
