,starttime,speed,volume,occupancy
67,2009-01-01T05:40:00,120.9548735,48.677249225,5.0368079745
68,2009-01-01T05:45:00,136.9825352,74.35449845,6.82021196175
69,2009-01-01T05:50:00,60.38,41.677249225,8.603615949
70,2009-01-01T05:55:00,124.76304540000001,25.3386246125,4.5368079745
71,2009-01-01T06:00:00,60.33,9.0,2.50340398725
72,2009-01-01T06:05:00,58.21,8.5,1.486701993625
73,2009-01-01T06:10:00,58.5,8.0,0.47
74,2009-01-01T06:15:00,58.195,17.0,1.53
75,2009-01-01T06:20:00,57.89,36.0,1.33
76,2009-01-01T06:25:00,61.57,21.0,1.13
77,2009-01-01T06:30:00,58.88,78.05520956,5.214925419
78,2009-01-01T06:35:00,59.0,27.0,9.299850838
79,2009-01-01T06:40:00,59.12,17.0,1.07
80,2009-01-01T06:45:00,129.7672177,15.0,0.73
81,2009-01-01T06:50:00,93.00360885,26.0,2.93
82,2009-01-01T06:55:00,56.24,18.5,1.47
83,2009-01-01T07:00:00,56.82,11.0,1.2
84,2009-01-01T07:05:00,57.325,22.0,1.07
85,2009-01-01T07:10:00,57.83,24.0,2.93
86,2009-01-01T07:15:00,54.5,69.03720894,0.93
87,2009-01-01T07:20:00,57.22,18.0,2.67
88,2009-01-01T07:25:00,131.0409491,26.0,2.27
89,2009-01-01T07:30:00,56.0,30.0,9.815699382
90,2009-01-01T07:35:00,56.24,29.0,9.6132981015
91,2009-01-01T07:40:00,56.73,29.0,9.410896821
92,2009-01-01T07:45:00,59.24,29.0,5.6054484105
93,2009-01-01T07:50:00,131.7018296,27.0,1.8
94,2009-01-01T07:55:00,58.03,33.0,2.87
95,2009-01-01T08:00:00,91.15950205,26.0,1.87
96,2009-01-01T08:05:00,124.2890041,28.0,2.07
97,2009-01-01T08:10:00,92.00950205,62.83791456,4.47
98,2009-01-01T08:15:00,59.73,80.25687184,10.09237163
99,2009-01-01T08:20:00,130.54523400000002,97.67582912,10.97932705
100,2009-01-01T08:25:00,132.9380392,42.0,3.67
101,2009-01-01T08:30:00,59.93,37.5,9.536111073999999
102,2009-01-01T08:35:00,58.61,33.0,3.0
103,2009-01-01T08:40:00,132.91114309999998,34.0,2.87
104,2009-01-01T08:45:00,57.23,34.5,2.27
105,2009-01-01T08:50:00,60.63,35.0,2.935
106,2009-01-01T08:55:00,58.95,42.0,3.6
107,2009-01-01T09:00:00,58.81,47.0,4.67
108,2009-01-01T09:05:00,58.67,43.0,3.645
109,2009-01-01T09:10:00,61.46,26.0,2.62
110,2009-01-01T09:15:00,59.480000000000004,43.0,5.18
111,2009-01-01T09:20:00,57.5,46.5,3.67
112,2009-01-01T09:25:00,57.94,50.0,5.0
113,2009-01-01T09:30:00,96.66715759999998,50.0,4.4
114,2009-01-01T09:35:00,116.03073639999997,65.0,4.535
115,2009-01-01T09:40:00,135.39431519999997,53.0,4.67
116,2009-01-01T09:45:00,96.94215759999999,65.0,5.13
117,2009-01-01T09:50:00,58.49,64.5,5.47
118,2009-01-01T09:55:00,61.66,64.25,3.73
119,2009-01-01T10:00:00,122.0983071,64.0,6.6
120,2009-01-01T10:05:00,58.4,45.0,4.13
121,2009-01-01T10:10:00,60.56,66.0,6.73
122,2009-01-01T10:15:00,60.455,62.0,5.565
123,2009-01-01T10:20:00,60.35,79.955016985,4.9825
124,2009-01-01T10:25:00,57.0,97.91003397,4.4
125,2009-01-01T10:30:00,59.695,57.0,5.265000000000001
126,2009-01-01T10:35:00,62.39,66.0,6.13
127,2009-01-01T10:40:00,58.51,112.98913390000001,6.73
128,2009-01-01T10:45:00,60.12,77.0,6.67
129,2009-01-01T10:50:00,60.675,76.0,10.13244976
130,2009-01-01T10:55:00,61.23,75.0,13.59489952
131,2009-01-01T11:00:00,61.42,72.5,12.919405359999999
132,2009-01-01T11:05:00,61.150000000000006,70.0,12.2439112
133,2009-01-01T11:10:00,60.88,75.0,9.2219556
134,2009-01-01T11:15:00,59.0,65.0,6.2
135,2009-01-01T11:20:00,59.92,88.0,7.8
136,2009-01-01T11:25:00,59.47,83.0,7.335
137,2009-01-01T11:30:00,94.60736379999999,89.88282065,7.1025
138,2009-01-01T11:35:00,129.74472759999998,100.252704775,6.87
139,2009-01-01T11:40:00,125.0084244,110.6225889,6.54
140,2009-01-01T11:45:00,93.7492122,112.3031661,4.82
141,2009-01-01T11:50:00,62.49,113.9837433,13.55459906
142,2009-01-01T11:55:00,61.425,84.99187165000001,9.54229953
143,2009-01-01T12:00:00,60.36,56.0,5.53
144,2009-01-01T12:05:00,60.96,62.0,6.67
145,2009-01-01T12:10:00,58.0,68.0,7.67
146,2009-01-01T12:15:00,119.35022099999999,127.2148682,8.17
147,2009-01-01T12:20:00,59.97,154.0557744,8.67
148,2009-01-01T12:25:00,122.17103359999999,80.0,6.8
149,2009-01-01T12:30:00,60.78,80.0,13.80947362
150,2009-01-01T12:35:00,60.82,80.0,10.40473681
151,2009-01-01T12:40:00,59.7,80.0,7.0
152,2009-01-01T12:45:00,60.275000000000006,71.0,5.73
153,2009-01-01T12:50:00,60.5625,74.5,12.501076300000001
154,2009-01-01T12:55:00,60.70625,78.0,6.93
155,2009-01-01T13:00:00,60.85,59.0,7.33
156,2009-01-01T13:05:00,59.27,78.0,7.73
157,2009-01-01T13:10:00,59.6,127.8907663,13.28529803
158,2009-01-01T13:15:00,59.82,87.0,8.2
159,2009-01-01T13:20:00,59.54,97.86770545000002,7.8
160,2009-01-01T13:25:00,59.4,103.30155817500003,8.345
161,2009-01-01T13:30:00,59.26,106.01848453750003,8.6175
162,2009-01-01T13:35:00,61.37,107.37694771875002,8.75375
163,2009-01-01T13:40:00,60.32,108.73541090000002,8.89
164,2009-01-01T13:45:00,59.27,66.0,7.07
165,2009-01-01T13:50:00,59.230000000000004,101.0,11.62
166,2009-01-01T13:55:00,59.19,112.37696820000001,6.27
167,2009-01-01T14:00:00,61.07,76.0,6.17
168,2009-01-01T14:05:00,60.89,87.0,6.12
169,2009-01-01T14:10:00,60.71,77.0,6.07
170,2009-01-01T14:15:00,133.8112113,67.0,6.87
171,2009-01-01T14:20:00,96.20060565,100.65676545000001,7.67
172,2009-01-01T14:25:00,77.395302825,134.31353090000002,6.87
173,2009-01-01T14:30:00,58.59,94.15676545000001,11.26129561
174,2009-01-01T14:35:00,57.61,54.0,13.456943415
175,2009-01-01T14:40:00,56.45,96.26961374999999,14.5547673175
176,2009-01-01T14:45:00,55.29,138.53922749999998,15.65259122
177,2009-01-01T14:50:00,128.06174860000002,74.0,6.73
178,2009-01-01T14:55:00,56.52,74.0,8.6
179,2009-01-01T15:00:00,60.89,74.0,7.56
180,2009-01-01T15:05:00,61.09,74.0,6.07
181,2009-01-01T15:10:00,59.79,79.5,9.07
182,2009-01-01T15:15:00,57.41,85.0,16.50653096
183,2009-01-01T15:20:00,56.665,80.0,7.93
184,2009-01-01T15:25:00,55.92,93.0,8.030000000000001
185,2009-01-01T15:30:00,56.56,85.0,8.13
186,2009-01-01T15:35:00,56.46,94.0,8.4
187,2009-01-01T15:40:00,126.05676629999999,87.0,7.9350000000000005
188,2009-01-01T15:45:00,91.92838315,83.5,7.702500000000001
189,2009-01-01T15:50:00,57.8,80.0,7.58625
190,2009-01-01T15:55:00,58.56,80.0,7.47
191,2009-01-01T16:00:00,56.035,52.0,8.629999999999999
192,2009-01-01T16:05:00,53.51,91.0,9.79
193,2009-01-01T16:10:00,57.13,144.6412913,9.0
194,2009-01-01T16:15:00,59.07,67.0,6.0
195,2009-01-01T16:20:00,92.7339959,78.0,6.53
196,2009-01-01T16:25:00,126.3979918,127.0213533,6.13
197,2009-01-01T16:30:00,59.74,86.0,8.07
198,2009-01-01T16:35:00,58.46,88.5,5.33
199,2009-01-01T16:40:00,58.355000000000004,91.0,8.53
200,2009-01-01T16:45:00,58.3025,49.0,6.6
201,2009-01-01T16:50:00,58.25,76.0,14.66386817
202,2009-01-01T16:55:00,134.1608769,63.0,10.096934085000001
203,2009-01-01T17:00:00,57.3,118.490273,5.53
204,2009-01-01T17:05:00,56.845,83.0,8.53
205,2009-01-01T17:10:00,56.39,83.0,14.62688292
206,2009-01-01T17:15:00,56.59,78.0,7.47
207,2009-01-01T17:20:00,56.63,134.63591269999998,8.73
208,2009-01-01T17:25:00,58.85,106.81795634999999,6.13
209,2009-01-01T17:30:00,57.27,79.0,6.83
210,2009-01-01T17:35:00,58.63,78.0,7.53
211,2009-01-01T17:40:00,59.22,71.0,10.71636411
212,2009-01-01T17:45:00,58.73,64.0,12.309546165
213,2009-01-01T17:50:00,57.42,74.0,13.90272822
214,2009-01-01T17:55:00,58.34,47.0,6.0
215,2009-01-01T18:00:00,57.75,67.0,6.5649999999999995
216,2009-01-01T18:05:00,57.455,58.0,6.8475
217,2009-01-01T18:10:00,57.16,128.12029779999997,7.13
218,2009-01-01T18:15:00,59.25,118.92387785,6.67
219,2009-01-01T18:20:00,58.39,109.72745790000002,5.37
220,2009-01-01T18:25:00,130.2159386,65.0,4.720000000000001
221,2009-01-01T18:30:00,59.46,57.0,4.07
222,2009-01-01T18:35:00,58.355000000000004,65.0,6.2
223,2009-01-01T18:40:00,57.25,72.0,13.42751536
224,2009-01-01T18:45:00,59.38,92.46363208,4.13
225,2009-01-01T18:50:00,58.900000000000006,50.0,11.374619099999999
226,2009-01-01T18:55:00,58.660000000000004,56.0,5.73
227,2009-01-01T19:00:00,58.42,62.0,12.40860588
228,2009-01-01T19:05:00,57.36,62.0,12.59333158
229,2009-01-01T19:10:00,56.285,62.0,5.33
230,2009-01-01T19:15:00,55.21,101.4701496,5.07
231,2009-01-01T19:20:00,56.715,56.0,5.07
232,2009-01-01T19:25:00,58.22,61.0,8.89240811
233,2009-01-01T19:30:00,57.18,66.0,12.71481622
234,2009-01-01T19:35:00,57.59,116.79257390000001,6.73
235,2009-01-01T19:40:00,59.15,96.06317434,5.15
236,2009-01-01T19:45:00,58.48,40.0,4.27
237,2009-01-01T19:50:00,118.7117399,72.21293245000001,4.234999999999999
238,2009-01-01T19:55:00,135.1690705,88.319398675,4.217499999999999
239,2009-01-01T20:00:00,133.5399066,104.42586490000001,4.2
240,2009-01-01T20:05:00,96.2999533,53.0,10.99233748
241,2009-01-01T20:10:00,59.06,47.0,3.73
242,2009-01-01T20:15:00,59.42,57.0,3.8
243,2009-01-01T20:20:00,58.44,50.0,3.87
244,2009-01-01T20:25:00,59.055,31.0,2.13
245,2009-01-01T20:30:00,59.67,57.0,5.8
246,2009-01-01T20:35:00,58.69,58.0,14.78429778
247,2009-01-01T20:40:00,57.71,45.0,3.13
248,2009-01-01T20:45:00,57.355000000000004,38.5,10.5874216
249,2009-01-01T20:50:00,57.1775,35.25,3.93
250,2009-01-01T20:55:00,57.0,32.0,12.94587728
251,2009-01-01T21:00:00,59.67,48.0,4.33
252,2009-01-01T21:05:00,59.894999999999996,43.0,3.9299999999999997
253,2009-01-01T21:10:00,60.12,71.73721760000001,3.53
254,2009-01-01T21:15:00,60.75,100.4744352,4.27
255,2009-01-01T21:20:00,61.065,92.64255490000001,3.8
256,2009-01-01T21:25:00,61.38,78.45008591,8.324628268
257,2009-01-01T21:30:00,59.95,42.0,5.8423141339999995
258,2009-01-01T21:35:00,124.14693319999999,35.0,4.601157067
259,2009-01-01T21:40:00,90.9084666,32.5,3.9805785335
260,2009-01-01T21:45:00,57.67,30.0,3.36
261,2009-01-01T21:50:00,59.19,54.40691343,8.984952516
262,2009-01-01T21:55:00,59.95,78.81382686,1.4
263,2009-01-01T22:00:00,60.71,55.0,4.27
264,2009-01-01T22:05:00,61.010000000000005,32.0,2.4
265,2009-01-01T22:10:00,61.160000000000004,31.0,2.5999999999999996
266,2009-01-01T22:15:00,61.31,26.0,2.6999999999999997
267,2009-01-01T22:20:00,138.2475488,36.0,2.8
268,2009-01-01T22:25:00,60.97,71.45871677,2.13
269,2009-01-01T22:30:00,59.32,22.0,2.67
270,2009-01-01T22:35:00,58.9,29.0,2.07
271,2009-01-01T22:40:00,89.19273215,30.0,2.13
272,2009-01-01T22:45:00,119.48546429999999,43.0,3.73
273,2009-01-01T22:50:00,62.91,32.5,2.63
274,2009-01-01T22:55:00,59.68,22.0,1.53
275,2009-01-01T23:00:00,58.57,24.5,0.93
276,2009-01-01T23:05:00,57.46,25.75,1.33
277,2009-01-01T23:10:00,62.7,27.0,5.134599695
278,2009-01-01T23:15:00,60.86,29.0,8.93919939
279,2009-01-01T23:20:00,58.65,23.0,5.204599695000001
280,2009-01-01T23:25:00,120.37876709999999,21.0,1.47
281,2009-01-01T23:30:00,119.96418510000001,17.5,7.447018905
282,2009-01-01T23:35:00,123.64054309999999,14.0,0.8
283,2009-01-01T23:40:00,91.16527155,26.0,2.73
284,2009-01-01T23:45:00,58.69,26.0,2.93
285,2009-01-01T23:50:00,56.22,22.5,8.632221782
286,2009-01-01T23:55:00,54.655,20.75,5.101110891
287,2009-01-02T00:00:00,53.8725,19.0,1.57
288,2009-01-02T00:05:00,53.09,11.0,1.21
289,2009-01-02T00:10:00,57.27,17.0,0.67
290,2009-01-02T00:15:00,57.52,23.0,1.87
291,2009-01-02T00:20:00,57.69,17.0,8.243891388
292,2009-01-02T00:25:00,57.86,14.0,1.2
293,2009-01-02T00:30:00,60.81,15.5,1.6349999999999998
294,2009-01-02T00:35:00,60.06,17.0,2.07
295,2009-01-02T00:40:00,55.79,14.0,1.2
296,2009-01-02T00:45:00,58.69,13.0,1.27
297,2009-01-02T00:50:00,88.28942629999999,22.0,4.6016899375
298,2009-01-02T00:55:00,117.88885259999998,14.5,6.26753490625
299,2009-01-02T01:00:00,57.92,10.75,7.933379875
300,2009-01-02T01:05:00,54.57,7.0,0.67
301,2009-01-02T01:10:00,51.495000000000005,68.31365941,0.4
302,2009-01-02T01:15:00,48.42,38.656829705,4.011610371000001
303,2009-01-02T01:20:00,61.44,9.0,5.8174155565
304,2009-01-02T01:25:00,135.3093543,61.22719115,6.720318149250001
305,2009-01-02T01:30:00,96.15467715,63.88188008,7.171769445625001
306,2009-01-02T01:35:00,76.577338575,38.44094004,7.623220742000001
307,2009-01-02T01:40:00,66.7886692875,13.0,8.237694896
308,2009-01-02T01:45:00,57.0,15.0,9.763040672999999
309,2009-01-02T01:50:00,120.5253872,11.0,8.215516434
310,2009-01-02T01:55:00,87.0626936,32.059878755,0.47
311,2009-01-02T02:00:00,70.3313468,53.11975751,0.435
312,2009-01-02T02:05:00,53.6,36.059878755,0.4
313,2009-01-02T02:10:00,50.0,19.0,1.5
314,2009-01-02T02:15:00,46.4,5.0,1.35
315,2009-01-02T02:20:00,60.0,8.0,1.2
316,2009-01-02T02:25:00,54.565,7.0,4.8177538769999995
317,2009-01-02T02:30:00,49.13,16.0,8.435507754
318,2009-01-02T02:35:00,61.0,56.59562822,0.6
319,2009-01-02T02:40:00,61.6,10.0,0.4
320,2009-01-02T02:45:00,59.365,7.0,0.27
321,2009-01-02T02:50:00,57.13,15.0,2.53
322,2009-01-02T02:55:00,54.565,1.0,0.2
323,2009-01-02T03:00:00,53.2825,5.5,0.6
324,2009-01-02T03:05:00,52.0,7.75,1.0
325,2009-01-02T03:10:00,116.75344309999998,8.875,7.290948137999999
326,2009-01-02T03:15:00,52.7,10.0,1.53
327,2009-01-02T03:20:00,55.5,11.0,1.2
328,2009-01-02T03:25:00,59.08,11.5,1.035
329,2009-01-02T03:30:00,56.67,12.0,0.87
330,2009-01-02T03:35:00,56.36,11.5,1.07
331,2009-01-02T03:40:00,58.27,11.0,0.785
332,2009-01-02T03:45:00,61.33,8.0,0.5
333,2009-01-02T03:50:00,120.2881565,5.0,3.983552594
334,2009-01-02T03:55:00,88.39407825,9.0,7.467105188
335,2009-01-02T04:00:00,56.5,12.0,0.67
336,2009-01-02T04:05:00,56.0,11.0,1.0
337,2009-01-02T04:10:00,56.78,18.0,1.33
338,2009-01-02T04:15:00,118.49577,19.0,2.4
339,2009-01-02T04:20:00,134.69170269999998,19.5,1.8
340,2009-01-02T04:25:00,97.76085135,20.0,9.180135128
341,2009-01-02T04:30:00,79.29542567499999,43.686642295,3.33
342,2009-01-02T04:35:00,60.83,67.37328459,1.89
343,2009-01-02T04:40:00,58.52,21.0,2.33
344,2009-01-02T04:45:00,59.41,22.0,1.53
345,2009-01-02T04:50:00,96.5138197,28.0,2.43
346,2009-01-02T04:55:00,133.6176394,28.0,3.33
347,2009-01-02T05:00:00,57.67,18.0,6.4196754445
348,2009-01-02T05:05:00,58.0,21.0,9.509350889
349,2009-01-02T05:10:00,122.8335611,80.66212346,3.47
350,2009-01-02T05:15:00,135.0098608,16.0,3.7350000000000003
351,2009-01-02T05:20:00,123.1532886,74.14712783,3.8675
352,2009-01-02T05:25:00,125.1569571,47.573563915,4.0
353,2009-01-02T05:30:00,58.0,21.0,2.08
354,2009-01-02T05:35:00,127.4942946,67.32971855,1.74
355,2009-01-02T05:40:00,123.82703605,40.0,1.5699999999999998
356,2009-01-02T05:45:00,121.993406775,87.66360134,1.4849999999999999
357,2009-01-02T05:50:00,120.15977749999999,22.0,1.4
358,2009-01-02T05:55:00,58.9,52.0,5.33
359,2009-01-02T06:00:00,59.32,28.0,9.286524829
360,2009-01-02T06:05:00,58.6,35.0,3.4
361,2009-01-02T06:10:00,58.555,84.43060863,3.7350000000000003
362,2009-01-02T06:15:00,58.5325,90.98814296,3.9025000000000003
363,2009-01-02T06:20:00,58.51,86.13535335,4.07
364,2009-01-02T06:25:00,128.6574652,81.28256374,11.97156204
365,2009-01-02T06:30:00,55.04,63.14128187,7.0
366,2009-01-02T06:35:00,124.78455079999999,45.0,4.73
367,2009-01-02T06:40:00,91.6622754,40.0,3.07
368,2009-01-02T06:45:00,58.54,38.0,3.67
369,2009-01-02T06:50:00,56.75,36.0,3.47
370,2009-01-02T06:55:00,133.40134650000002,42.0,2.8
371,2009-01-02T07:00:00,128.266401,48.0,4.27
372,2009-01-02T07:05:00,57.88,25.0,2.8
373,2009-01-02T07:10:00,58.235,86.78782118,6.71400717
374,2009-01-02T07:15:00,58.59,46.0,10.62801434
375,2009-01-02T07:20:00,59.510000000000005,74.42758125,4.73
376,2009-01-02T07:25:00,60.43,102.8551625,9.603476451
377,2009-01-02T07:30:00,58.47,58.0,7.27
378,2009-01-02T07:35:00,58.605000000000004,52.5,6.2
379,2009-01-02T07:40:00,58.74,47.0,4.875
380,2009-01-02T07:45:00,60.07,28.0,3.55
381,2009-01-02T07:50:00,60.09,53.22079009,4.8
382,2009-01-02T07:55:00,125.87219009999998,65.831185135,3.8
383,2009-01-02T08:00:00,59.11,72.13638265750001,5.33
384,2009-01-02T08:05:00,60.11,75.28898141875001,6.2
385,2009-01-02T08:10:00,60.14,76.865280799375,7.843534978999999
386,2009-01-02T08:15:00,60.17,78.44158018,9.487069958
387,2009-01-02T08:20:00,61.68,94.84069734,8.008534979
388,2009-01-02T08:25:00,61.26,38.0,7.269267489500001
389,2009-01-02T08:30:00,60.95,65.0,6.89963374475
390,2009-01-02T08:35:00,59.05,58.0,6.53
391,2009-01-02T08:40:00,59.97,59.0,6.27
392,2009-01-02T08:45:00,59.239999999999995,57.0,5.535
393,2009-01-02T08:50:00,58.875,56.0,4.8
394,2009-01-02T08:55:00,58.51,55.5,7.13
395,2009-01-02T09:00:00,60.095,55.0,5.3
396,2009-01-02T09:05:00,61.68,79.8030087,3.47
397,2009-01-02T09:10:00,61.635000000000005,104.60601740000001,5.2700000000000005
398,2009-01-02T09:15:00,61.59,59.0,6.17
399,2009-01-02T09:20:00,97.11991965,70.0,7.07
400,2009-01-02T09:25:00,132.6498393,81.0,6.87
401,2009-01-02T09:30:00,97.45991965,70.0,13.61888334
402,2009-01-02T09:35:00,62.27,67.0,10.80944167
403,2009-01-02T09:40:00,59.33,69.0,9.404720835
404,2009-01-02T09:45:00,59.504999999999995,71.0,8.0
405,2009-01-02T09:50:00,59.68,56.0,6.6
406,2009-01-02T09:55:00,92.73949775,81.0,9.4
407,2009-01-02T10:00:00,125.7989955,62.0,6.53
408,2009-01-02T10:05:00,92.56449775,58.0,6.5
409,2009-01-02T10:10:00,75.947248875,54.0,5.79
410,2009-01-02T10:15:00,67.6386244375,50.0,8.1
411,2009-01-02T10:20:00,63.48431221875,87.0,8.86
412,2009-01-02T10:25:00,59.33,133.9728799,7.8
413,2009-01-02T10:30:00,59.22,63.0,14.77067749
414,2009-01-02T10:35:00,61.05,75.0,13.79537523
415,2009-01-02T10:40:00,59.93,129.8047725,9.942687615
416,2009-01-02T10:45:00,58.5,48.0,6.09
417,2009-01-02T10:50:00,58.92,106.38101259999999,6.93
418,2009-01-02T10:55:00,61.5,76.1905063,7.6
419,2009-01-02T11:00:00,92.84215405,61.09525315,7.935
420,2009-01-02T11:05:00,124.1843081,46.0,8.1025
421,2009-01-02T11:10:00,59.3,131.0998048,8.27
422,2009-01-02T11:15:00,61.43,69.0,12.550261755
423,2009-01-02T11:20:00,61.33,91.0,16.83052351
424,2009-01-02T11:25:00,60.35,82.0,7.47
425,2009-01-02T11:30:00,60.120000000000005,99.0,16.88530768
426,2009-01-02T11:35:00,59.89,79.0,6.67
427,2009-01-02T11:40:00,59.88,107.0,10.71
428,2009-01-02T11:45:00,94.30643125,92.0,8.27
429,2009-01-02T11:50:00,128.7328625,77.0,8.27
430,2009-01-02T11:55:00,57.77,116.65868155,9.33
431,2009-01-02T12:00:00,57.845,156.3173631,13.483904164999998
432,2009-01-02T12:05:00,57.8825,149.81375545,17.63780833
433,2009-01-02T12:10:00,57.92,143.3101478,8.67
434,2009-01-02T12:15:00,55.38,74.0,8.6
435,2009-01-02T12:20:00,56.24,141.4831477,8.87
436,2009-01-02T12:25:00,56.98,94.0,9.73
437,2009-01-02T12:30:00,58.19499999999999,89.0,10.53
438,2009-01-02T12:35:00,59.41,132.2212924,10.035
439,2009-01-02T12:40:00,59.519999999999996,70.0,9.54
440,2009-01-02T12:45:00,59.63,109.1797062,6.82
441,2009-01-02T12:50:00,95.07599225,101.0898531,8.33
442,2009-01-02T12:55:00,130.5219845,93.0,12.438862754999999
443,2009-01-02T13:00:00,95.84099225,83.0,16.54772551
444,2009-01-02T13:05:00,61.16,85.0,7.53
445,2009-01-02T13:10:00,59.03,87.0,6.9
446,2009-01-02T13:15:00,137.7081201,109.4692451,6.27
447,2009-01-02T13:20:00,58.07,131.9384902,16.93882749
448,2009-01-02T13:25:00,57.97,87.0,8.8
449,2009-01-02T13:30:00,57.87,84.0,8.065000000000001
450,2009-01-02T13:35:00,58.84,151.67756880000002,7.697500000000001
451,2009-01-02T13:40:00,132.2365055,85.0,7.33
452,2009-01-02T13:45:00,135.1393634,85.5,6.8
453,2009-01-02T13:50:00,61.24,86.0,6.535
454,2009-01-02T13:55:00,61.88,72.0,6.27
455,2009-01-02T14:00:00,58.9,82.0,9.13
456,2009-01-02T14:05:00,126.2446696,84.0,9.6
457,2009-01-02T14:10:00,93.6923348,92.0,10.07
458,2009-01-02T14:15:00,61.14,89.0,8.0
459,2009-01-02T14:20:00,59.665,86.0,7.2
460,2009-01-02T14:25:00,58.927499999999995,134.5279165,8.67
461,2009-01-02T14:30:00,58.19,106.0,9.77
462,2009-01-02T14:35:00,56.805,88.0,10.87
463,2009-01-02T14:40:00,56.1125,70.0,14.13726192
464,2009-01-02T14:45:00,55.42,88.0,17.40452384
465,2009-01-02T14:50:00,56.37,82.0,12.91726192
466,2009-01-02T14:55:00,58.32,71.0,8.43
467,2009-01-02T15:00:00,59.76,98.0,9.6
468,2009-01-02T15:05:00,124.29162240000002,73.0,9.565
469,2009-01-02T15:10:00,59.55,93.0,9.53
470,2009-01-02T15:15:00,57.32,78.0,10.07
471,2009-01-02T15:20:00,58.705,76.0,6.33
472,2009-01-02T15:25:00,59.3975,81.5,8.93
473,2009-01-02T15:30:00,60.09,84.25,11.768000104999999
474,2009-01-02T15:35:00,61.93,87.0,13.187000157499998
475,2009-01-02T15:40:00,122.2339413,72.0,14.60600021
