,Index_Num,starttime,resolution,speed,volume,occupancy
126,423,2014-02-01T17:35:00,0:05:00,57.34,134.0,15.25
127,425,2014-02-01T17:40:00,0:05:00,60.46,136.0,12.27
128,428,2014-02-01T17:45:00,0:05:00,61.24,113.0,11.08
129,429,2014-02-01T17:50:00,0:05:00,58.57,81.0,11.78
130,432,2014-02-01T17:55:00,0:05:00,60.31,111.0,11.75
131,433,2014-02-01T18:00:00,0:05:00,60.84,91.0,8.4
132,442,2014-02-01T18:20:00,0:05:00,61.12,47.0,12.4
134,469,2014-02-01T21:35:00,0:05:00,64.45,13.0,1.25
135,478,2014-02-01T21:55:00,0:05:00,63.22,23.0,2.08
136,480,2014-02-01T22:00:00,0:05:00,65.67,12.0,0.53
137,481,2014-02-01T22:05:00,0:05:00,65.6,20.0,1.33
138,484,2014-02-01T22:10:00,0:05:00,64.62,13.0,0.73
139,486,2014-02-01T22:15:00,0:05:00,63.26,23.0,2.25
140,487,2014-02-01T22:20:00,0:05:00,67.71,7.0,0.2
141,490,2014-02-01T22:25:00,0:05:00,66.0,20.0,1.5
142,492,2014-02-01T22:30:00,0:05:00,63.13,15.0,0.6
143,494,2014-02-01T22:35:00,0:05:00,60.86,7.0,0.42
144,496,2014-02-01T22:40:00,0:05:00,61.53,17.0,0.93
145,498,2014-02-01T22:45:00,0:05:00,71.17,12.0,0.67
146,499,2014-02-01T22:50:00,0:05:00,62.75,8.0,0.27
147,502,2014-02-01T22:55:00,0:05:00,63.0,7.0,0.5
148,504,2014-02-01T23:00:00,0:05:00,67.0,6.0,0.13
149,506,2014-02-01T23:05:00,0:05:00,65.18,11.0,0.83
150,508,2014-02-01T23:10:00,0:05:00,63.5,8.0,0.2
152,511,2014-02-01T23:20:00,0:05:00,67.43,7.0,0.2
153,513,2014-02-01T23:25:00,0:05:00,63.36,11.0,0.67
154,516,2014-02-01T23:30:00,0:05:00,63.32,19.0,0.93
155,518,2014-02-01T23:35:00,0:05:00,63.25,12.0,1.0
156,520,2014-02-01T23:40:00,0:05:00,63.82,17.0,1.13
157,521,2014-02-01T23:45:00,0:05:00,65.64,11.0,1.17
158,523,2014-02-01T23:50:00,0:05:00,59.25,4.0,0.2
159,526,2014-02-01T23:55:00,0:05:00,65.86,7.0,0.25
160,527,2014-02-02T00:00:00,0:05:00,66.33,9.0,0.53
162,532,2014-02-02T00:10:00,0:05:00,63.25,8.0,0.8
164,535,2014-02-02T00:20:00,0:05:00,62.0,4.0,0.13
165,538,2014-02-02T00:25:00,0:05:00,72.0,1.0,0.08
166,539,2014-02-02T00:30:00,0:05:00,61.6,5.0,0.33
168,543,2014-02-02T00:40:00,0:05:00,66.0,6.0,0.4
169,546,2014-02-02T00:45:00,0:05:00,64.0,6.0,0.67
171,550,2014-02-02T00:55:00,0:05:00,58.0,1.0,0.08
172,551,2014-02-02T01:00:00,0:05:00,62.22,9.0,0.6
173,554,2014-02-02T01:05:00,0:05:00,57.0,2.0,0.17
175,558,2014-02-02T01:15:00,0:05:00,57.0,3.0,0.25
176,559,2014-02-02T01:20:00,0:05:00,56.5,4.0,0.27
179,565,2014-02-02T01:35:00,0:05:00,58.0,4.0,0.33
180,567,2014-02-02T01:40:00,0:05:00,64.5,12.0,0.6
181,570,2014-02-02T01:45:00,0:05:00,64.0,4.0,0.33
185,578,2014-02-02T02:05:00,0:05:00,62.0,2.0,0.17
186,579,2014-02-02T02:10:00,0:05:00,63.5,4.0,0.13
188,583,2014-02-02T02:20:00,0:05:00,58.0,6.0,0.4
189,586,2014-02-02T02:25:00,0:05:00,61.89,9.0,1.5
191,590,2014-02-02T02:35:00,0:05:00,67.0,2.0,0.33
192,592,2014-02-02T02:40:00,0:05:00,57.0,2.0,0.13
193,594,2014-02-02T02:45:00,0:05:00,62.0,1.0,0.08
194,596,2014-02-02T02:50:00,0:05:00,58.25,4.0,0.27
195,597,2014-02-02T02:55:00,0:05:00,57.0,4.0,0.33
197,601,2014-02-02T03:05:00,0:05:00,63.0,5.0,0.33
198,603,2014-02-02T03:10:00,0:05:00,65.14,7.0,0.33
199,606,2014-02-02T03:15:00,0:05:00,59.0,2.0,0.13
200,608,2014-02-02T03:20:00,0:05:00,55.43,7.0,0.4
201,610,2014-02-02T03:25:00,0:05:00,58.0,1.0,0.08
202,612,2014-02-02T03:30:00,0:05:00,62.0,4.0,0.13
203,613,2014-02-02T03:35:00,0:05:00,60.67,9.0,0.33
204,615,2014-02-02T03:40:00,0:05:00,60.67,6.0,0.2
205,618,2014-02-02T03:45:00,0:05:00,63.0,6.0,0.25
206,620,2014-02-02T03:50:00,0:05:00,53.73,11.0,0.4
207,622,2014-02-02T03:55:00,0:05:00,63.6,5.0,0.42
208,624,2014-02-02T04:00:00,0:05:00,61.13,8.0,0.53
209,625,2014-02-02T04:05:00,0:05:00,66.67,6.0,0.17
210,627,2014-02-02T04:10:00,0:05:00,61.64,11.0,0.4
211,629,2014-02-02T04:15:00,0:05:00,62.0,17.0,0.93
212,631,2014-02-02T04:20:00,0:05:00,66.06,17.0,0.87
213,634,2014-02-02T04:25:00,0:05:00,64.88,24.0,1.75
214,636,2014-02-02T04:30:00,0:05:00,64.55,33.0,1.87
215,638,2014-02-02T04:35:00,0:05:00,66.95,41.0,3.5
216,640,2014-02-02T04:40:00,0:05:00,65.18,50.0,3.47
217,641,2014-02-02T04:45:00,0:05:00,65.84,37.0,3.08
218,643,2014-02-02T04:50:00,0:05:00,65.89,18.0,0.73
219,645,2014-02-02T04:55:00,0:05:00,67.12,25.0,1.17
220,647,2014-02-02T05:00:00,0:05:00,64.03,30.0,2.0
221,650,2014-02-02T05:05:00,0:05:00,64.19,31.0,2.42
222,652,2014-02-02T05:10:00,0:05:00,67.15,27.0,2.78
223,654,2014-02-02T05:15:00,0:05:00,63.24,66.0,4.67
224,656,2014-02-02T05:20:00,0:05:00,64.67,86.0,6.2
225,658,2014-02-02T05:25:00,0:05:00,64.23,80.0,6.0
226,665,2014-02-02T05:45:00,0:05:00,62.96,94.5,13.42
227,673,2014-02-02T06:05:00,0:05:00,61.54,109.0,11.33
228,676,2014-02-02T06:10:00,0:05:00,57.11,188.0,16.67
229,677,2014-02-02T06:15:00,0:05:00,53.47,210.0,21.07
230,680,2014-02-02T06:20:00,0:05:00,37.22,162.0,24.67
231,682,2014-02-02T06:25:00,0:05:00,42.53,142.0,23.0
232,683,2014-02-02T06:30:00,0:05:00,43.57,178.0,22.0
233,686,2014-02-02T06:35:00,0:05:00,35.76,132.0,26.08
234,687,2014-02-02T06:40:00,0:05:00,30.13,149.0,27.67
235,690,2014-02-02T06:45:00,0:05:00,25.06,96.0,29.5
236,692,2014-02-02T06:50:00,0:05:00,50.54,154.0,16.93
237,693,2014-02-02T06:55:00,0:05:00,53.98,150.0,18.17
238,695,2014-02-02T07:00:00,0:05:00,52.67,157.0,18.2
239,698,2014-02-02T07:05:00,0:05:00,26.32,120.0,31.4
240,699,2014-02-02T07:10:00,0:05:00,34.39,151.0,28.67
241,708,2014-02-02T07:30:00,0:05:00,32.925,152.0,27.93
242,715,2014-02-02T07:50:00,0:05:00,31.46,139.0,28.4
243,717,2014-02-02T07:55:00,0:05:00,30.76,80.0,31.89
244,720,2014-02-02T08:00:00,0:05:00,37.13,147.0,28.33
245,721,2014-02-02T08:05:00,0:05:00,32.73,133.0,31.47
246,723,2014-02-02T08:10:00,0:05:00,44.19,104.0,20.56
247,725,2014-02-02T08:15:00,0:05:00,38.29,143.0,28.27
248,728,2014-02-02T08:20:00,0:05:00,30.74,74.0,32.56
249,735,2014-02-02T08:40:00,0:05:00,28.76,115.5,37.33
250,744,2014-02-02T09:00:00,0:05:00,33.41,157.0,28.93
251,746,2014-02-02T09:05:00,0:05:00,55.84,122.0,16.33
252,747,2014-02-02T09:10:00,0:05:00,59.13,164.0,14.27
253,750,2014-02-02T09:15:00,0:05:00,62.23,148.0,12.4
254,752,2014-02-02T09:20:00,0:05:00,61.64,146.0,11.27
255,753,2014-02-02T09:25:00,0:05:00,59.93,152.0,15.47
256,756,2014-02-02T09:30:00,0:05:00,61.34,142.0,12.67
257,764,2014-02-02T09:50:00,0:05:00,62.385000000000005,149.0,13.47
258,772,2014-02-02T10:10:00,0:05:00,63.43,116.0,9.4
259,773,2014-02-02T10:15:00,0:05:00,62.63,90.0,7.4
260,775,2014-02-02T10:20:00,0:05:00,61.53,122.0,11.8
261,777,2014-02-02T10:25:00,0:05:00,63.14,123.0,9.93
262,779,2014-02-02T10:30:00,0:05:00,63.36,107.0,8.87
263,782,2014-02-02T10:35:00,0:05:00,62.93,73.0,10.11
264,783,2014-02-02T10:40:00,0:05:00,60.43,139.0,13.13
265,786,2014-02-02T10:45:00,0:05:00,63.38,93.0,7.47
266,788,2014-02-02T10:50:00,0:05:00,62.79,127.0,11.27
267,790,2014-02-02T10:55:00,0:05:00,62.7,71.0,6.92
268,791,2014-02-02T11:00:00,0:05:00,62.8,130.0,10.67
269,794,2014-02-02T11:05:00,0:05:00,65.26,89.0,6.73
270,795,2014-02-02T11:10:00,0:05:00,61.02,133.0,12.93
271,798,2014-02-02T11:15:00,0:05:00,63.55,100.0,8.13
272,800,2014-02-02T11:20:00,0:05:00,62.47,92.0,6.8
273,801,2014-02-02T11:25:00,0:05:00,62.23,97.0,8.4
274,804,2014-02-02T11:30:00,0:05:00,64.01,117.0,9.33
275,806,2014-02-02T11:35:00,0:05:00,62.5,96.0,10.83
276,808,2014-02-02T11:40:00,0:05:00,63.27,104.0,8.0
277,810,2014-02-02T11:45:00,0:05:00,64.0,32.0,3.0
278,812,2014-02-02T11:50:00,0:05:00,63.33,85.0,7.07
279,813,2014-02-02T11:55:00,0:05:00,62.87,119.0,9.67
280,816,2014-02-02T12:00:00,0:05:00,61.68,68.0,9.0
281,817,2014-02-02T12:05:00,0:05:00,63.12,65.0,9.78
282,820,2014-02-02T12:10:00,0:05:00,63.18,80.0,6.73
283,821,2014-02-02T12:15:00,0:05:00,62.15,113.0,9.6
284,823,2014-02-02T12:20:00,0:05:00,61.76,70.0,11.56
285,826,2014-02-02T12:25:00,0:05:00,63.78,123.0,10.53
286,834,2014-02-02T12:45:00,0:05:00,61.63,124.5,14.42
287,848,2014-02-02T13:20:00,0:05:00,60.485,126.0,10.07
288,856,2014-02-02T13:40:00,0:05:00,59.34,76.0,6.27
289,858,2014-02-02T13:45:00,0:05:00,62.37,115.0,10.27
290,859,2014-02-02T13:50:00,0:05:00,62.1,83.0,6.87
291,862,2014-02-02T13:55:00,0:05:00,59.53,97.0,14.44
292,863,2014-02-02T14:00:00,0:05:00,62.93,147.0,12.4
293,865,2014-02-02T14:05:00,0:05:00,63.44,122.0,9.87
294,868,2014-02-02T14:10:00,0:05:00,61.59,136.0,12.0
295,870,2014-02-02T14:15:00,0:05:00,60.75,113.0,10.0
296,872,2014-02-02T14:20:00,0:05:00,62.8,110.0,8.73
297,873,2014-02-02T14:25:00,0:05:00,60.74,43.0,5.44
298,875,2014-02-02T14:30:00,0:05:00,62.52,102.0,8.2
299,878,2014-02-02T14:35:00,0:05:00,62.06,163.0,14.47
300,880,2014-02-02T14:40:00,0:05:00,63.59,107.0,8.93
301,882,2014-02-02T14:45:00,0:05:00,62.31,112.0,11.33
302,884,2014-02-02T14:50:00,0:05:00,62.03,151.0,13.0
303,885,2014-02-02T14:55:00,0:05:00,60.51,143.0,12.67
304,888,2014-02-02T15:00:00,0:05:00,62.35,171.0,14.27
305,890,2014-02-02T15:05:00,0:05:00,61.64,152.0,12.47
306,892,2014-02-02T15:10:00,0:05:00,64.15,132.0,9.87
307,893,2014-02-02T15:15:00,0:05:00,59.29,170.0,14.93
308,896,2014-02-02T15:20:00,0:05:00,58.58,174.0,15.27
309,898,2014-02-02T15:25:00,0:05:00,62.39,154.0,12.2
310,899,2014-02-02T15:30:00,0:05:00,61.67,172.0,15.13
311,902,2014-02-02T15:35:00,0:05:00,63.03,147.0,12.27
312,903,2014-02-02T15:40:00,0:05:00,62.34,160.0,12.67
313,906,2014-02-02T15:45:00,0:05:00,60.86,152.0,15.92
314,908,2014-02-02T15:50:00,0:05:00,60.96,150.0,13.2
315,910,2014-02-02T15:55:00,0:05:00,60.9,136.0,14.92
316,911,2014-02-02T16:00:00,0:05:00,62.55,141.0,12.07
317,913,2014-02-02T16:05:00,0:05:00,61.18,176.0,14.53
318,916,2014-02-02T16:10:00,0:05:00,61.73,116.0,15.89
319,918,2014-02-02T16:15:00,0:05:00,62.07,122.0,12.42
320,920,2014-02-02T16:20:00,0:05:00,58.68,151.0,16.5
321,921,2014-02-02T16:25:00,0:05:00,63.33,21.0,8.33
322,924,2014-02-02T16:30:00,0:05:00,62.29,31.0,13.33
323,925,2014-02-02T16:35:00,0:05:00,58.81,64.0,15.33
324,927,2014-02-02T16:45:00,0:05:00,61.86,88.0,12.33
325,929,2014-02-02T16:50:00,0:05:00,61.33,84.0,12.22
326,931,2014-02-02T16:55:00,0:05:00,59.7,107.0,12.08
327,934,2014-02-02T17:05:00,0:05:00,60.5,104.0,11.33
328,935,2014-02-02T17:10:00,0:05:00,58.89,56.0,11.83
329,938,2014-02-02T17:15:00,0:05:00,58.3,145.0,12.27
330,939,2014-02-02T17:20:00,0:05:00,57.71,34.0,15.0
331,941,2014-02-02T17:25:00,0:05:00,59.2,164.0,14.07
332,944,2014-02-02T17:30:00,0:05:00,58.09,33.0,14.33
333,946,2014-02-02T17:35:00,0:05:00,61.41,93.0,13.11
334,947,2014-02-02T17:40:00,0:05:00,59.99,127.0,10.8
335,949,2014-02-02T17:45:00,0:05:00,55.31,52.0,11.0
336,952,2014-02-02T17:50:00,0:05:00,62.21,38.0,8.33
337,959,2014-02-02T18:15:00,0:05:00,59.61,107.0,8.705
338,968,2014-02-02T18:35:00,0:05:00,61.41,90.0,9.08
339,969,2014-02-02T18:40:00,0:05:00,62.67,99.0,7.6
340,971,2014-02-02T18:45:00,0:05:00,61.29,68.0,6.67
341,974,2014-02-02T18:50:00,0:05:00,61.77,44.0,3.07
342,976,2014-02-02T18:55:00,0:05:00,62.05,44.0,4.75
343,977,2014-02-02T19:00:00,0:05:00,61.83,48.0,3.53
344,980,2014-02-02T19:05:00,0:05:00,63.35,60.0,5.83
345,988,2014-02-02T19:25:00,0:05:00,64.1,48.0,5.375
346,996,2014-02-02T19:45:00,0:05:00,63.24,50.0,4.92
347,998,2014-02-02T19:50:00,0:05:00,60.87,45.0,2.73
348,999,2014-02-02T19:55:00,0:05:00,63.27,33.0,2.92
349,1002,2014-02-02T20:00:00,0:05:00,61.52,52.0,3.8
350,1004,2014-02-02T20:05:00,0:05:00,61.69,45.0,4.17
351,1006,2014-02-02T20:10:00,0:05:00,63.92,53.0,4.13
352,1008,2014-02-02T20:15:00,0:05:00,63.06,66.0,5.0
353,1010,2014-02-02T20:20:00,0:05:00,63.29,55.0,4.27
354,1011,2014-02-02T20:25:00,0:05:00,68.4,15.0,0.92
355,1013,2014-02-02T20:30:00,0:05:00,62.85,52.0,4.2
356,1015,2014-02-02T20:35:00,0:05:00,65.1,29.0,2.0
357,1017,2014-02-02T20:40:00,0:05:00,62.43,14.0,0.87
358,1019,2014-02-02T20:45:00,0:05:00,59.88,17.0,3.5
359,1021,2014-02-02T20:50:00,0:05:00,62.33,39.0,2.8
360,1024,2014-02-02T20:55:00,0:05:00,64.98,46.0,3.92
361,1026,2014-02-02T21:00:00,0:05:00,62.69,32.0,2.47
362,1028,2014-02-02T21:05:00,0:05:00,62.56,25.0,2.33
363,1029,2014-02-02T21:10:00,0:05:00,62.07,44.0,3.53
364,1032,2014-02-02T21:15:00,0:05:00,64.44,36.0,2.2
365,1033,2014-02-02T21:20:00,0:05:00,63.37,41.0,2.67
366,1035,2014-02-02T21:25:00,0:05:00,63.61,18.0,1.08
367,1038,2014-02-02T21:30:00,0:05:00,63.73,22.0,1.47
368,1040,2014-02-02T21:35:00,0:05:00,64.47,19.0,1.67
369,1042,2014-02-02T21:40:00,0:05:00,62.67,18.0,2.33
370,1044,2014-02-02T21:45:00,0:05:00,61.87,23.0,1.75
371,1046,2014-02-02T21:50:00,0:05:00,62.59,34.0,2.47
372,1047,2014-02-02T21:55:00,0:05:00,54.42,24.0,1.5
373,1050,2014-02-02T22:00:00,0:05:00,61.89,18.0,1.2
374,1058,2014-02-02T22:20:00,0:05:00,61.18,19.0,0.87
375,1066,2014-02-02T22:40:00,0:05:00,60.47,17.0,1.0
376,1067,2014-02-02T22:45:00,0:05:00,62.67,6.0,1.0
377,1069,2014-02-02T22:50:00,0:05:00,65.36,28.0,1.6
378,1071,2014-02-02T22:55:00,0:05:00,56.38,16.0,1.17
379,1073,2014-02-02T23:00:00,0:05:00,57.0,6.0,0.4
380,1076,2014-02-02T23:05:00,0:05:00,61.86,14.0,2.17
381,1077,2014-02-02T23:10:00,0:05:00,62.43,14.0,0.93
382,1085,2014-02-02T23:30:00,0:05:00,63.379999999999995,12.0,0.33
383,1094,2014-02-02T23:50:00,0:05:00,64.33,6.0,0.27
384,1096,2014-02-02T23:55:00,0:05:00,60.5,8.0,0.92
385,1097,2014-02-03T00:00:00,0:05:00,60.44,9.0,0.53
387,1101,2014-02-03T00:10:00,0:05:00,59.5,4.0,0.53
388,1104,2014-02-03T00:15:00,0:05:00,58.6,5.0,0.42
390,1114,2014-02-03T00:40:00,0:05:00,44.5,4.0,0.27
391,1122,2014-02-03T01:00:00,0:05:00,29.0,2.0,0.07
392,1124,2014-02-03T01:05:00,0:05:00,62.0,3.0,0.17
393,1125,2014-02-03T01:10:00,0:05:00,58.0,4.0,0.27
399,1149,2014-02-03T02:10:00,0:05:00,52.8,5.0,1.33
400,1152,2014-02-03T02:15:00,0:05:00,53.0,6.0,1.0
401,1154,2014-02-03T02:20:00,0:05:00,58.0,2.0,0.13
403,1157,2014-02-03T02:30:00,0:05:00,51.33,6.0,1.2
404,1160,2014-02-03T02:35:00,0:05:00,62.67,6.0,0.83
406,1169,2014-02-03T03:00:00,0:05:00,59.260000000000005,2.0,0.07
407,1177,2014-02-03T03:20:00,0:05:00,56.52,23.0,1.67
408,1179,2014-02-03T03:25:00,0:05:00,59.0,4.0,0.17
409,1182,2014-02-03T03:30:00,0:05:00,51.5,4.0,0.27
410,1184,2014-02-03T03:35:00,0:05:00,53.6,5.0,1.08
411,1185,2014-02-03T03:40:00,0:05:00,62.55,11.0,0.47
412,1187,2014-02-03T03:45:00,0:05:00,59.83,6.0,0.25
413,1190,2014-02-03T03:50:00,0:05:00,58.63,8.0,0.87
414,1197,2014-02-03T04:10:00,0:05:00,59.595,13.0,0.8
415,1206,2014-02-03T04:30:00,0:05:00,60.56,18.0,2.6
416,1207,2014-02-03T04:35:00,0:05:00,58.53,34.0,3.33
417,1209,2014-02-03T04:40:00,0:05:00,55.87,39.0,2.8
418,1212,2014-02-03T04:45:00,0:05:00,59.64,28.0,3.33
419,1213,2014-02-03T04:50:00,0:05:00,60.9,21.0,1.2
420,1215,2014-02-03T04:55:00,0:05:00,55.39,28.0,3.25
421,1217,2014-02-03T05:00:00,0:05:00,58.85,26.0,2.13
422,1220,2014-02-03T05:05:00,0:05:00,59.73,26.0,2.33
423,1221,2014-02-03T05:10:00,0:05:00,56.15,34.0,2.8
424,1223,2014-02-03T05:15:00,0:05:00,54.26,43.0,6.25
425,1225,2014-02-03T05:20:00,0:05:00,53.93,59.0,5.53
426,1227,2014-02-03T05:25:00,0:05:00,58.65,23.0,2.33
427,1230,2014-02-03T05:30:00,0:05:00,54.87,55.0,4.67
428,1231,2014-02-03T05:35:00,0:05:00,53.56,54.0,7.75
429,1234,2014-02-03T05:40:00,0:05:00,55.21,100.0,9.47
