,Index_Num,starttime,resolution,speed,volume,occupancy
362,728,2011-03-02T06:15:00,0:05:00,53.57,119.0,18.44
363,730,2011-03-02T06:20:00,0:05:00,52.48,146.0,17.08
364,732,2011-03-02T06:25:00,0:05:00,54.18,131.0,16.36
365,734,2011-03-02T06:30:00,0:05:00,52.62,180.0,17.07
366,736,2011-03-02T06:35:00,0:05:00,39.1,151.0,30.33
367,738,2011-03-02T06:40:00,0:05:00,31.31,84.0,31.33
368,740,2011-03-02T06:45:00,0:05:00,29.02,129.0,36.6
369,742,2011-03-02T06:50:00,0:05:00,44.27,146.0,22.46
370,744,2011-03-02T06:55:00,0:05:00,27.77,109.0,29.55
371,746,2011-03-02T07:00:00,0:05:00,23.53,86.0,35.89
372,748,2011-03-02T07:05:00,0:05:00,46.57,162.0,17.67
373,750,2011-03-02T07:10:00,0:05:00,27.54,137.0,31.47
374,752,2011-03-02T07:15:00,0:05:00,23.93,152.0,35.8
375,754,2011-03-02T07:20:00,0:05:00,43.51,168.0,21.6
376,756,2011-03-02T07:25:00,0:05:00,36.43,108.0,25.8
377,758,2011-03-02T07:30:00,0:05:00,33.51,129.0,27.29
378,760,2011-03-02T07:35:00,0:05:00,25.31,121.0,38.2
379,762,2011-03-02T07:40:00,0:05:00,30.24,165.0,33.33
380,764,2011-03-02T07:45:00,0:05:00,24.88,157.0,34.13
381,766,2011-03-02T07:50:00,0:05:00,45.23,167.0,20.33
382,768,2011-03-02T07:55:00,0:05:00,53.73,198.0,19.0
383,770,2011-03-02T08:00:00,0:05:00,52.77,152.0,16.07
384,772,2011-03-02T08:05:00,0:05:00,26.42,151.0,37.47
385,774,2011-03-02T08:10:00,0:05:00,51.11,160.0,16.13
386,776,2011-03-02T08:15:00,0:05:00,35.78,91.0,30.3
387,778,2011-03-02T08:20:00,0:05:00,27.02,126.0,35.86
388,780,2011-03-02T08:25:00,0:05:00,24.94,155.0,36.73
389,782,2011-03-02T08:30:00,0:05:00,43.99,160.0,22.8
390,784,2011-03-02T08:35:00,0:05:00,40.93,152.0,21.93
391,786,2011-03-02T08:40:00,0:05:00,40.26,163.0,26.13
392,788,2011-03-02T08:45:00,0:05:00,51.93,181.0,18.53
393,790,2011-03-02T08:50:00,0:05:00,55.28,191.0,18.27
394,792,2011-03-02T08:55:00,0:05:00,36.73,151.0,32.4
395,794,2011-03-02T09:00:00,0:05:00,31.82,163.0,30.2
396,796,2011-03-02T09:05:00,0:05:00,30.45,91.0,29.11
397,798,2011-03-02T09:10:00,0:05:00,32.54,121.0,29.85
398,800,2011-03-02T09:15:00,0:05:00,18.65,96.0,40.09
399,802,2011-03-02T09:20:00,0:05:00,34.57,144.0,28.07
400,804,2011-03-02T09:25:00,0:05:00,36.83,161.0,25.87
401,806,2011-03-02T09:30:00,0:05:00,42.47,154.0,23.47
402,808,2011-03-02T09:35:00,0:05:00,46.89,147.0,27.13
403,810,2011-03-02T09:40:00,0:05:00,51.58,114.0,14.0
404,812,2011-03-02T09:45:00,0:05:00,59.96,104.0,12.73
405,814,2011-03-02T09:50:00,0:05:00,62.35,112.0,8.87
406,816,2011-03-02T09:55:00,0:05:00,61.68,133.0,12.6
407,818,2011-03-02T10:00:00,0:05:00,61.18,87.0,14.11
408,820,2011-03-02T10:05:00,0:05:00,62.53,101.0,7.8
409,822,2011-03-02T10:10:00,0:05:00,63.17,101.0,8.6
410,824,2011-03-02T10:15:00,0:05:00,61.57,127.0,10.53
411,826,2011-03-02T10:20:00,0:05:00,63.31,96.0,7.67
412,828,2011-03-02T10:25:00,0:05:00,61.2,124.0,11.2
413,830,2011-03-02T10:30:00,0:05:00,61.35,77.0,10.44
414,832,2011-03-02T10:35:00,0:05:00,60.87,152.0,14.2
415,834,2011-03-02T10:40:00,0:05:00,60.28,58.0,10.0
416,836,2011-03-02T10:45:00,0:05:00,60.28,134.0,11.93
417,838,2011-03-02T10:50:00,0:05:00,59.59,103.0,9.85
418,840,2011-03-02T10:55:00,0:05:00,62.13,60.0,7.82
419,842,2011-03-02T11:00:00,0:05:00,61.52,115.0,9.73
420,844,2011-03-02T11:05:00,0:05:00,61.66,121.0,10.53
421,846,2011-03-02T11:10:00,0:05:00,62.86,130.0,10.87
422,848,2011-03-02T11:15:00,0:05:00,61.19,116.0,10.0
423,850,2011-03-02T11:20:00,0:05:00,60.25,113.0,11.77
424,852,2011-03-02T11:25:00,0:05:00,61.78,77.0,8.18
425,854,2011-03-02T11:30:00,0:05:00,62.82,95.0,7.67
426,856,2011-03-02T11:35:00,0:05:00,62.05,130.0,10.93
427,858,2011-03-02T11:40:00,0:05:00,62.44,57.0,7.44
428,860,2011-03-02T11:45:00,0:05:00,62.65,92.0,7.4
429,862,2011-03-02T11:50:00,0:05:00,61.39,97.0,9.46
430,864,2011-03-02T11:55:00,0:05:00,60.81,74.0,9.45
431,866,2011-03-02T12:00:00,0:05:00,61.46,59.0,11.0
432,868,2011-03-02T12:05:00,0:05:00,62.81,89.0,10.27
433,870,2011-03-02T12:10:00,0:05:00,63.03,73.0,9.44
434,872,2011-03-02T12:15:00,0:05:00,61.32,111.0,9.73
435,874,2011-03-02T12:20:00,0:05:00,61.3,143.0,13.13
436,876,2011-03-02T12:25:00,0:05:00,61.99,145.0,12.33
437,878,2011-03-02T12:30:00,0:05:00,62.67,95.0,9.0
438,880,2011-03-02T12:35:00,0:05:00,63.05,103.0,11.18
439,882,2011-03-02T12:40:00,0:05:00,62.96,99.0,9.47
440,884,2011-03-02T12:45:00,0:05:00,60.97,131.0,12.67
441,886,2011-03-02T12:50:00,0:05:00,62.96,108.0,8.87
442,888,2011-03-02T12:55:00,0:05:00,61.14,72.0,9.8
443,890,2011-03-02T13:00:00,0:05:00,60.91,141.0,12.64
444,892,2011-03-02T13:05:00,0:05:00,61.5,106.0,10.13
445,894,2011-03-02T13:10:00,0:05:00,63.76,78.0,8.08
446,896,2011-03-02T13:15:00,0:05:00,62.55,96.0,11.45
447,898,2011-03-02T13:20:00,0:05:00,61.61,121.0,9.33
448,900,2011-03-02T13:25:00,0:05:00,60.52,126.0,9.67
449,902,2011-03-02T13:30:00,0:05:00,62.59,91.0,12.44
450,904,2011-03-02T13:35:00,0:05:00,60.07,151.0,12.73
451,906,2011-03-02T13:40:00,0:05:00,62.3,113.0,9.53
452,908,2011-03-02T13:45:00,0:05:00,60.43,120.0,10.13
453,910,2011-03-02T13:50:00,0:05:00,62.55,106.0,8.2
454,912,2011-03-02T13:55:00,0:05:00,58.66,142.0,12.33
455,914,2011-03-02T14:00:00,0:05:00,62.29,113.0,10.4
456,916,2011-03-02T14:05:00,0:05:00,58.41,51.0,7.78
457,918,2011-03-02T14:10:00,0:05:00,59.29,115.0,9.13
458,920,2011-03-02T14:15:00,0:05:00,63.24,96.0,7.13
459,922,2011-03-02T14:20:00,0:05:00,61.74,163.0,14.93
460,924,2011-03-02T14:25:00,0:05:00,59.99,168.0,14.67
461,926,2011-03-02T14:30:00,0:05:00,62.71,154.0,13.07
462,928,2011-03-02T14:35:00,0:05:00,61.33,126.0,10.8
463,930,2011-03-02T14:40:00,0:05:00,60.41,160.0,13.0
464,932,2011-03-02T14:45:00,0:05:00,60.79,123.0,10.0
465,934,2011-03-02T14:50:00,0:05:00,61.54,74.0,7.08
466,936,2011-03-02T14:55:00,0:05:00,62.92,75.0,7.5
467,938,2011-03-02T15:00:00,0:05:00,62.49,154.0,13.0
468,940,2011-03-02T15:05:00,0:05:00,61.47,162.0,13.67
469,942,2011-03-02T15:10:00,0:05:00,59.37,167.0,15.0
470,944,2011-03-02T15:15:00,0:05:00,61.31,162.0,15.79
471,946,2011-03-02T15:20:00,0:05:00,62.78,164.0,13.2
472,948,2011-03-02T15:25:00,0:05:00,62.46,127.0,10.8
473,950,2011-03-02T15:30:00,0:05:00,62.29,147.0,12.07
474,952,2011-03-02T15:35:00,0:05:00,58.46,192.0,16.33
475,954,2011-03-02T15:40:00,0:05:00,51.98,179.0,22.47
476,956,2011-03-02T15:45:00,0:05:00,57.65,156.0,13.53
477,958,2011-03-02T15:50:00,0:05:00,60.26,85.0,7.2
478,960,2011-03-02T15:55:00,0:05:00,56.99,148.0,12.6
479,962,2011-03-02T16:00:00,0:05:00,60.34,127.0,12.23
480,964,2011-03-02T16:05:00,0:05:00,57.71,82.0,14.0
481,966,2011-03-02T16:10:00,0:05:00,46.92,142.0,17.5
482,968,2011-03-02T16:15:00,0:05:00,42.95,151.0,23.27
483,970,2011-03-02T16:20:00,0:05:00,37.64,145.0,28.87
484,972,2011-03-02T16:25:00,0:05:00,37.78,160.0,28.0
485,974,2011-03-02T16:30:00,0:05:00,24.58,83.0,32.33
486,976,2011-03-02T16:35:00,0:05:00,24.61,142.0,30.47
487,978,2011-03-02T16:40:00,0:05:00,28.22,155.0,34.8
488,980,2011-03-02T16:45:00,0:05:00,25.0,157.0,32.67
489,982,2011-03-02T16:50:00,0:05:00,32.43,143.0,26.67
490,984,2011-03-02T16:55:00,0:05:00,27.65,135.0,26.67
491,986,2011-03-02T17:00:00,0:05:00,26.84,135.0,31.2
492,988,2011-03-02T17:05:00,0:05:00,30.23,94.0,37.0
493,990,2011-03-02T17:10:00,0:05:00,52.14,124.0,13.85
494,992,2011-03-02T17:15:00,0:05:00,60.46,112.0,13.64
495,994,2011-03-02T17:20:00,0:05:00,60.08,163.0,14.2
496,996,2011-03-02T17:25:00,0:05:00,59.68,157.0,14.07
497,998,2011-03-02T17:30:00,0:05:00,59.44,171.0,14.87
498,1000,2011-03-02T17:35:00,0:05:00,55.15,144.0,13.07
499,1002,2011-03-02T17:40:00,0:05:00,58.2,142.0,12.73
500,1004,2011-03-02T17:45:00,0:05:00,57.89,128.0,11.53
501,1006,2011-03-02T17:50:00,0:05:00,59.32,66.0,9.11
502,1008,2011-03-02T17:55:00,0:05:00,60.59,88.0,11.5
503,1010,2011-03-02T18:00:00,0:05:00,59.35,93.0,8.71
504,1012,2011-03-02T18:05:00,0:05:00,60.68,100.0,8.27
505,1014,2011-03-02T18:10:00,0:05:00,56.32,121.0,11.13
506,1016,2011-03-02T18:15:00,0:05:00,59.57,104.0,8.2
507,1018,2011-03-02T18:20:00,0:05:00,59.29,107.0,8.87
508,1020,2011-03-02T18:25:00,0:05:00,58.06,105.0,9.2
509,1022,2011-03-02T18:30:00,0:05:00,58.8,90.0,8.33
510,1024,2011-03-02T18:35:00,0:05:00,59.59,88.0,7.53
511,1026,2011-03-02T18:40:00,0:05:00,58.66,106.0,8.4
512,1028,2011-03-02T18:45:00,0:05:00,60.83,96.0,7.27
513,1030,2011-03-02T18:50:00,0:05:00,59.29,65.0,5.27
514,1032,2011-03-02T18:55:00,0:05:00,59.99,76.0,6.07
515,1034,2011-03-02T19:00:00,0:05:00,60.79,47.0,6.11
516,1036,2011-03-02T19:05:00,0:05:00,60.51,78.0,6.6
517,1038,2011-03-02T19:10:00,0:05:00,60.16,79.0,6.07
518,1040,2011-03-02T19:15:00,0:05:00,60.23,83.0,6.67
519,1042,2011-03-02T19:20:00,0:05:00,59.27,93.0,7.53
520,1044,2011-03-02T19:25:00,0:05:00,61.56,55.0,4.47
521,1046,2011-03-02T19:30:00,0:05:00,62.23,44.0,2.8
522,1048,2011-03-02T19:35:00,0:05:00,60.64,77.0,6.2
523,1050,2011-03-02T19:40:00,0:05:00,61.69,35.0,2.85
524,1052,2011-03-02T19:45:00,0:05:00,60.84,49.0,4.73
525,1054,2011-03-02T19:50:00,0:05:00,62.18,71.0,5.87
526,1056,2011-03-02T19:55:00,0:05:00,62.19,54.0,4.07
527,1058,2011-03-02T20:00:00,0:05:00,62.84,25.0,1.4
528,1060,2011-03-02T20:05:00,0:05:00,62.5,30.0,2.07
529,1062,2011-03-02T20:10:00,0:05:00,64.1,51.0,3.67
530,1064,2011-03-02T20:15:00,0:05:00,62.26,39.0,2.67
531,1066,2011-03-02T20:20:00,0:05:00,62.82,55.0,4.0
532,1068,2011-03-02T20:25:00,0:05:00,63.28,32.0,3.22
533,1070,2011-03-02T20:30:00,0:05:00,61.04,50.0,6.89
534,1072,2011-03-02T20:35:00,0:05:00,62.12,43.0,2.8
535,1074,2011-03-02T20:40:00,0:05:00,62.87,46.0,3.33
536,1076,2011-03-02T20:45:00,0:05:00,61.3,30.0,2.07
537,1078,2011-03-02T20:50:00,0:05:00,63.09,67.0,5.33
538,1080,2011-03-02T20:55:00,0:05:00,63.02,41.0,2.73
539,1082,2011-03-02T21:00:00,0:05:00,63.72,25.0,3.11
540,1084,2011-03-02T21:05:00,0:05:00,62.58,43.0,2.67
541,1086,2011-03-02T21:10:00,0:05:00,61.67,52.0,4.2
542,1088,2011-03-02T21:15:00,0:05:00,62.4,68.0,5.07
543,1090,2011-03-02T21:20:00,0:05:00,62.94,48.0,3.07
544,1092,2011-03-02T21:25:00,0:05:00,62.47,34.0,2.27
545,1094,2011-03-02T21:30:00,0:05:00,62.43,35.0,2.47
546,1096,2011-03-02T21:35:00,0:05:00,62.4,25.0,1.53
547,1098,2011-03-02T21:40:00,0:05:00,63.31,35.0,2.47
548,1100,2011-03-02T21:45:00,0:05:00,64.47,19.0,1.67
549,1102,2011-03-02T21:50:00,0:05:00,64.92,24.0,1.73
550,1104,2011-03-02T21:55:00,0:05:00,64.0,33.0,2.47
551,1106,2011-03-02T22:00:00,0:05:00,64.41,17.0,0.8
552,1108,2011-03-02T22:05:00,0:05:00,64.45,11.0,0.67
553,1110,2011-03-02T22:10:00,0:05:00,61.56,18.0,0.93
554,1112,2011-03-02T22:15:00,0:05:00,63.68,19.0,2.22
555,1114,2011-03-02T22:20:00,0:05:00,62.8,25.0,1.4
556,1116,2011-03-02T22:25:00,0:05:00,62.53,15.0,0.87
557,1118,2011-03-02T22:30:00,0:05:00,63.33,9.0,0.6
558,1120,2011-03-02T22:35:00,0:05:00,65.14,7.0,0.6
559,1122,2011-03-02T22:40:00,0:05:00,60.36,33.0,2.71
560,1124,2011-03-02T22:45:00,0:05:00,63.63,38.0,2.13
561,1126,2011-03-02T22:50:00,0:05:00,65.4,15.0,0.8
562,1128,2011-03-02T22:55:00,0:05:00,62.33,6.0,0.13
563,1130,2011-03-02T23:00:00,0:05:00,63.56,9.0,0.56
564,1132,2011-03-02T23:05:00,0:05:00,56.68,19.0,0.93
565,1134,2011-03-02T23:10:00,0:05:00,60.92,24.0,1.4
566,1136,2011-03-02T23:15:00,0:05:00,65.64,11.0,0.4
567,1138,2011-03-02T23:20:00,0:05:00,65.32,19.0,1.07
568,1140,2011-03-02T23:25:00,0:05:00,63.0,12.0,0.8
569,1142,2011-03-02T23:30:00,0:05:00,57.27,11.0,0.79
570,1144,2011-03-02T23:35:00,0:05:00,60.82,17.0,1.0
571,1146,2011-03-02T23:40:00,0:05:00,62.67,6.0,0.22
572,1148,2011-03-02T23:45:00,0:05:00,52.89,9.0,0.4
573,1150,2011-03-02T23:50:00,0:05:00,62.13,8.0,0.67
574,1152,2011-03-02T23:55:00,0:05:00,64.45,11.0,0.73
575,1154,2011-03-03T00:00:00,0:05:00,58.8,5.0,0.2
576,1155,2011-03-03T00:05:00,0:05:00,64.8,5.0,0.13
578,1159,2011-03-03T00:15:00,0:05:00,63.2,10.0,0.53
579,1162,2011-03-03T00:20:00,0:05:00,60.8,10.0,0.53
580,1163,2011-03-03T00:25:00,0:05:00,62.0,7.0,0.27
581,1165,2011-03-03T00:30:00,0:05:00,58.67,3.0,0.07
582,1167,2011-03-03T00:35:00,0:05:00,55.0,2.0,0.13
583,1170,2011-03-03T00:40:00,0:05:00,62.33,6.0,0.27
585,1174,2011-03-03T00:50:00,0:05:00,63.83,12.0,0.4
586,1176,2011-03-03T00:55:00,0:05:00,62.71,7.0,0.4
588,1180,2011-03-03T01:05:00,0:05:00,62.0,4.0,0.27
590,1184,2011-03-03T01:15:00,0:05:00,61.0,4.0,0.36
591,1185,2011-03-03T01:20:00,0:05:00,56.0,2.0,0.13
593,1189,2011-03-03T01:30:00,0:05:00,57.5,4.0,0.27
595,1194,2011-03-03T01:40:00,0:05:00,60.0,2.0,0.13
596,1195,2011-03-03T01:45:00,0:05:00,63.43,7.0,0.87
598,1200,2011-03-03T01:55:00,0:05:00,49.0,1.0,0.07
599,1202,2011-03-03T02:00:00,0:05:00,65.0,1.0,0.07
601,1206,2011-03-03T02:10:00,0:05:00,64.0,4.0,0.4
604,1211,2011-03-03T02:25:00,0:05:00,56.0,2.0,0.18
605,1214,2011-03-03T02:30:00,0:05:00,62.2,10.0,0.53
606,1216,2011-03-03T02:35:00,0:05:00,64.0,1.0,0.11
607,1218,2011-03-03T02:40:00,0:05:00,58.86,7.0,0.47
608,1220,2011-03-03T02:45:00,0:05:00,57.75,8.0,0.53
610,1224,2011-03-03T02:55:00,0:05:00,60.0,3.0,0.2
611,1226,2011-03-03T03:00:00,0:05:00,60.0,1.0,0.07
612,1228,2011-03-03T03:05:00,0:05:00,64.43,7.0,0.47
613,1230,2011-03-03T03:10:00,0:05:00,69.0,2.0,0.07
614,1232,2011-03-03T03:15:00,0:05:00,64.5,4.0,0.13
615,1234,2011-03-03T03:20:00,0:05:00,60.0,1.0,0.08
616,1236,2011-03-03T03:25:00,0:05:00,61.8,5.0,0.45
617,1238,2011-03-03T03:30:00,0:05:00,66.5,8.0,0.77
618,1240,2011-03-03T03:35:00,0:05:00,63.0,6.0,0.18
619,1241,2011-03-03T03:40:00,0:05:00,61.67,6.0,0.44
620,1244,2011-03-03T03:45:00,0:05:00,66.2,10.0,0.4
622,1248,2011-03-03T03:55:00,0:05:00,61.64,11.0,0.53
625,1254,2011-03-03T04:10:00,0:05:00,58.2,10.0,0.4
626,1256,2011-03-03T04:15:00,0:05:00,62.89,18.0,1.67
627,1258,2011-03-03T04:20:00,0:05:00,67.67,21.0,1.2
628,1260,2011-03-03T04:25:00,0:05:00,65.23,13.0,0.6
629,1262,2011-03-03T04:30:00,0:05:00,63.46,24.0,1.27
630,1264,2011-03-03T04:35:00,0:05:00,63.95,37.0,2.53
631,1266,2011-03-03T04:40:00,0:05:00,67.53,45.0,2.6
632,1268,2011-03-03T04:45:00,0:05:00,63.61,44.0,2.73
633,1270,2011-03-03T04:50:00,0:05:00,64.0,31.0,2.13
634,1272,2011-03-03T04:55:00,0:05:00,65.5,28.0,1.6
635,1274,2011-03-03T05:00:00,0:05:00,65.68,37.0,2.2
636,1276,2011-03-03T05:05:00,0:05:00,61.63,32.0,2.93
637,1278,2011-03-03T05:10:00,0:05:00,64.38,60.0,4.73
638,1280,2011-03-03T05:15:00,0:05:00,64.57,61.0,4.47
639,1282,2011-03-03T05:20:00,0:05:00,65.21,57.0,3.87
640,1284,2011-03-03T05:25:00,0:05:00,64.01,79.0,6.0
641,1286,2011-03-03T05:30:00,0:05:00,62.31,87.0,6.67
642,1288,2011-03-03T05:35:00,0:05:00,60.84,132.0,10.73
643,1290,2011-03-03T05:40:00,0:05:00,63.09,109.0,8.67
644,1292,2011-03-03T05:45:00,0:05:00,65.22,110.0,8.47
645,1294,2011-03-03T05:50:00,0:05:00,63.46,143.0,11.53
646,1296,2011-03-03T05:55:00,0:05:00,62.92,107.0,8.6
647,1298,2011-03-03T06:00:00,0:05:00,60.08,132.0,11.4
648,1300,2011-03-03T06:05:00,0:05:00,60.88,130.0,11.13
649,1302,2011-03-03T06:10:00,0:05:00,60.26,174.0,14.93
650,1304,2011-03-03T06:15:00,0:05:00,39.45,172.0,25.6
651,1306,2011-03-03T06:20:00,0:05:00,27.63,98.0,30.44
652,1308,2011-03-03T06:25:00,0:05:00,48.98,166.0,18.6
653,1310,2011-03-03T06:30:00,0:05:00,40.55,73.0,30.11
654,1312,2011-03-03T06:35:00,0:05:00,47.57,104.0,16.5
655,1314,2011-03-03T06:40:00,0:05:00,23.83,65.0,32.63
656,1316,2011-03-03T06:45:00,0:05:00,16.87,127.0,39.53
657,1318,2011-03-03T06:50:00,0:05:00,19.64,129.0,35.2
658,1320,2011-03-03T06:55:00,0:05:00,18.42,118.0,39.2
659,1322,2011-03-03T07:00:00,0:05:00,18.74,117.0,34.8
660,1324,2011-03-03T07:05:00,0:05:00,30.84,144.0,29.8
661,1326,2011-03-03T07:10:00,0:05:00,26.96,139.0,32.53
662,1328,2011-03-03T07:15:00,0:05:00,24.77,146.0,32.73
663,1330,2011-03-03T07:20:00,0:05:00,24.99,145.0,31.2
664,1332,2011-03-03T07:25:00,0:05:00,29.8,173.0,31.8
665,1334,2011-03-03T07:30:00,0:05:00,49.87,173.0,18.2
666,1336,2011-03-03T07:35:00,0:05:00,33.95,150.0,27.53
667,1338,2011-03-03T07:40:00,0:05:00,31.02,109.0,23.85
668,1340,2011-03-03T07:45:00,0:05:00,36.17,105.0,21.18
669,1342,2011-03-03T07:50:00,0:05:00,39.99,143.0,19.6
670,1344,2011-03-03T07:55:00,0:05:00,33.54,151.0,24.6
671,1346,2011-03-03T08:00:00,0:05:00,41.81,154.0,22.67
672,1348,2011-03-03T08:05:00,0:05:00,51.74,170.0,18.53
673,1350,2011-03-03T08:10:00,0:05:00,49.28,144.0,18.27
674,1352,2011-03-03T08:15:00,0:05:00,58.65,125.0,10.6
675,1354,2011-03-03T08:20:00,0:05:00,56.9,136.0,13.2
676,1356,2011-03-03T08:25:00,0:05:00,56.96,142.0,13.27
677,1358,2011-03-03T08:30:00,0:05:00,54.59,177.0,17.33
678,1360,2011-03-03T08:35:00,0:05:00,55.72,170.0,17.6
679,1362,2011-03-03T08:40:00,0:05:00,60.16,149.0,12.73
680,1364,2011-03-03T08:45:00,0:05:00,60.38,128.0,11.6
681,1366,2011-03-03T08:50:00,0:05:00,62.33,123.0,11.33
682,1368,2011-03-03T08:55:00,0:05:00,59.3,140.0,13.27
683,1370,2011-03-03T09:00:00,0:05:00,63.04,118.0,10.07
684,1372,2011-03-03T09:05:00,0:05:00,60.97,127.0,11.47
685,1374,2011-03-03T09:10:00,0:05:00,60.69,124.0,11.6
686,1376,2011-03-03T09:15:00,0:05:00,61.77,86.0,11.11
687,1378,2011-03-03T09:20:00,0:05:00,62.28,135.0,11.27
688,1380,2011-03-03T09:25:00,0:05:00,58.96,150.0,13.13
689,1382,2011-03-03T09:30:00,0:05:00,61.04,106.0,8.87
690,1384,2011-03-03T09:35:00,0:05:00,60.47,154.0,13.33
691,1386,2011-03-03T09:40:00,0:05:00,62.06,170.0,14.67
692,1388,2011-03-03T09:45:00,0:05:00,60.06,137.0,11.33
693,1390,2011-03-03T09:50:00,0:05:00,61.42,106.0,8.73
694,1392,2011-03-03T09:55:00,0:05:00,62.3,115.0,10.47
695,1394,2011-03-03T10:00:00,0:05:00,62.14,136.0,11.53
696,1396,2011-03-03T10:05:00,0:05:00,63.7,93.0,7.73
697,1398,2011-03-03T10:10:00,0:05:00,61.81,141.0,11.07
698,1400,2011-03-03T10:15:00,0:05:00,62.16,108.0,9.2
699,1402,2011-03-03T10:20:00,0:05:00,60.8,139.0,13.13
700,1404,2011-03-03T10:25:00,0:05:00,58.65,143.0,12.73
701,1406,2011-03-03T10:30:00,0:05:00,56.91,152.0,13.87
702,1408,2011-03-03T10:35:00,0:05:00,58.31,137.0,14.29
703,1410,2011-03-03T10:40:00,0:05:00,59.74,103.0,14.67
704,1412,2011-03-03T10:45:00,0:05:00,58.84,154.0,14.86
705,1414,2011-03-03T10:50:00,0:05:00,58.55,136.0,12.64
706,1416,2011-03-03T10:55:00,0:05:00,59.12,110.0,11.14
707,1418,2011-03-03T11:00:00,0:05:00,59.46,116.0,11.07
708,1420,2011-03-03T11:05:00,0:05:00,61.18,136.0,10.8
709,1422,2011-03-03T11:10:00,0:05:00,59.67,156.0,13.67
710,1424,2011-03-03T11:15:00,0:05:00,59.33,114.0,10.36
711,1426,2011-03-03T11:20:00,0:05:00,61.63,80.0,12.44
712,1428,2011-03-03T11:25:00,0:05:00,61.24,127.0,11.5
