﻿Index_Num,starttime,resolution,speed,volume,occupancy,速度,车流量,占有率,日期,时间,ID,年,月,日,速度均值,车流量均值,占有率均值,volume_1,speed_1,occupancy_1
234, ,0:05:00, , , ,54.6230685190737,70.8298582151793,9.79179649708092,3/1/2011,9:40:00,117,2011,3,1,49.7208305111383,98.9489574645538,15.9462056157909,121.666666666667,53.4933333333333,13.6
236, ,0:05:00, , , ,54.6233826903522,70.8298582151793,9.79179649708092,3/1/2011,9:45:00,118,2011,3,1,50.9699247625218,94.2822907978871,15.5112056157909,100.666666666667,58.86,12.9666666666667
238, ,0:05:00, , , ,54.6236968616306,70.8298582151793,9.79179649708092,3/1/2011,9:50:00,119,2011,3,1,49.0743523472387,91.6156241312205,16.9262056157909,108.666666666667,61.5933333333333,10.7
240, ,0:05:00, , , ,54.6240110329091,70.8298582151793,9.79179649708092,3/1/2011,9:55:00,120,2011,3,1,51.7921132652889,92.5489574645538,15.1665389491243,120.666666666667,60.9466666666667,11.8733333333333
242, ,0:05:00, , , ,54.6243252041875,70.8298582151793,9.79179649708092,3/1/2011,10:00:00,121,2011,3,1,52.6345408500058,93.3489574645538,14.4385389491243,77,61.2533333333333,11.8066666666667
244, ,0:05:00, , , ,54.6246393754659,70.8298582151793,9.79179649708092,3/1/2011,10:05:00,122,2011,3,1,51.6609684347226,90.5156241312204,15.3425389491243,94,61.4033333333333,9.57
246, ,0:05:00, , , ,54.6249535467444,70.8298582151793,9.79179649708092,3/1/2011,10:10:00,123,2011,3,1,53.7463960194395,95.4156241312205,13.6575389491243,113,62.2166666666667,9.53333333333333
248, ,0:05:00, , , ,54.6252677180228,70.8298582151793,9.79179649708092,3/1/2011,10:15:00,124,2011,3,1,52.044490270823,84.1156241312205,15.3358722824576,110.666666666667,60.7733333333333,10.9466666666667
250, ,0:05:00, , , ,54.6255818893013,70.8298582151793,9.79179649708092,3/1/2011,10:20:00,125,2011,3,1,51.7749178555399,97.3156241312204,15.0158722824576,96.3333333333333,63.1433333333333,8.78
252, ,0:05:00, , , ,54.6258960605797,70.8298582151793,9.79179649708092,3/1/2011,10:25:00,126,2011,3,1,54.0230121069234,96.8822907978871,13.8172056157909,111.666666666667,61.4366666666667,11.6533333333333
254, ,0:05:00, , , ,54.6262102318582,70.8298582151793,9.79179649708092,3/1/2011,10:30:00,127,2011,3,1,54.986106358307,101.31562413122,12.7838722824576,75.6666666666667,61.2066666666667,10.8133333333333
256, ,0:05:00, , , ,54.6265244031366,70.8298582151793,9.79179649708092,3/1/2011,10:35:00,128,2011,3,1,56.8035339430238,95.1489574645538,11.6842056157909,133.666666666667,60.3266666666667,14.6133333333333
258, ,0:05:00, , , ,54.6268385744151,70.8298582151793,9.79179649708092,3/1/2011,10:40:00,129,2011,3,1,57.920294861074,97.1156241312205,11.1368722824576,65.6666666666667,60.69,9.60666666666667
260, ,0:05:00, , , ,54.6271527456935,70.8298582151793,9.79179649708092,3/1/2011,10:45:00,130,2011,3,1,56.6287224457909,91.7489574645538,12.0392056157909,112.666666666667,60.52,12.05
262, ,0:05:00, , , ,54.6274669169719,70.8298582151793,9.79179649708092,3/1/2011,10:50:00,131,2011,3,1,57.3360172729391,95.1540939288487,10.7553851197837,102.333333333333,59.7866666666667,10.5666666666667
264, ,0:05:00, , , ,54.6277810882504,70.8298582151793,9.79179649708092,3/1/2011,10:55:00,132,2011,3,1,58.050910948558,79.7156241312205,10.4135389491243,58.8,61.37,7.982
266, ,0:05:00, , , ,54.6280952595288,70.8298582151793,9.79179649708092,3/1/2011,11:00:00,133,2011,3,1,57.5600051999415,93.8489574645538,10.8842056157909,92.3333333333333,61.5466666666667,10.2866666666667
268, ,0:05:00, , , ,54.6284094308073,70.8298582151793,9.79179649708092,3/1/2011,11:05:00,134,2011,3,1,57.4927661179917,96.4822907978871,11.2012056157909,108.666666666667,61.0566666666667,11.65
270, ,0:05:00, , , ,54.6287236020857,70.8298582151793,9.79179649708092,3/1/2011,11:10:00,135,2011,3,1,57.0538603693752,89.0156241312204,11.4002056157909,130.666666666667,62.51,10.98
272, ,0:05:00, , , ,54.6290377733642,70.8298582151793,9.79179649708092,3/1/2011,11:15:00,136,2011,3,1,57.2326212874254,90.5489574645538,11.2368722824576,104,60.1866666666667,11.1666666666667
274, ,0:05:00, , , ,54.6293519446426,70.8298582151793,9.79179649708092,3/1/2011,11:20:00,137,2011,3,1,58.0760488721423,96.3822907978871,10.9082056157909,98.6666666666667,60.7233333333333,11.18
