starttime,speed,volume,occupancy,speed_1,volume_1,occupancy_1,result,filter_$,预测_speed_1_模型_1,预测_volume_1_模型_2,预测_occupancy_1_模型_3,预测_result_模型_4,年,月,天,小时,分钟,秒,预测值,时间部分,speed_1_mean_1,volume_1_mean_1,occupancy_1_mean_1,ID
1/1/2009 2:25:00, ,66.15918763,2.13,65.8899244884418,66.15918763,2.13,35.3555175499014,1,67.8047894448456,25.0526599597921,2.82018845543557,143.326388910592,2009,1,1,2,25,0,30.1409297489946,2:25:00,66.9744696607345,18.6377564848358,3.02556821797783,30
1/1/2009 2:30:00,58.45, , ,58.45,50.7727917533333,1.8975,36.4069255632106,1,67.5912319104663,44.3027301234728,3.04007015834202,109.199595170003,2009,1,1,2,30,0,65.2017991797811,2:30:00,75.0838605757233,22.490207209803,3.78025484768522,31
1/1/2009 2:35:00,53.29, , ,53.29,35.3863958766667,1.665,41.7900004610275,1,66.9715075590259,37.9356560763594,2.7642495706259,112.102776108449,2009,1,1,2,35,0,108.598329193292,2:35:00,61.5250453690953,22.6922675570556,2.88405052669619,32
1/1/2009 2:40:00,58.3,20, ,58.3,20,1.4325,69.595625,1,66.1228927363816,32.8702487177184,2.49509579478397,110.556449800687,2009,1,1,2,40,0,189.177524052098,2:40:00,59.7136339449914,27.2150148405833,3.04895258780778,33
1/1/2009 2:45:00,56.64,22,1.2,56.64,22,1.2,51.4909090909091,1,65.6588172407622,27.015447557802,2.23164744424023,127.772672558153,2009,1,1,2,45,0,169.476038158157,2:45:00,69.6737608710793,22.7711584453218,2.82530958896092,34
1/1/2009 2:50:00,56.91,22,2.13,56.91,22,2.13,91.8320454545454,1,65.1507328559894,27.376383186015,1.98712837215095,115.392833377418,2009,1,1,2,50,0,190.071260019493,2:50:00,65.2672853061472,21.3580160118722,2.64938320967222,35
1/1/2009 2:55:00,55.69,53.57248262,.93,55.69,53.57248262,.93,16.1126563075826,1,64.7151036533511,26.4606194459003,2.36491654758245,137.68958139824,2009,1,1,2,55,0,22.4911087673026,2:55:00,63.1699034006819,17.4772342850774,2.21012884792857,36
1/1/2009 3:00:00,121.7595416, ,1.8,121.7595416,35.28624131,1.8,103.518711894225,1,64.2577093488547,39.8084266200042,1.71475685067677,81.108681957183,2009,1,1,3,0,0,362.214204676924,3:00:00,70.8638122791716,17.7625352377816,2.96066673626437,37
1/1/2009 3:05:00,58.29,17,1.13,58.29,17,1.13,64.5761764705882,1,67.6696627505334,31.6537692537261,2.13472601307515,141.799247290039,2009,1,1,3,5,0,195.858550451944,3:05:00,59.7351411676311,22.8277480566954,2.82918744029885,38
1/1/2009 3:10:00,59.87,23,9.817541605,59.87,23,9.817541605,425.924794124167,1,67.032066684549,24.8055512535662,1.74837187854164,110.577209211666,2009,1,1,3,10,0,358.611918668725,3:10:00,70.3785608351411,27.3985825407184,3.928562395,39
1/1/2009 3:15:00,62.33,15, ,62.33,15,5.0737708025,351.386815688694,1,66.5570999623997,28.8503657001448,5.65070850890763,212.358752580959,2009,1,1,3,15,0,302.509824188753,3:15:00,61.4730161916188,25.660467935,3.21938886569643,40
1/1/2009 3:20:00,142.2110177,10,.33,142.2110177,10,.33,78.216059735,1,66.2774212336297,24.0257248954013,4.36684389598738,186.480664208374,2009,1,1,3,20,0,508.903697241744,3:20:00,73.9133506765204,24.9161310184885,3.17367201139655,41
1/1/2009 3:25:00, ,16,8.668233058,65.8899244884418,16,8.668233058,594.947105874828,1,70.6451359142515,20.8002194239028,1.63592016144415,137.855351967421,2009,1,1,3,25,0,386.945602897452,3:25:00,67.9773965700224,26.8609486536437,3.74979444304598,42
1/1/2009 3:30:00,134.9992566,22,8.921411229,134.9992566,22,8.921411229,912.412033134767,1,70.1139309101951,21.8955697633263,5.68133665658719,236.566408591397,2009,1,1,3,30,0,618.764132658227,3:30:00,69.2120844868653,25.7093696062989,3.63162205816092,43
1/1/2009 3:35:00,59.67,12,1.13,59.67,12,1.13,93.64875,1,73.6357364912631,23.4571548377738,6.41543174525856,254.680227132462,2009,1,1,3,35,0,222.729788698602,3:35:00,61.3771330718765,31.3769553087241,3.18839742339655,44
1/1/2009 3:40:00,59,5,.2,59,5,.2,39.3333333333333,1,72.4106100636891,18.392777618713,2.61305224798601,153.125225322292,2009,1,1,3,40,0,231.228245867422,3:40:00,62.694882365762,24.6178398054167,3.76126770443889,45
1/1/2009 3:45:00,56.67,65.92806622,1.13,56.67,65.92806622,1.13,16.1886289283611,1,71.2837991450944,15.89926448944,1.53127043767371,120.470475945346,2009,1,1,3,45,0,-23.6432178213904,3:45:00,68.2008985431992,20.2203066325556,3.64789427618333,46
1/1/2009 3:50:00,56.3,20,1.53,56.3,20,1.53,71.7825,1,70.1483816961822,41.3187632718208,2.01517986441339,85.4520251164514,2009,1,1,3,50,0,183.920983822333,3:50:00,65.0854241144515,21.1744063763793,4.8851727218046,47
1/1/2009 3:55:00, ,7, ,65.8899244884418,7,1.03,161.587195769274,1,69.1185805754425,21.1708988258379,2.13784371337718,129.535499847245,2009,1,1,3,55,0,265.187940927877,3:55:00,62.4105001201523,27.4354141055172,4.26908268283621,48
1/1/2009 4:00:00,58, ,.53,58,10,.53,51.2333333333333,1,68.7581244736036,17.0827740550629,1.77922661390741,153.96435476431,2009,1,1,4,0,0,212.704033176366,4:00:00,75.271834140842,24.4940778199425,3.67284003354598,49
1/1/2009 4:05:00,57,13,.93,57,13,.93,67.9615384615385,1,67.9820601526449,17.515342209966,1.34975873641495,119.502725573062,2009,1,1,4,5,0,204.386017991873,4:05:00,65.5493370266503,23.3149892387931,3.33182788480172,50
1/1/2009 4:10:00,53.5, , ,53.5,14,1.03,65.6011904761905,1,67.2350126698825,17.2100346498091,1.50216990215225,129.806284122742,2009,1,1,4,10,0,189.33285819562,4:10:00,64.7902966887193,29.9611764868966,2.80016341022989,51
1/1/2009 4:15:00,57.23, ,1.13,57.23,15,1.13,71.8554444444444,1,66.3692723443711,16.9235387361524,1.51845156512935,120.22235668972,2009,1,1,4,15,0,200.713392286436,4:15:00,66.1488749247963,29.7750628526437,4.44568609856897,52
1/1/2009 4:20:00, ,16, ,65.8899244884418,16,3.528068046,242.150142855234,1,65.8159047423844,16.9787923500495,1.53850404079885,127.043776790515,2009,1,1,4,20,0,278.570632028027,4:20:00,66.1355653297,30.8639828692529,3.55087611709195,53
1/1/2009 4:25:00,57.47,15, ,57.47,15,5.926136092,378.416712452489,1,65.8248494677011,16.7001184071282,2.72888035699667,175.833861584393,2009,1,1,4,25,0,302.712342377002,4:25:00,68.4490655907121,32.503526395,4.79226712050575,54
1/1/2009 4:30:00, , ,8.324204138,65.8899244884418,17,8.324204138,537.72664909725,1,65.3462438513817,15.7682478731611,4.05127392702128,199.999562037587,2009,1,1,4,30,0,375.32695452181,4:30:00,69.8481820714779,36.6080236295402,4.60614693972414,55
1/1/2009 4:35:00,61.68,19, ,61.68,19,4.927102069,266.582154049053,1,65.4077195201461,18.5099817516567,5.60843054696435,234.272785093766,2009,1,1,4,35,0,279.580352775491,4:35:00,64.5930005175012,42.6760986268966,4.33298982371264,56
1/1/2009 4:40:00,57.65, ,1.53,57.65,16.5,1.53,89.0954545454546,1,65.2190465849292,17.7765560856453,4.47009718713957,194.849409401315,2009,1,1,4,40,0,204.13479782219,4:40:00,62.9262963098075,42.3430958897701,5.03170011689655,57
1/1/2009 4:45:00, ,14,1.13,65.8899244884418,14,1.13,88.6376365142133,1,64.8186009511928,16.5385032031965,2.68857809716059,148.205672974858,2009,1,1,4,45,0,236.740211650811,4:45:00,68.7537472262518,36.6565661127586,5.16542852597701,58
1/1/2009 4:50:00,60.57, , ,60.57,16.5,1.1,67.3,1,64.9390927405492,15.411482764336,2.27645766259988,144.984011971791,2009,1,1,4,50,0,205.744548968891,4:50:00,71.5058667925661,37.4828512194581,5.11450693833333,59
1/1/2009 4:55:00,59.95,19,1.07,59.95,19,1.07,56.2688596491228,1,64.7386932847889,16.3378574646327,1.98880573179769,130.1301075472,2009,1,1,4,55,0,191.932339291094,4:55:00,72.081229327846,41.6756238702956,4.67818981334483,60
1/1/2009 5:00:00,56.54,13,7.038031237,56.54,13,7.038031237,510.167033512795,1,64.5248812615134,17.2830071311851,1.81426025960018,125.674450223825,2009,1,1,5,0,0,331.485618057753,5:00:00,66.7612630144515,41.3993654098686,4.89215739699425,61
1/1/2009 5:05:00, , , ,65.8899244884418,32.66448917,3.7540156185,126.208313633842,1,64.1379353814475,14.688331968491,4.70750907656645,229.295411281177,2009,1,1,5,5,0,210.591327648245,5:05:00,64.3718542132558,49.97791664289,5.46765202612069,62
1/1/2009 5:10:00,62.42,52.32897834,.47,62.42,52.32897834,.47,9.34389858501997,1,64.3345586516406,23.4096641434589,3.71615389153953,152.493939819947,2009,1,1,5,10,0,42.8262262382707,5:10:00,76.0155871075549,52.8485758620608,5.14640675806897,63
1/1/2009 5:15:00,58.45,22, ,58.45,22,1.33666666666667,59.1880050505051,1,64.3086786759669,32.4661448665817,1.70737895004316,81.9251449118489,2009,1,1,5,15,0,178.975074779293,5:15:00,76.6899117994627,44.4522492266338,6.25320024722988,64
1/1/2009 5:20:00,136.5671181,13, ,136.5671181,13,2.20333333333333,385.772927624359,1,64.0562850551321,20.7767650176102,2.08757779105008,124.965750673309,2009,1,1,5,20,0,522.139252251726,5:20:00,70.9836238042533,52.5746651697619,6.28820775210714,65
1/1/2009 5:25:00,58.31,80.61382748,3.07,58.31,80.61382748,3.07,37.0101312218867,1,68.3461550359695,18.2492747521239,2.50552550333976,191.174159080359,2009,1,1,5,25,0,-40.8500405819419,5:25:00,69.4735801635244,59.450936981092,7.6007817167069,66
1/1/2009 5:30:00,57.59,17, ,57.59,17,2.27,128.165980392157,1,67.634085353869,47.985811411242,2.99753836444079,109.776855612818,2009,1,1,5,30,0,217.334972160563,5:30:00,65.3862482511868,55.571815487931,8.00762261831035,67
1/1/2009 5:35:00,59.96,23,1.47,59.96,23,1.47,63.8704347826087,1,66.9600541543193,21.059893047387,2.6605908836628,164.168431972656,2009,1,1,5,35,0,182.94183722335,5:35:00,80.4127677818227,65.5505050836782,7.95519059731035,68
1/1/2009 5:40:00,120.9548735, , ,120.9548735,48.677249225,3.847871983,159.355371814001,1,66.4983639498775,25.7171396609892,2.18621933949768,117.039514980705,2009,1,1,5,40,0,343.995573666791,5:40:00,71.1294286205509,58.8930091683333,7.22428074475862,69
1/1/2009 5:45:00,136.9825352,74.35449845, ,136.9825352,74.35449845,6.225743966,191.160411664549,1,69.6129298334095,37.0133904365021,3.37104285843039,168.645634033937,2009,1,1,5,45,0,340.644121773282,5:45:00,73.9279707041066,68.7545211854023,7.82309827349425,70
1/1/2009 5:50:00,60.38, ,8.603615949,60.38,52.5696656333333,8.603615949,164.697747500739,1,73.3053015947802,48.3363699690704,4.64604691250828,164.818821532955,2009,1,1,5,50,0,205.805852118398,5:50:00,71.2455252783745,61.2926769321839,8.02294866475287,71
1/1/2009 5:55:00,124.7630454, , ,124.7630454,30.7848328166667,6.57021196175,443.789781239096,1,72.1581742153908,41.6981464332424,6.09966884965721,169.501408110129,2009,1,1,5,55,0,493.419623649476,5:55:00,66.1716006653785,65.6888008735632,8.7377391275431,72
1/1/2009 6:00:00,60.33,9, ,60.33,9,4.5368079745,506.862268706639,1,74.8597550993784,35.2234790273484,5.63969346133812,221.728266722175,2009,1,1,6,0,0,310.067266282083,6:00:00,69.9625274420377,73.8449391908046,9.6285793653046,73
1/1/2009 6:05:00,58.21, , ,58.21,8.5,2.50340398725,285.731659015338,1,73.5358749986286,25.3958611606373,4.84713540955617,231.355257870372,2009,1,1,6,5,0,261.626704369444,6:05:00,69.6760937588805,70.1358166621839,9.96728296288793,74
1/1/2009 6:10:00,58.5,8,.47,58.5,8,.47,57.28125,1,72.2375638762525,23.8158534178981,3.70289693903029,209.454604480908,2009,1,1,6,10,0,221.997373752494,6:10:00,74.9770833236006,75.846676707931,10.8778060470609,75
1/1/2009 6:15:00, ,17,1.53,65.8899244884418,17,1.53,98.8348867326627,1,71.1012248257731,23.9223823939363,2.00170640339925,134.19862996095,2009,1,1,6,15,0,232.078309037143,6:15:00,59.4522432753247,89.2451506326437,13.3762775269839,76
1/1/2009 6:20:00,57.89,36, ,57.89,36,1.33,35.6452314814815,1,70.5190138677977,23.9616540118924,2.48181164311005,155.647789437269,2009,1,1,6,20,0,115.674843970562,6:20:00,57.9537756826198,91.9583868548276,14.4036089047402,77
1/1/2009 6:25:00,61.57,21,1.13,61.57,21,1.13,55.2175396825397,1,69.5396431123932,31.59818299091,2.21873632362186,109.235320203892,2009,1,1,6,25,0,190.389957365116,6:25:00,58.8501203838155,82.4637586067816,15.1755243225253,78
1/1/2009 6:30:00,58.88,78.05520956, ,58.88,78.05520956,5.214925419,65.5635949651533,1,68.8824640861925,25.4462127103883,1.90661777151256,130.274221561511,2009,1,1,6,30,0,17.6262172661052,6:30:00,59.2244108977385,86.2590160679885,15.8609193479195,79
1/1/2009 6:35:00, ,27,9.299850838,65.8899244884418,27,9.299850838,378.250907079995,1,68.1433467421778,51.7929229606566,3.90037446570434,126.371879055877,2009,1,1,6,35,0,352.245832831876,6:35:00,71.8321099016061,79.4604561462222,15.0861837397611,80
1/1/2009 6:40:00,59.12,17,1.07,59.12,17,1.07,62.0180392156863,1,67.8919703205984,30.0919324233773,6.18618988317475,214.272988068991,2009,1,1,6,40,0,197.628087016876,6:40:00,57.7768605385581,78.9767470708046,17.4756636465057,81
1/1/2009 6:45:00,129.7672177,15,.73,129.7672177,15,.73,105.255632134444,1,67.2775068317919,26.7858525407058,2.43274828791913,125.898735038637,2009,1,1,6,45,0,457.484046646424,6:45:00,53.7705572599374,73.1367817344828,16.4643338884253,82
1/1/2009 6:50:00, ,26,2.93,65.8899244884418,26,2.93,123.75479407124,1,70.8141518678659,24.6247012659018,1.9093962716086,160.39494225303,2009,1,1,6,50,0,222.309390758979,6:50:00,54.3916113676311,77.1045353117816,15.7054893482759,83
1/1/2009 6:55:00,56.24, ,1.47,56.24,18.5,1.47,74.48,1,70.2640496214385,27.7907398669609,3.00801086875527,148.612122939303,2009,1,1,6,55,0,188.984321068906,6:55:00,56.6666996956158,75.6751838241954,15.1597671385632,84
1/1/2009 7:00:00,56.82,11,1.2,56.82,11,1.2,103.309090909091,1,69.2178502635891,23.3669009414983,2.23818779919743,137.79443409834,2009,1,1,7,0,0,218.150904798528,7:00:00,72.6386489518003,74.5912044021839,14.5717212878736,85
1/1/2009 7:05:00, ,22,1.07,65.8899244884418,22,1.07,53.4107721232066,1,68.3221824077107,19.5845764318044,1.9818287207072,148.903442329492,2009,1,1,7,5,0,200.553890143688,7:05:00,58.4021130767578,79.0398778989655,15.612056954069,86
1/1/2009 7:10:00,57.83,24,2.93,57.83,24,2.93,117.667986111111,1,68.0508034668958,24.1907619377698,1.77496997941026,120.840301528226,2009,1,1,7,10,0,201.571720676451,7:10:00,55.4977003372638,87.0233801937931,15.6222706832816,87
1/1/2009 7:15:00,54.5,69.03720894,.93,54.5,69.03720894,.93,12.23615515416,1,67.3440314760891,23.7847336667872,2.66587586234327,154.112041194902,2009,1,1,7,15,0,-49.3656789011891,7:15:00,50.5539833326736,88.4580648495403,16.8146000474368,88
1/1/2009 7:20:00,57.22,18,2.67,57.22,18,2.67,141.460555555556,1,66.52388537998,45.6227952719501,1.6458759587207,77.5546678034636,2009,1,1,7,20,0,220.050629055257,7:20:00,57.8908508165204,84.6832192242529,17.069649204569,89
1/1/2009 7:25:00,131.0409491,26,2.27,131.0409491,26,2.27,190.68138106218,1,65.9526479180699,22.7329534073128,2.50376023796701,163.041881001379,2009,1,1,7,25,0,446.593465286077,7:25:00,64.3200738232558,79.7953505213793,19.0031818878506,90
1/1/2009 7:30:00,56,30,9.815699382,56,30,9.815699382,305.377314106667,1,69.7110797170299,27.5498345678326,2.41581564033114,152.958843532401,2009,1,1,7,30,0,313.867797627549,7:30:00,56.3270810018658,83.3250978624445,18.8426720051,91
1/1/2009 7:35:00,56.24,29, ,56.24,29,9.6132981015,310.719474269172,1,68.7128607625721,28.8044908983938,5.92821182676219,204.504585382688,2009,1,1,7,35,0,314.84300718874,7:35:00,58.218150734762,84.5844835858889,19.12056806595,92
1/1/2009 7:40:00,56.73, ,9.410896821,56.73,29,9.410896821,306.827687732948,1,67.8401597139382,28.2537449104069,6.7770579118131,196.609415349661,2009,1,1,7,40,0,312.367084312854,7:40:00,53.1440789913031,89.2989092562222,19.1219340085778,93
1/1/2009 7:45:00,59.24,29, ,59.24,29,5.6054484105,190.842967723,1,67.0933839323742,28.0918269353351,7.34935422726265,205.323106175788,2009,1,1,7,45,0,241.310051168984,7:45:00,62.5266477330434,78.4702830831111,21.34147612515,94
1/1/2009 7:50:00,131.7018296,27,1.8,131.7018296,27,1.8,146.335366222222,1,66.5751754720549,27.8788420930275,5.90936200576196,179.694490232513,2009,1,1,7,50,0,434.735102737479,7:50:00,54.9731936302511,79.3498796515833,20.2555831267222,95
1/1/2009 7:55:00,58.03,33,2.87,58.03,33,2.87,84.1141919191919,1,70.302167712935,27.3414555064256,3.5766962526464,170.405751076104,2009,1,1,7,55,0,161.751461103709,7:55:00,62.4583980375325,79.0822007311111,20.3346751005556,96
1/1/2009 8:00:00, ,26,1.87,65.8899244884418,26,1.87,78.9834351239655,1,69.3551408654878,29.9840748630765,3.86029224427009,143.944966730214,2009,1,1,8,0,0,199.960406075919,8:00:00,53.7389649766364,84.0613381716389,19.8940215363333,97
1/1/2009 8:05:00,124.2890041,28,2.07,124.2890041,28,2.07,153.141808623214,1,68.9682269632914,28.6508246391261,3.02339568585628,142.070802335879,2009,1,1,8,5,0,408.960483571646,8:05:00,58.2435800065325,83.3805797136889,20.8617291987667,98
1/1/2009 8:10:00, , ,4.47,65.8899244884418,51.2252763733333,4.47,95.8276796519992,1,71.9992062395995,27.9683009085852,3.02139145486372,167.205480841536,2009,1,1,8,10,0,144.666288353832,8:10:00,56.79815402571,79.2189749494889,20.2330442851833,99
1/1/2009 8:15:00,59.73, ,10.09237163,59.73,74.4505527466667,10.09237163,134.948037146908,1,71.3165573164678,38.7069854675705,4.24306615590021,146.798594599409,2009,1,1,8,15,0,139.304640155849,8:15:00,57.7873196941992,79.1208279016222,20.3336124744889,100
1/1/2009 8:20:00,130.545234,97.67582912,10.97932705,130.545234,97.67582912,10.97932705,244.567298415915,1,70.3543076818393,49.6207755524772,7.04203866840834,166.609867470268,2009,1,1,8,20,0,315.531568298542,8:20:00,58.5341807851473,85.6298420418667,20.7935577501167,101
1/1/2009 8:25:00,132.9380392,42,3.67,132.9380392,42,3.67,193.60420788254,1,73.5917748573045,62.0811893768473,8.20253706529907,190.182500847913,2009,1,1,8,25,0,413.204397912025,8:25:00,64.1694491609697,82.0352805321111,20.9502108509667,102
1/1/2009 8:30:00,59.93, ,9.536111074,59.93,37.5,9.536111074,253.999616295476,1,76.6054051864205,41.1454518618949,4.96277010669504,183.116353509364,2009,1,1,8,30,0,289.60279038718,8:30:00,55.7141622410569,82.5251022364368,20.8062736802438,103
1/1/2009 8:35:00,58.61,33,3,58.61,33,3,88.8030303030303,1,75.0631623919042,41.6397284425751,7.90325490095481,202.750011120561,2009,1,1,8,35,0,166.612919610635,8:35:00,64.2719239701299,84.4835086307471,20.2912429715681,104
1/1/2009 8:40:00,132.9111431,34,2.87,132.9111431,34,2.87,186.987735635784,1,73.6171405000981,39.5128626073126,4.62024445262833,148.928505058128,2009,1,1,8,40,0,431.160189129614,8:40:00,62.3986559595701,81.6967274425287,20.0138575931856,105
1/1/2009 8:45:00,57.23, ,2.27,57.23,34.5,2.27,62.7594685990338,1,76.6263795140677,39.3098339009814,4.2628606691511,189.379057016565,2009,1,1,8,45,0,139.628461488849,8:45:00,56.3978346047425,77.6225021125862,19.4003359481248,106
1/1/2009 8:50:00,60.63,35, ,60.63,35,2.935,84.7376428571429,1,74.9257700412538,38.6330253549096,3.60025203202956,131.599440808976,2009,1,1,8,50,0,163.897489236211,8:50:00,68.2935811423825,82.410405519023,18.8253108134893,107
