Index_Num,starttime,resolution,speed,volume,occupancy,速度,车流量,占有率,日期,时间,ID,年,月,日,速度均值,车流量均值,占有率均值
106,3/1/2011 4:20:00,0:05:00, , , ,54.60296156,70.82985822,9.791796497,3/1/2011,4:20:00,53,2011,3,1,59.46267951,31.71562413,3.599538949
108,3/1/2011 4:25:00,0:05:00, , , ,54.60327573,70.82985822,9.791796497,3/1/2011,4:25:00,54,2011,3,1,60.89511271,32.44895746,3.749538949
110,3/1/2011 4:30:00,0:05:00, , , ,54.6035899,70.82985822,9.791796497,3/1/2011,4:30:00,55,2011,3,1,61.38373452,39.2822908,4.238205616
112,3/1/2011 4:35:00,0:05:00, , , ,54.60390407,70.82985822,9.791796497,3/1/2011,4:35:00,56,2011,3,1,61.67145932,39.6822908,4.296872282
114,3/1/2011 4:40:00,0:05:00, , , ,54.60421824,70.82985822,9.791796497,3/1/2011,4:40:00,57,2011,3,1,62.31784209,43.0822908,4.485872282
116,3/1/2011 4:45:00,0:05:00, , , ,54.60453241,70.82985822,9.791796497,3/1/2011,4:45:00,58,2011,3,1,62.70426968,42.7822908,4.493205616
118,3/1/2011 4:50:00,0:05:00, , , ,54.60484658,70.82985822,9.791796497,3/1/2011,4:50:00,59,2011,3,1,62.10482008,38.4822908,4.063538949
120,3/1/2011 4:55:00,0:05:00, , , ,54.60516076,70.82985822,9.791796497,3/1/2011,4:55:00,60,2011,3,1,61.95612485,38.7822908,4.247538949
122,3/1/2011 5:00:00,0:05:00, , , ,54.60547493,70.82985822,9.791796497,3/1/2011,5:00:00,61,2011,3,1,61.13846004,42.7822908,4.390205616
124,3/1/2011 5:05:00,0:05:00, , , ,54.6057891,70.82985822,9.791796497,3/1/2011,5:05:00,62,2011,3,1,62.50498002,45.64895746,4.849538949
126,3/1/2011 5:10:00,0:05:00, , , ,54.60610327,70.82985822,9.791796497,3/1/2011,5:10:00,63,2011,3,1,61.53874094,49.94895746,5.437538949
128,3/1/2011 5:15:00,0:05:00, , , ,54.60641744,70.82985822,9.791796497,3/1/2011,5:15:00,64,2011,3,1,61.41416852,54.91562413,6.116538949
130,3/1/2011 5:20:00,0:05:00, , , ,54.60673161,70.82985822,9.791796497,3/1/2011,5:20:00,65,2011,3,1,61.18159611,63.04895746,6.462205616
132,3/1/2011 5:25:00,0:05:00, , , ,54.60704578,70.82985822,9.791796497,3/1/2011,5:25:00,66,2011,3,1,60.53969036,72.51562413,7.376205616
134,3/1/2011 5:30:00,0:05:00, , , ,54.60735996,70.82985822,9.791796497,3/1/2011,5:30:00,67,2011,3,1,60.65345128,84.94895746,8.518538949
136,3/1/2011 5:35:00,0:05:00, , , ,54.60767413,70.82985822,9.791796497,3/1/2011,5:35:00,68,2011,3,1,59.96254553,92.54895746,9.359872282
138,3/1/2011 5:40:00,0:05:00, , , ,54.6079883,70.82985822,9.791796497,3/1/2011,5:40:00,69,2011,3,1,59.75863978,85.64895746,9.445538949
140,3/1/2011 5:45:00,0:05:00, , , ,54.60830247,70.82985822,9.791796497,3/1/2011,5:45:00,70,2011,3,1,60.05406736,93.94895746,9.595872282
142,3/1/2011 5:50:00,0:05:00, , , ,54.60861664,70.82985822,9.791796497,3/1/2011,5:50:00,71,2011,3,1,60.25782828,91.0822908,9.201872282
144,3/1/2011 5:55:00,0:05:00, , , ,54.60893081,70.82985822,9.791796497,3/1/2011,5:55:00,72,2011,3,1,60.04025587,87.44895746,9.440872282
146,3/1/2011 6:00:00,0:05:00, , , ,54.60924498,70.82985822,9.791796497,3/1/2011,6:00:00,73,2011,3,1,60.08801678,93.21562413,9.404538949
148,3/1/2011 6:05:00,0:05:00, , , ,54.60955915,70.82985822,9.791796497,3/1/2011,6:05:00,74,2011,3,1,58.47101102,98.11562413,10.59687228
150,3/1/2011 6:10:00,0:05:00, , , ,54.60987333,70.82985822,9.791796497,3/1/2011,6:10:00,75,2011,3,1,56.20153862,104.6822908,12.42987228
152,3/1/2011 6:15:00,0:05:00, , , ,54.6101875,70.82985822,9.791796497,3/1/2011,6:15:00,76,2011,3,1,51.76629954,102.2156241,15.01920562
154,3/1/2011 6:20:00,0:05:00, , , ,54.61050167,70.82985822,9.791796497,3/1/2011,6:20:00,77,2011,3,1,48.42672712,105.0822908,16.44287228
156,3/1/2011 6:25:00,0:05:00, , , ,54.61081584,70.82985822,9.791796497,3/1/2011,6:25:00,78,2011,3,1,48.31448804,100.7822908,16.03487228
158,3/1/2011 6:30:00,0:05:00, , , ,54.61113001,70.82985822,9.791796497,3/1/2011,6:30:00,79,2011,3,1,49.73724896,103.4822908,15.60020562
160,3/1/2011 6:35:00,0:05:00, , , ,54.61144418,70.82985822,9.791796497,3/1/2011,6:35:00,80,2011,3,1,50.60067654,99.3822908,14.78820562
162,3/1/2011 6:40:00,0:05:00, , , ,54.61175835,70.82985822,9.791796497,3/1/2011,6:40:00,81,2011,3,1,47.09043746,95.4822908,16.63787228
164,3/1/2011 6:45:00,0:05:00, , , ,54.61207252,70.82985822,9.791796497,3/1/2011,6:45:00,82,2011,3,1,47.24053171,98.3822908,16.71453895
166,3/1/2011 6:50:00,0:05:00, , , ,54.6123867,70.82985822,9.791796497,3/1/2011,6:50:00,83,2011,3,1,47.86729263,98.0822908,15.85287228
168,3/1/2011 6:55:00,0:05:00, , , ,54.61270087,70.82985822,9.791796497,3/1/2011,6:55:00,84,2011,3,1,45.94605355,90.61562413,17.46087228
170,3/1/2011 7:00:00,0:05:00, , , ,54.61301504,70.82985822,9.791796497,3/1/2011,7:00:00,85,2011,3,1,46.17748113,98.04895746,16.93553895
172,3/1/2011 7:05:00,0:05:00, , , ,54.61332921,70.82985822,9.791796497,3/1/2011,7:05:00,86,2011,3,1,46.49990872,94.04895746,18.08587228
174,3/1/2011 7:10:00,0:05:00, , , ,54.61364338,70.82985822,9.791796497,3/1/2011,7:10:00,87,2011,3,1,44.2413363,101.9822908,19.20520562
176,3/1/2011 7:15:00,0:05:00, , , ,54.61395755,70.82985822,9.791796497,3/1/2011,7:15:00,88,2011,3,1,44.30976389,93.2822908,19.05387228
178,3/1/2011 7:20:00,0:05:00, , , ,54.61427172,70.82985822,9.791796497,3/1/2011,7:20:00,89,2011,3,1,43.75433601,103.7403008,19.80538512
180,3/1/2011 7:25:00,0:05:00, , , ,54.61458589,70.82985822,9.791796497,3/1/2011,7:25:00,90,2011,3,1,44.24098523,96.60236979,18.60021271
182,3/1/2011 7:30:00,0:05:00, , , ,54.61490007,70.82985822,9.791796497,3/1/2011,7:30:00,91,2011,3,1,42.19004825,95.01616289,20.40124719
184,3/1/2011 7:35:00,0:05:00, , , ,54.61521424,70.82985822,9.791796497,3/1/2011,7:35:00,92,2011,3,1,40.60911127,93.87823186,21.48572995
186,3/1/2011 7:40:00,0:05:00, , , ,54.61552841,70.82985822,9.791796497,3/1/2011,7:40:00,93,2011,3,1,42.15369153,97.67133531,20.26159202
188,3/1/2011 7:45:00,0:05:00, , , ,54.61584258,70.82985822,9.791796497,3/1/2011,7:45:00,94,2011,3,1,42.04275455,99.74030083,20.52607477
190,3/1/2011 7:50:00,0:05:00, , , ,54.61615675,70.82985822,9.791796497,3/1/2011,7:50:00,95,2011,3,1,42.25630032,97.63685255,19.88607477
192,3/1/2011 7:55:00,0:05:00, , , ,54.61647092,70.82985822,9.791796497,3/1/2011,7:55:00,96,2011,3,1,42.75685123,98.1822908,19.54087228
194,3/1/2011 8:00:00,0:05:00, , , ,54.61678509,70.82985822,9.791796497,3/1/2011,8:00:00,97,2011,3,1,43.13361215,97.5822908,19.66920562
196,3/1/2011 8:05:00,0:05:00, , , ,54.61709926,70.82985822,9.791796497,3/1/2011,8:05:00,98,2011,3,1,41.7217064,93.34895746,20.51687228
198,3/1/2011 8:10:00,0:05:00, , , ,54.61741344,70.82985822,9.791796497,3/1/2011,8:10:00,99,2011,3,1,43.52780065,96.3822908,19.18853895
200,3/1/2011 8:15:00,0:05:00, , , ,54.61772761,70.82985822,9.791796497,3/1/2011,8:15:00,100,2011,3,1,44.26156157,92.14895746,18.76487228
202,3/1/2011 8:20:00,0:05:00, , , ,54.61804178,70.82985822,9.791796497,3/1/2011,8:20:00,101,2011,3,1,41.60365582,91.41562413,21.53620562
204,3/1/2011 8:25:00,0:05:00, , , ,54.61835595,70.82985822,9.791796497,3/1/2011,8:25:00,102,2011,3,1,43.37875007,98.51562413,19.57953895
206,3/1/2011 8:30:00,0:05:00, , , ,54.61867012,70.82985822,9.791796497,3/1/2011,8:30:00,103,2011,3,1,43.85017766,101.8156241,19.48287228
208,3/1/2011 8:35:00,0:05:00, , , ,54.61898429,70.82985822,9.791796497,3/1/2011,8:35:00,104,2011,3,1,43.80960524,98.64895746,19.53720562
210,3/1/2011 8:40:00,0:05:00, , , ,54.61929846,70.82985822,9.791796497,3/1/2011,8:40:00,105,2011,3,1,44.66003283,95.41562413,18.80787228
212,3/1/2011 8:45:00,0:05:00, , , ,54.61961264,70.82985822,9.791796497,3/1/2011,8:45:00,106,2011,3,1,47.81246041,98.51562413,16.63087228
214,3/1/2011 8:50:00,0:05:00, , , ,54.61992681,70.82985822,9.791796497,3/1/2011,8:50:00,107,2011,3,1,48.10655466,104.7156241,17.14953895
216,3/1/2011 8:55:00,0:05:00, , , ,54.62024098,70.82985822,9.791796497,3/1/2011,8:55:00,108,2011,3,1,45.91331558,90.71562413,18.99420562
218,3/1/2011 9:00:00,0:05:00, , , ,54.62055515,70.82985822,9.791796497,3/1/2011,9:00:00,109,2011,3,1,46.83574317,97.34895746,18.18387228
220,3/1/2011 9:05:00,0:05:00, , , ,54.62086932,70.82985822,9.791796497,3/1/2011,9:05:00,110,2011,3,1,47.41550408,95.21562413,16.85820562
222,3/1/2011 9:10:00,0:05:00, , , ,54.62118349,70.82985822,9.791796497,3/1/2011,9:10:00,111,2011,3,1,47.40959834,96.24895746,16.93987228
224,3/1/2011 9:15:00,0:05:00, , , ,54.62149766,70.82985822,9.791796497,3/1/2011,9:15:00,112,2011,3,1,46.95902592,84.54895746,18.95087228
226,3/1/2011 9:20:00,0:05:00, , , ,54.62181183,70.82985822,9.791796497,3/1/2011,9:20:00,113,2011,3,1,45.69712017,88.3822908,20.42287228
228,3/1/2011 9:25:00,0:05:00, , , ,54.62212601,70.82985822,9.791796497,3/1/2011,9:25:00,114,2011,3,1,48.82465118,94.2822908,15.74753895
230,3/1/2011 9:30:00,0:05:00, , , ,54.62244018,70.82985822,9.791796497,3/1/2011,9:30:00,115,2011,3,1,47.00830868,95.74895746,18.47120562
232,3/1/2011 9:35:00,0:05:00, , , ,54.62275435,70.82985822,9.791796497,3/1/2011,9:35:00,116,2011,3,1,47.13106959,95.24895746,17.23487228
234,3/1/2011 9:40:00,0:05:00, , , ,54.62306852,70.82985822,9.791796497,3/1/2011,9:40:00,117,2011,3,1,49.72083051,98.94895746,15.94620562
236,3/1/2011 9:45:00,0:05:00, , , ,54.62338269,70.82985822,9.791796497,3/1/2011,9:45:00,118,2011,3,1,50.96992476,94.2822908,15.51120562
238,3/1/2011 9:50:00,0:05:00, , , ,54.62369686,70.82985822,9.791796497,3/1/2011,9:50:00,119,2011,3,1,49.07435235,91.61562413,16.92620562
240,3/1/2011 9:55:00,0:05:00, , , ,54.62401103,70.82985822,9.791796497,3/1/2011,9:55:00,120,2011,3,1,51.79211327,92.54895746,15.16653895
242,3/1/2011 10:00:00,0:05:00, , , ,54.6243252,70.82985822,9.791796497,3/1/2011,10:00:00,121,2011,3,1,52.63454085,93.34895746,14.43853895
244,3/1/2011 10:05:00,0:05:00, , , ,54.62463938,70.82985822,9.791796497,3/1/2011,10:05:00,122,2011,3,1,51.66096843,90.51562413,15.34253895
246,3/1/2011 10:10:00,0:05:00, , , ,54.62495355,70.82985822,9.791796497,3/1/2011,10:10:00,123,2011,3,1,53.74639602,95.41562413,13.65753895
248,3/1/2011 10:15:00,0:05:00, , , ,54.62526772,70.82985822,9.791796497,3/1/2011,10:15:00,124,2011,3,1,52.04449027,84.11562413,15.33587228
250,3/1/2011 10:20:00,0:05:00, , , ,54.62558189,70.82985822,9.791796497,3/1/2011,10:20:00,125,2011,3,1,51.77491786,97.31562413,15.01587228
252,3/1/2011 10:25:00,0:05:00, , , ,54.62589606,70.82985822,9.791796497,3/1/2011,10:25:00,126,2011,3,1,54.02301211,96.8822908,13.81720562
254,3/1/2011 10:30:00,0:05:00, , , ,54.62621023,70.82985822,9.791796497,3/1/2011,10:30:00,127,2011,3,1,54.98610636,101.3156241,12.78387228
256,3/1/2011 10:35:00,0:05:00, , , ,54.6265244,70.82985822,9.791796497,3/1/2011,10:35:00,128,2011,3,1,56.80353394,95.14895746,11.68420562
258,3/1/2011 10:40:00,0:05:00, , , ,54.62683857,70.82985822,9.791796497,3/1/2011,10:40:00,129,2011,3,1,57.92029486,97.11562413,11.13687228
260,3/1/2011 10:45:00,0:05:00, , , ,54.62715275,70.82985822,9.791796497,3/1/2011,10:45:00,130,2011,3,1,56.62872245,91.74895746,12.03920562
262,3/1/2011 10:50:00,0:05:00, , , ,54.62746692,70.82985822,9.791796497,3/1/2011,10:50:00,131,2011,3,1,57.33601727,95.15409393,10.75538512
264,3/1/2011 10:55:00,0:05:00, , , ,54.62778109,70.82985822,9.791796497,3/1/2011,10:55:00,132,2011,3,1,58.05091095,79.71562413,10.41353895
266,3/1/2011 11:00:00,0:05:00, , , ,54.62809526,70.82985822,9.791796497,3/1/2011,11:00:00,133,2011,3,1,57.5600052,93.84895746,10.88420562
268,3/1/2011 11:05:00,0:05:00, , , ,54.62840943,70.82985822,9.791796497,3/1/2011,11:05:00,134,2011,3,1,57.49276612,96.4822908,11.20120562
270,3/1/2011 11:10:00,0:05:00, , , ,54.6287236,70.82985822,9.791796497,3/1/2011,11:10:00,135,2011,3,1,57.05386037,89.01562413,11.40020562
272,3/1/2011 11:15:00,0:05:00, , , ,54.62903777,70.82985822,9.791796497,3/1/2011,11:15:00,136,2011,3,1,57.23262129,90.54895746,11.23687228
274,3/1/2011 11:20:00,0:05:00, , , ,54.62935194,70.82985822,9.791796497,3/1/2011,11:20:00,137,2011,3,1,58.07604887,96.3822908,10.90820562
276,3/1/2011 11:25:00,0:05:00, , , ,54.62966612,70.82985822,9.791796497,3/1/2011,11:25:00,138,2011,3,1,57.81247646,97.61562413,11.95320562
278,3/1/2011 11:30:00,0:05:00, , , ,54.62998029,70.82985822,9.791796497,3/1/2011,11:30:00,139,2011,3,1,58.72023737,93.84895746,10.46853895
280,3/1/2011 11:35:00,0:05:00, , , ,54.63029446,70.82985822,9.791796497,3/1/2011,11:35:00,140,2011,3,1,57.65066496,91.84895746,11.89953895
282,3/1/2011 11:40:00,0:05:00, , , ,54.63060863,70.82985822,9.791796497,3/1/2011,11:40:00,141,2011,3,1,56.97742588,92.0822908,11.74753895
284,3/1/2011 11:45:00,0:05:00, , , ,54.6309228,70.82985822,9.791796497,3/1/2011,11:45:00,142,2011,3,1,57.45285346,98.31562413,11.94253895
286,3/1/2011 11:50:00,0:05:00, , , ,54.63123697,70.82985822,9.791796497,3/1/2011,11:50:00,143,2011,3,1,56.75094771,100.3822908,12.31120562
288,3/1/2011 11:55:00,0:05:00, , , ,54.63155114,70.82985822,9.791796497,3/1/2011,11:55:00,144,2011,3,1,56.53004197,89.74895746,11.85287228
290,3/1/2011 12:00:00,0:05:00, , , ,54.63186531,70.82985822,9.791796497,3/1/2011,12:00:00,145,2011,3,1,55.97780288,90.84895746,12.48153895
292,3/1/2011 12:05:00,0:05:00, , , ,54.63217949,70.82985822,9.791796497,3/1/2011,12:05:00,146,2011,3,1,56.50689713,90.74895746,12.10887228
294,3/1/2011 12:10:00,0:05:00, , , ,54.63249366,70.82985822,9.791796497,3/1/2011,12:10:00,147,2011,3,1,56.11965805,90.8822908,12.01620562
296,3/1/2011 12:15:00,0:05:00, , , ,54.63280783,70.82985822,9.791796497,3/1/2011,12:15:00,148,2011,3,1,55.8807523,94.0822908,11.81620562
298,3/1/2011 12:20:00,0:05:00, , , ,54.633122,70.82985822,9.791796497,3/1/2011,12:20:00,149,2011,3,1,55.81684656,96.74895746,12.77320562
300,3/1/2011 12:25:00,0:05:00, , , ,54.63343617,70.82985822,9.791796497,3/1/2011,12:25:00,150,2011,3,1,57.58965119,92.61562413,11.11920562
302,3/1/2011 12:30:00,0:05:00, , , ,54.63375034,70.82985822,9.791796497,3/1/2011,12:30:00,151,2011,3,1,55.52403506,95.01562413,11.66720562
304,3/1/2011 12:35:00,0:05:00, , , ,54.63406451,70.82985822,9.791796497,3/1/2011,12:35:00,152,2011,3,1,55.62012931,93.34895746,12.50520562
306,3/1/2011 12:40:00,0:05:00, , , ,54.63437869,70.82985822,9.791796497,3/1/2011,12:40:00,153,2011,3,1,55.44422356,105.3156241,13.00253895
308,3/1/2011 12:45:00,0:05:00, , , ,54.63469286,70.82985822,9.791796497,3/1/2011,12:45:00,154,2011,3,1,56.10298448,93.64895746,12.03687228
310,3/1/2011 12:50:00,0:05:00, , , ,54.63500703,70.82985822,9.791796497,3/1/2011,12:50:00,155,2011,3,1,56.0607454,99.14895746,12.33420562
312,3/1/2011 12:55:00,0:05:00, , , ,54.6353212,70.82985822,9.791796497,3/1/2011,12:55:00,156,2011,3,1,57.00350632,98.51562413,12.05953895
314,3/1/2011 13:00:00,0:05:00, , , ,54.63563537,70.82985822,9.791796497,3/1/2011,13:00:00,157,2011,3,1,56.31820748,97.87823186,12.26952305
316,3/1/2011 13:05:00,0:05:00, , , ,54.63594954,70.82985822,9.791796497,3/1/2011,13:05:00,158,2011,3,1,56.28037395,93.91271462,11.97193684
318,3/1/2011 13:10:00,0:05:00, , , ,54.63626371,70.82985822,9.791796497,3/1/2011,13:10:00,159,2011,3,1,54.61564386,96.11961117,13.62814374
320,3/1/2011 13:15:00,0:05:00, , , ,54.63657788,70.82985822,9.791796497,3/1/2011,13:15:00,160,2011,3,1,54.46056895,97.08512841,13.52710926
322,3/1/2011 13:20:00,0:05:00, , , ,54.63689206,70.82985822,9.791796497,3/1/2011,13:20:00,161,2011,3,1,55.60239059,102.4989215,12.7488334
324,3/1/2011 13:25:00,0:05:00, , , ,54.63720623,70.82985822,9.791796497,3/1/2011,13:25:00,162,2011,3,1,54.68766051,102.7058181,13.36193684
326,3/1/2011 13:30:00,0:05:00, , , ,54.6375204,70.82985822,9.791796497,3/1/2011,13:30:00,163,2011,3,1,55.08913732,98.11961117,13.04193684
328,3/1/2011 13:35:00,0:05:00, , , ,54.63783457,70.82985822,9.791796497,3/1/2011,13:35:00,164,2011,3,1,55.87095896,96.94719738,12.37159202
330,3/1/2011 13:40:00,0:05:00, , , ,54.63814874,70.82985822,9.791796497,3/1/2011,13:40:00,165,2011,3,1,53.71002198,101.3265077,14.08986788
332,3/1/2011 13:45:00,0:05:00, , , ,54.63846291,70.82985822,9.791796497,3/1/2011,13:45:00,166,2011,3,1,54.33478216,95.5822908,13.97653895
334,3/1/2011 13:50:00,0:05:00, , , ,54.63877708,70.82985822,9.791796497,3/1/2011,13:50:00,167,2011,3,1,54.8529756,104.6023698,12.93090236
