30, 0.951062, 0.902982, 0.160417, 9.3902
49,(5704,4437),(9715,4044),(7416,893),(3594,6000),(9198,1716),(5949,1278),(3798,360),(12284,2125),(8194,3308),(5964,3799),(11536,7001),(13886,8039),(4644,7110),(7102,2345),(2134,7035),(14306,8044),(12284,2125),(9865,6302),(8092,4828),(13157,5319),(5940,4453),(4113,3293),(275,1054),(6738,6590),(4545,1320),(11880,420),(713,3015),(9612,7826),(7388,7182),(2158,5167)
50,(5760,4369),(9383,4070),(7422,553),(3504,5993),(9198,2049),(6288,1278),(3929,666),(12617,2109),(8491,3459),(5895,3613),(11460,6677),(14219,8043),(4672,7442),(6842,2377),(1916,7276),(13973,8040),(12617,2109),(10198,6316),(8114,5160),(13050,5346),(5994,4356),(4112,3296),(244,722),(6732,6282),(4215,1365),(11880,646),(583,2806),(9611,7815),(7439,7512),(2338,5178)
51,(5562,4608),(9290,4077),(7431,325),(3172,5964),(9194,2395),(6490,1071),(3682,757),(12950,2092),(8802,3618),(5935,3282),(11384,6352),(14431,7935),(4700,7774),(6911,2677),(1688,7519),(13640,8035),(12950,2092),(10242,6040),(8100,4942),(13158,5318),(6030,4050),(3852,3330),(216,414),(6405,6216),(4072,1552),(11880,313),(512,2480),(9612,7826),(7672,7619),(2361,5181)
52,(5775,4351),(9623,4051),(7418,658),(2899,6154),(9183,2608),(6624,738),(3350,781),(12828,2098),(8504,3466),(5976,2952),(11439,6588),(14472,7604),(4701,7789),(6912,2677),(1679,7528),(13306,8031),(12828,2098),(10242,6144),(8078,4606),(13266,5292),(6325,3895),(3518,3330),(246,745),(6094,6222),(4081,1885),(11657,201),(442,2155),(9611,7815),(8004,7655),(2197,4987)
53,(5689,4454),(9826,4036),(7427,442),(2889,6164),(9194,2395),(6546,413),(3017,804),(12495,2115),(8207,3315),(6309,2940),(11515,6913),(14512,7274),(4673,7457),(7020,2704),(1907,7285),(12973,8027),(12495,2115),(10075,6311),(8056,4273),(13157,5319),(6621,3789),(3715,3330),(277,1077),(5761,6237),(4081,1903),(11324,207),(490,2377),(9612,7826),(7897,7644),(2124,4662)
54,(5592,4714),(9494,4061),(7427,436),(3056,5997),(9183,2608),(6293,288),(2685,828),(12162,2131),(7910,3164),(6516,2822),(11561,7109),(14537,7075),(4644,7110),(6714,2579),(2161,7079),(12640,8022),(12162,2131),(9816,6244),(8056,4270),(13050,5346),(6733,3757),(3820,3110),(306,1386),(5746,6238),(4072,1570),(10991,213),(560,2703),(9760,7650),(7565,7608),(2199,4989)
55,(5465,4913),(9180,4086),(7418,664),(2821,6232),(9194,2395),(5960,288),(2352,851),(12062,2136),(8095,3258),(6339,2582),(11485,6785),(14496,7405),(4672,7442),(6426,2411),(2484,7110),(12307,8018),(12062,2136),(9839,6031),(8078,4602),(13158,5318),(6408,3852),(3821,3116),(275,1054),(6079,6223),(4072,1552),(11094,212),(630,3024),(10094,7650),(7418,7376),(2338,5178)
56,(5194,5004),(9198,4392),(7431,331),(2968,6085),(9183,2608),(5832,510),(2025,931),(12395,2120),(8392,3409),(6516,2718),(11409,6460),(14455,7736),(4700,7774),(6527,2470),(2152,7078),(11973,8014),(12395,2120),(9816,6244),(8064,4384),(13266,5292),(6728,3758),(3962,3337),(244,722),(6426,6220),(4081,1885),(11427,206),(708,3347),(10323,7539),(7388,7182),(2168,5001)
57,(5221,4769),(9180,4086),(7422,547),(2978,6075),(9194,2395),(5832,626),(2006,940),(12728,2103),(8689,3560),(6326,2571),(11413,6480),(14418,8046),(4701,7789),(6815,2638),(2268,6858),(11664,8010),(12728,2103),(9839,6031),(7990,4104),(13157,5319),(7036,3621),(3937,3336),(216,414),(6732,6282),(4081,1903),(11760,200),(787,3671),(10296,7182),(7439,7512),(2356,5146)
58,(4977,4625),(9512,4060),(7422,553),(2811,6242),(9172,2718),(5832,288),(2025,931),(13050,2088),(9024,3618),(6516,2829),(11489,6804),(14458,7715),(4673,7457),(6843,2386),(2068,7114),(11628,7678),(13050,2088),(9754,6301),(7657,4104),(13050,5346),(7209,3383),(3820,3110),(246,745),(6405,6216),(4072,1570),(11657,201),(1032,3752),(10321,7514),(7419,7815),(2197,4987)
59,(5004,4302),(9844,4034),(7431,325),(3046,6007),(9169,2735),(5832,621),(2006,940),(12717,2104),(9357,3618),(6293,2941),(11565,7129),(14499,7384),(4644,7110),(6840,2044),(1840,7357),(11593,7347),(12717,2104),(9421,6311),(7527,4104),(13158,5318),(7258,3285),(3632,2969),(277,1077),(6644,6264),(4072,1552),(11324,207),(1130,3748),(10314,7428),(7422,7791),(2251,5171)
60,(5343,4304),(9605,4053),(7418,658),(2819,5933),(9195,2386),(5796,936),(2025,931),(12384,2120),(9690,3618),(5976,2952),(11510,6893),(14539,7053),(4672,7442),(6840,1728),(1612,7600),(11591,7329),(12384,2120),(9178,6206),(7860,4104),(13266,5292),(7110,3582),(3471,3153),(306,1386),(6514,6238),(4081,1885),(10991,213),(810,3762),(10304,7292),(7435,7705),(2276,5066)
61,(5472,4356),(9272,4078),(7416,997),(2487,5903),(9182,2617),(5832,626),(2006,940),(12051,2137),(10024,3618),(6309,2940),(11434,6568),(14449,6885),(4700,7774),(6506,1719),(1602,7938),(11626,7661),(12051,2137),(9172,5873),(8056,4270),(13157,5319),(7010,3906),(3312,3348),(275,1054),(6535,6242),(4081,1903),(11094,212),(1143,3748),(10332,7650),(7406,7901),(2277,5067)
62,(5125,4294),(9401,4068),(7416,893),(2155,5873),(9195,2386),(5832,288),(2025,931),(12173,2131),(9929,3618),(6626,2941),(11363,6263),(14448,6883),(4701,7789),(6173,1711),(1603,7609),(11664,8010),(12173,2131),(9166,5540),(8078,4602),(13050,5346),(7013,3886),(3146,3584),(244,722),(6623,6260),(4072,1570),(11427,206),(1019,3753),(10306,7317),(7452,7596),(2560,5193)
63,(5225,4288),(9733,4043),(7422,553),(1823,5843),(9198,2062),(6165,288),(1801,1166),(12506,2114),(9596,3618),(6601,2940),(11290,5938),(14140,6840),(4673,7457),(5976,1476),(1831,7366),(11628,7678),(12506,2114),(9106,5254),(8099,4939),(13158,5318),(6742,3852),(3280,3759),(216,414),(6316,6212),(4072,1552),(11760,200),(921,3757),(10073,7174),(7783,7631),(2893,5211)
64,(5598,4356),(9715,4044),(7431,325),(1717,5706),(9198,1728),(6516,288),(1695,1482),(12839,2098),(9263,3618),(6737,2949),(11218,5613),(14262,6840),(4644,7110),(6175,1711),(2059,7123),(11593,7347),(12839,2098),(8773,5242),(8062,5222),(13266,5292),(6678,4050),(3613,3753),(246,745),(5983,6227),(4081,1885),(11657,201),(1242,3744),(9740,7164),(8118,7668),(3208,5226)
65,(5507,4598),(9383,4070),(7418,658),(1717,5706),(9198,1605),(6182,288),(1690,1497),(12939,2093),(8929,3618),(6750,2765),(11142,5274),(14513,6976),(4672,7442),(6508,1719),(2382,7100),(11591,7329),(12939,2093),(8440,5231),(7729,5240),(13157,5319),(6984,4050),(3947,3747),(277,1077),(5650,6242),(4081,1903),(11324,207),(1264,4076),(9407,7153),(7786,7632),(3529,5234)
66,(5179,4572),(9186,4196),(7416,997),(1913,5851),(9198,1938),(5832,288),(1796,1181),(12606,2109),(8603,3517),(7076,2833),(10809,5256),(14449,6885),(4700,7774),(6840,1728),(2262,7088),(11626,7661),(12606,2109),(8118,5220),(7378,5254),(13050,5346),(6678,4050),(4306,3749),(306,1386),(5303,6216),(4072,1570),(10991,213),(1114,4297),(9273,7149),(7452,7596),(3862,5213)
