26, 0.951471, 0.932801, 0.127569, 6.91267
10,(4706,5427),(9184,4496),(7434,270),(4504,5659),(7373,3096),(4504,5659),(5848,2256),(8968,3618),(1428,7033),(2103,4431),(8514,2933),(3749,7912),(11540,7021),(5408,3026),(345,1613),(3742,2957),(2103,4431),(2103,4431),(8004,7655),(11205,210),(3872,533),(14251,6840),(3343,7110),(1989,3775),(5727,5220),(13068,2430)
11,(4810,5386),(9168,4612),(7420,603),(4208,5813),(7308,3186),(4208,5813),(5850,2255),(9302,3618),(1374,6819),(2137,4772),(8840,2861),(4082,7927),(11536,7001),(5478,3142),(295,1275),(3461,3043),(2137,4772),(2137,4772),(8095,7446),(11538,204),(3863,513),(14151,6840),(3010,7110),(1930,3472),(6060,5220),(13050,2088)
12,(4500,5508),(9198,4392),(7416,942),(4158,6084),(7386,3077),(4158,6084),(5526,2340),(9635,3618),(1314,6480),(2277,5067),(9162,2790),(4415,7942),(11460,6677),(5522,3216),(265,943),(3307,3186),(2277,5067),(2277,5067),(8069,7201),(11880,198),(3916,635),(14362,6840),(2676,7110),(1866,3145),(6372,5220),(13068,2430)
13,(4810,5386),(9180,4086),(7416,949),(4477,6179),(7452,2988),(4477,6179),(5848,2256),(9968,3618),(1644,6435),(2560,5193),(9192,2442),(4711,7900),(11384,6352),(5364,2952),(234,611),(3334,3186),(2560,5193),(2560,5193),(8104,7532),(11546,203),(3819,411),(14040,6840),(2487,7276),(1828,2952),(6372,5553),(13050,2088)
14,(4969,5143),(9512,4060),(7305,726),(4555,6467),(7373,3096),(4555,6467),(6156,2142),(9985,3618),(1974,6390),(2893,5211),(9185,2561),(4683,7568),(11439,6588),(5535,3237),(226,524),(3458,3020),(2893,5211),(2893,5211),(8118,7890),(11213,209),(3960,738),(14373,6840),(2495,7609),(1892,3279),(6372,5886),(13068,2430)
15,(5227,5021),(9844,4034),(6972,744),(4601,6797),(7470,3209),(4601,6797),(5988,1852),(9652,3618),(2304,6345),(3042,5386),(9192,2442),(4654,7236),(11515,6913),(5465,3121),(256,856),(3732,2958),(3042,5386),(3042,5386),(8118,7751),(10872,216),(4014,1066),(14512,6974),(2446,7904),(1956,3606),(6372,6210),(13050,2088)
16,(5508,4878),(9605,4053),(6740,648),(4644,7110),(7499,3541),(4644,7110),(5741,1629),(9318,3618),(2635,6300),(2821,5532),(9185,2561),(4866,7110),(11561,7109),(5421,3047),(287,1188),(3837,3226),(2821,5532),(2821,5532),(8095,7446),(11205,210),(4068,1386),(14251,6840),(2113,7917),(1687,3677),(6372,5876),(13068,2430)
17,(5775,4688),(9272,4078),(6656,325),(4977,7110),(7482,3341),(4977,7110),(5622,1327),(8985,3618),(2625,6449),(2489,5568),(9192,2442),(5188,7110),(11485,6785),(5580,3312),(295,1275),(3629,3330),(2489,5568),(2489,5568),(8069,7201),(11538,204),(4013,1057),(14151,6840),(1780,7930),(1357,3726),(6372,5543),(13050,2088)
18,(5965,4407),(9401,4068),(6711,538),(5299,7110),(7452,2988),(5299,7110),(5893,1278),(8653,3542),(2406,6700),(2158,5604),(9185,2561),(5522,7110),(11409,6460),(5408,3026),(265,943),(3366,3340),(2158,5604),(2158,5604),(8104,7532),(11880,198),(3960,738),(14449,6885),(1581,7772),(1461,3711),(6372,5220),(13068,2430)
19,(6026,4080),(9733,4043),(6740,648),(5616,7110),(7373,3096),(5616,7110),(6232,1278),(8356,3391),(2341,6774),(1827,5641),(9192,2442),(5599,7309),(11413,6480),(5478,3142),(234,611),(3715,3330),(1827,5641),(1827,5641),(8118,7890),(11546,203),(3828,431),(14448,6883),(1717,7487),(1791,3661),(6705,5231),(13050,2088)
20,(5997,4325),(9715,4044),(6656,325),(5602,6776),(7308,3186),(5602,6776),(6469,1123),(8059,3239),(2560,6523),(1747,5836),(9198,2117),(5608,7642),(11489,6804),(5522,3216),(226,524),(4073,3345),(1747,5836),(1747,5836),(8340,7977),(11213,209),(3907,615),(14140,6840),(1945,7244),(1930,3472),(7038,5242),(13068,2430)
21,(5912,4505),(9383,4070),(6711,538),(5588,6443),(7386,3077),(5588,6443),(6593,813),(7947,3182),(2772,6282),(2079,5866),(9198,1784),(5614,7864),(11565,7129),(5364,2952),(256,856),(4356,3348),(2079,5866),(2079,5866),(8673,7983),(10872,216),(3996,957),(14262,6840),(2172,6985),(1866,3145),(7371,5253),(13050,2088)
22,(6013,4190),(9186,4196),(6741,863),(5469,6234),(7452,2988),(5469,6234),(6559,467),(8244,3333),(3007,6046),(2411,5896),(9179,1441),(5605,7531),(11510,6893),(5535,3237),(287,1188),(4588,3333),(2411,5896),(2411,5896),(9006,7989),(11205,210),(4051,1285),(14251,6840),(2168,6991),(1828,2952),(7419,5533),(13068,2430)
23,(5866,4050),(9191,4281),(6660,1187),(5130,6239),(7373,3096),(5130,6239),(6349,288),(8541,3485),(3317,5976),(2743,5926),(9065,1128),(5599,7309),(11434,6568),(5465,3121),(295,1275),(4421,3258),(2743,5926),(2743,5926),(9328,7992),(11538,204),(4031,1166),(14151,6840),(2327,7095),(1892,3279),(7401,5866),(13050,2088)
24,(5612,4105),(9186,4196),(6464,1381),(4819,6233),(7308,3186),(4819,6233),(6016,288),(8752,3592),(3649,6005),(3096,5958),(8951,814),(5608,7642),(11363,6263),(5253,2939),(265,943),(4518,2934),(3096,5958),(3096,5958),(9624,7936),(11880,198),(3976,838),(14449,6885),(2318,7094),(1956,3606),(7383,6199),(13068,2430)
25,(5542,4356),(9191,4281),(6116,1451),(4533,6138),(7386,3077),(4533,6138),(5832,454),(8455,3441),(3782,6030),(3428,5986),(8838,501),(5671,7921),(11290,5938),(5166,2934),(234,611),(4626,2934),(3428,5986),(3428,5986),(9538,7650),(11546,203),(3872,533),(14448,6883),(1994,7077),(1687,3677),(7102,6271),(12734,2440)
26,(5346,4572),(9068,4087),(6140,1447),(4626,5814),(7452,2988),(4626,5814),(5822,792),(8158,3290),(3640,5747),(3708,5959),(8692,256),(6004,7932),(11218,5613),(5160,3278),(226,524),(4518,2934),(3708,5959),(3708,5959),(9205,7650),(11213,209),(3863,513),(14512,6974),(1661,7086),(1357,3726),(6769,6280),(12401,2451)
27,(4986,4572),(8735,4093),(6335,1413),(4710,5577),(7373,3096),(4710,5577),(5899,1066),(7848,3132),(3536,5430),(3605,5642),(8360,280),(6337,7942),(11142,5274),(5166,3607),(256,856),(4389,3144),(3605,5642),(3605,5642),(9421,7650),(10872,216),(3978,847),(14513,6976),(1479,7201),(1461,3711),(6459,6227),(12068,2462)
28,(4986,4896),(8402,4098),(6006,1470),(5024,5465),(7308,3186),(5024,5465),(6121,1278),(8145,3283),(3584,5231),(3502,5325),(8483,271),(6671,7953),(11214,5599),(5332,3780),(287,1188),(4121,3241),(3502,5325),(3502,5325),(9611,7815),(11205,210),(4033,1176),(14510,7295),(1542,7528),(1791,3661),(6589,6253),(11747,2459)
29,(4986,4572),(8046,4104),(6249,1428),(5149,5730),(7386,3077),(5149,5730),(6428,1226),(8442,3434),(3917,5210),(3695,5224),(8692,256),(6472,7947),(11287,5924),(5594,3890),(295,1275),(4326,3348),(3542,5449),(3542,5449),(9463,7992),(11538,204),(4049,1276),(14469,7626),(1717,7487),(1797,3660),(6898,6277),(11414,2449)
30,(5059,4298),(8067,4436),(6549,1354),(5155,5741),(7452,2988),(5155,5741),(6552,916),(8739,3585),(4174,5186),(4050,5202),(8360,280),(6139,7936),(11360,6249),(5468,4107),(265,943),(4644,3330),(3645,5766),(3645,5766),(9159,7936),(11880,198),(3994,947),(14428,7957),(1945,7244),(1467,3710),(7231,6268),(11653,2456)
31,(5395,4325),(8074,4551),(6876,1350),(5204,5826),(7373,3096),(5204,5826),(6585,575),(8554,3491),(4143,5107),(4143,5107),(8483,271),(5806,7926),(11315,6046),(5395,4325),(234,611),(4628,2997),(3778,6029),(3708,5959),(9145,7594),(11880,531),(3978,847),(14445,7825),(2172,6985),(1351,3727),(7546,6268),(11970,2466)
32,(5574,4520),(8053,4218),(6844,1681),(5238,6163),(7308,3186),(5238,6163),(6460,288),(8257,3340),(4359,5220),(4359,5220),(8692,256),(5449,7926),(11242,5721),(5574,4520),(226,524),(4570,2934),(4051,5915),(3605,5642),(9157,7261),(12046,699),(4033,1176),(14485,7494),(2103,6882),(1681,3678),(7879,6276),(11636,2455)
33,(5704,4437),(8060,4325),(6840,2005),(5038,6319),(7386,3077),(5038,6319),(6127,288),(7960,3189),(4716,5184),(4716,5184),(8360,280),(5116,7939),(11169,5396),(5704,4437),(256,856),(4633,3100),(4205,5642),(3502,5325),(9384,7153),(12379,693),(4070,1497),(14526,7163),(1773,6930),(1907,3644),(8111,6392),(11431,2449)
34,(5871,4180),(8082,4662),(6840,2322),(5031,6652),(7452,2988),(5031,6652),(5832,343),(8046,3232),(4662,4878),(4662,4878),(8483,271),(4783,7953),(10920,5262),(5871,4180),(287,1188),(4533,3336),(4500,5508),(3695,5224),(9717,7163),(12713,688),(4079,1830),(14448,6883),(1443,6978),(1577,3693),(8210,6617),(11764,2459)
35,(5755,4050),(8060,4329),(7171,2352),(5024,6986),(7373,3096),(5024,6986),(5832,676),(8343,3384),(4986,4896),(4986,4896),(8692,256),(4993,7944),(10587,5244),(5881,3888),(295,1275),(4454,3213),(4810,5386),(4050,5202),(10050,7174),(12976,628),(4107,2178),(14512,6974),(1355,6710),(1242,3744),(8462,6586),(11858,2462)
36,(5468,4107),(8053,4214),(7436,2320),(5244,7110),(7308,3186),(5244,7110),(5830,979),(8640,3535),(5072,4716),(5072,4716),(8360,280),(5326,7931),(10235,5246),(5901,3558),(265,943),(4222,3136),(4969,5143),(4086,5533),(10304,7292),(12964,295),(4083,1958),(14513,6976),(1424,6465),(908,3757),(8422,6297),(11525,2452)
37,(5181,4290),(8074,4547),(7448,1987),(5577,7110),(7386,3077),(5577,7110),(6036,1241),(8968,3618),(5204,4874),(5204,4874),(8483,271),(5560,7922),(9918,5271),(5942,3227),(234,611),(4048,3344),(5227,5021),(4085,5522),(10332,7650),(12967,384),(4074,1625),(14449,6885),(1754,6420),(844,3981),(8114,6337),(11542,2453)
38,(4992,4468),(8067,4440),(7722,1890),(5893,7115),(7452,2988),(5893,7115),(5788,1278),(9302,3618),(5334,5022),(5334,5022),(8692,256),(5227,7935),(10138,5249),(5920,2947),(226,524),(3836,3220),(5508,4878),(4050,5202),(10306,7317),(12922,684),(4049,1276),(14448,6883),(2084,6375),(900,4338),(8155,6611),(11875,2463)
39,(5208,4572),(8046,4104),(7735,2223),(6226,7122),(7373,3096),(6226,7122),(5638,1443),(9635,3618),(5634,4860),(5634,4860),(8360,280),(4894,7948),(10458,5238),(5588,2919),(256,856),(3742,2957),(5856,4860),(3717,5222),(10518,7178),(12589,690),(3994,947),(14512,6974),(2415,6330),(1227,4275),(8460,6642),(11747,2459)
40,(5562,4608),(8067,4436),(7519,2365),(6497,7180),(7308,3186),(6497,7180),(5816,1697),(9968,3618),(5967,4860),(5967,4860),(8483,271),(4549,7948),(10124,5250),(5820,2939),(287,1188),(3401,2975),(6189,4860),(3362,5233),(10851,7174),(12255,695),(3916,635),(14513,6976),(2772,6282),(1005,4317),(8128,6608),(11414,2449)
41,(5401,4476),(8193,4662),(7212,2355),(6535,7131),(7386,3077),(6535,7131),(5988,1852),(9985,3618),(6300,4860),(6300,4860),(8692,256),(4216,7933),(10138,5249),(6142,2946),(325,1495),(3139,2971),(6519,4857),(3042,5220),(11184,7169),(11922,701),(3819,411),(14384,6795),(2552,6532),(947,4555),(8081,6883),(11653,2456)
42,(5388,4499),(8526,4662),(6880,2325),(6750,7257),(7452,2988),(6747,7034),(5741,1629),(9652,3618),(6630,4855),(6630,4855),(8360,280),(3883,7918),(10458,5238),(6475,2935),(382,1823),(3179,3296),(6852,4851),(2709,5201),(11518,7164),(12157,697),(3960,738),(14185,6528),(2332,6783),(1100,4758),(8119,7146),(11970,2466)
43,(5123,4572),(8859,4662),(6840,2044),(6750,7590),(7373,3096),(6740,6701),(5816,1697),(9318,3618),(6963,4849),(6963,4849),(8483,271),(3528,7902),(10124,5250),(6768,2952),(487,2101),(3136,3639),(7185,4845),(2394,5184),(11603,7440),(12491,691),(3828,431),(13986,6260),(2414,6690),(1433,4779),(8452,7146),(11636,2455)
44,(5000,4350),(9162,4717),(6840,1728),(6750,7923),(7667,2934),(6733,6368),(6054,1939),(8985,3618),(7296,4843),(7296,4843),(8692,256),(3520,7568),(9846,5347),(6733,2858),(819,2077),(3153,3543),(7398,4730),(2084,5169),(11638,7771),(12824,686),(3907,615),(13787,5993),(2633,6439),(1555,5009),(8786,7146),(11431,2449)
45,(5292,4284),(9162,5050),(6871,1396),(7027,7956),(7769,2736),(6736,6504),(6282,2142),(8653,3542),(7342,4662),(7342,4662),(8360,280),(3512,7235),(9846,5680),(6980,2888),(1152,2053),(3366,3340),(7120,4662),(1751,5178),(11652,7899),(12972,517),(3872,533),(13588,5725),(2661,6296),(1555,5017),(9119,7146),(11764,2459)
46,(5562,4058),(9162,5144),(7153,1358),(7361,7956),(7962,2628),(6743,6837),(6164,1829),(8356,3391),(7009,4662),(7009,4662),(8483,271),(3515,7332),(9839,6031),(7121,3010),(1484,2029),(3463,3075),(6786,4662),(1659,5180),(11616,7568),(12960,162),(3863,513),(13389,5458),(2331,6341),(1455,4781),(9168,6868),(11858,2462)
47,(5599,4327),(9162,4811),(7507,1364),(7120,7956),(8118,2847),(6750,7146),(6198,1918),(8059,3239),(6675,4662),(6675,4662),(8692,256),(3522,7665),(9754,6301),(7070,3315),(1657,1850),(3239,2939),(6453,4662),(1992,5171),(11581,7236),(12971,495),(3916,635),(13158,5318),(2001,6386),(1122,4760),(9175,6535),(11525,2452)
48,(5562,4608),(9162,4828),(7840,1342),(6786,7956),(7899,2913),(6743,6812),(6156,2142),(7784,3222),(6390,4606),(6390,4606),(8360,280),(3525,7790),(9421,6311),(6840,3546),(1649,1766),(3161,3136),(6390,4384),(2084,5169),(11603,7440),(12811,686),(3819,411),(13266,5292),(1670,6431),(1033,4969),(9291,6314),(11335,2286)
49,(5274,4788),(9162,5162),(8172,1319),(6750,7678),(7754,2683),(6736,6479),(5850,2255),(7592,3495),(6390,4273),(6390,4273),(8039,283),(3517,7457),(9291,6314),(6552,3690),(1618,2020),(3132,2916),(6445,4079),(1751,5178),(11638,7771),(12478,692),(3960,738),(13157,5319),(1314,6480),(1191,5197),(9624,6305),(11526,2153)
50,(4968,4680),(9162,5033),(8275,1535),(6750,7344),(8017,2628),(6843,6278),(5526,2340),(7672,3631),(6555,4065),(6555,4065),(7706,275),(3510,7110),(9624,6305),(6220,3721),(1286,2044),(3456,2988),(6789,4050),(1553,5073),(11652,7899),(12144,697),(3828,431),(13050,5346),(1372,6808),(1548,5184),(9976,6306),(11859,2144)
51,(4875,4889),(9162,4700),(8295,1868),(6861,7142),(8118,2902),(7176,6269),(5512,2006),(7936,3559),(6900,4050),(6900,4050),(7431,325),(3843,7110),(9643,6304),(6450,3699),(953,2068),(3798,2952),(7094,4063),(1510,4784),(11616,7568),(11880,646),(3907,615),(13158,5318),(1513,7090),(1563,4851),(10242,6262),(11729,2148)
52,(4772,4884),(9162,4939),(8020,1899),(7194,7133),(8296,2965),(7385,6153),(5285,1908),(8262,3654),(7204,4077),(7204,4077),(7418,658),(4176,7110),(9310,6314),(6750,3590),(621,2092),(3845,3281),(7416,4104),(1177,4763),(11581,7236),(11880,313),(3872,533),(13266,5292),(1846,7081),(1553,5065),(10242,5922),(11396,2157)
53,(4875,4889),(9162,5256),(7724,1945),(7546,7132),(8284,2964),(7403,5820),(5406,1908),(8204,3888),(7434,3994),(7434,3994),(7427,442),(4510,7110),(9175,6540),(6997,3388),(467,2268),(3812,3055),(7341,3878),(1022,4915),(11603,7440),(11880,420),(3863,513),(13157,5319),(2161,7079),(1770,5177),(9911,5967),(11526,2153)
54,(4646,4767),(9162,4922),(7737,2278),(7879,7141),(8118,2896),(7421,5487),(5285,1908),(7871,3888),(7230,3869),(7230,3869),(7427,436),(4866,7110),(9167,6873),(6992,3393),(537,2594),(3829,3171),(7020,3852),(1069,5147),(11638,7771),(11880,646),(3916,635),(13050,5346),(2484,7110),(2103,5168),(10121,5938),(11859,2144)
55,(4601,4437),(9169,4606),(7464,2372),(7897,7141),(8026,2628),(7544,5250),(5050,1744),(7538,3888),(7055,3746),(7055,3746),(7418,664),(4855,7110),(9160,7201),(6950,3560),(607,2920),(3828,3165),(6686,3852),(1003,4820),(11652,7899),(11880,313),(3819,411),(13158,5318),(2491,7443),(2160,4950),(10242,6144),(11729,2148)
56,(4865,4320),(9308,4399),(7157,2350),(7564,7132),(7754,2681),(7877,5232),(5006,1414),(7495,3670),(6962,3660),(6962,3660),(7431,331),(4755,7110),(9148,7534),(6962,3660),(583,2806),(3813,3061),(6461,3836),(1044,5024),(11616,7568),(11880,420),(3960,738),(13266,5292),(2499,7776),(2177,5056),(10242,6151),(11396,2157)
57,(5170,4291),(9641,4421),(6840,2322),(7380,6961),(7783,2790),(8007,5225),(5008,1425),(7761,3596),(6680,3772),(6680,3772),(7156,270),(5023,7054),(9366,7650),(6680,3772),(512,2480),(3907,3333),(6781,3743),(1118,5364),(11581,7236),(11880,646),(3828,431),(13157,5319),(2496,7679),(2132,4729),(10131,5937),(11526,2153)
58,(5449,4126),(9974,4443),(6840,1988),(7380,6628),(7906,2628),(7674,5243),(5052,1755),(7761,3596),(6463,3852),(6463,3852),(6822,270),(5030,6721),(9705,7650),(6463,3852),(442,2155),(4122,3238),(7085,3595),(1194,5688),(11603,7440),(11880,313),(3907,615),(13050,5346),(2489,7346),(1853,4723),(9846,5920),(11859,2144)
59,(5468,4107),(9730,4427),(6845,1672),(7380,6294),(8100,2683),(7544,5250),(5021,1524),(7666,3631),(6808,3852),(6808,3852),(6570,280),(5037,6387),(10038,7650),(6808,3852),(384,1832),(4361,3143),(6840,3546),(1446,5822),(11638,7771),(11657,201),(3872,533),(13158,5318),(2486,7221),(1620,4775),(9846,5587),(11729,2148)
60,(5395,4325),(9398,4405),(6876,1350),(7380,6541),(8118,2902),(7877,5232),(4993,1315),(7601,3481),(7000,3961),(7000,3961),(6919,270),(5238,6210),(10276,7650),(7000,3961),(326,1504),(4356,3348),(7075,3310),(1713,5723),(11775,8011),(11324,207),(3863,513),(13266,5292),(2494,7554),(1945,4702),(9846,5347),(11396,2157)
61,(5574,4520),(9308,4399),(7209,1360),(7380,6875),(8406,2957),(8118,5331),(5037,1645),(7793,3209),(7204,4077),(7204,4077),(7253,270),(5580,6246),(9943,7650),(7204,4077),(344,1604),(4699,3333),(7121,2998),(1802,5841),(12108,8015),(10991,213),(3916,635),(13157,5319),(2502,7902),(2108,4496),(9846,5680),(11526,2153)
62,(5704,4437),(9641,4421),(7452,1479),(7435,7129),(8731,2885),(8118,5664),(5035,1634),(8046,3232),(7412,4215),(7412,4215),(7267,270),(5593,6579),(9594,7650),(7412,4215),(401,1933),(4944,3237),(6968,2891),(2134,5871),(12441,8020),(11094,212),(3819,411),(13050,5346),(2494,7568),(1976,4266),(9846,5920),(11859,2144)
63,(5871,4180),(9974,4443),(7452,1812),(7768,7138),(9057,2813),(8118,5997),(4991,1304),(8343,3384),(7401,4548),(7401,4548),(6934,270),(5607,6912),(9630,7992),(7401,4548),(403,1941),(4821,3341),(6730,2847),(2466,5901),(12775,8024),(11427,206),(3960,738),(13158,5318),(2486,7235),(1643,4266),(9846,5587),(11729,2148)
64,(6023,4105),(9730,4427),(7673,1893),(8119,7146),(8945,2838),(8173,6284),(5022,1535),(8640,3535),(7175,4662),(7175,4662),(6587,277),(5602,7220),(9963,7994),(7405,4439),(345,1613),(4477,3340),(6768,2952),(2798,5931),(13108,8028),(11760,200),(3828,431),(13172,5531),(2262,7088),(1310,4266),(9846,5347),(11396,2157)
65,(5967,4404),(9398,4405),(7999,1898),(8452,7146),(8619,2910),(8475,6355),(5100,1836),(8653,3542),(6842,4662),(6842,4662),(6580,558),(5875,7264),(10296,7997),(7416,4104),(325,1495),(4500,3150),(6733,2858),(3151,5962),(13441,8033),(11880,420),(3907,615),(13356,5809),(1992,7195),(1005,4317),(9846,5680),(11526,2153)
66,(5965,4407),(9308,4399),(8294,1852),(8786,7146),(8406,2957),(8462,6586),(5406,1908),(8356,3391),(6509,4662),(6509,4662),(6562,892),(6208,7277),(10629,8000),(7563,3888),(382,1823),(4140,3132),(6980,2888),(3483,5991),(13774,8037),(11880,646),(3872,533),(13541,6086),(1764,7438),(1118,4296),(9839,6031),(11859,2144)
67,(5912,4505),(9641,4421),(8274,1519),(9119,7146),(8731,2885),(8475,6355),(5517,2130),(8059,3239),(6390,4439),(6390,4439),(6438,1202),(6534,7290),(10963,8003),(7896,3888),(422,2051),(4122,3238),(7121,3010),(3831,6047),(14108,8041),(11880,313),(3863,513),(13725,6364),(1572,7705),(1114,4297),(9865,6302),(11729,2148)
68,(6013,4190),(9974,4443),(8268,1424),(9439,7154),(9057,2813),(8404,6636),(5529,2451),(7784,3222),(6390,4086),(6390,4086),(6511,1020),(6200,7277),(11296,8006),(8229,3888),(364,1722),(4361,3143),(7070,3315),(4158,6084),(14418,8046),(11880,420),(3916,635),(13909,6642),(1713,7933),(882,4228),(10198,6316),(11396,2157)
69,(5902,4101),(9730,4427),(8288,1757),(9772,7165),(9381,2755),(8100,6606),(5539,2784),(7592,3495),(6058,4052),(6058,4052),(6603,789),(5867,7264),(11629,8009),(8262,3654),(306,1386),(4518,2934),(6840,3546),(3928,6028),(14084,8041),(11935,701),(3819,411),(13978,6747),(2046,7920),(831,3898),(10259,6595),(11526,2153)
70,(5760,4369),(9398,4405),(8287,1741),(10105,7175),(9710,2703),(8118,6282),(5765,2934),(7601,3481),(6276,3921),(6276,3921),(6479,1099),(5653,7256),(11386,8007),(8291,3779),(363,1714),(4636,3155),(6552,3690),(4104,5756),(13751,8037),(12268,695),(3960,738),(13794,6469),(2379,7906),(844,3981),(10280,6927),(11859,2144)
71,(5562,4608),(9308,4399),(8267,1408),(10285,7015),(10040,2651),(8100,6606),(5962,3062),(7793,3209),(6568,3805),(6568,3805),(6241,1278),(5986,7268),(11052,8004),(8048,3591),(420,2042),(4477,3340),(6220,3721),(4022,5943),(13418,8032),(12602,690),(3828,431),(13610,6191),(2279,7910),(900,4338),(10292,7126),(11729,2148)
72,(5234,4572),(9641,4421),(8040,1328),(10264,6682),(10023,2653),(8077,6938),(5921,3393),(8046,3232),(6889,3699),(6889,3699),(5962,1147),(6319,7281),(10719,8001),(7751,3606),(709,2085),(4133,3348),(5912,3818),(4054,6077),(13084,8028),(12935,684),(3907,615),(13426,5913),(1946,7924),(970,4663),(10271,6793),(11396,2157)
73,(4993,4461),(9974,4443),(7707,1350),(10244,6350),(9694,2705),(7952,7143),(5881,3724),(8343,3384),(7054,3574),(7054,3574),(5805,881),(6498,7184),(10386,7998),(7936,3559),(1041,2061),(4129,3624),(6129,3741),(4104,5868),(12751,8024),(12700,688),(3872,533),(13242,5635),(1602,7938),(1033,4969),(10250,6461),(11255,1943)
74,(4992,4468),(9730,4427),(7444,1313),(10259,6595),(9364,2757),(7619,7134),(5895,3613),(8640,3535),(6918,3467),(6918,3467),(5802,901),(6422,7285),(10052,7995),(8262,3654),(1373,2037),(3917,3747),(5912,3818),(4264,6115),(12418,8019),(12366,694),(3863,513),(13050,5346),(1935,7924),(1191,5197),(10252,6484),(11183,1617)
75,(5072,4716),(9398,4405),(7305,1104),(10280,6927),(9053,2814),(7380,7016),(5935,3282),(8968,3618),(7112,3220),(7112,3220),(5832,682),(6089,7272),(9719,7992),(7942,3560),(1668,1960),(3584,3753),(5901,3558),(4533,6138),(12084,8015),(12033,699),(3978,847),(13158,5318),(2268,7911),(1548,5184),(10273,6817),(11111,1292)
76,(5204,4874),(9191,4281),(6973,1070),(10300,7237),(8728,2886),(7380,6683),(5976,2952),(9302,3618),(7126,2887),(7126,2887),(5832,349),(5756,7260),(9407,7992),(8043,3590),(1638,1656),(3251,3759),(5942,3227),(4626,5814),(11751,8011),(12046,699),(4033,1176),(13266,5292),(2499,7790),(1214,5196),(10293,7149),(11038,966)
